# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(15,15),(15,20),(15,22),-0.182146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,24),-0.0543552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,25),-0.0344013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,26),-0.0192265 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,21),(15,22),-0.178852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,24),-0.173729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,25),-0.0748754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,26),-0.144163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,22),(15,24),-0.0891866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,22),(15,25),-0.0986938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,22),(15,26),-0.189499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,24),(15,25),0.0157093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,24),(15,26),0.000688362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,25),(15,26),-0.147278 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.118141 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.127233 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.12065 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.112403 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,22),-0.0829609 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,24),-0.0390235 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,25),-0.10223 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,26),-0.0540985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.120255 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.113627 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.0740934 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,22),-0.0594041 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,24),-0.0168907 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,25),-0.0724343 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,26),-0.0392062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.120926 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,21),-0.112391 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,22),-0.0829609 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,24),-0.0364383 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,25),-0.102016 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,26),-0.052626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,21),-0.11239 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,22),-0.0829609 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,24),-0.0377499 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,25),-0.102016 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,26),-0.052988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,22),-0.0877214 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,24),-0.0457493 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,25),0.0109364 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,26),-0.154464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,24),-0.0460227 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,25),-0.057723 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,26),-0.106738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,24),(15,25),-0.0505329 # DEPENDENCYPART_TRISIBL
(15,16),(15,24),(15,26),-0.0162997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,25),(15,26),-0.0731011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.125576 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.118948 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0759724 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,22),-0.0648986 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,24),-0.00396203 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,25),-0.0796003 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,26),-0.0219152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.123581 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,21),-0.113468 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,22),-0.0884553 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,24),-0.0135 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,25),-0.108576 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,26),-0.0399358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,21),-0.113467 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,22),-0.0884553 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,24),-0.0148116 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,25),-0.108576 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,26),-0.0402978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,22),-0.0929388 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,24),-0.0323831 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,25),0.00430202 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,26),-0.13863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,22),(15,24),-0.0314694 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,25),-0.0643541 # DEPENDENCYPART_TRISIBL
(15,17),(15,22),(15,26),-0.0912387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,24),(15,25),-0.0647668 # DEPENDENCYPART_TRISIBL
(15,17),(15,24),(15,26),0.0092582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,25),(15,26),-0.0606557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.114514 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,21),-0.0398801 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,22),-0.0862674 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,24),-0.0992813 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,25),-0.0170826 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,26),-0.147143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,21),-0.0392788 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,22),-0.0862674 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,24),-0.0980578 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,25),-0.0150816 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,26),-0.142768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,21),(15,22),-0.0923566 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,24),-0.0510938 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,25),-0.0292565 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,26),-0.206488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,22),(15,24),-0.0942874 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,25),-0.062685 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,26),-0.141872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,24),(15,25),-0.0829314 # DEPENDENCYPART_TRISIBL
(15,18),(15,24),(15,26),-0.106341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,25),(15,26),-0.0909757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,20),(15,21),-0.0911211 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,22),-0.0820097 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,24),0.0348131 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,25),-0.0821817 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,26),-0.0733932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,21),(15,22),-0.0915986 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,24),-0.00499182 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,25),0.0305858 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,26),-0.150984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,22),(15,24),-0.00774227 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,25),-0.0380981 # DEPENDENCYPART_TRISIBL
(15,19),(15,22),(15,26),-0.103179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,24),(15,25),-0.0210957 # DEPENDENCYPART_TRISIBL
(15,19),(15,24),(15,26),0.0166826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,25),(15,26),-0.0714032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,21),(15,22),-0.0910881 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,24),-0.0242102 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,25),0.0231869 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,26),-0.157281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,22),(15,24),-0.0243186 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,25),-0.0454692 # DEPENDENCYPART_TRISIBL
(15,20),(15,22),(15,26),-0.109342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,24),(15,25),-0.0324097 # DEPENDENCYPART_TRISIBL
(15,20),(15,24),(15,26),-0.0251507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,25),(15,26),-0.0743759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,22),(15,24),0.0810787 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,25),-0.069118 # DEPENDENCYPART_TRISIBL
(15,21),(15,22),(15,26),0.0248635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,24),(15,25),0.0521692 # DEPENDENCYPART_TRISIBL
(15,21),(15,24),(15,26),0.0223251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,25),(15,26),-0.134385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,24),(15,25),-0.128701 # DEPENDENCYPART_TRISIBL
(15,22),(15,24),(15,26),-0.0316831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,25),(15,26),-0.0905816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,24),(15,25),(15,26),0.0362065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.220898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,3),-0.171601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.322482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,3),-0.0301721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),-0.00325924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,3),(15,-1),-0.0663891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,3),-0.107096 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),0.0145575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,3),(15,-1),-0.0236858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,3),(15,-1),-0.0825407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.114992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.0508258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0390061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.161629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.105302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,26),-0.0686623 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.120212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0938223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0837918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.172361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,26),-0.212675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0356205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.16457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.109079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,26),-0.0943313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.162174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.121678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,26),-0.0690325 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,24),-0.113855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,26),-0.266261 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,26),-0.125899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.137273 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.131943 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.108444 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0194827 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,26),-0.0498911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.118273 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.108199 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),0.0142568 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,26),-0.0521399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.108199 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),0.0117795 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,26),-0.0521999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,24),-0.0429722 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,26),-0.12658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,26),-0.00272096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0823218 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0381035 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0816248 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,26),-0.153337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0378023 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0810018 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,26),-0.149502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,24),-0.0587355 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,26),-0.180232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,26),-0.124498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0923267 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),0.0367054 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,26),-0.110903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,24),-0.0292714 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,26),-0.17358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,26),-0.0646506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,24),-0.0390794 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,26),-0.169102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,26),-0.0720058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,26),-0.0887618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.0454554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.0132024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.108346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.116335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.145898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.122693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.183454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.0690672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.218658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,11),-0.101239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.0698352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.0753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,8),-0.0889442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.185952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,-1),-0.141908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0302368 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.0343086 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.094811 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.15641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,11),-0.0385615 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),-0.128187 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.0751071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,8),-0.116681 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.0601642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,-1),-0.0997231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,11),-0.00247835 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),-0.0931391 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.0125058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,8),-0.104948 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.0421468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,-1),-0.0424495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,8),-0.0878053 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.112256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,-1),-0.148777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,-1),-0.109989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.120164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0937749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.175354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.232015 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0355612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.114413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.128891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,24),-0.127012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.103592 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,26),-0.147968 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0823218 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0816254 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.15342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,24),-0.0810024 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.149586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,26),-0.124719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,24),0.0371109 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.112686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,26),-0.0643556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,26),-0.0717108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.117529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.111141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.0934366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.114294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,8),-0.118559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.286248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.0452997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.0133048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),-0.108346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,8),-0.11633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.147096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.122771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,11),-0.183454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,8),-0.0690618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.21987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,11),-0.101239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,8),-0.0698304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.0770345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,8),-0.0889388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.183567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,8),(17,-1),-0.143106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0112867 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0470451 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),-0.0622683 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,8),-0.0836959 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.171587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),0.0184345 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,11),-0.0484907 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,8),-0.0618711 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.236203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,11),-0.0662393 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,8),-0.0926736 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.138741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,8),-0.0796746 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.139975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,8),(17,-1),-0.171556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.0302369 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,11),-0.0343086 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,8),-0.094811 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.156399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,11),-0.0385615 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,8),-0.128187 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.0750843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,8),-0.116681 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.0601531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,8),(17,-1),-0.0997127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,11),-0.00247835 # DEPENDENCYPART_TRISIBL
