# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(12,14),(12,16),(12,17),-0.122009 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.125914 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.120885 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0418616 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0605369 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.119883 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.0813488 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,29),-0.0143648 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,30),-0.12067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.125798 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,19),-0.120769 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0418616 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.0605261 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.119768 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.0817182 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,29),-0.0141357 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,30),-0.104906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,19),-0.081051 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,20),-0.0471683 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,21),-0.0478813 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.0800401 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.10884 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,29),-0.091474 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,30),-0.0818122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,20),-0.047159 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,21),-0.0478813 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,22),-0.0800347 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,24),-0.108837 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,29),-0.0914034 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,30),-0.0880536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,21),0.00226946 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,22),-0.0561094 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,24),-0.0849528 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,29),-0.0162886 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,30),-0.173854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.0827534 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,24),-0.0952436 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,29),-0.0570885 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,30),-0.084147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,24),-0.108837 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,29),-0.0902706 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,30),-0.0867568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,24),(12,29),-0.0504029 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,30),-0.0786925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,29),(12,30),-0.0327516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.038939 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,19),-0.0301927 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),-0.124959 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0759862 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.0378889 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.119098 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,29),-0.0565851 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,30),-0.0226598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.137333 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,20),-0.0660984 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,21),-0.102952 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.144318 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.0909094 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,29),0.0421442 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,30),0.00912811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,20),-0.0580836 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,21),-0.102952 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.144263 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0910801 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,29),0.045689 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,30),0.00340108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,21),-0.0587397 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,22),-0.0493165 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,24),-0.0376585 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,29),0.0581845 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,30),-0.140557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.0667486 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,24),-0.111057 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,29),0.0320737 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,30),-0.0123916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,24),-0.0909094 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,29),0.0437864 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,30),0.0147917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,29),-0.0164039 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,30),-0.0312736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,29),(12,30),-0.0532986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,19),-0.126637 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,20),-0.0524071 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,21),-0.102009 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.133622 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.0821378 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,29),-0.0369342 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,30),0.0165615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,20),-0.0443923 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,21),-0.102009 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.133567 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.0823084 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,29),-0.0333893 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,30),0.0108345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,21),-0.0577961 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,22),-0.0326856 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,24),-0.0224918 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,29),0.0152244 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,30),-0.133827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.0560581 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,24),-0.102555 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,29),-0.0114032 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,30),-0.00810704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,24),-0.0821378 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,29),-0.035292 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,30),0.0222252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,29),-0.0682147 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,30),-0.01783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,29),(12,30),-0.053163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,19),(12,20),-0.109675 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,21),-0.0693143 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,22),-0.12126 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,24),-0.0415473 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,29),-0.103907 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,30),-0.0403222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,20),(12,21),-0.033805 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,22),-0.051188 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,24),0.0646036 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,29),-0.0982559 # DEPENDENCYPART_TRISIBL
(12,18),(12,20),(12,30),-0.0782112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,21),(12,22),-0.0993139 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,24),-0.0271117 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,29),-0.0672529 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,30),-0.0978261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,22),(12,24),-0.0415472 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,29),-0.10233 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,30),-0.043927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,24),(12,29),0.041097 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,30),-0.022386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,29),(12,30),0.0242052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,20),(12,21),-0.033805 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,22),-0.0391633 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,24),0.0640042 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,29),-0.10564 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,30),-0.0830049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,21),(12,22),-0.0918548 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,24),-0.0277147 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,29),-0.074637 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,30),-0.110698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,24),-0.0423345 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,29),-0.11883 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,30),-0.0587965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,24),(12,29),0.0338151 # DEPENDENCYPART_TRISIBL
(12,19),(12,24),(12,30),-0.0512085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,29),(12,30),0.0132856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,21),(12,22),-0.0316156 # DEPENDENCYPART_TRISIBL
(12,20),(12,21),(12,24),-0.0343636 # DEPENDENCYPART_TRISIBL
(12,20),(12,21),(12,29),-0.0156966 # DEPENDENCYPART_TRISIBL
(12,20),(12,21),(12,30),-0.0394836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,22),(12,24),-0.0175086 # DEPENDENCYPART_TRISIBL
(12,20),(12,22),(12,29),0.046878 # DEPENDENCYPART_TRISIBL
(12,20),(12,22),(12,30),0.0225227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,24),(12,29),0.00735799 # DEPENDENCYPART_TRISIBL
(12,20),(12,24),(12,30),-0.0156117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,29),(12,30),-0.139521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,22),(12,24),-0.0407603 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,29),-0.0796751 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,30),-0.05806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,24),(12,29),-0.046606 # DEPENDENCYPART_TRISIBL
(12,21),(12,24),(12,30),-0.0365804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,29),(12,30),-0.0176245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,24),(12,29),0.0343088 # DEPENDENCYPART_TRISIBL
(12,22),(12,24),(12,30),-0.0541171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,29),(12,30),0.0102776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,24),(12,29),(12,30),-0.0743338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),0.0500882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.106982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.12009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.0479599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),-0.107452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.12009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.0617047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.106691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,1),-0.118934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.0645072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.0860125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.101056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.0412552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.0864825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.101056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.0861821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.0857212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,1),-0.0967728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),0.126286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.000312843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),0.0690167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),-0.0796424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),-0.000312843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.0113017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.077011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,1),-0.0959665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),0.0229702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),-0.12113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),-0.0434336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),-0.181332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.090751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.0426723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,1),-0.0537238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.179587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),-0.04773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.180836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.0920539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),-0.0469687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,1),-0.0580202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.130641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),0.000813807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.0113679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.0761832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,1),-0.0951388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),0.0178297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,3),-0.090751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.0426723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,1),-0.0537238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),-0.179587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),0.000347604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,1),-0.0106468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.0585145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,1),-0.0960204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,2),(12,-1),0.0268662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,1),(12,-1),0.023758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0464175 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.0782929 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.0852848 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.0464175 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.0782929 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),-0.0753452 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.0464175 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,1),-0.0465497 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),0.0255864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0865016 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0933605 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),-0.0569205 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),-0.0865016 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.0711949 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.0569205 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,1),-0.0571187 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.0356796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.0526142 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.041924 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),-0.0461161 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),-0.0919843 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.041924 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,1),-0.0420562 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),0.00914363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.0418827 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),-0.0460318 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.0906226 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.0418827 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,1),-0.0420149 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),0.0563459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.0865016 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),-0.0711949 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),-0.0569205 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,1),-0.0571187 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.0356737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,3),-0.0919843 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.041924 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,1),-0.0420562 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),0.00914363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),-0.0481112 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,1),-0.0482434 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.0682967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,1),-0.0571187 # DEPENDENCYPART_TRISIBL
(12,11),(12,2),(12,-1),-0.032162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,1),(12,-1),-0.0356869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.110653 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.110925 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.110653 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0845837 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,1),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.0939939 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.0936854 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.0851795 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,1),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,5),-0.0936851 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,3),-0.0851314 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,1),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,5),-0.110653 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,3),-0.0845837 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,1),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,5),(12,3),-0.0851795 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,2),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,1),-0.0832324 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,3),(12,2),-0.0867368 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,1),-0.0867368 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,-1),-0.0976867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,1),-0.0854445 # DEPENDENCYPART_TRISIBL
(12,10),(12,2),(12,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,1),(12,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),-0.0265241 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,6),-0.161036 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,5),-0.0347667 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,3),-0.121561 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),-0.15717 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,1),-0.158142 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),0.00766621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,6),-0.161305 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,5),-0.0368388 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,3),-0.121251 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,2),-0.157439 # DEPENDENCYPART_TRISIBL
