# _root_ The sky filled with 12.8-pound shells , several of which fell back to Earth , destroying homes and buildings .
#goldHeads=2,3,0,3,6,4,6,9,11,9,6,11,11,13,11,11,18,16,18,3,
#predictedHeads=2,3,0,3,6,4,6,6,8,9,10,11,11,13,11,11,18,16,18,3,
(18,16),(18,8),(18,4),-0.0297857 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,3),-0.149128 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,2),-0.0233322 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,1),-0.0504767 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),-0.0371602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,6),-0.0768962 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,5),0.0100928 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,4),0.0572661 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,3),-0.0318598 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,2),-0.0768962 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,1),-0.044343 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,-1),-0.148875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,6),(18,5),-0.0301579 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,4),0.0631365 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,3),-0.201172 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,2),-0.0488203 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,1),-0.0618794 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,-1),-0.0417353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,5),(18,4),-0.0297857 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,3),-0.149127 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,2),-0.0233322 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,1),-0.0504767 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,-1),-0.0373993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,4),(18,3),-0.167671 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,2),0.00551653 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,1),-0.0507259 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,-1),0.0129865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,3),(18,2),-0.0797932 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,1),-0.0542613 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,-1),-0.107671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,2),(18,1),-0.0618794 # DEPENDENCYPART_TRISIBL
(18,16),(18,2),(18,-1),-0.0417353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,1),(18,-1),-0.0263093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.0378968 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),-0.0585662 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,11),-0.0957714 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,10),-0.092739 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,9),-0.0745468 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,8),0.0606862 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,7),0.0708464 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,6),0.0130501 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,5),0.0607509 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,4),-0.0783607 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,3),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,2),0.0130501 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,1),0.0228953 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.0572607 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.113757 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,10),-0.0894323 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.029782 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,8),-0.0124386 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,7),0.0662674 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,6),-0.0417524 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,5),-0.012392 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,4),-0.030972 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,3),-0.113704 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,2),-0.0417524 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,1),-0.00471672 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),0.0439779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.11667 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,10),-0.0895922 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,9),-0.0313038 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,8),-0.0125037 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,7),0.134636 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,6),-0.0564654 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,5),-0.0124571 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,4),-0.0319732 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,3),-0.116617 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,2),-0.0564654 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,1),-0.0083699 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.048159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,10),-0.0907346 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,9),-0.0304763 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,8),-0.0249765 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,7),0.0570622 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,6),0.0516569 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,5),-0.0249279 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,4),-0.0305649 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,3),-0.193349 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,2),0.0516569 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,1),-0.036994 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),0.013265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,10),(18,9),-0.0311309 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,8),-0.0124366 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,7),0.072999 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,6),-0.0312743 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,5),-0.01239 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,4),-0.0323093 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,3),-0.113947 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,2),-0.0312743 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,1),-0.00467053 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,-1),-0.0222958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,8),-0.0163308 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,7),0.209455 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,6),-0.0374437 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,5),-0.0162841 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,4),0.0602659 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,3),-0.111491 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,2),-0.0374437 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,1),-0.00219166 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,-1),-0.00149032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,8),(18,7),0.0923219 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,6),-0.0539216 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,5),-0.000605001 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,4),0.0119064 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,3),-0.117521 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,2),-0.0539216 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,1),0.0231795 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,-1),0.074365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,7),(18,6),-0.0624458 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,5),-0.0167468 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,4),-0.0528934 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,3),-0.0860153 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,2),-0.0624458 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,1),-0.00541753 # DEPENDENCYPART_TRISIBL
(18,15),(18,7),(18,-1),-0.0935712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,6),(18,5),0.0607509 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,4),-0.0783607 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,3),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,2),0.0130501 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,1),0.0228953 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,5),(18,4),0.0119099 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,3),-0.117521 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,2),-0.0539216 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,1),0.0231797 # DEPENDENCYPART_TRISIBL
(18,15),(18,5),(18,-1),0.0745506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,4),(18,3),-0.112804 # DEPENDENCYPART_TRISIBL
(18,15),(18,4),(18,2),-0.038706 # DEPENDENCYPART_TRISIBL
(18,15),(18,4),(18,1),-0.00222516 # DEPENDENCYPART_TRISIBL
(18,15),(18,4),(18,-1),0.00419559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,3),(18,2),0.0489652 # DEPENDENCYPART_TRISIBL
(18,15),(18,3),(18,1),-0.036994 # DEPENDENCYPART_TRISIBL
(18,15),(18,3),(18,-1),-0.00315307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,2),(18,1),0.0228953 # DEPENDENCYPART_TRISIBL
(18,15),(18,2),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,1),(18,-1),-0.0881219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.0589539 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.176982 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,10),-0.108411 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,9),-0.0948324 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,8),-0.000143796 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,7),-0.0895693 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,6),-0.158825 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,5),-0.000970726 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,4),-0.0875879 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,3),-0.179298 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,2),-0.158825 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,1),0.0529386 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.0921018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.172827 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,10),-0.108839 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,9),-0.0973311 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,8),0.00203513 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,7),-0.116485 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,6),-0.12136 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,5),0.0012082 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,4),-0.089993 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,3),-0.175143 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,2),-0.121361 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,1),0.0553321 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,-1),-0.0196876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,10),-0.127118 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,9),-0.0894807 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,8),0.00434611 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,7),-0.113561 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,6),-0.131706 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,5),0.00352452 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,4),-0.0753619 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,3),-0.222846 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,2),-0.131706 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,1),0.0890519 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.104598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,10),(18,9),-0.0983908 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,8),0.00618733 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,7),-0.0889702 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,6),-0.109037 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,5),0.0053604 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,4),-0.0912583 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,3),-0.175138 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,2),-0.109037 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,1),0.0554103 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,-1),-0.0783793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,9),(18,8),-0.00208651 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,7),-0.0991971 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,6),-0.136152 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,5),-0.00291339 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,4),-0.107209 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,3),-0.208485 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,2),-0.136152 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,1),0.0646907 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,-1),-0.0510304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,8),(18,7),-0.110019 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,6),-0.0912031 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,5),0.0708412 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,4),-0.0560163 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,3),-0.184056 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,2),-0.0912035 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,1),0.148048 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,-1),-0.00104141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,7),(18,6),0.117926 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,5),0.0359257 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,4),-0.0704699 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,3),-0.213536 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,2),0.117926 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,1),0.0386634 # DEPENDENCYPART_TRISIBL
(18,14),(18,7),(18,-1),-0.233941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,6),(18,5),0.037263 # DEPENDENCYPART_TRISIBL
(18,14),(18,6),(18,4),-0.15263 # DEPENDENCYPART_TRISIBL
(18,14),(18,6),(18,3),-0.193044 # DEPENDENCYPART_TRISIBL
(18,14),(18,6),(18,2),-0.147462 # DEPENDENCYPART_TRISIBL
(18,14),(18,6),(18,1),0.0572351 # DEPENDENCYPART_TRISIBL
(18,14),(18,6),(18,-1),-0.0570729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,5),(18,4),-0.0559451 # DEPENDENCYPART_TRISIBL
(18,14),(18,5),(18,3),-0.184051 # DEPENDENCYPART_TRISIBL
(18,14),(18,5),(18,2),-0.090708 # DEPENDENCYPART_TRISIBL
(18,14),(18,5),(18,1),0.14816 # DEPENDENCYPART_TRISIBL
(18,14),(18,5),(18,-1),-0.0037444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,4),(18,3),-0.208509 # DEPENDENCYPART_TRISIBL
(18,14),(18,4),(18,2),-0.134831 # DEPENDENCYPART_TRISIBL
(18,14),(18,4),(18,1),0.0632584 # DEPENDENCYPART_TRISIBL
(18,14),(18,4),(18,-1),-0.0219282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,3),(18,2),-0.130847 # DEPENDENCYPART_TRISIBL
(18,14),(18,3),(18,1),0.0890391 # DEPENDENCYPART_TRISIBL
(18,14),(18,3),(18,-1),-0.10459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,2),(18,1),0.0572351 # DEPENDENCYPART_TRISIBL
(18,14),(18,2),(18,-1),-0.0570729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,1),(18,-1),0.0695737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.13378 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,10),-0.0587699 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,9),-0.029831 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,8),-0.0926695 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,7),-0.109983 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,6),-0.122656 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,5),-0.0926695 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,4),-0.0270606 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,3),-0.13378 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,2),-0.122656 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,1),-0.091834 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.0554712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,10),-0.0592666 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,9),-0.0400617 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,8),-0.0919847 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,7),-0.111758 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,6),-0.144696 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,5),-0.0919847 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,4),-0.0372945 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,3),-0.155552 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,2),-0.144696 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,1),-0.0928492 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.0838134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,10),(18,9),-0.0257761 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,8),-0.0915904 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,7),-0.105056 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,6),-0.121186 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,5),-0.0915904 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,4),-0.0230057 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,3),-0.130116 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,2),-0.121186 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,1),-0.0911279 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,-1),-0.0619074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,9),(18,8),-0.0924619 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,7),-0.101632 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,6),-0.122445 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,5),-0.0924619 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,4),-0.029185 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,3),-0.134078 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,2),-0.122445 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,1),-0.0911279 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,-1),-0.0716942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,8),(18,7),-0.105108 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,6),-0.125365 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,5),-0.0915904 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,4),-0.0247932 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,3),-0.13703 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,2),-0.125365 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,1),-0.0921119 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,-1),-0.0965612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,7),(18,6),-0.133393 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,5),-0.0918241 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,4),-0.0156609 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,3),-0.142745 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,2),-0.133393 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,1),-0.091128 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,-1),-0.0997248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,6),(18,5),-0.113766 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,4),0.0340824 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,3),-0.163008 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,2),-0.136685 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,1),-0.108247 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,-1),-0.0715443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,5),(18,4),-0.0247932 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,3),-0.13703 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,2),-0.125365 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,1),-0.0921119 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,-1),-0.0965612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,4),(18,3),-0.13405 # DEPENDENCYPART_TRISIBL
(18,13),(18,4),(18,2),-0.122447 # DEPENDENCYPART_TRISIBL
(18,13),(18,4),(18,1),-0.0911279 # DEPENDENCYPART_TRISIBL
(18,13),(18,4),(18,-1),-0.0705946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,3),(18,2),-0.144648 # DEPENDENCYPART_TRISIBL
(18,13),(18,3),(18,1),-0.0928491 # DEPENDENCYPART_TRISIBL
(18,13),(18,3),(18,-1),-0.0838004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,2),(18,1),-0.108247 # DEPENDENCYPART_TRISIBL
(18,13),(18,2),(18,-1),-0.0715443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,1),(18,-1),-0.063794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,10),-0.0838125 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,9),-0.0674918 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,8),-0.0708953 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,7),-0.0459328 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,6),-0.0801725 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,5),-0.0708946 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,4),-0.0650275 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,3),-0.120664 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,2),-0.0801725 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,1),-0.0908877 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.125581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,10),(18,9),-0.0598665 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,8),-0.0700244 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,7),-0.0316531 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,6),-0.0756386 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,5),-0.0700238 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,4),-0.0573286 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,3),-0.102321 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,2),-0.0756386 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,1),-0.0905384 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,-1),-0.0293656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,8),-0.0604816 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,7),-0.00979409 # DEPENDENCYPART_TRISIBL
