# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(5,11),(11,2),-0.98142 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.685546 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.838515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.718336 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.503858 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-1.00007 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.567412 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.72417 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.416605 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.942424 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.516686 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.996139 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.03237 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.577728 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.980051 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.38752 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0583029 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.23372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.651363 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.627898 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.962558 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.404271 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.846861 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.21049 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.810275 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.297102 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0648486 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.2337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.651253 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.628135 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.962558 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.846856 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.21049 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.436243 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.340948 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.687228 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.260205 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.352261 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.29368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.755902 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.639158 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.883767 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.415485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.892436 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.1317 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.26546 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.40545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.613163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0552196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.213833 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.347228 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.473538 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.547031 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.13454 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.790752 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-1.0549 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.62647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.116947 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0910625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.476753 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.195992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0197327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.156866 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.515058 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.172119 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.689853 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.743373 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.295247 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.804562 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.156653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.20594 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.07649 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.631593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.106527 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.143032 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.180343 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.177218 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0126082 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.148601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.514506 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.171567 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.681342 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.294695 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.807291 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.933818 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.385998 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.00097329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.330461 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.281111 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.217293 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0934025 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.228499 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.450588 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.302031 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.194131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.943295 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.337613 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.178302 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.463451 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.120512 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.675345 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.243783 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.158571 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.464486 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.555814 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0512291 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.350033 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.413677 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.766273 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.338863 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.928643 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.288667 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.244948 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-1.03642 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.171635 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.452183 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.0744413 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.345196 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.107117 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.663799 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.912309 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.529715 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.547395 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.530842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.193854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.29498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.10649 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.585536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.513228 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.87219 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.68562 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.378383 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.13769 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.796763 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.724481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.84256 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.12114 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.580027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.172461 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.271216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0493916 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.476489 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.379613 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.5925 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.208291 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.00362219 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-1.09261 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.205202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-1.32188 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.185784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.32731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.33261 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.12113 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.546152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.25277 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.466993 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0445484 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.419831 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.402589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.579308 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.195099 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.0102035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.218393 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-1.31448 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.21723 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0049493 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0869149 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.97235 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.312617 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.605245 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.712417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.367485 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0485185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-1.21695 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.0837316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-1.51452 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.117305 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.186159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.675584 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.291376 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.141312 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.121832 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.41285 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.759128 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.613668 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.545516 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.431716 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.138771 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.941315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.308075 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-1.19828 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-1.40018 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.07054 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-1.57469 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.992116 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.965769 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.821401 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.594141 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.668723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.45196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.85483 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.412276 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.00960657 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.862442 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.15605 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.605682 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.571008 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.891237 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.18596 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.763176 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.3707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.733647 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.331001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.0420459 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.78054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.589727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.51612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.15366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.127647 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.61316 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.5922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.37306 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.24508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.61386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.267757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.973396 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0187205 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.409895 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.036887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.11219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.301817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.440558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.413889 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.38755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.371676 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0060884 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0448456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.290733 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0283098 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.207887 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0983389 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.272295 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0727973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.156533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.678306 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.396557 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.656948 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.136132 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.211435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0278071 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.539946 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.337121 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.000485115 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0636811 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.316007 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.265529 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.186519 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.505581 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.344853 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.423097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.06264 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.172996 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.300902 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.495742 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.166682 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.210972 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.720029 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.294057 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.36143 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0916153 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.408825 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.498094 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.365499 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.163505 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.504412 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.720405 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.700597 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.457127 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.256268 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.688031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.26333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.219768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.179845 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.332509 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.589743 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.543128 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.387489 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.602339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.456194 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.502176 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.339205 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.361024 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.203148 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.138728 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.34727 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.62508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.780496 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-1.15244 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.805826 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.509298 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.337888 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.358302 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.204849 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0744541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.295067 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.780493 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-1.15244 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.654494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.631829 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.463454 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.309389 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.333465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.179652 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.104546 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.58562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.716222 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.768629 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-1.06088 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.772072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.99486 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.889841 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.32781 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.474952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.361287 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.229294 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.50435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.683785 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.68673 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.756121 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.939974 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.29552 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.53427 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.389875 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.34727 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.62508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.780496 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.821764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.15244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.758584 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.805826 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.02661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.0262 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.92342 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.36063 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.4751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,2),-1.08502 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.756586 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.15958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.122644 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.272532 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.145189 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0290867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0886625 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.25531 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.280651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.175747 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.837977 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.98151 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.568708 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.349254 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.374585 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.451782 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.53531 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.539425 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.153 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.395317 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.300735 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.895234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),-0.0806366 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.404882 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.547156 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.214124 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.396358 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.346363 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.28563 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.617756 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.36445 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.220101 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.868029 # DEPENDENCYPART_GRANDPAR
