# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(4,4),(4,6),(4,24),-0.16328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,25),-0.110962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0372877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.177615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.109399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,24),-0.130212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,25),-0.119607 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,10),-0.07491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.163719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,24),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,25),-0.725536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.0960775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,24),-0.113236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,25),-0.116727 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,24),-0.090548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,25),-0.094205 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,24),(4,25),-0.193039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0401059 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),0.00883605 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.106654 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0928798 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,24),-0.0774722 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,25),-0.0958262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0335632 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0706103 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0891827 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,24),-0.079914 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,25),-0.149976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,10),-0.0747697 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.123344 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,24),-0.0919979 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,25),-0.0368729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.096816 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,24),-0.0759662 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,25),-0.117987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,24),-0.0766819 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,25),-0.128252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,24),(4,25),-0.0213368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0235864 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.0454579 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0620879 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,24),-0.0891855 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,25),-0.0757614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,10),0.0746095 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),0.0248255 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,24),-0.0933311 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,25),-0.165094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0488169 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,24),-0.0798329 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,25),-0.0149325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,24),-0.10595 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,25),-0.0740296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,24),(4,25),-0.0655042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,10),-0.0315407 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0726822 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,24),-0.0387586 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,25),-0.179101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0503471 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,24),-0.0384573 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,25),-0.114835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,24),-0.0655382 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,25),-0.102788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,24),(4,25),-0.110882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.0325838 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,24),-0.189094 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,25),-0.0816937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,24),-0.100969 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,25),-0.0498485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,24),(4,25),-0.303945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,24),-0.0805557 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,25),-0.129953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,24),(4,25),-0.0215844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,24),(4,25),-0.0760091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.100327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.189172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,-1),-0.0637239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,-1),-0.0724466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.207543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.0799725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.120191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.118702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.11272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.119857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),-0.00722232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.113787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,18),-0.10889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),-0.0799725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.16328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,25),-0.112911 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0373982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.179128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.179556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.107915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.178561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.0880099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.10845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.0441543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.0373982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),-0.130212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,25),-0.120515 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.0783418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.0787778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.162332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.0774259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.275433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.162868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,18),-0.223851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.270979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,25),-0.726443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.101287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.0940079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.0999684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.0498039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.0945429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.0178258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.120487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),-0.113628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,25),-0.141877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0945956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.101085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),-0.0487116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.0951306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.0197227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),-0.116453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),-0.113236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,25),-0.117382 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,14),-0.14577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.053739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.063231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.125563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,21),-0.0447913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),-0.090548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,25),-0.0931187 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.0506667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,16),-0.0911364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.0159976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,21),-0.118618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,24),-0.113587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,25),-0.102392 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,16),-0.142359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,18),-0.0629135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,21),-0.174086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,24),-0.111315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,25),-0.116803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,18),-0.125563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,21),-0.045763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,24),-0.090548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,25),-0.0850091 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,21),-0.0900839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,24),-0.167737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,25),-0.0469659 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,21),(5,24),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,21),(5,25),-0.726443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,24),(5,25),-0.193947 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0235864 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0455412 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0454593 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0620879 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0431946 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.0356873 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0620894 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.0547609 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),-0.0235864 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.0891855 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,25),-0.0749257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),0.0745245 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),0.074608 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),0.0248255 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),0.079179 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),0.0611 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),0.0248237 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,18),0.0556165 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.0490289 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,24),-0.0933311 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,25),-0.164259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0533495 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0488258 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0511414 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0417443 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0488273 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.083959 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),-0.0614583 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),-0.0798348 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,25),-0.0160066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0488169 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0511311 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.0417443 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.0488184 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,18),-0.0839581 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),-0.0614535 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,24),-0.0798329 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,25),-0.0140968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,14),-0.0228577 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.037489 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,16),-0.0899443 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.0635927 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,21),-0.0436725 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,24),-0.10595 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,25),-0.0714619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.0417443 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,16),-0.0488189 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,18),-0.0853259 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,21),-0.0614534 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,24),-0.0798298 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,25),-0.0162489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,16),-0.0582868 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,18),-0.048462 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,21),0.078218 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,24),-0.110673 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,25),-0.0519031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,18),-0.0635927 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,21),-0.0436725 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,24),-0.10595 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,25),-0.0719936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,18),(5,21),0.0666771 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,24),-0.0833478 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,25),-0.0726519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,21),(5,24),-0.0933311 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,25),-0.164259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,24),(5,25),-0.0646685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0315642 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0315407 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0726822 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0315407 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.028521 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.0726822 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,18),-0.0371374 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.0714306 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.0387586 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,25),-0.179101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0880195 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0503471 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0880195 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.0302877 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0503471 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.0566254 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.0712606 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.0384573 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,25),-0.114837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0503471 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.0880195 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.0302877 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0503471 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.0566254 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.0712606 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.0384573 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,25),-0.114835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,14),-0.076271 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),-0.046186 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,16),-0.0524033 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.0297508 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,21),-0.0695658 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.0655382 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,25),-0.102788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.0302877 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,16),-0.0503471 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,18),-0.0566254 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,21),-0.0712606 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,24),-0.0384573 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,25),-0.114835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,16),-0.0433982 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,18),-0.0527305 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,21),-0.0516006 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,24),-0.0243432 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,25),-0.122065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,18),-0.0297508 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,21),-0.0695658 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,24),-0.0655382 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,25),-0.102788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,18),(5,21),-0.0773491 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,24),-0.0135583 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,25),-0.141153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,21),(5,24),-0.0387586 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,25),-0.179101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,24),(5,25),-0.110882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0679533 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.032632 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0692732 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.105255 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.032632 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,18),-0.0463831 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,21),0.451926 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,24),-0.189094 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,25),-0.0801459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0325928 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0692722 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.105255 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0325928 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,18),-0.0463831 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,21),0.45178 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,24),-0.189094 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,25),-0.0800105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,14),-0.0260096 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.0887218 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,16),-0.0693584 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,18),0.0177233 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,21),0.539501 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,24),-0.100969 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,25),-0.0511471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.105255 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,16),-0.0325917 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,18),-0.0464212 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,21),0.452343 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,24),-0.186731 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,25),-0.079852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
