# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(6,9),(6,13),(6,16),-0.048872 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,17),-0.0567462 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0584224 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,22),-0.0800465 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,25),-0.086892 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,26),-0.11109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,16),-0.00111144 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.00447725 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.0659614 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,22),-0.0585877 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,25),-0.107727 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,26),-0.106494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,17),-0.0655667 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,18),-0.0686511 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,22),-0.0798309 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,25),-0.0831295 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,26),-0.0928789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),-0.066842 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,22),-0.0798295 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,25),-0.0822844 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,26),-0.0869674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,22),-0.082232 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,25),-0.0743472 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,26),-0.0652451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,22),(6,25),-0.0869532 # DEPENDENCYPART_TRISIBL
(6,9),(6,22),(6,26),-0.080197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,25),(6,26),-0.0896333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.0195494 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,13),-0.0656546 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),0.334282 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.0574105 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.0594165 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.0298832 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,22),-0.0761679 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,25),-0.0815668 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,26),-0.00915245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,13),-0.0599398 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,14),0.210825 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.0345562 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,17),-0.0358293 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.0751812 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,22),-0.0713493 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,25),-0.0834765 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,26),-0.0619014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),0.27994 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.0589543 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,17),-0.0601735 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.0588948 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,22),-0.0656856 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,25),-0.139054 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,26),-0.00318328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,16),-0.0664376 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.0684913 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.0726627 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,22),-0.0693719 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,25),-0.105679 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,26),-0.0881202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,17),-0.0598271 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,18),-0.0298864 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,22),-0.0761802 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,25),-0.0940823 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,26),-0.00297971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,18),-0.0298832 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,22),-0.0761679 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,25),-0.0815671 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,26),-0.00913437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,22),-0.0713145 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,25),-0.0907597 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,26),-0.055494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,22),(6,25),-0.107785 # DEPENDENCYPART_TRISIBL
(6,10),(6,22),(6,26),-0.0447772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,25),(6,26),-0.124363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,13),-0.0636228 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,14),-0.0801757 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,16),-0.0816615 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,17),-0.0768428 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.0455155 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,22),-0.0629806 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,25),0.0462722 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,26),-0.0609886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.0881736 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,16),-0.0842895 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,17),-0.0810943 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.0249476 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,22),-0.0631971 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,25),-0.0117663 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,26),-0.113873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,16),-0.0468928 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0429366 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),0.0201192 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,22),-0.0481343 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,25),-0.0605104 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,26),-0.0564142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,17),-0.0905897 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,18),-0.0379082 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,22),-0.064377 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,25),-0.086696 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,26),-0.112817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.0378016 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,22),-0.0637293 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,25),-0.0844773 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,26),-0.121797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,22),-0.0628655 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,25),0.0445989 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,26),-0.0936178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,22),(6,25),-0.040929 # DEPENDENCYPART_TRISIBL
(6,11),(6,22),(6,26),-0.116679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,25),(6,26),-0.0654568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,13),(6,14),-0.0442868 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,16),-0.0989307 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,17),-0.0888255 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,18),-0.0482848 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,22),-0.0624178 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,25),-0.0758358 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,26),-0.0640395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,16),-0.161415 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,17),-0.141926 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,18),0.0168259 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,22),-0.0272498 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,25),-0.0573517 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,26),-0.170482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,16),(6,17),-0.107114 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,18),-0.0304941 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,22),-0.0656407 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,25),-0.0769057 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,26),-0.109833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,17),(6,18),-0.0303142 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,22),-0.0656061 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,25),-0.0823496 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,26),-0.104513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,22),-0.0584853 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,25),-0.0729886 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,26),-0.053813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,22),(6,25),-0.0845159 # DEPENDENCYPART_TRISIBL
(6,12),(6,22),(6,26),-0.0745876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,25),(6,26),-0.0546945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,16),0.00231307 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,17),-0.00105274 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,18),-0.0726651 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,22),-0.0561805 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,25),-0.109995 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,26),-0.100268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,16),(6,17),-0.0653084 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,18),-0.0740693 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,22),-0.0786266 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,25),-0.0813791 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,26),-0.0877404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,18),-0.0722602 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,22),-0.0786252 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,25),-0.080534 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,26),-0.0818289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,22),-0.0810278 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,25),-0.0825328 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,26),-0.0569468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,22),(6,25),-0.0892208 # DEPENDENCYPART_TRISIBL
(6,13),(6,22),(6,26),-0.0749825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,25),(6,26),-0.0864437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,17),-0.0598271 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,18),-0.0298864 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,22),-0.0761802 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,25),-0.0940823 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,26),-0.00297971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,18),-0.0298832 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,22),-0.0761679 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,25),-0.0815671 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,26),-0.00913437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,22),-0.0713145 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,25),-0.0907597 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,26),-0.055494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,22),(6,25),-0.107785 # DEPENDENCYPART_TRISIBL
(6,14),(6,22),(6,26),-0.0447772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,25),(6,26),-0.124363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,17),(6,18),-0.0398649 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,22),-0.0638789 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,25),-0.0764209 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,26),-0.120794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,18),(6,22),-0.0630173 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,25),0.0453344 # DEPENDENCYPART_TRISIBL
(6,16),(6,18),(6,26),-0.0947143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,22),(6,25),-0.0388188 # DEPENDENCYPART_TRISIBL
(6,16),(6,22),(6,26),-0.115327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,25),(6,26),-0.0635053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,18),(6,22),-0.0628655 # DEPENDENCYPART_TRISIBL
(6,17),(6,18),(6,25),0.0449929 # DEPENDENCYPART_TRISIBL
(6,17),(6,18),(6,26),-0.0929133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,22),(6,25),-0.0405337 # DEPENDENCYPART_TRISIBL
(6,17),(6,22),(6,26),-0.115453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,25),(6,26),-0.062539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,22),(6,25),-0.088154 # DEPENDENCYPART_TRISIBL
(6,18),(6,22),(6,26),-0.105293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,25),(6,26),-0.0848572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,22),(6,25),(6,26),-0.102711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,1),-0.158927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.232695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.161952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.147874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.170423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.0716425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.108082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.16262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.169963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.139364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,26),-0.340873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.0346673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0580813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.0212643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.142109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.0262357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,26),-0.109228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.0599253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.233198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.235426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,18),-0.239105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,26),-0.389612 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.0188708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.127837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.0352616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,26),-0.142219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.159391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,18),-0.0829835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,26),-0.149614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,18),-0.0351836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,26),-0.114302 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,26),-0.20924 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0598719 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0639104 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0311795 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0926987 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.0523084 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,26),-0.0893997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0622226 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.0641248 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0876007 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,18),-0.0831258 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,26),-0.148878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.0451418 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0901004 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0640885 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,26),-0.0788468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.107215 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.0595005 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,26),-0.0768289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,18),-0.0522925 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,26),-0.0887454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,26),-0.0857714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0527731 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0342529 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.106908 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.0451507 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,26),-0.111454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0526117 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0887667 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.061625 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,26),-0.088778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0911636 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.0472477 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,26),-0.0777783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,18),-0.0535812 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,26),-0.113218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,26),-0.0668829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.0264798 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0607459 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.0359909 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,26),-0.068838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0525639 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.0720177 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,26),-0.153645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,18),-0.0551737 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,26),-0.0356557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,26),-0.146874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0608873 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.042276 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,26),0.00366851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,18),-0.0225062 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,26),-0.0795206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,26),-0.0296523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,18),-0.0706959 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,26),-0.102259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,26),-0.0976864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,26),-0.0585744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0964132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.144675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,-1),-0.291344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,-1),-0.0849628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0355672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0503322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,26),-0.122208 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.05237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,26),-0.410038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,26),-0.161807 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0527731 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,26),-0.109452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,26),-0.0867221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,26),-0.0710871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0856518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.107632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.145036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0990378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.170986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,-1),-0.313172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0807407 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.0283014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,-1),-0.0395178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,-1),-0.0899235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.150154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.19411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0536363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.204105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.0957062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
