# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(17,14),(17,15),0.0402236 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.000427573 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0537852 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0220704 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0215435 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.00183907 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0282442 # DEPENDENCYPART_SIBL
(17,14),(17,24),9.84226e-06 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.000717559 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.0611439 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0437743 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0329034 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0134807 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0324504 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0395716 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.00234625 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0427054 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0036093 # DEPENDENCYPART_SIBL
(17,15),(17,26),0.114714 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0153413 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.000194466 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0437424 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.059222 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0071735 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0274898 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0141532 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0827447 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0193513 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00930199 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.23755 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.093113 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0802147 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0940188 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0148962 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0325783 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.00387008 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0184592 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.00812974 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0177252 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.0334474 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0194714 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0601183 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0795403 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0602975 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.00100424 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.626411 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.439859 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.588773 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0125374 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0581045 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.117486 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.0239978 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.00513899 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0627067 # DEPENDENCYPART_SIBL
(17,25),(17,26),0.0181507 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0258923 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0458342 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0412706 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.141102 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0288847 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0486821 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0726312 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0432415 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0173319 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0277836 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0581546 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0437033 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0184177 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0454702 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.000354206 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.050119 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.000869169 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.0774894 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.00111773 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0076242 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0059366 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.119582 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.178176 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0316586 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00826458 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00361436 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.118291 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0828066 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.034016 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0727102 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00480216 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0212165 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0089539 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0208614 # DEPENDENCYPART_SIBL
(18,5),(18,26),0.184049 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.02306 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0937893 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.137518 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.122765 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.125679 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.111924 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0277617 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.137201 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0267499 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0523169 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.00295775 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0731311 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.00140684 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0924078 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.00286562 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.00672725 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.133494 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0361312 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0697435 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0634805 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0169035 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0163692 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0358532 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0535097 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0333325 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0458986 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0580423 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0260737 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0755703 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0261945 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.0647737 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0134677 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0477625 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.076717 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0555892 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0158335 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0110088 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.128045 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00866183 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0564353 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.00707202 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.088716 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0629962 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0894358 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.113185 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.140547 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.121143 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0360611 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0614303 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.376647 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0564095 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0359807 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0411061 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.000317967 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.00654194 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0526496 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.00615988 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.124502 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.193397 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0347282 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0563499 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0639224 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0596618 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0112205 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0704229 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0515961 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0637206 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.129518 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0346065 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.112612 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0324816 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0378053 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.063278 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.100356 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00642235 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0932763 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0351454 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0997213 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0344778 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0712363 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.206646 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0522546 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.148105 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0722738 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00471622 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0287179 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0120343 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0414308 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0504976 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0406446 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0986472 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00917133 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0379318 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0458395 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0165661 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0905714 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00283421 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0845322 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.00933732 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0341859 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0270362 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0396221 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0396782 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.019631 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.000517134 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0401604 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.000135073 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.143922 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.104492 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.220373 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0411369 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.13665 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0819855 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.136608 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0369865 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.125234 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.111287 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.122303 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0776739 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.122407 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.133455 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0674589 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.117304 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.057755 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.116675 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0989853 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.220308 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.369389 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.185149 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.00616953 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0277295 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.236034 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.00807016 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.113986 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0295777 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0020213 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00420294 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0709637 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.138565 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0669696 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0495952 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0109327 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0333437 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0250607 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0258019 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0447617 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0553976 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0888694 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.039649 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.265495 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0242411 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.305018 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0436991 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.302132 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0470622 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.643758 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0162415 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.640139 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.10211 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.610225 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0699564 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.000909725 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.83246 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0328949 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.308735 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.14954 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.177417 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.155005 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.00477004 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.155002 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0783911 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0319006 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0873899 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0278681 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00891268 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0580302 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.238438 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0314471 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0118809 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.00160895 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0188606 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.063566 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.211192 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0395175 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00864777 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.000629337 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00617939 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.000559618 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0374265 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0966158 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.039282 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.037762 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0106579 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0383597 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00551874 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0847397 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0107885 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.101024 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0106358 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.000911828 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.021778 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.22947 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.026181 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.616425 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.466033 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.578787 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0276649 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.116183 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00442218 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.124692 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.248452 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.075905 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.297118 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0414951 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00990539 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0623556 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.146244 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0293159 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.298723 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00548562 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0402277 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0243553 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.022109 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.200527 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00628804 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00251839 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.00410321 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.11189 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0814123 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0378753 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.103346 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0670712 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0111653 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.060992 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0695669 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0450216 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0136645 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.166822 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0220725 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0496716 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0452612 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.350712 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.00298145 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.577591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.28942 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.605637 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.223718 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.551783 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.337161 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.414103 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.400457 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.820795 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),0.904836 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.16246 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0927113 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.331683 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.492458 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.154846 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.10283 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.328545 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.32057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.187484 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.661134 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.297423 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.361811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.769576 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.553875 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.196966 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.293696 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),1.47549 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.04826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.334363 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.678541 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.363277 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.199847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.408418 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.526691 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0127751 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.694263 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.275875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.302668 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.18652 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.826772 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.659853 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.179395 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.230096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),0.235823 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.513094 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),1.26062 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.21715 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.148139 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.43849 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.366903 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0496283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.437753 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.49454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.683563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.198818 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.834624 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.443264 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.168676 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.646733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.113283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.752753 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.659039 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.217729 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.134079 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.205117 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.361582 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),0.709199 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),1.31403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.07271 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.654508 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.358854 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0155995 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.657091 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0052475 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.711655 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.329572 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.202596 # DEPENDENCYPART_GRANDPAR
