# _root_ A few years ago , Mrs. Hammack insisted on buying earthquake insurance for this house , which had been converted into apartments .
#goldHeads=3,3,4,8,8,7,8,0,8,9,12,10,12,15,13,15,18,15,18,19,20,21,8,
#predictedHeads=3,3,4,8,8,7,8,0,8,9,12,10,10,15,13,15,18,15,18,19,20,21,8,
(7,4),(7,15),-0.00427696 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0465905 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0191751 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00887019 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0373114 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0100176 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0933605 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00734714 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.020921 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0997198 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0112272 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.140625 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0229378 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0350026 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.042827 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0205331 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0403269 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00701131 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0648532 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.000161546 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0144875 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0531527 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0186502 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00683399 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0109208 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0216207 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.000259122 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0181714 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0180382 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.000109809 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.00524915 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0337416 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0229772 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0757115 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0259971 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0590785 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0334064 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0406019 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0221549 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00522008 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0187056 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0102431 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.003135 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00827426 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0259187 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0145636 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00414496 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00364889 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.00537207 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0371303 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0171764 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.026002 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0137384 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0400921 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00420933 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00469428 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0350464 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0148984 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00115299 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0706531 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0421027 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0820127 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0718039 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0403284 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0397422 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0916717 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0157172 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0612082 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0719158 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.120302 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0694803 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.00913539 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00555179 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0316283 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.00718956 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0512772 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0253214 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0193764 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0247666 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0152803 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0134939 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0130785 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0392386 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0516468 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00311147 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00159541 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0418482 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00891652 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00128552 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0453513 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0279508 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0324661 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0414653 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0101968 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.010967 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0218827 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0539912 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0475979 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0757189 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0010579 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0285385 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0370802 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0106116 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0478806 # DEPENDENCYPART_SIBL
(8,3),(8,16),4.1103e-05 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0189475 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0077563 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.011293 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0151301 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0334093 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.031699 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0164346 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0178041 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.10203 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00685948 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00789948 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00613751 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0316694 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00164764 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0529642 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00976344 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00594308 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00431377 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0419721 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0585433 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00680166 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00510523 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0152002 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0369911 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0145488 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.016155 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0620262 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0166126 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.155367 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0365991 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00615892 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.00751337 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0529302 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0515813 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.106196 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0603254 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0130071 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00656953 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0151112 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0158405 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0259116 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0108153 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0134728 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0111046 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.023912 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0128132 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.039008 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0677229 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0173222 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00216343 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0107051 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00707305 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0215055 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0238726 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00856623 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0154197 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0282271 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0202107 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0434678 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0140584 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0101461 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00855574 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.000679775 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0131502 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0301039 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00979539 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0355251 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0106801 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0176944 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0205058 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0033969 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00147458 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00305263 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00498145 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0233206 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00882856 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0262152 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00416542 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0115601 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0712475 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0290344 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0173885 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0282129 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.014186 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0180901 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0306153 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00174718 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0275987 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0216515 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0246319 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0354771 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00496987 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0231495 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0211398 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0112227 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0182666 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.00887375 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0177075 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.023221 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0275233 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0198621 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0098534 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0377834 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0202759 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0201767 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0193531 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0293523 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00301015 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0362139 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0287636 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0452544 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0749078 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0734393 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0554148 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0622651 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0272507 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00647494 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.01212 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0835135 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.01409 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.018984 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0841544 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.00670374 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0465702 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0357928 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0198657 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0198324 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0694003 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0195805 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.017648 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.126383 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.107329 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0197348 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.103952 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00704536 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0227605 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0172297 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.101922 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00498901 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0210304 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0154783 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0226448 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0517324 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0108591 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0228132 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.132134 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0371944 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0903749 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0134652 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0220069 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0176565 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0642988 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0328073 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0195989 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.040466 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0274452 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00839486 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.032156 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.00666151 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0172119 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0155054 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0139845 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00496981 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.049199 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0142383 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0510551 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0505199 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0134629 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00187639 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0163423 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.00468023 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00329575 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00595342 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0388447 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0295974 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0052449 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0758861 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0413113 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0301775 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0163072 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0320521 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0338192 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0099932 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0276809 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00521017 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00917174 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0354524 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0031258 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0440424 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0116838 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0605208 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.00390048 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0204376 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00227874 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0164359 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0162965 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00818518 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0345668 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00220824 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0511887 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0166782 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0210865 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00246146 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0291857 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0166685 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0291811 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.000531964 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.00850495 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.00968025 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.000943442 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00962152 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0112883 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0272208 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.00116054 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0289329 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0130867 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0414432 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00438879 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0427794 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0104208 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.069136 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.00321165 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0256201 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0531248 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0516587 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0622624 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00250967 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00327604 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0240491 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0223516 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.00836125 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.016985 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.00820125 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.00789957 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.017486 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0296839 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.00621359 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0323882 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.039616 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.012121 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0423416 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0189708 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0600928 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0037094 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0327881 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0153585 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0213807 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0443542 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0204996 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0246748 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00963682 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0771881 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0259978 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.015669 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00451388 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0360876 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0267631 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00334434 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0169776 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0356991 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0483633 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.144339 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00459077 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.143789 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0405355 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.129237 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0577867 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0115361 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0855522 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.261812 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.311106 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.263524 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0628924 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0665808 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0789068 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.086303 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0126265 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0785899 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0779753 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.096148 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0586811 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00266116 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.053647 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0094846 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.028245 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00575151 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0744233 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0387589 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0396424 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0374571 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0429603 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0366122 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0592469 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.092387 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0439847 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00155493 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0431324 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00862939 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0251626 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0544043 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.04823 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0459416 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0515479 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0539314 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0293599 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0770303 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.06451 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0369402 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.020414 # DEPENDENCYPART_SIBL
