# _root_ Armstrong , which has faced a takeover threat from the Belzberg family of Canada since July , said that disposing of the carpet business would improve `` total financial performance . ''
#goldHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
#predictedHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
(25,18),(25,16),(25,14),-0.115985 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,13),-0.0913559 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,12),-0.113528 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,11),-0.115981 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,9),-0.0948562 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,8),-0.115985 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,7),-0.116036 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,2),-0.0631835 # DEPENDENCYPART_TRISIBL
(25,18),(25,16),(25,-1),-0.0508036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,15),(25,14),-0.101018 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,13),-0.0882293 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,12),-0.0998641 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,11),-0.101014 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,9),-0.0891608 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,8),-0.101018 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,7),-0.101044 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,5),-0.137591 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,4),-0.149334 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,2),-0.0514183 # DEPENDENCYPART_TRISIBL
(25,18),(25,15),(25,-1),0.0348829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,14),(25,13),-0.0913042 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,12),-0.113566 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,11),-0.116019 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,9),-0.0948045 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,8),-0.116023 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,7),-0.116074 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,2),-0.0633387 # DEPENDENCYPART_TRISIBL
(25,18),(25,14),(25,-1),-0.0499036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,13),(25,12),-0.0997493 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,11),-0.100899 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,9),-0.0893231 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,8),-0.100903 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,7),-0.10093 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,5),-0.137593 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,4),-0.149336 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,2),-0.0512749 # DEPENDENCYPART_TRISIBL
(25,18),(25,13),(25,-1),0.0203763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,12),(25,11),-0.115977 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,9),-0.0948087 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,8),-0.115981 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,7),-0.116033 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,2),-0.0631468 # DEPENDENCYPART_TRISIBL
(25,18),(25,12),(25,-1),-0.0499482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,11),(25,9),-0.0948033 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,8),-0.115981 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,7),-0.116033 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,2),-0.0631452 # DEPENDENCYPART_TRISIBL
(25,18),(25,11),(25,-1),-0.0498215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,9),(25,8),-0.10054 # DEPENDENCYPART_TRISIBL
(25,18),(25,9),(25,7),-0.100567 # DEPENDENCYPART_TRISIBL
(25,18),(25,9),(25,5),-0.137589 # DEPENDENCYPART_TRISIBL
(25,18),(25,9),(25,4),-0.149333 # DEPENDENCYPART_TRISIBL
(25,18),(25,9),(25,2),-0.0513903 # DEPENDENCYPART_TRISIBL
(25,18),(25,9),(25,-1),0.0317565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,8),(25,7),-0.116033 # DEPENDENCYPART_TRISIBL
(25,18),(25,8),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,8),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,8),(25,2),-0.0631452 # DEPENDENCYPART_TRISIBL
(25,18),(25,8),(25,-1),-0.0498228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,7),(25,5),-0.145108 # DEPENDENCYPART_TRISIBL
(25,18),(25,7),(25,4),-0.156927 # DEPENDENCYPART_TRISIBL
(25,18),(25,7),(25,2),-0.0631453 # DEPENDENCYPART_TRISIBL
(25,18),(25,7),(25,-1),-0.049832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,5),(25,4),-0.15977 # DEPENDENCYPART_TRISIBL
(25,18),(25,5),(25,2),-0.0332075 # DEPENDENCYPART_TRISIBL
(25,18),(25,5),(25,-1),-0.035245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,4),(25,2),-0.0352024 # DEPENDENCYPART_TRISIBL
(25,18),(25,4),(25,-1),-0.0417105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,2),(25,-1),-0.156243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,16),(25,15),-0.141656 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,14),-0.107615 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,13),-0.145201 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,12),-0.105881 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,11),-0.105875 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,9),-0.135028 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,8),-0.105875 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,7),-0.106541 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,5),-0.132567 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,2),0.104562 # DEPENDENCYPART_TRISIBL
(25,17),(25,16),(25,-1),0.0286335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,15),(25,14),-0.129268 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,13),-0.0700683 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,12),-0.128297 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,11),-0.128293 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,9),-0.0632518 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,8),-0.128293 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,7),-0.128722 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,5),-0.136037 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,4),-0.140924 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,2),0.407533 # DEPENDENCYPART_TRISIBL
(25,17),(25,15),(25,-1),-0.0277214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,14),(25,13),-0.146586 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,12),-0.105893 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,11),-0.105887 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,9),-0.136414 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,8),-0.105887 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,7),-0.106552 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,5),-0.132566 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,2),0.104911 # DEPENDENCYPART_TRISIBL
(25,17),(25,14),(25,-1),0.0295997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,13),(25,12),-0.128713 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,11),-0.128709 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,9),-0.0613171 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,8),-0.128709 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,7),-0.129138 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,5),-0.135972 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,4),-0.140859 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,2),0.422767 # DEPENDENCYPART_TRISIBL
(25,17),(25,13),(25,-1),-0.0469364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,12),(25,11),-0.105914 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,9),-0.136533 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,8),-0.105915 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,7),-0.10658 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,5),-0.132566 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,2),0.104048 # DEPENDENCYPART_TRISIBL
(25,17),(25,12),(25,-1),0.028164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,11),(25,9),-0.13641 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,8),-0.105872 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,7),-0.106537 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,5),-0.132566 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,2),0.104562 # DEPENDENCYPART_TRISIBL
(25,17),(25,11),(25,-1),0.0283161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,9),(25,8),-0.128245 # DEPENDENCYPART_TRISIBL
(25,17),(25,9),(25,7),-0.128674 # DEPENDENCYPART_TRISIBL
(25,17),(25,9),(25,5),-0.135982 # DEPENDENCYPART_TRISIBL
(25,17),(25,9),(25,4),-0.140869 # DEPENDENCYPART_TRISIBL
(25,17),(25,9),(25,2),0.404905 # DEPENDENCYPART_TRISIBL
(25,17),(25,9),(25,-1),-0.0318288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,8),(25,7),-0.106537 # DEPENDENCYPART_TRISIBL
(25,17),(25,8),(25,5),-0.132566 # DEPENDENCYPART_TRISIBL
(25,17),(25,8),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,8),(25,2),0.104562 # DEPENDENCYPART_TRISIBL
(25,17),(25,8),(25,-1),0.0270521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,7),(25,5),-0.132566 # DEPENDENCYPART_TRISIBL
(25,17),(25,7),(25,4),-0.137995 # DEPENDENCYPART_TRISIBL
(25,17),(25,7),(25,2),0.104479 # DEPENDENCYPART_TRISIBL
(25,17),(25,7),(25,-1),0.0275926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,5),(25,4),-0.146943 # DEPENDENCYPART_TRISIBL
(25,17),(25,5),(25,2),0.213422 # DEPENDENCYPART_TRISIBL
(25,17),(25,5),(25,-1),0.0250515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,4),(25,2),0.201796 # DEPENDENCYPART_TRISIBL
(25,17),(25,4),(25,-1),0.034902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,2),(25,-1),-0.116716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,15),(25,14),-0.246007 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,13),-0.021945 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,12),-0.24511 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,11),-0.244862 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,9),-0.0230266 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,8),-0.2457 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,7),-0.245433 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,5),-0.158075 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,4),-0.154525 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,2),-0.153868 # DEPENDENCYPART_TRISIBL
(25,16),(25,15),(25,-1),0.0448286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,14),(25,13),-0.0363798 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,12),-0.233503 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,11),-0.233256 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,9),-0.0385972 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,8),-0.234093 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,7),-0.234135 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,5),-0.134244 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,4),-0.131256 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,2),-0.115073 # DEPENDENCYPART_TRISIBL
(25,16),(25,14),(25,-1),-0.137592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,13),(25,12),-0.247751 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,11),-0.247503 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,9),-0.0219107 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,8),-0.24834 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,7),-0.248074 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,5),-0.159352 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,4),-0.155802 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,2),-0.156078 # DEPENDENCYPART_TRISIBL
(25,16),(25,13),(25,-1),-0.0461328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,12),(25,11),-0.233506 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,9),-0.0385978 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,8),-0.234343 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,7),-0.234386 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,5),-0.134295 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,4),-0.131307 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,2),-0.115081 # DEPENDENCYPART_TRISIBL
(25,16),(25,12),(25,-1),-0.136219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,11),(25,9),-0.0385969 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,8),-0.233687 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,7),-0.233729 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,5),-0.134244 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,4),-0.131256 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,2),-0.115073 # DEPENDENCYPART_TRISIBL
(25,16),(25,11),(25,-1),-0.136088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,9),(25,8),-0.248678 # DEPENDENCYPART_TRISIBL
(25,16),(25,9),(25,7),-0.248412 # DEPENDENCYPART_TRISIBL
(25,16),(25,9),(25,5),-0.158255 # DEPENDENCYPART_TRISIBL
(25,16),(25,9),(25,4),-0.154705 # DEPENDENCYPART_TRISIBL
(25,16),(25,9),(25,2),-0.153097 # DEPENDENCYPART_TRISIBL
(25,16),(25,9),(25,-1),-0.0208034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,8),(25,7),-0.233729 # DEPENDENCYPART_TRISIBL
(25,16),(25,8),(25,5),-0.134244 # DEPENDENCYPART_TRISIBL
(25,16),(25,8),(25,4),-0.131256 # DEPENDENCYPART_TRISIBL
(25,16),(25,8),(25,2),-0.115073 # DEPENDENCYPART_TRISIBL
(25,16),(25,8),(25,-1),-0.132559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,7),(25,5),-0.134643 # DEPENDENCYPART_TRISIBL
(25,16),(25,7),(25,4),-0.131655 # DEPENDENCYPART_TRISIBL
(25,16),(25,7),(25,2),-0.115097 # DEPENDENCYPART_TRISIBL
(25,16),(25,7),(25,-1),-0.131664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,5),(25,4),-0.0957451 # DEPENDENCYPART_TRISIBL
(25,16),(25,5),(25,2),-0.0815459 # DEPENDENCYPART_TRISIBL
(25,16),(25,5),(25,-1),-0.178243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,4),(25,2),-0.0816365 # DEPENDENCYPART_TRISIBL
(25,16),(25,4),(25,-1),-0.179951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,16),(25,2),(25,-1),-0.21037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,14),(25,13),-0.168695 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,12),-0.136185 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,11),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,9),-0.168934 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,8),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,7),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,5),-0.151953 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,4),-0.155597 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,2),-0.11749 # DEPENDENCYPART_TRISIBL
(25,15),(25,14),(25,-1),-0.0728325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,13),(25,12),-0.133151 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,11),-0.133138 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,9),-0.133032 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,8),-0.133138 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,7),-0.133138 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,5),-0.138732 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,4),-0.142033 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,2),-0.128554 # DEPENDENCYPART_TRISIBL
(25,15),(25,13),(25,-1),-0.0789753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,12),(25,11),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,9),-0.168934 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,8),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,7),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,5),-0.151953 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,4),-0.155597 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,2),-0.11749 # DEPENDENCYPART_TRISIBL
(25,15),(25,12),(25,-1),-0.0728411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,11),(25,9),-0.168934 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,8),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,7),-0.136173 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,5),-0.151953 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,4),-0.155597 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,2),-0.11749 # DEPENDENCYPART_TRISIBL
(25,15),(25,11),(25,-1),-0.0728325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,9),(25,8),-0.135432 # DEPENDENCYPART_TRISIBL
(25,15),(25,9),(25,7),-0.135432 # DEPENDENCYPART_TRISIBL
(25,15),(25,9),(25,5),-0.138697 # DEPENDENCYPART_TRISIBL
(25,15),(25,9),(25,4),-0.141998 # DEPENDENCYPART_TRISIBL
(25,15),(25,9),(25,2),-0.128533 # DEPENDENCYPART_TRISIBL
(25,15),(25,9),(25,-1),-0.0749934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,8),(25,7),-0.136174 # DEPENDENCYPART_TRISIBL
(25,15),(25,8),(25,5),-0.151953 # DEPENDENCYPART_TRISIBL
(25,15),(25,8),(25,4),-0.155597 # DEPENDENCYPART_TRISIBL
(25,15),(25,8),(25,2),-0.11749 # DEPENDENCYPART_TRISIBL
(25,15),(25,8),(25,-1),-0.0728347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,7),(25,5),-0.151953 # DEPENDENCYPART_TRISIBL
(25,15),(25,7),(25,4),-0.155597 # DEPENDENCYPART_TRISIBL
(25,15),(25,7),(25,2),-0.11749 # DEPENDENCYPART_TRISIBL
(25,15),(25,7),(25,-1),-0.0728712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,5),(25,4),-0.158903 # DEPENDENCYPART_TRISIBL
(25,15),(25,5),(25,2),-0.135001 # DEPENDENCYPART_TRISIBL
(25,15),(25,5),(25,-1),-0.133808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,4),(25,2),-0.135002 # DEPENDENCYPART_TRISIBL
(25,15),(25,4),(25,-1),-0.134214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,15),(25,2),(25,-1),-0.136921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,13),(25,12),-0.23964 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,11),-0.239392 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,9),-0.0238986 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,8),-0.240229 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,7),-0.239963 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,5),-0.159355 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,4),-0.155805 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,2),-0.155915 # DEPENDENCYPART_TRISIBL
(25,14),(25,13),(25,-1),-0.0509619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,12),(25,11),-0.225361 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,9),-0.0406166 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,8),-0.226198 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,7),-0.226241 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,5),-0.134388 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,4),-0.1314 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,2),-0.115565 # DEPENDENCYPART_TRISIBL
(25,14),(25,12),(25,-1),-0.14357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,11),(25,9),-0.0406157 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,8),-0.225541 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,7),-0.225584 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,5),-0.134337 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,4),-0.131349 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,2),-0.115557 # DEPENDENCYPART_TRISIBL
(25,14),(25,11),(25,-1),-0.143439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,9),(25,8),-0.240567 # DEPENDENCYPART_TRISIBL
(25,14),(25,9),(25,7),-0.240301 # DEPENDENCYPART_TRISIBL
(25,14),(25,9),(25,5),-0.158258 # DEPENDENCYPART_TRISIBL
(25,14),(25,9),(25,4),-0.154708 # DEPENDENCYPART_TRISIBL
(25,14),(25,9),(25,2),-0.152934 # DEPENDENCYPART_TRISIBL
(25,14),(25,9),(25,-1),-0.0256325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,8),(25,7),-0.225584 # DEPENDENCYPART_TRISIBL
(25,14),(25,8),(25,5),-0.134337 # DEPENDENCYPART_TRISIBL
(25,14),(25,8),(25,4),-0.131349 # DEPENDENCYPART_TRISIBL
(25,14),(25,8),(25,2),-0.115557 # DEPENDENCYPART_TRISIBL
(25,14),(25,8),(25,-1),-0.13991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,7),(25,5),-0.134736 # DEPENDENCYPART_TRISIBL
(25,14),(25,7),(25,4),-0.131748 # DEPENDENCYPART_TRISIBL
(25,14),(25,7),(25,2),-0.115582 # DEPENDENCYPART_TRISIBL
(25,14),(25,7),(25,-1),-0.139015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,5),(25,4),-0.0957483 # DEPENDENCYPART_TRISIBL
(25,14),(25,5),(25,2),-0.0813826 # DEPENDENCYPART_TRISIBL
(25,14),(25,5),(25,-1),-0.184325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,4),(25,2),-0.0814732 # DEPENDENCYPART_TRISIBL
(25,14),(25,4),(25,-1),-0.186033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,14),(25,2),(25,-1),-0.217702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,12),(25,11),-0.117761 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,9),-0.178608 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,8),-0.117761 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,7),-0.117761 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,5),-0.156706 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,4),-0.16035 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,2),-0.120126 # DEPENDENCYPART_TRISIBL
(25,13),(25,12),(25,-1),-0.111887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
