# _root_ The approval also ends any hope that Banque Nationale de Paris , another state-sector bank , might have had about taking Credit Lyonnais 's place in the accord .
#goldHeads=2,4,4,0,6,4,19,11,11,11,17,11,15,15,11,11,6,17,18,19,20,23,25,23,21,25,28,26,4,
#predictedHeads=2,4,4,0,6,4,17,9,17,9,10,9,15,15,9,9,6,17,18,19,20,23,25,23,21,21,28,26,4,
(25,23),(23,22),(23,-1),0.0245494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,21),(23,14),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,-1),0.00999364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,14),(23,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,30),-0.0618292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,-1),0.0957808 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,27),-0.0240126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,28),0.126652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,30),-0.350599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,27),(26,28),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,30),-0.00551664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,28),(26,30),0.058814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,25),0.0430889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),-0.146822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,-1),-0.193065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,30),0.217548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,-1),0.0983557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,28),(28,29),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,30),0.138618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,29),(28,30),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,28),(28,27),0.101599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,25),0.161022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,23),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,22),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,21),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,-1),-0.0158288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,27),(28,25),0.129835 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,23),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,22),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,21),-0.144713 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,-1),-0.159939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,25),(28,23),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,22),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,23),(28,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,-1),-0.173851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,22),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,22),(28,-1),-0.174185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,21),(28,-1),-0.196785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,29),(29,30),0.00395868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,28),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,-1),-0.112623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,28),(29,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,26),-0.153827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,27),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,28),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,30),-0.127144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,28),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,30),-0.134724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,27),(25,28),-0.144789 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,27),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,27),(25,30),-0.0761615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,28),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,28),(25,30),-0.120414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,29),(25,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,24),-0.0701287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),-0.158218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.158138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,21),-0.0230958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,20),-0.0852385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,14),-0.00895701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),0.217106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0174346 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.0174346 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,21),-0.0207063 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,20),-0.0194441 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,14),-0.0233432 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.116138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,22),-0.0326279 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,21),-0.0351039 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,20),-0.0058956 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,14),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.0964762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,21),-0.0351039 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,20),-0.00589571 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,14),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.0963121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,21),(25,20),-0.01984 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,14),-0.0208167 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,-1),-0.0417075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,20),(25,14),-0.0191654 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,-1),-0.0538209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,14),(25,-1),-0.0261013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,30),-0.0738497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,-1),-0.211491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,28),(28,29),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,30),0.200024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,29),(28,30),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,27),0.0865763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,25),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,23),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,22),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,21),-0.149863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,27),(28,25),-0.144789 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,23),-0.144789 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,22),-0.144789 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,21),-0.144736 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,-1),-0.075981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,25),(28,23),-0.148317 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,22),-0.148317 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,-1),-0.130266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,23),(28,22),-0.148317 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,-1),-0.120407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,22),(28,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,-1),-0.120367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,21),(28,-1),-0.112048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,21),(21,22),0.129613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,23),0.130245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,25),0.130258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,26),0.154133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,28),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,30),-0.0133217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,22),(21,23),0.0941065 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,25),0.0941065 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,26),0.0968785 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,28),-0.144891 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,30),-0.0845927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,23),(21,25),0.0941063 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,26),0.0968792 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,28),-0.144891 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,30),-0.0839606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,25),(21,26),0.0968792 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,25),(21,28),-0.144891 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,25),(21,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,25),(21,30),-0.0839486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,26),(21,28),-0.144709 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,26),(21,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,26),(21,30),-0.22687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,28),(21,29),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,28),(21,30),-0.0839507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,29),(21,30),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,21),(21,20),-0.0118474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,-1),0.0567041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,20),(21,-1),-0.00220361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,22),(22,23),0.160974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,24),0.245564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,25),0.160976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,26),0.16348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,28),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,30),-0.0137079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,23),(22,24),0.0966386 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,25),0.0909338 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,26),0.11061 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,30),-0.17387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,24),(22,25),0.107294 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,26),0.10951 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,28),-0.144831 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,30),0.0383784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,25),(22,26),0.11061 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,25),(22,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,25),(22,30),-0.173866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,26),(22,28),-0.144983 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,26),(22,30),-0.102858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,28),(22,30),-0.173866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,22),(22,21),0.0570656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,20),-0.0081097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,-1),0.14077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,21),(22,20),-0.0236971 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,21),(22,-1),0.0109745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,20),(22,-1),-0.0220248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,23),(23,24),0.245564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,25),0.160816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,26),0.163519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,28),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,30),-0.0189256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,24),(23,25),0.107294 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,26),0.10951 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,28),-0.144831 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,30),0.0383784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,25),(23,26),0.11061 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,25),(23,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,25),(23,29),-0.144801 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,25),(23,30),-0.174039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,26),(23,28),-0.144983 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,26),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,26),(23,30),-0.102818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,28),(23,29),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,28),(23,30),-0.174039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,29),(23,30),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,23),(23,22),-0.133283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,21),0.0570669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,14),-0.0415806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,-1),0.133378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,22),(23,21),-0.0213906 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,14),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,-1),0.0245208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,21),(23,14),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,21),(23,-1),0.0109745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,14),(23,-1),-0.0294713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,26),0.162272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,27),0.102259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,28),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,30),-0.0289358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,26),(25,27),0.109008 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,28),-0.144983 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,30),-0.102819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,27),(25,28),-0.144709 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,27),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,27),(25,30),-0.159305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,28),(25,29),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,28),(25,30),-0.173862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,29),(25,30),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,24),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,23),-0.129067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,22),-0.130327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,21),0.0570573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,20),-0.0083984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,14),-0.0415806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,-1),0.122399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,24),(25,23),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,22),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,21),-0.0194643 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,14),-0.020274 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,-1),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,23),(25,22),-0.00174131 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,21),-0.0218054 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,20),-0.0179855 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,14),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,-1),0.025574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,22),(25,21),-0.0218054 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,22),(25,20),-0.0179855 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,22),(25,14),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,22),(25,-1),0.0242664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,21),(25,20),-0.0236971 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,21),(25,14),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,21),(25,-1),0.0130089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,20),(25,14),-0.0184824 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,20),(25,-1),-0.0230444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,14),(25,-1),-0.0294713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,27),(27,30),0.0972457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,27),(27,-1),0.21644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,29),(29,30),0.00381973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,29),(29,28),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,-1),-0.112762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,28),(29,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,30),-0.226117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,29),(28,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,27),-0.0318334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,25),-0.0312489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,23),-0.0312489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,22),-0.0312489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,21),-0.0209994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,-1),-0.0378867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,27),(28,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,-1),-0.0364262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,25),(28,23),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,22),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,-1),-0.0311565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,23),(28,22),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,23),(28,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,23),(28,-1),-0.0311565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,22),(28,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,22),(28,-1),-0.0311565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,21),(28,-1),-0.0209993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,2),(0,3),-0.0920322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,4),-0.183528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,17),-0.0802479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,18),-0.185417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,19),-0.165515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,30),0.279362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,4),-0.165698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,17),-0.0670829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,18),-0.152353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,19),-0.145721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,30),0.243101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
