# _root_ With the exception of August , when exports rose 2.1 % , exports have declined every month from year-earlier levels since March .
#goldHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,15,21,14,
#predictedHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,20,21,14,
(4,8),(9,7),0.0539179 # DEPENDENCYPART_HEADBIGRAM
(4,8),(13,7),0.0777826 # DEPENDENCYPART_HEADBIGRAM
(4,8),(14,7),0.0576099 # DEPENDENCYPART_HEADBIGRAM
(4,8),(15,7),0.0576099 # DEPENDENCYPART_HEADBIGRAM
(4,9),(0,8),-0.0588402 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.0597743 # DEPENDENCYPART_HEADBIGRAM
(4,9),(3,8),-0.0484016 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),-0.00504543 # DEPENDENCYPART_HEADBIGRAM
(4,9),(5,8),0.0981347 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.231269 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.0749808 # DEPENDENCYPART_HEADBIGRAM
(4,9),(13,8),0.0749911 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0694042 # DEPENDENCYPART_HEADBIGRAM
(4,9),(15,8),0.0694144 # DEPENDENCYPART_HEADBIGRAM
(4,11),(5,10),0.0515561 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.0316727 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.0423687 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.0219222 # DEPENDENCYPART_HEADBIGRAM
(4,11),(13,10),0.055608 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0679878 # DEPENDENCYPART_HEADBIGRAM
(4,13),(1,12),-0.0446272 # DEPENDENCYPART_HEADBIGRAM
(4,13),(3,12),-0.0569743 # DEPENDENCYPART_HEADBIGRAM
(4,13),(5,12),0.150579 # DEPENDENCYPART_HEADBIGRAM
(4,13),(8,12),0.176564 # DEPENDENCYPART_HEADBIGRAM
(4,13),(9,12),0.10038 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.153492 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.217683 # DEPENDENCYPART_HEADBIGRAM
(4,13),(13,12),-0.0291722 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.0606449 # DEPENDENCYPART_HEADBIGRAM
(4,13),(15,12),0.0608975 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.131502 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.122113 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.0671657 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.125731 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.12936 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0891478 # DEPENDENCYPART_HEADBIGRAM
(5,2),(11,1),0.139335 # DEPENDENCYPART_HEADBIGRAM
(5,2),(13,1),0.11089 # DEPENDENCYPART_HEADBIGRAM
(5,2),(14,1),0.0279759 # DEPENDENCYPART_HEADBIGRAM
(5,2),(15,1),0.0471635 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.14036 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0101852 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.119344 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.0422918 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.117705 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.136206 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.118729 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0846401 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0592039 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.0888762 # DEPENDENCYPART_HEADBIGRAM
(5,4),(14,3),0.0950128 # DEPENDENCYPART_HEADBIGRAM
(5,4),(15,3),0.0867811 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.000458856 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0496268 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0583467 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.0963148 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.136759 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.219747 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.204538 # DEPENDENCYPART_HEADBIGRAM
(5,6),(14,5),0.212804 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.230749 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.0727226 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.0888167 # DEPENDENCYPART_HEADBIGRAM
(5,8),(13,7),0.0811499 # DEPENDENCYPART_HEADBIGRAM
(5,8),(14,7),0.0945793 # DEPENDENCYPART_HEADBIGRAM
(5,8),(15,7),0.0925088 # DEPENDENCYPART_HEADBIGRAM
(5,9),(0,8),-0.0399082 # DEPENDENCYPART_HEADBIGRAM
(5,9),(1,8),-0.0679208 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0453451 # DEPENDENCYPART_HEADBIGRAM
(5,9),(4,8),-0.061239 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.0939416 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.320509 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.0777901 # DEPENDENCYPART_HEADBIGRAM
(5,9),(13,8),0.078602 # DEPENDENCYPART_HEADBIGRAM
(5,9),(14,8),0.037896 # DEPENDENCYPART_HEADBIGRAM
(5,9),(15,8),0.0380488 # DEPENDENCYPART_HEADBIGRAM
(5,10),(0,9),-0.040998 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0548946 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0670508 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0522227 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.086855 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0826074 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.0724267 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.0729476 # DEPENDENCYPART_HEADBIGRAM
(5,10),(14,9),0.069505 # DEPENDENCYPART_HEADBIGRAM
(5,10),(15,9),0.0693116 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.0922413 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.0198571 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.0488269 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.254797 # DEPENDENCYPART_HEADBIGRAM
(5,11),(13,10),0.0521089 # DEPENDENCYPART_HEADBIGRAM
(5,11),(14,10),0.0702069 # DEPENDENCYPART_HEADBIGRAM
(5,12),(3,11),-0.0764959 # DEPENDENCYPART_HEADBIGRAM
(5,12),(4,11),-0.0824501 # DEPENDENCYPART_HEADBIGRAM
(5,12),(5,11),0.11141 # DEPENDENCYPART_HEADBIGRAM
(5,12),(8,11),0.0933744 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.0849075 # DEPENDENCYPART_HEADBIGRAM
(5,12),(10,11),0.13862 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.0183097 # DEPENDENCYPART_HEADBIGRAM
(5,12),(14,11),0.029944 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.0258269 # DEPENDENCYPART_HEADBIGRAM
(5,12),(19,11),0.0710692 # DEPENDENCYPART_HEADBIGRAM
(5,13),(1,12),-0.0595318 # DEPENDENCYPART_HEADBIGRAM
(5,13),(3,12),-0.0539073 # DEPENDENCYPART_HEADBIGRAM
(5,13),(5,12),0.146425 # DEPENDENCYPART_HEADBIGRAM
(5,13),(8,12),0.150796 # DEPENDENCYPART_HEADBIGRAM
(5,13),(9,12),0.132668 # DEPENDENCYPART_HEADBIGRAM
(5,13),(10,12),0.17859 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.190999 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.172768 # DEPENDENCYPART_HEADBIGRAM
(5,13),(14,12),0.0744428 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.0780319 # DEPENDENCYPART_HEADBIGRAM
(5,14),(3,13),-0.0502468 # DEPENDENCYPART_HEADBIGRAM
(5,14),(4,13),-0.0667817 # DEPENDENCYPART_HEADBIGRAM
(5,14),(5,13),0.09073 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.101561 # DEPENDENCYPART_HEADBIGRAM
(5,14),(9,13),0.053883 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.187646 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.187004 # DEPENDENCYPART_HEADBIGRAM
(5,14),(15,13),0.0375472 # DEPENDENCYPART_HEADBIGRAM
(5,14),(17,13),0.0695263 # DEPENDENCYPART_HEADBIGRAM
(5,14),(20,13),0.0755156 # DEPENDENCYPART_HEADBIGRAM
(5,15),(0,14),-0.105183 # DEPENDENCYPART_HEADBIGRAM
(5,15),(1,14),-0.054426 # DEPENDENCYPART_HEADBIGRAM
(5,15),(3,14),-0.045663 # DEPENDENCYPART_HEADBIGRAM
(5,15),(5,14),0.0874604 # DEPENDENCYPART_HEADBIGRAM
(5,15),(8,14),0.108894 # DEPENDENCYPART_HEADBIGRAM
(5,15),(9,14),0.106487 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0996389 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.161196 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.085226 # DEPENDENCYPART_HEADBIGRAM
(5,15),(17,14),0.093707 # DEPENDENCYPART_HEADBIGRAM
(5,18),(9,17),0.077033 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.073799 # DEPENDENCYPART_HEADBIGRAM
(5,18),(13,17),0.0587636 # DEPENDENCYPART_HEADBIGRAM
(5,18),(14,17),0.0613613 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.0586115 # DEPENDENCYPART_HEADBIGRAM
(5,18),(18,17),0.0696416 # DEPENDENCYPART_HEADBIGRAM
(5,18),(19,17),0.0729652 # DEPENDENCYPART_HEADBIGRAM
(5,18),(20,17),0.045148 # DEPENDENCYPART_HEADBIGRAM
(5,18),(21,17),0.0797287 # DEPENDENCYPART_HEADBIGRAM
(5,18),(22,17),0.0450996 # DEPENDENCYPART_HEADBIGRAM
(5,23),(11,22),0.0978685 # DEPENDENCYPART_HEADBIGRAM
(5,23),(15,22),0.126454 # DEPENDENCYPART_HEADBIGRAM
(5,23),(17,22),0.113971 # DEPENDENCYPART_HEADBIGRAM
(5,23),(18,22),0.0967376 # DEPENDENCYPART_HEADBIGRAM
(5,23),(19,22),0.113333 # DEPENDENCYPART_HEADBIGRAM
(5,23),(20,22),0.187439 # DEPENDENCYPART_HEADBIGRAM
(5,23),(21,22),0.184394 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.0330523 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.0437597 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.0430056 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.0927015 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0925206 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.0922571 # DEPENDENCYPART_HEADBIGRAM
(7,6),(13,5),0.0922571 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.0920621 # DEPENDENCYPART_HEADBIGRAM
(7,6),(15,5),0.0920763 # DEPENDENCYPART_HEADBIGRAM
(8,2),(0,1),-0.146175 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),-0.113582 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.065222 # DEPENDENCYPART_HEADBIGRAM
(8,2),(4,1),-0.123776 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),0.047384 # DEPENDENCYPART_HEADBIGRAM
(8,2),(9,1),0.0785185 # DEPENDENCYPART_HEADBIGRAM
(8,2),(11,1),0.128732 # DEPENDENCYPART_HEADBIGRAM
(8,2),(13,1),0.114988 # DEPENDENCYPART_HEADBIGRAM
(8,2),(14,1),0.0320478 # DEPENDENCYPART_HEADBIGRAM
(8,2),(15,1),0.0512355 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.108104 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),0.00526459 # DEPENDENCYPART_HEADBIGRAM
(8,3),(4,2),-0.119614 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.127256 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.0725933 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.135076 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.0521904 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.125278 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.0642121 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.107307 # DEPENDENCYPART_HEADBIGRAM
(8,4),(14,3),0.0900648 # DEPENDENCYPART_HEADBIGRAM
(8,4),(15,3),0.0818331 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.0939263 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.0292785 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.0181004 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0824977 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.00497974 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.058949 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.100247 # DEPENDENCYPART_HEADBIGRAM
(8,5),(13,4),0.101472 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.0432241 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.0383021 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.0747672 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.0446157 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.184449 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.0571123 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.0722378 # DEPENDENCYPART_HEADBIGRAM
(8,6),(13,5),0.0725921 # DEPENDENCYPART_HEADBIGRAM
(8,6),(14,5),0.0593889 # DEPENDENCYPART_HEADBIGRAM
(8,6),(15,5),0.0554694 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.0932031 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.106863 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.0904413 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.104101 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.109717 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.086856 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.00773643 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0667889 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.0157563 # DEPENDENCYPART_HEADBIGRAM
(8,7),(15,6),0.0166222 # DEPENDENCYPART_HEADBIGRAM
(8,9),(0,8),-0.172598 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.13583 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0581837 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0992641 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0581837 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.137069 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.162676 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.162108 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.0553536 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.0649768 # DEPENDENCYPART_HEADBIGRAM
(8,10),(0,9),-0.0398126 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.0537091 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0658654 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0540209 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0686878 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0794589 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0724122 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.0729027 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.06946 # DEPENDENCYPART_HEADBIGRAM
(8,10),(15,9),0.0688864 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0852877 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0804649 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.160526 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.313299 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.0491597 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0672583 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0883593 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.094666 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0935439 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.125111 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0715684 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.12525 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),0.014073 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.0298746 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.0257574 # DEPENDENCYPART_HEADBIGRAM
(8,12),(19,11),0.068331 # DEPENDENCYPART_HEADBIGRAM
(8,13),(1,12),-0.0636684 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.0626438 # DEPENDENCYPART_HEADBIGRAM
(8,13),(5,12),-0.0626438 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.114283 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.112367 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.0949073 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.107316 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.184465 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.0741088 # DEPENDENCYPART_HEADBIGRAM
(8,13),(15,12),0.0741879 # DEPENDENCYPART_HEADBIGRAM
(8,14),(3,13),-0.0502468 # DEPENDENCYPART_HEADBIGRAM
(8,14),(4,13),-0.0667817 # DEPENDENCYPART_HEADBIGRAM
(8,14),(5,13),-0.0502468 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0800577 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.053883 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.187646 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.187561 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.0375472 # DEPENDENCYPART_HEADBIGRAM
(8,14),(17,13),0.0695263 # DEPENDENCYPART_HEADBIGRAM
(8,14),(20,13),0.0755156 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.112791 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),0.0312891 # DEPENDENCYPART_HEADBIGRAM
(9,3),(4,2),-0.126314 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.184856 # DEPENDENCYPART_HEADBIGRAM
(9,3),(8,2),-0.180978 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.145014 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.0112159 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.199742 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.217252 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.140979 # DEPENDENCYPART_HEADBIGRAM
(9,4),(14,3),0.109519 # DEPENDENCYPART_HEADBIGRAM
(9,4),(15,3),0.117703 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.116787 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.0490915 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.136411 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.10369 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.15714 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0719372 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.0372592 # DEPENDENCYPART_HEADBIGRAM
(9,5),(13,4),0.0387643 # DEPENDENCYPART_HEADBIGRAM
(9,5),(14,4),0.0950092 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.0299766 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.203239 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.243552 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.206201 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.255645 # DEPENDENCYPART_HEADBIGRAM
(9,6),(11,5),0.0242602 # DEPENDENCYPART_HEADBIGRAM
(9,6),(13,5),0.035406 # DEPENDENCYPART_HEADBIGRAM
(9,6),(14,5),0.155414 # DEPENDENCYPART_HEADBIGRAM
(9,6),(15,5),0.164211 # DEPENDENCYPART_HEADBIGRAM
(9,7),(1,6),-0.0995444 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),0.0638774 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.0967421 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),0.079635 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.11612 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.0288082 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.014682 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.151058 # DEPENDENCYPART_HEADBIGRAM
(9,7),(14,6),0.0211576 # DEPENDENCYPART_HEADBIGRAM
(9,7),(15,6),0.0224582 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.141382 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.143091 # DEPENDENCYPART_HEADBIGRAM
(9,8),(13,7),0.0860149 # DEPENDENCYPART_HEADBIGRAM
(9,8),(14,7),0.102192 # DEPENDENCYPART_HEADBIGRAM
(9,8),(15,7),0.102197 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.0689038 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.00971079 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.050684 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0221414 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0534518 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0377159 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.0608471 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.0649293 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.0742209 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.0739952 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0791124 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0803821 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0636276 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.248345 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0531478 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.0663031 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.123078 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.121334 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.134955 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.118521 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0722783 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.0683526 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),-0.0152579 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.101704 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.10857 # DEPENDENCYPART_HEADBIGRAM
(9,12),(19,11),0.0622612 # DEPENDENCYPART_HEADBIGRAM
(9,13),(1,12),-0.0518433 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.114214 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),-0.114214 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.110913 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.00334965 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0694707 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0118976 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),-0.0174043 # DEPENDENCYPART_HEADBIGRAM
(9,13),(14,12),0.0639763 # DEPENDENCYPART_HEADBIGRAM
(9,13),(15,12),0.060965 # DEPENDENCYPART_HEADBIGRAM
(9,14),(3,13),-0.0155739 # DEPENDENCYPART_HEADBIGRAM
(9,14),(4,13),-0.0698448 # DEPENDENCYPART_HEADBIGRAM
(9,14),(5,13),-0.0155739 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.00216605 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0621688 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.153658 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.276439 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.0605739 # DEPENDENCYPART_HEADBIGRAM
(9,14),(17,13),0.0829033 # DEPENDENCYPART_HEADBIGRAM
(9,14),(20,13),0.0810576 # DEPENDENCYPART_HEADBIGRAM
(9,15),(0,14),-0.053588 # DEPENDENCYPART_HEADBIGRAM
(9,15),(1,14),-0.0663849 # DEPENDENCYPART_HEADBIGRAM
(9,15),(3,14),-0.0630952 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.0624019 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0624093 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.00955599 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.088977 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.150532 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.0108573 # DEPENDENCYPART_HEADBIGRAM
