# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(18,16),(18,10),(18,2),-0.0500279 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,-1),-0.0820863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,2),(18,-1),-0.173965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.0408696 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),-0.044712 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,11),-0.0451958 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,10),0.0157031 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,2),-0.044712 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.145249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.0445831 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.0450669 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,10),0.0156342 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,2),-0.0445831 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.144993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.0450532 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,10),0.015751 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,2),-0.0445694 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.143672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,10),0.015751 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,2),-0.0448241 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.143689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,10),(18,2),-0.107746 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,-1),-0.188316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,2),(18,-1),-0.143672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.0689127 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.078994 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,10),0.0308561 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,2),-0.0689234 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.141706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.0833723 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,10),0.0355866 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,2),-0.0733017 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,-1),-0.1412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,10),0.0355866 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,2),-0.0815141 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.139946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,10),(18,2),-0.0682867 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,-1),-0.104869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,2),(18,-1),-0.141121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.0806004 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,10),0.0385604 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,2),-0.0705297 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.115302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,10),0.0385604 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,2),-0.0787421 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.114048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,10),(18,2),-0.0626505 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,-1),-0.0620123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,2),(18,-1),-0.115222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,10),0.036766 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,2),-0.0840882 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.130634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,10),(18,2),-0.0716182 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,-1),-0.0966775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,2),(18,-1),-0.131808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,10),(18,2),-0.0673115 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,-1),-0.0866974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,2),(18,-1),-0.110915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,2),(18,-1),-0.144795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0218577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0165562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.0231988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),0.0305658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.166468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.0242403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,30),-0.0650701 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,23),-0.0468996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.052006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),0.00212231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),0.0426557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.0531699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,30),0.354806 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.0492543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),0.00487407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),0.0431597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.0504181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,30),0.336618 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.00390026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),0.0432404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.0591924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,30),0.347252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),0.0539454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,28),-0.0608574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,30),0.316737 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),0.0351443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,27),(19,30),-0.100575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,30),0.363989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,23),-0.082928 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0829269 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0830226 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0450453 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.0829268 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,30),-0.0515011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0829269 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.0830226 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0450453 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.0829268 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,30),-0.0508105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.0830226 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.0450453 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.0829268 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,30),-0.0508105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.0457827 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,28),-0.083134 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,30),-0.0514252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),-0.0717353 # DEPENDENCYPART_TRISIBL
(19,20),(19,27),(19,30),-0.0856372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,28),(19,30),-0.0508105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.158831 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.162546 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.057797 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.158044 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,30),-0.00290046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),-0.162402 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.0576802 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.1579 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,30),-0.00123168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.0602947 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,28),-0.152976 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,30),0.00695388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.160684 # DEPENDENCYPART_TRISIBL
(19,21),(19,27),(19,30),0.086371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,30),-0.00137703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,26),-0.157525 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,27),-0.0585132 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.153023 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,30),-0.00556258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,27),-0.0611278 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,28),-0.148099 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,30),0.00262298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,27),(19,28),-0.158893 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,30),0.0917529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,30),-0.00570792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.0586581 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,28),-0.154371 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,30),-0.0051437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.161828 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,30),0.0836954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,28),(19,30),-0.0134746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,27),(19,28),-0.163302 # DEPENDENCYPART_TRISIBL
(19,26),(19,27),(19,30),0.0981377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,28),(19,30),-0.0200825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,28),(19,30),-0.00746531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.146962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.199482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,-1),-0.320981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,-1),-0.17585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.154473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.151589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.109088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,27),-0.111005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.152627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,30),0.0566876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.0877107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.0453716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,27),-0.033874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,28),-0.0888727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,30),-0.0918886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,26),-0.0547273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,27),-0.0336372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.0982283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,30),-0.0906873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,27),-0.0201268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,28),-0.0997071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,30),-0.0870522 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,27),(21,28),-0.139244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,27),(21,30),-0.140125 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,28),(21,30),-0.084197 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0455198 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.0455198 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,27),-0.0228564 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,28),-0.04552 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,30),-0.0811761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,26),-0.0453977 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,27),-0.0228564 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.0453979 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,30),-0.0811761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,27),-0.0236374 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,28),-0.0454007 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,30),-0.0812941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,27),(21,28),-0.0400497 # DEPENDENCYPART_TRISIBL
(21,22),(21,27),(21,30),-0.147966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,28),(21,30),-0.0811761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,26),-0.0801306 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,27),-0.0713113 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,28),-0.0744034 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,30),-0.102886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,27),-0.0739278 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,28),-0.0697659 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,30),-0.104669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,27),(21,28),-0.0993543 # DEPENDENCYPART_TRISIBL
(21,23),(21,27),(21,30),-0.0723257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,28),(21,30),-0.103031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,27),-0.0714542 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,28),-0.0760742 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,30),-0.113278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,27),(21,28),-0.102326 # DEPENDENCYPART_TRISIBL
(21,24),(21,27),(21,30),-0.0804929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,28),(21,30),-0.11164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,27),(21,28),-0.10467 # DEPENDENCYPART_TRISIBL
(21,26),(21,27),(21,30),-0.0579968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,28),(21,30),-0.109029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,27),(21,28),(21,30),-0.0693701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.259294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.279001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.148737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.160221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.0374099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.215521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.147207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.102458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.201751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,-1),-0.123797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.20839 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),-0.154457 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.118229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.212236 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.162744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,-1),-0.144267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.079191 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.192463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,-1),-0.21053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,-1),-0.118687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,29),(22,30),-0.272753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,24),(23,26),-0.0521031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,27),-0.0306411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,28),-0.0956042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,30),-0.113037 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,27),-0.0171307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,28),-0.097083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,30),-0.109402 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,27),(23,28),-0.133132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,27),(23,30),-0.170433 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,28),(23,30),-0.106547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,26),(23,27),-0.0715481 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,28),-0.0769342 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,30),-0.120583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,27),(23,28),-0.103186 # DEPENDENCYPART_TRISIBL
(23,24),(23,27),(23,30),-0.0926739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,28),(23,30),-0.118944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,27),(23,28),-0.10553 # DEPENDENCYPART_TRISIBL
(23,26),(23,27),(23,30),-0.0701779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,28),(23,30),-0.116334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,27),(23,28),(23,30),-0.051685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,21),-0.215938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,20),-0.127675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.391466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,20),-0.0834381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,-1),-0.173623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,20),(23,-1),-0.136491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,20),-0.0401036 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,-1),-0.139857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,20),(23,-1),-0.135424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,20),(23,-1),-0.0704634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),-0.144996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,27),-0.143318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,28),-0.188011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,29),-0.152531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,30),-0.133559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,26),(24,27),-0.0422255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,28),-0.0971251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,29),-0.115813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,30),-0.0892784 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,27),(24,28),-0.136711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,27),(24,29),-0.168247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,27),(24,30),-0.136179 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,28),(24,29),-0.113228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,28),(24,30),-0.0864231 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,29),(24,30),-0.186252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,25),(24,26),(24,27),-0.070629 # DEPENDENCYPART_TRISIBL
(24,25),(24,26),(24,28),-0.0704709 # DEPENDENCYPART_TRISIBL
(24,25),(24,26),(24,29),-0.0127117 # DEPENDENCYPART_TRISIBL
(24,25),(24,26),(24,30),-0.144618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,25),(24,27),(24,28),-0.0645066 # DEPENDENCYPART_TRISIBL
(24,25),(24,27),(24,29),-0.0325901 # DEPENDENCYPART_TRISIBL
(24,25),(24,27),(24,30),-0.126757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,25),(24,28),(24,29),-0.0125601 # DEPENDENCYPART_TRISIBL
(24,25),(24,28),(24,30),-0.145946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,25),(24,29),(24,30),-0.129533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,26),(24,27),(24,28),-0.10467 # DEPENDENCYPART_TRISIBL
(24,26),(24,27),(24,29),-0.0781179 # DEPENDENCYPART_TRISIBL
(24,26),(24,27),(24,30),-0.0733595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,26),(24,28),(24,29),-0.0612115 # DEPENDENCYPART_TRISIBL
(24,26),(24,28),(24,30),-0.116703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,26),(24,29),(24,30),-0.0288131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,27),(24,28),(24,29),-0.0751438 # DEPENDENCYPART_TRISIBL
(24,27),(24,28),(24,30),-0.0666643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,27),(24,29),(24,30),-0.0780163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,28),(24,29),(24,30),-0.018511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,22),-0.1417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,21),-0.230587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),-0.0808582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,19),-0.251255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,18),-0.246355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,17),-0.0721559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.185485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
