# _root_ `` We 're encouraged that talks are scheduled again but beyond that , we have made no expression of expectations , '' a Boeing spokesman said .
#goldHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
#predictedHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
(11,9),(9,10),-0.183917 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.68558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.507601 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.14063 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.468893 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.199799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.63128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.464307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.17324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.05439 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.19686 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-1.20014 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.584748 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-1.24279 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.419885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.663724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.58624 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.00684588 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.739724 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.09316 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.14542 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.886578 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.09443 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.00268 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.31383 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.889253 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.03348 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.999229 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.823205 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.16491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0830996 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.832256 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.910373 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.431316 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.776696 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.418062 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.666906 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.907155 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.774631 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.749488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.51819 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-1.01556 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.68173 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-1.53945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.898479 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.887462 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.35741 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.07639 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.0323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.160391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-1.01675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.869479 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.746422 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.831984 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.09085 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.731186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.82884 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.618378 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-1.34333 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.833367 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-1.60041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.0250303 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.556299 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.91904 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.564401 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.985883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.590916 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.665179 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.473319 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-1.15728 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.595278 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-1.25588 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-1.20872 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-1.37459 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,16),-0.183988 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.814465 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.844406 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.83063 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.866705 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.955368 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.91259 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.795726 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.801388 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.717407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.829953 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.817156 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.681152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.178522 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.598516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.462783 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0778792 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.190645 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.558617 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.298031 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.120361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.06152 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.0424597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.051582 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.492906 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.633214 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.836348 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.830752 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.952761 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.787222 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.773376 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.07491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.222619 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.265975 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.17372 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.636331 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.00334267 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.287099 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.226605 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.268158 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.415361 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.758821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.825888 # DEPENDENCYPART_GRANDPAR
(12,26),(26,1),-0.934885 # DEPENDENCYPART_GRANDPAR
(12,26),(26,3),-0.796828 # DEPENDENCYPART_GRANDPAR
(12,26),(26,4),-0.850176 # DEPENDENCYPART_GRANDPAR
(12,26),(26,5),-0.939924 # DEPENDENCYPART_GRANDPAR
(12,26),(26,6),-0.924034 # DEPENDENCYPART_GRANDPAR
(12,26),(26,7),-0.763542 # DEPENDENCYPART_GRANDPAR
(12,26),(26,8),-0.784799 # DEPENDENCYPART_GRANDPAR
(12,26),(26,9),-0.726998 # DEPENDENCYPART_GRANDPAR
(12,26),(26,10),-0.801207 # DEPENDENCYPART_GRANDPAR
(12,26),(26,11),-0.789808 # DEPENDENCYPART_GRANDPAR
(12,26),(26,12),-0.927096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,26),(26,13),-0.0607144 # DEPENDENCYPART_GRANDPAR
(12,26),(26,14),0.228108 # DEPENDENCYPART_GRANDPAR
(12,26),(26,15),-0.08555 # DEPENDENCYPART_GRANDPAR
(12,26),(26,16),-0.0817692 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),-0.40458 # DEPENDENCYPART_GRANDPAR
(12,26),(26,18),-0.00547257 # DEPENDENCYPART_GRANDPAR
(12,26),(26,19),-0.588464 # DEPENDENCYPART_GRANDPAR
(12,26),(26,20),-0.190018 # DEPENDENCYPART_GRANDPAR
(12,26),(26,21),-0.220206 # DEPENDENCYPART_GRANDPAR
(12,26),(26,22),-0.265381 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.566123 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.192994 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.207085 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.7662 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.146843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.14993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.389733 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.564203 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.602459 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.646712 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.55914 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.730231 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.713262 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.56272 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.62537 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.69427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.149119 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.032142 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.121548 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0034765 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.304092 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.184039 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.293187 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.101531 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.216167 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.276758 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.356657 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.0904554 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.393284 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0640938 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.268044 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.070578 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.117256 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.41543 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.326656 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.109848 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0121426 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.192926 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.436068 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.226438 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.00157524 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.120916 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.0384196 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.102299 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.121735 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.36243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.384066 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.636269 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.442171 # DEPENDENCYPART_GRANDPAR
(15,3),(3,27),-0.775868 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.095869 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0784051 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.158252 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.30149 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.47046 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.177177 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0622909 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.322136 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.00591992 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.0313132 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.162535 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.20774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,21),-0.517921 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.491779 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.142234 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.514019 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.283502 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0551839 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.0185154 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.143439 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.52251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.383715 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.110925 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.218935 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.32828 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.47094 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.206535 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0205075 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0153638 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.247076 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.380553 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.172084 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.162836 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.359899 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.484262 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.222736 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0167549 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0602872 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0251426 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0802038 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.0835712 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.134291 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.33092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.353202 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.569086 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.394686 # DEPENDENCYPART_GRANDPAR
(15,7),(7,24),-0.637584 # DEPENDENCYPART_GRANDPAR
(15,7),(7,27),-0.726856 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.118468 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.180836 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0299677 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.27803 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.536759 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.332618 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.00323932 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0323418 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.336593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.168986 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.149172 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.22014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.236618 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.266009 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.403814 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.530309 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.399631 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-0.504224 # DEPENDENCYPART_GRANDPAR
(15,8),(8,25),-0.844039 # DEPENDENCYPART_GRANDPAR
(15,8),(8,27),-0.759423 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.372318 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.363261 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.320782 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.129917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.167052 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.236129 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.089691 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,8),0.341994 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0690041 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.301005 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.443163 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.268356 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.40241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.404385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-0.273528 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0240857 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.119092 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0463045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0420985 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.00343046 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.48915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.424835 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.532273 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.436964 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.701116 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.173384 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0241819 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.4202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.395166 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.281591 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.244256 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.304963 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.434681 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),0.18227 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.679495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.330988 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),0.0109871 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.0176627 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.25184 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.120128 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.454495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0292221 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.585588 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0382604 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.198699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.0144395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.125449 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),0.438623 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.466882 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.163774 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.52736 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0516385 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.302608 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.127483 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.00239342 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.244203 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.0652942 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.284478 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.528351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),0.261818 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0919761 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0587239 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.550888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.218642 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0740233 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.324761 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.102475 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.731185 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.283769 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.585127 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),0.194683 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.573515 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.0357069 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.106048 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.721389 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.483496 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.196765 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.283292 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0560284 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.00781511 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.135996 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.167563 # DEPENDENCYPART_GRANDPAR
(15,26),(26,1),-0.499021 # DEPENDENCYPART_GRANDPAR
(15,26),(26,3),-0.435806 # DEPENDENCYPART_GRANDPAR
(15,26),(26,4),-0.112462 # DEPENDENCYPART_GRANDPAR
(15,26),(26,5),0.0273139 # DEPENDENCYPART_GRANDPAR
(15,26),(26,6),-0.686025 # DEPENDENCYPART_GRANDPAR
(15,26),(26,7),-0.122483 # DEPENDENCYPART_GRANDPAR
(15,26),(26,8),-0.120689 # DEPENDENCYPART_GRANDPAR
(15,26),(26,9),-0.320635 # DEPENDENCYPART_GRANDPAR
(15,26),(26,10),-0.193946 # DEPENDENCYPART_GRANDPAR
(15,26),(26,11),-0.0339769 # DEPENDENCYPART_GRANDPAR
(15,26),(26,12),-0.217491 # DEPENDENCYPART_GRANDPAR
(15,26),(26,13),-0.354046 # DEPENDENCYPART_GRANDPAR
(15,26),(26,14),-0.314988 # DEPENDENCYPART_GRANDPAR
(15,26),(26,15),-0.861527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,26),(26,16),-0.143247 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.104427 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),-0.111916 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),-0.227379 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.272686 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.324875 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.286886 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.679463 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.398085 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.653154 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.669661 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.302328 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.308738 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.0899626 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.150467 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.221982 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.251396 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.131669 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.197546 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.0663332 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.0219762 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.412988 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.339344 # DEPENDENCYPART_GRANDPAR
