# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(23,21),(21,21),(21,19),-0.0252627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0151186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),0.00206148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,16),0.00287394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,15),-0.146104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.0719767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.00814952 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,18),-0.00964155 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,17),-0.0366408 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,16),-0.0389329 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,15),-0.0513318 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.0143505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,18),-0.01254 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,17),-0.0616286 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,16),-0.0599199 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,15),0.0015028 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0778028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,18),(21,17),-0.0618348 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,16),-0.0601262 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,15),0.000657255 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),-0.0858664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,16),-0.0352983 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,15),-0.0712431 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,-1),-0.0352065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,16),(21,15),-0.0624413 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,-1),-0.0298484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,15),(21,-1),0.00776159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.124923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.125802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,27),-0.186657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,28),-0.124936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,33),0.150678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,25),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,33),-0.139326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,33),-0.14392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,33),-0.125879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,26),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,33),-0.100904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,27),(22,28),-0.124886 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,27),(22,33),-0.207097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,28),(22,33),-0.14327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),0.0463085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),-0.136726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,-1),0.00194307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),-0.0821634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,26),0.0873924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,27),0.0464143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,28),0.0150909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,29),0.0614752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,31),0.0525729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,33),-0.130033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,26),-0.0453411 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,27),-0.0553213 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,28),-0.0651752 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,29),-0.054492 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,31),-0.0550574 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,33),-0.0135298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,26),(24,27),-0.034523 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,28),-0.0116888 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,29),-0.0460478 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,31),-0.0466312 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,33),0.0404453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,27),(24,28),-0.0442652 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,29),-0.0813384 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,31),-0.0813384 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,33),0.058431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,28),(24,29),0.0664438 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,28),(24,31),0.065952 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,28),(24,33),-0.109413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,29),(24,31),-0.0847724 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,29),(24,33),0.08371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,31),(24,33),0.0714074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,23),0.167919 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,22),-0.126594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,21),-0.163163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),0.0508925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,22),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,-1),-0.0601419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,22),(24,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,22),(24,-1),-0.124816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,21),(24,-1),-0.188378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,26),0.0582752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,27),0.0543848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,28),-0.0674753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,29),0.0477852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,31),0.0516077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,33),-0.136726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,26),(25,27),-0.0446956 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,28),-0.0537288 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,29),-0.0436176 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,31),-0.0436176 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,33),0.0668349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,27),(25,28),-0.0126563 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,27),(25,29),-0.0680702 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,27),(25,31),-0.0680702 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,27),(25,33),0.0051181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,28),(25,29),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,28),(25,31),-0.0403057 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,28),(25,33),-0.0768388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,29),(25,31),-0.0679851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,29),(25,33),0.00341976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,31),(25,33),0.00199228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,24),0.104897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),0.150678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,-1),-0.14392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.10639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),0.00264857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,31),-0.10585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,33),-0.157496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0450041 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,31),-0.0431378 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,33),-0.108777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,28),(26,31),-0.0489231 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,33),0.000237666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,31),(26,33),-0.103675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.0683374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,24),0.169376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,21),-0.125129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.390332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,24),0.118917 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,-1),-0.136464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,21),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,-1),-0.0538521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,21),(26,-1),-0.0974694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,28),-0.103379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,29),0.00264272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,30),-0.137685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,31),0.000924607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,33),0.103866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,28),(27,29),-0.0609814 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,30),-0.0414784 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,31),-0.0615156 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,33),-0.0277381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,29),(27,30),-0.0389048 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,31),-0.0293076 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,33),-0.0317068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,30),(27,31),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,30),(27,33),-0.129571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,31),(27,33),-0.0362334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,26),0.192509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,25),0.183639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,24),0.148887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,23),0.173431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,27),(27,-1),-0.162452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,26),(27,25),0.117075 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,26),(27,24),0.0884666 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,26),(27,23),0.118275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,26),(27,-1),0.0048013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,25),(27,24),0.137217 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,25),(27,23),0.114681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,25),(27,-1),-0.0617237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,24),(27,23),0.123761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,24),(27,-1),-0.0139878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,23),(27,-1),-0.0736344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,28),(28,29),-0.00810211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,31),-0.0170044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,33),-0.21523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,29),(28,31),-0.0865902 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,33),0.018035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,31),(28,33),0.00573232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,27),0.108679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,26),0.10816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,-1),-0.0641293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,27),(28,26),0.118554 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,27),(28,-1),-0.175525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,26),(28,-1),-0.187389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,31),(31,33),0.0899835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,31),(31,31),(31,30),0.102467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,29),0.0363255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,28),0.132385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,27),0.0482116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,26),0.172342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,25),0.188979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,24),0.144984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,-1),-0.134655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,31),(31,30),(31,29),0.117819 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,28),0.115324 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,27),0.117819 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,26),0.119114 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,24),0.115324 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,-1),-0.156919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,29),(31,28),0.121339 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,27),0.130622 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,26),0.122132 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,25),0.100617 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,24),0.123676 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,-1),-0.131542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,28),(31,27),0.112615 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,26),0.113894 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,25),0.115658 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,24),0.0814952 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,-1),-0.0332083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,27),(31,26),0.104064 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,27),(31,25),0.100496 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,27),(31,24),0.12462 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,27),(31,-1),-0.107171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,26),(31,25),0.106724 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,26),(31,24),0.0962546 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,26),(31,-1),-0.0239481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,25),(31,24),0.137284 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,25),(31,-1),-0.0566108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,24),(31,-1),0.00567876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,32),(32,32),(32,33),-0.0449967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,32),(32,32),(32,-1),-0.0111604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,21),(21,22),0.060097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,23),0.109843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,24),-0.135862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,21),(21,25),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,26),-0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,27),-0.133643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,28),-0.138402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,33),-0.152848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,22),(21,23),0.118116 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,22),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,22),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,22),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,22),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,22),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,22),(21,33),-0.144125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,23),(21,24),-0.124892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,23),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,26),-0.124919 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,27),-0.125111 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,28),-0.1249 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,33),-0.0815396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,24),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,27),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,28),-0.125723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,33),-0.0893749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,25),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,33),-0.144125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,26),(21,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,33),-0.130252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,27),(21,28),-0.12597 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,33),-0.116361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,28),(21,33),-0.0848124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,20),-0.180978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,19),-0.0621382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,18),-0.0659962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,17),-0.179007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,16),-0.177073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,15),0.0208698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,-1),0.177422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,20),(21,19),-0.0570968 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,18),-0.0580051 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,17),-0.0508128 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,16),-0.0508128 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,15),-0.0430202 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,-1),-0.119941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,19),(21,18),-0.0293876 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,17),-0.0451451 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,16),-0.0442959 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,15),-0.0420783 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,-1),-0.0876694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,18),(21,17),-0.0452672 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,18),(21,16),-0.044418 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,18),(21,15),-0.0420783 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,18),(21,-1),-0.0751872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,17),(21,16),-0.0512035 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,17),(21,15),-0.043655 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,17),(21,-1),-0.101683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,16),(21,15),-0.0430202 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,16),(21,-1),-0.11602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,15),(21,-1),-0.00265441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,23),0.119141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,24),-0.124887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,26),-0.124901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,27),-0.127664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
