# _root_ Ways and Means veteran Gephardt ( D. , Mo . ) moves to the House Budget Committee ; Rep. Cardin ( D. , Md . ) replaces him ... .
#goldHeads=2,5,2,5,12,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
#predictedHeads=2,12,5,5,2,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
(12,6),(12,5),(12,1),-0.13255 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,-1),-0.14446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,4),(12,3),-0.13255 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,2),-0.115716 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,1),-0.13255 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,-1),-0.14446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.115716 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),-0.13255 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.14446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),-0.118437 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.13217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.14446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,4),(12,3),-0.271429 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,2),-0.173153 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,1),-0.270448 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,-1),-0.121496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,3),(12,2),-0.173153 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,1),-0.270414 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,-1),-0.12161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,2),(12,1),-0.199932 # DEPENDENCYPART_TRISIBL
(12,5),(12,2),(12,-1),-0.09834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,1),(12,-1),-0.120018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,3),(12,2),-0.173154 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,1),-0.270786 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,-1),-0.122374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,2),(12,1),-0.200304 # DEPENDENCYPART_TRISIBL
(12,4),(12,2),(12,-1),-0.0988987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,1),(12,-1),-0.120781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),-0.201132 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.0968276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.119772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.107427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0837936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.0855583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.0895067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.0784688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0849213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.0848717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.0830116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,31),-0.0510453 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.123456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.129184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.066691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.122815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.122765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.00879778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,31),0.20199 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.129284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.0666902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.122915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.122865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.00606834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,31),0.192492 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.066841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.12254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.12249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.00921156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,31),0.211889 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.0729874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),-0.0729378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.0740349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,31),-0.137876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.122322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.00580164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,31),0.20602 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,23),-0.0058012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,31),0.208121 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,31),-0.264626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0786179 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0786179 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0646299 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0786179 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0786179 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0703129 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,31),-0.0917277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0786178 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0646299 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0786178 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0786178 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.0703123 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,31),-0.0913536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0646299 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0786202 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0786202 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0703123 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,31),-0.0913535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0707995 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),-0.0707995 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),-0.0673967 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,31),-0.0766052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0786178 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0703123 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,31),-0.0913535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,23),-0.0703123 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,31),-0.0913535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,31),-0.090223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.120386 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.0709311 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.12034 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.12034 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),-0.0508004 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,31),-0.0931721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0709311 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.120469 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.120469 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.0513389 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,31),-0.0942612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0697276 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),-0.0697276 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.0579978 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,31),-0.0366653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.12034 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.0508004 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,31),-0.0931717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,23),-0.0508004 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,31),-0.0931717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,31),-0.0308458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0709247 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,19),-0.119896 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.119896 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0510174 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,31),-0.1007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),-0.0689064 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,20),-0.0689064 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,23),-0.0575367 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,31),-0.0415244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),-0.119767 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,23),-0.0504789 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,31),-0.0996107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,23),-0.0504789 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,31),-0.0996107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,31),-0.0361654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),-0.0688611 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,20),-0.0688611 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,23),-0.0582606 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,31),-0.0449724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.119524 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,23),-0.0512567 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,31),-0.100819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,23),-0.0512567 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,31),-0.100819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,31),-0.04073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,20),-0.0909116 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,23),-0.0672644 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,31),-0.0987706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,20),(13,23),-0.0672644 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,31),-0.0987706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,23),(13,31),-0.123238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,20),(13,23),-0.0501986 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,31),-0.0961851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,23),(13,31),-0.0348679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,23),(13,31),-0.0346203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,18),-0.184583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,22),-0.105609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,27),-0.0936134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,31),-0.122538 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,22),-0.117086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,27),-0.167416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,31),-0.285021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,22),(15,27),-0.0974672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,22),(15,31),-0.105073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,27),(15,31),-0.121231 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,18),(15,22),0.0665975 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,27),-0.0599834 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,31),-0.111262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,27),-0.0977212 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,31),-0.120171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,27),(15,31),-0.123085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,22),(15,27),-0.0724488 # DEPENDENCYPART_TRISIBL
(15,18),(15,22),(15,31),-0.0658552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,27),(15,31),-0.162166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,22),(15,27),(15,31),-0.122361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,-1),-0.180997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,19),-0.0966075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0965203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.10383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.0856476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,27),-0.0892217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,31),-0.103043 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0963495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.103659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0854767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,27),-0.0916528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,31),-0.106107 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,22),-0.103358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.0851757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,27),-0.0916528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,31),-0.104105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,24),-0.0827651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,27),-0.0928178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,31),-0.101189 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,27),-0.0916528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,24),(16,31),-0.109225 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,27),(16,31),-0.0953156 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,19),(16,20),-0.0808684 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0812044 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.0809036 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,27),-0.098885 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,31),-0.12044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,22),-0.0812044 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.0809036 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,27),-0.098885 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,31),-0.12044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,24),-0.0809036 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,27),-0.0988905 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,31),-0.122245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,27),-0.098885 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,31),-0.120451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,27),(16,31),-0.13091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,22),-0.0813733 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0810725 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,27),-0.0972478 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,31),-0.114846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,24),-0.0810725 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,27),-0.0972534 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,31),-0.116651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,27),-0.0972478 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,31),-0.114857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,27),(16,31),-0.12508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,24),-0.0806479 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,27),-0.0972464 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,31),-0.116314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,27),-0.0972408 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,31),-0.11452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,27),(16,31),-0.124833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,27),-0.0913315 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,31),-0.108521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,27),(16,31),-0.122227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,27),(16,31),-0.113261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.0808378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.199145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,-1),-0.162693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,-1),-0.0316186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.104832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.104745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.111084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.130207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0934837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,25),-0.161963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.166703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,29),-0.148707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,30),-0.161963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,31),-0.280871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0919562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.0992658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.112013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.0810835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,25),-0.113328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.0955563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,29),-0.194317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,30),-0.113328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,31),-0.111426 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,22),-0.0989648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.112013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.0807825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,25),-0.113232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.0955563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,29),-0.194317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,30),-0.113232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,31),-0.109425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.0888559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.0783719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,25),-0.113912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,27),-0.0967213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,29),-0.194655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,30),-0.113912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,31),-0.106509 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.0535027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,25),-0.227663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.165178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,29),-0.188601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,30),-0.227663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,31),-0.731533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,25),-0.114211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,27),-0.0955563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,29),-0.194317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,30),-0.114211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,31),-0.114545 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,27),-0.110218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,29),-0.103898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,30),-0.148116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,31),-0.198547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,29),-0.0324453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,30),-0.0905515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,31),-0.107901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,29),(17,30),-0.159509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,29),(17,31),-0.27923 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,30),(17,31),-0.198547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0934081 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,25),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.0724481 # DEPENDENCYPART_TRISIBL
