# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(3,5),(3,7),(3,18),-0.0460799 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,31),-0.117593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,11),-0.0935732 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0157397 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.114361 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0157397 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,31),-0.117672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0156905 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.114361 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0156905 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,31),-0.117868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.107676 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.042688 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,31),-0.0236819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,18),-0.0451001 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,31),-0.149522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,31),-0.0236819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.104208 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.101629 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0858987 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.106068 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.0858987 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,31),-0.123164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,11),-0.114877 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.084534 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.114463 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.084534 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,31),-0.111749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.084534 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,13),-0.114404 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.084534 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,31),-0.113811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.12346 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.0917504 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,31),-0.0454479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,18),-0.0841707 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,31),-0.169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,31),-0.0454479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,11),-0.0904768 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0174382 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.114219 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0174382 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,31),-0.124999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.017389 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,13),-0.114219 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.017389 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,31),-0.125195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.107535 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.0443861 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,31),-0.0336881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,18),-0.0468034 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,31),-0.164953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,31),-0.0336881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.0845298 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,13),-0.113907 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.0845298 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,31),-0.107668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,13),-0.122997 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,18),-0.0917462 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,31),-0.0443263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,18),-0.084224 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,31),-0.162712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,31),-0.0443263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,13),-0.122952 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,18),-0.0917672 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,31),-0.0509052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,18),-0.0841875 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,31),-0.169716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,31),-0.0509052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,13),(3,18),0.515171 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,31),-0.104913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,18),(3,31),-0.229778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,18),(3,31),0.000863624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.0886818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.157559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.166958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0675651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.138876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.0788072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.0923367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.053284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,31),-0.109477 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0900783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.105478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.120457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,31),-0.128461 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,10),-0.0924774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.0535393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,31),-0.125214 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,12),-0.0571714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,31),-0.106727 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,31),-0.687112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.10421 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.103139 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.0858987 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,31),-0.123506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,10),-0.116973 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.084534 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,31),-0.111889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,12),-0.0845803 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,31),-0.117913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,31),-0.045513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,10),-0.09656 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.0174398 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,31),-0.126754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,12),-0.0181308 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,31),-0.129865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,31),-0.0371821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,12),-0.0845761 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,31),-0.111769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,31),-0.0443915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,31),-0.0422854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.169623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.170238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.109076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.34725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.188952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0874083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.166738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.0874083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.158292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.167692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0935564 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0935564 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.127854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0935564 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.127854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.127854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.04373 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.109903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.0687844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.0678083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),0.00845173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),0.0850695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.025321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.00177468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),0.00146418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.049303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),0.0747578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),0.00146418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,21),0.000734679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,26),-0.031603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,30),-0.0214425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,31),0.00175872 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.0540353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.0341038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.011707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),0.0125774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.123834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),0.0160213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),0.0125774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,21),-0.0091374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,26),-0.0893918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,30),0.0217466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,31),0.02741 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.102988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),-0.0882339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.040177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.102829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),0.0381053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.040177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,21),-0.0857254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,26),-0.085829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,30),-0.128644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,31),-0.0423044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),0.00661112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),0.00427461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,13),-0.123511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),0.0368942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,18),0.00427461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,21),0.00918069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,26),-0.0829989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,30),0.00603718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,31),0.0581759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),0.0115031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,13),-0.123872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),0.0141034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),0.0115031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,21),-0.00960496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,26),-0.0888999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,30),0.0131598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,31),0.0481753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,13),-0.109741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,14),-0.193119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,18),-0.109041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,21),-0.143524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,26),-0.0987529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,30),-0.0686978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,31),-0.136627 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,14),0.100307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),0.0063211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,21),0.0129058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,26),-0.0984216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,30),0.0581944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,31),-0.0212083 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,18),-0.0228064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,21),-0.0843633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,26),-0.0634821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,30),-0.146094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,31),-0.102802 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,18),(6,21),-0.143524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,26),-0.0987529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,30),-0.0686978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,31),-0.136627 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,21),(6,26),-0.0888999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,21),(6,30),0.0143501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,21),(6,31),0.0348022 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,26),(6,30),0.0478485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,26),(6,31),-0.0197247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,30),(6,31),-0.139921 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0579667 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.109698 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.099013 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,12),-0.0162851 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,13),-0.136601 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),-0.0471081 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,18),-0.0162851 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,21),-0.0990013 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,26),-0.095754 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,30),-0.047174 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,31),-0.0305204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.0893356 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,11),-0.0793569 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,12),0.012553 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,13),-0.138237 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,14),-0.00537947 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,18),0.012553 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,21),-0.0793499 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,26),-0.11942 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,30),-0.0567702 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,31),-0.0340575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0991426 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,12),-0.0176592 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,13),-0.136601 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0480313 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,18),-0.0176592 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,21),-0.0991308 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,26),-0.095754 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,30),-0.0479933 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,31),-0.0372018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,12),-0.0161867 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,13),-0.136601 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.0471081 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0161867 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,21),-0.0990013 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,26),-0.095754 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,30),-0.0470164 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,31),-0.0317129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,13),-0.120874 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,14),0.0172505 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,18),-0.00215583 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,21),-0.0420924 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,26),-0.109079 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,30),-0.111011 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,31),-0.0697586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,14),-0.00647079 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,18),-0.0379486 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,21),-0.087917 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,26),-0.110089 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,30),-0.0555655 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,31),-0.0745487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,18),0.00107588 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,21),-0.0658134 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,26),-0.123836 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,30),-0.0278802 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,31),-0.0311781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,21),-0.0420924 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,26),-0.109079 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,30),-0.111011 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,31),-0.0697586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,21),(6,26),-0.095754 # DEPENDENCYPART_TRISIBL
(6,7),(6,21),(6,30),-0.0470164 # DEPENDENCYPART_TRISIBL
(6,7),(6,21),(6,31),-0.031711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,26),(6,30),-0.117144 # DEPENDENCYPART_TRISIBL
(6,7),(6,26),(6,31),-0.0412063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,30),(6,31),0.0122643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.100249 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.0975338 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,12),-0.107632 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,13),-0.125208 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.0368152 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),-0.107632 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,21),-0.0975195 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,26),-0.0789688 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,30),-0.0744655 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,31),-0.109722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.120978 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,12),-0.115506 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,13),-0.146073 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0527049 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,18),-0.115506 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,21),-0.12095 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,26),-0.0862641 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,30),-0.119076 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,31),-0.0621679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,12),-0.115424 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,13),-0.146027 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.0523364 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.115424 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,21),-0.119358 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,26),-0.0861341 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,30),-0.118377 # DEPENDENCYPART_TRISIBL
