# _root_ Church 's Fried Chicken Inc. and Popeye 's Famous Fried Chicken Inc. , which have merged , are still troubled by overlapping restaurant locations .
#goldHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
#predictedHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
(4,10),(4,25),0.00159716 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.175 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0103987 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.116866 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0665724 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0885362 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0103987 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0940455 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0889469 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.0308985 # DEPENDENCYPART_SIBL
(4,11),(4,25),0.00564335 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0660846 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0981241 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0649989 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0867826 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0660846 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0868723 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0871933 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.0260899 # DEPENDENCYPART_SIBL
(4,12),(4,25),0.103514 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.00338672 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.36741 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.449333 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0876747 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.45712 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.436602 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.410296 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.0085139 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0598395 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0743636 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0468897 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0725546 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0767821 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.0665578 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.0778137 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0554085 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.185976 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.247135 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0578264 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.0195352 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.139126 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.211491 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.00995736 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.300834 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.0402892 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.0864069 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.45712 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.436602 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.410296 # DEPENDENCYPART_SIBL
(4,17),(4,25),0.0085139 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0319225 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.0472497 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.170985 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.0415395 # DEPENDENCYPART_SIBL
(4,20),(4,25),0.083207 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.0946507 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.113409 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.371842 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.372796 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.178157 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.032607 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.921262 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0477657 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.278118 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.199273 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.206839 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.156414 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.157322 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0233253 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.156621 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.255844 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.156622 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0854066 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00819996 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0199363 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.368265 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.171473 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0147303 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.911901 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0298889 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.241742 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.190139 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.197708 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.181052 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.033793 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.922425 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0489517 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.275627 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.200669 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.208235 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0691322 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.102786 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0691599 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.087871 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0148986 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.00643019 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.152558 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.143635 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0675725 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0882917 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.115761 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0897416 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.107192 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0242666 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0621801 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0698867 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0882917 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.115761 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.295144 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.384859 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.247134 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.312536 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.525919 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.525889 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.525887 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.547781 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.293453 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.611882 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.211251 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.647291 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.210207 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.519128 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.226005 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.226008 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.226005 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.212271 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0698137 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.398141 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0390538 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.447045 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0399253 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.338465 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.525889 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.525887 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.547781 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.293453 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.611882 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.211251 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.647291 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.210207 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.519128 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.519851 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.541745 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.293453 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.611882 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.211251 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.647291 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.210207 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.519128 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.547782 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.293455 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.611883 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.211253 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.647292 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.210209 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.51913 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.295772 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.621893 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.224717 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.655568 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.223672 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.500829 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.370561 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0475189 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.400437 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0474983 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.318179 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.238245 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.835713 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.238223 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.442126 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.494184 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.445924 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.451684 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.243014 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.44189 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.451684 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.108239 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.109193 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00442546 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0247459 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0490314 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0334633 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0486319 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0334625 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.357756 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0774104 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0774104 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.104661 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00896008 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0154702 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.039671 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0155866 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0307551 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0155857 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.339879 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.041035 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.041035 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0028185 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0251794 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0501943 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0346493 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0498179 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0346485 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.358942 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0749199 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0749199 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0151648 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0373203 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.106133 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0909642 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.106134 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.202775 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.149821 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.149821 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.249132 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0913136 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0917203 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0896949 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0189505 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0838433 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0838433 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0264276 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0264538 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0264261 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0708216 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0873793 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0873793 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.05673 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0567023 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.174997 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00640907 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00640907 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0506668 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.168962 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00410928 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00410928 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.175 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00639002 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00639002 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0620759 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0620759 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0761993 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.037852 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0446119 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0814712 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.10788 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.117032 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0170119 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.34131 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0608526 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0608526 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.124276 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0181979 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.342496 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0622639 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0622639 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0253551 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.345273 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.080952 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.080952 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.171728 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00319429 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00319429 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.052495 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.052495 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0763097 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.108346 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.108855 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00476343 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.108394 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0370463 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.117546 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.108346 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.362787 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0989383 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0481159 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0651194 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0463845 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0989383 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0726781 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0645561 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0507403 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0577246 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0540639 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.0419211 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.104323 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00929805 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.103859 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0281117 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.113011 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.103811 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.347711 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0673465 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0546837 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0587858 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0428818 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0673465 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0663479 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.060732 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0472377 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0631317 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0468857 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0549572 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00248053 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.115638 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0378209 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.12479 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.11559 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.363973 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0964478 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.046961 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0665152 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0493306 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0964478 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0740739 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0684547 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0536865 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0553137 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0546084 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.0591949 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.122838 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0243637 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.131989 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.122789 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.207807 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.128293 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.122839 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0169067 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0532101 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.128293 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00594159 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.01283 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0488543 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.156247 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0290932 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.194172 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0378209 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.12479 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.11559 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.363973 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.10035 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.046961 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0665152 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0493308 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.10035 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0740739 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0684547 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0536867 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.051618 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0546084 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0596188 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0715024 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0641796 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0380939 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0835359 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0623299 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0077384 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00960478 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0835359 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0203922 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0130921 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0135789 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00913533 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0430495 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.00698936 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.117634 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.36675 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.119038 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0346006 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0786792 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0636452 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.119038 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.086238 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0808126 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.068001 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0422826 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0662282 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0718553 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.347711 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0673465 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0546837 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0587858 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0428818 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0673465 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0663479 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.060732 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0472377 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0631317 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0468857 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0549572 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0660846 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0981241 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0649989 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0867826 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0660846 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0868723 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0473784 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0871933 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.00198489 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0260899 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.103514 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00338672 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.36741 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.449333 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0876747 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.45712 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.365409 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.436602 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.190245 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.410296 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.0085139 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0598395 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0743636 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0468897 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0725546 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0638045 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0767821 # DEPENDENCYPART_SIBL
