# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(1,2),(2,1),-0.802006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.152503 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.113032 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.13165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.707296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0510736 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.276111 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.229444 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.199623 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.117181 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0639571 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.391898 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.0431358 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.126984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.245507 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.708929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.052697 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.422815 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.220697 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.193459 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.110988 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0484364 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0389766 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0338748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.382287 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.107408 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.0369717 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.0741924 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.142505 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.255361 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.742983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.00315055 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.261565 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.214414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.174832 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.108018 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0958242 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0876001 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.357067 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.133424 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.0183446 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.119367 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.324959 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.624156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0396478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.514403 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.464869 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.171185 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.120264 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.146559 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.11073 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0393603 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.485656 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.0267444 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.207787 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.0796779 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0443823 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.0600162 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.0337637 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.224954 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.708126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0511318 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.289744 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.242012 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0620923 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.456464 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0199284 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0751235 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.235573 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.35436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.159282 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.00210615 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),0.27589 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0997996 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.162449 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0391359 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.633651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0963237 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.289815 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.396517 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.167649 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0483394 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.0254582 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.244223 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.030379 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.126004 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.0657758 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.250085 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.136689 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.0476658 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.379262 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.708114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.0511435 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.456511 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0520515 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0187819 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.212285 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.369337 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.146184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0511502 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.196887 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0322183 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.279124 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.00388854 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.108003 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.0214073 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.144562 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.143368 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.134849 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.275215 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.624156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.0396478 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.514403 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.464869 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.171185 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.315688 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.0824954 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0318935 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.30284 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.00689226 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.137505 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.0136185 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.0796779 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.0443823 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.0600162 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.0337637 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.224954 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.0520515 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.0187819 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.212285 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.0235504 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.224017 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.15288 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),0.300024 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.192278 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.0901853 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),0.172831 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0338639 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.298857 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.23663 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.241547 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.250648 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.147897 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.397907 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.0235504 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.0167672 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.209723 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.00207943 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.346 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.185783 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.62955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.284917 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.467725 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.779822 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.723829 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.992987 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.796292 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.956599 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.0966 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.824238 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.769332 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.768915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.19334 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.881197 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.82391 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.23487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.942783 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.918687 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.2027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.135511 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.292423 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.184707 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.366864 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.16798 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.230311 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.229793 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.252885 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.375885 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.918687 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.2027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.350286 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.292314 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.179609 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.363783 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.172448 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.452248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.467401 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.229561 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.209136 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.224695 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.564137 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.257352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.376921 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.902008 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.22553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.382764 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.199538 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.239728 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.513017 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.197679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.483081 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.61815 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.338039 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.235257 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.240655 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.714886 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.282583 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.385677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.756413 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.44461 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.579977 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.49625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.510259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.726513 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.761477 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.788308 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.955093 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.711788 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.902474 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.846953 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.866344 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.812734 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.00103 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.17664 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.825344 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.06087 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.42205 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.733696 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.45887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.472873 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.714564 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.21291 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.10617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.794925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.253928 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.345789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.196858 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.249082 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.269247 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.311021 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.205163 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.451158 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.397046 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.409578 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.470632 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.693691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.1514 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.03641 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.0024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0158864 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.199921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.195384 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.199359 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0629631 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.262118 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.313655 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.251179 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.314374 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.79068 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.13913 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.06622 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.81934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.166428 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0895748 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.294388 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.361558 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.147605 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.41006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.210509 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.282972 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.219427 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.508617 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.583108 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.306413 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.568457 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.780949 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.11812 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.01437 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.06836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0821402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.207464 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0908609 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.535369 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.398176 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.526836 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.475021 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.647129 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.582376 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.625392 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.551962 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.685232 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.261604 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.357721 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.417811 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.34745 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.13913 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.06622 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.81934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.166428 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0895748 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0640493 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.179085 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.337096 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.00508118 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.293251 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.407293 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0533982 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.508617 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.583108 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.306413 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.568457 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.780949 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.45653 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.494141 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.682388 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.566364 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.406895 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.472515 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.52284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.449917 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.658141 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.713452 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.712376 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.524343 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.79827 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.717829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.676599 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.634608 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.750305 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.750491 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.431246 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.839082 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.2981 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.423965 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.498344 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.48545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.611228 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.366787 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.324839 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.63446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.511348 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.756101 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.752255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.83409 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.787668 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.732568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.872205 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.36973 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.83724 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.862295 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.962425 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.02873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0792154 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.100929 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0939395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.145671 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.122861 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.105944 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0556821 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.117541 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.652394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.82497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.892103 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.03345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.855096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.163906 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.222743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0920176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0444537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.309072 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0925684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.095937 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.0450917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.261107 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.130133 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0991779 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.349883 # DEPENDENCYPART_GRANDPAR
