# _root_ Financial markets quieted , with stock prices edging lower , bonds inching up and the dollar almost unchanged .
#goldHeads=2,3,0,3,3,7,8,14,8,14,12,14,12,5,16,18,18,14,3,
#predictedHeads=2,3,0,3,3,7,8,5,8,14,12,14,12,8,16,18,18,14,3,
(2,3),(2,5),(2,12),-0.11611 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,19),-0.00500342 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,20),-0.0651637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.110791 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0290647 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),-0.0729544 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.110791 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,19),-0.0498388 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,20),-0.120477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,10),-0.0465677 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,11),-0.066958 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.12681 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,19),-0.084073 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,20),-0.125076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,11),-0.103724 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,12),-0.0717463 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,19),-0.0785272 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,20),-0.0534692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,12),-0.110791 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,19),-0.0498521 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,20),-0.119097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,19),-0.084073 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,20),-0.125076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,19),(2,20),-0.0750999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,7),0.0142582 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),0.0443886 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),0.367725 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,11),0.0135711 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),0.0443886 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,19),-0.0936969 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,20),-0.107716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.032643 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),0.454186 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,11),-0.0658122 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.032643 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,19),-0.189095 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,20),-0.089806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,10),0.541792 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,11),-0.0220588 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,12),-0.069402 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,19),-0.100969 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,20),-0.0577786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,11),-0.0127262 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,12),-0.0758806 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,19),-0.105321 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,20),-0.277155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,11),(2,12),-0.0326353 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,19),-0.189095 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,20),-0.0872845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,19),-0.100969 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,20),-0.0577786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,19),(2,20),-0.311631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.0719013 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.0699196 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,11),-0.0540199 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,12),-0.0719013 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,19),-0.0898087 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,20),-0.000110426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,10),-0.0690427 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,11),-0.0365216 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,12),-0.0975571 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,19),-0.121584 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,20),-0.00333625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,11),0.0723129 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,12),0.00375019 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,19),-0.113042 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,20),-0.0763543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,11),(2,12),-0.0719614 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,19),-0.0896722 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,20),-0.0217678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,19),-0.121584 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,20),-0.00333625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,19),(2,20),-0.0292503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,10),-0.0254796 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,11),-0.0828689 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.0907986 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,19),-0.0701449 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,20),-0.112948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,11),-0.0769213 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,12),-0.110757 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,19),-0.0889784 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,20),-0.0309785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,12),-0.0918057 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,19),-0.0729546 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,20),-0.114039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,19),-0.0701449 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,20),-0.112948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,19),(2,20),-0.0195365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,11),-0.103724 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,12),-0.0717463 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,19),-0.0785272 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,20),-0.0534692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,11),(2,12),-0.110791 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,19),-0.0498521 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,20),-0.119097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,19),-0.084073 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,20),-0.125076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,19),(2,20),-0.0750999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,11),(2,12),-0.0326353 # DEPENDENCYPART_TRISIBL
(2,10),(2,11),(2,19),-0.189095 # DEPENDENCYPART_TRISIBL
(2,10),(2,11),(2,20),-0.0872845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,12),(2,19),-0.100969 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,20),-0.0577786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,19),(2,20),-0.311631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,12),(2,19),-0.0801445 # DEPENDENCYPART_TRISIBL
(2,11),(2,12),(2,20),-0.131496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,19),(2,20),-0.0350893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,19),(2,20),-0.0750995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.190326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.199989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.278156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.28375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.16188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.142159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.278517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.162518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.172941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.125116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.268911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.19536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.126302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0811001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),-0.178106 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0663558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0584294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0808851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.112751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0661155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0815226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.031654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0741398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.0543015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.031253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),-0.0787707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.137322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),-0.047949 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.025255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),0.00437343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),0.0373162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.017739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),0.00373598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),0.0465501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.00451861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.00763018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),0.031803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,18),-0.0483041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.0156172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),0.0156526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),0.026928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),0.0219259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.0135607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),0.0262905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),0.0554407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),0.00396131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.0034519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),0.0406937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),-0.0481816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.0208841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,20),0.00158025 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,10),0.0169486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0300029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0107699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.03053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.0709391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),-0.0181564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),-0.0306526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,18),-0.094932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),0.0128278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,20),0.0133715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.278517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.162518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,13),-0.172941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,14),-0.125116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.268911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),-0.19536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,18),-0.126302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.0811001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,20),-0.178106 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),0.0218114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),0.0546247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.00374237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,16),0.000441032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),0.0398777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,18),-0.0448681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.0194471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,20),0.0402027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),-0.03053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,14),-0.0709391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,16),-0.0181564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,17),-0.0306526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,18),-0.094932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),0.0134656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,20),0.0133448 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,14),-0.0589041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,16),-0.0191533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,17),-0.0514179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,18),-0.0567723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.0562296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),-0.021231 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,16),0.00637514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,17),0.0561852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.0536643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),0.0680094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,20),-0.00568553 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,17),0.0437845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,18),-0.0481803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,19),-0.0162291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,20),0.0114456 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,18),-0.0563514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,19),-0.0290377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,20),-0.0612922 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,19),-0.0201904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,20),-0.00584218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),-0.157898 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0989398 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0990439 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),0.0123898 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),0.273381 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.099329 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),0.0123898 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0751995 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.119066 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,16),-0.0992877 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0717835 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.086792 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),0.0173792 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.0169095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.125846 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0345399 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),0.124286 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.126136 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0345399 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0638258 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.10147 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.126091 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0603741 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.0822173 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),0.0113063 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),0.0275653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0345443 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),0.121606 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.126382 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0345443 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0638267 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.101481 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.126336 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.060375 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.0822178 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),0.0131228 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),0.0306519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,10),0.221982 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.097692 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0245436 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.057749 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0959334 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.097646 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.0543346 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.096884 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),0.063544 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,20),0.0330286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.100946 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),-0.0649486 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.053355 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),-0.0946719 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.100905 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),-0.0499429 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0893007 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),0.0353406 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),-0.0569173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.0345399 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,13),-0.0638258 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.101599 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,16),-0.126091 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.0603741 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),-0.0822173 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),0.0131227 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),0.0302649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.057749 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,14),-0.0959334 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,16),-0.097646 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,17),-0.0543346 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),-0.096884 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),0.063544 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),0.0330286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.0808927 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,16),-0.0917373 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,17),-0.0506398 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.108791 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),0.00476753 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),0.0170189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,16),-0.101536 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,17),-0.00870385 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),-0.0866823 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),0.0340586 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,20),-0.0773105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,17),-0.0603741 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,18),-0.0822173 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),0.0131253 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,20),0.028706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,18),-0.108791 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,19),0.000589126 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,20),-0.0286894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.0631038 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,20),-0.0644044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.0928187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0566403 # DEPENDENCYPART_TRISIBL
