# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(20,19),(19,13),(19,5),-0.0263212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,4),-0.0433109 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,3),-0.0421256 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,1),-0.0470232 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,-1),-0.0823493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,12),(19,11),-0.0421837 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,9),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,8),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,7),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,2),-0.0420022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,1),-0.0421837 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,-1),-0.0383351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,11),(19,10),-0.0427085 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,9),-0.0422848 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,8),-0.0422848 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,7),-0.0422848 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,6),-0.0421833 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,5),-0.0422227 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,4),-0.0427085 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,3),-0.0420754 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,2),-0.0420485 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,1),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,-1),-0.0602998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,10),(19,9),-0.0397071 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,8),-0.0397071 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,7),-0.0397071 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,6),-0.0420032 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,5),-0.0311431 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,4),-0.0403831 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,2),-0.0421297 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,1),-0.0421655 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,-1),-0.0338063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,9),(19,8),-0.0334735 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,7),-0.0334735 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,6),-0.039118 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,5),-0.0263212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,4),-0.0433009 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,3),-0.0421256 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,1),-0.0469143 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,-1),-0.0818308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,8),(19,7),-0.0334735 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,6),-0.039118 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,5),-0.0263212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,4),-0.0433009 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,3),-0.0421256 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,1),-0.0469143 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,-1),-0.0818308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,7),(19,6),-0.039118 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,5),-0.0263212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,4),-0.0433009 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,3),-0.0421256 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,1),-0.0469143 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,-1),-0.0818308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,6),(19,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,2),-0.0420022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,1),-0.0421837 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,-1),-0.0383351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,5),(19,4),-0.035012 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,3),-0.0424474 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,1),-0.0457634 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,-1),-0.0395995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,4),(19,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,4),(19,2),-0.0421297 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,4),(19,1),-0.0421655 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,4),(19,-1),-0.0338087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,3),(19,2),-0.0420092 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,3),(19,1),-0.0421446 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,3),(19,-1),-0.0466867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,2),(19,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,2),(19,-1),-0.0378788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,1),(19,-1),-0.0511143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.0539555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,20),0.119164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,-1),-0.136718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,22),-0.135942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,19),-0.0421659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),-0.0442621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,18),0.101509 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,17),0.0517105 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,-1),-0.0421659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,18),(20,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,17),(20,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,3),-0.13088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,4),-0.248386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,10),-0.243992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,14),-0.10452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,16),-0.240922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,19),-0.196448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,20),-0.0902354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,22),0.176683 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,4),-0.233681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,10),-0.23672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,14),-0.137984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,16),-0.232088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,19),-0.205045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,20),-0.0881362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,22),0.596554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,10),-0.330332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,14),-0.160421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,16),-0.336802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,19),-0.283196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,20),-0.0995084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,22),0.847722 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,10),(0,14),-0.160373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,16),-0.337228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,19),-0.282565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,20),-0.0995084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,22),0.855463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,14),(0,16),-0.235027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,14),(0,19),-0.20753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,14),(0,20),-0.0893531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,14),(0,22),0.63755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,16),(0,19),-0.2811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,20),-0.100377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,22),0.849192 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,19),(0,20),-0.083565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,19),(0,22),0.517543 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,20),(0,22),0.178172 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,4),-0.0667666 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,10),-0.0641906 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,14),-0.0553867 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,16),-0.0575568 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,19),-0.0936514 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,20),-0.0479221 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,22),-0.126579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,4),(0,10),-0.0763804 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,14),-0.0590833 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,16),-0.069705 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,19),-0.0966925 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,20),-0.0520165 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,22),-0.136623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,10),(0,14),-0.0590833 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,16),-0.0697014 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,19),-0.0966925 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,20),-0.0520165 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,22),-0.134163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,14),(0,16),-0.0601527 # DEPENDENCYPART_TRISIBL
(0,1),(0,14),(0,19),-0.0939636 # DEPENDENCYPART_TRISIBL
(0,1),(0,14),(0,20),-0.0479241 # DEPENDENCYPART_TRISIBL
(0,1),(0,14),(0,22),-0.120302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,16),(0,19),-0.0968255 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,20),-0.0529469 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,22),-0.12913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,19),(0,20),-0.0487849 # DEPENDENCYPART_TRISIBL
(0,1),(0,19),(0,22),-0.132025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,20),(0,22),-0.110228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,4),(0,10),-0.0636262 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,14),-0.0791415 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,16),-0.0637751 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,19),-0.0821822 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,20),-0.0619318 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,22),-0.110899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,10),(0,14),-0.0791415 # DEPENDENCYPART_TRISIBL
(0,3),(0,10),(0,16),-0.0636287 # DEPENDENCYPART_TRISIBL
(0,3),(0,10),(0,19),-0.0821822 # DEPENDENCYPART_TRISIBL
(0,3),(0,10),(0,20),-0.0619318 # DEPENDENCYPART_TRISIBL
(0,3),(0,10),(0,22),-0.110593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,14),(0,16),-0.0562018 # DEPENDENCYPART_TRISIBL
(0,3),(0,14),(0,19),-0.0811103 # DEPENDENCYPART_TRISIBL
(0,3),(0,14),(0,20),-0.0619079 # DEPENDENCYPART_TRISIBL
(0,3),(0,14),(0,22),-0.113827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,16),(0,19),-0.0822084 # DEPENDENCYPART_TRISIBL
(0,3),(0,16),(0,20),-0.0619327 # DEPENDENCYPART_TRISIBL
(0,3),(0,16),(0,22),-0.106758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,19),(0,20),-0.0619136 # DEPENDENCYPART_TRISIBL
(0,3),(0,19),(0,22),-0.134519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,20),(0,22),-0.0941499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,10),(0,14),-0.0824904 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,16),-0.189579 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,19),-0.146727 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,20),-0.0597355 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,22),-0.296904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,14),(0,16),-0.130364 # DEPENDENCYPART_TRISIBL
(0,4),(0,14),(0,19),-0.126686 # DEPENDENCYPART_TRISIBL
(0,4),(0,14),(0,20),-0.0589448 # DEPENDENCYPART_TRISIBL
(0,4),(0,14),(0,22),-0.210186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,16),(0,19),-0.146776 # DEPENDENCYPART_TRISIBL
(0,4),(0,16),(0,20),-0.0597908 # DEPENDENCYPART_TRISIBL
(0,4),(0,16),(0,22),-0.304654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,19),(0,20),-0.0560752 # DEPENDENCYPART_TRISIBL
(0,4),(0,19),(0,22),-0.292166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,20),(0,22),-0.194698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,14),(0,16),-0.133169 # DEPENDENCYPART_TRISIBL
(0,10),(0,14),(0,19),-0.126618 # DEPENDENCYPART_TRISIBL
(0,10),(0,14),(0,20),-0.0589416 # DEPENDENCYPART_TRISIBL
(0,10),(0,14),(0,22),-0.209714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,16),(0,19),-0.146707 # DEPENDENCYPART_TRISIBL
(0,10),(0,16),(0,20),-0.0597853 # DEPENDENCYPART_TRISIBL
(0,10),(0,16),(0,22),-0.303929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,19),(0,20),-0.0560717 # DEPENDENCYPART_TRISIBL
(0,10),(0,19),(0,22),-0.29121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,20),(0,22),-0.194274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,14),(0,16),(0,19),-0.0797792 # DEPENDENCYPART_TRISIBL
(0,14),(0,16),(0,20),-0.0619774 # DEPENDENCYPART_TRISIBL
(0,14),(0,16),(0,22),-0.0963858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,14),(0,19),(0,20),-0.0619469 # DEPENDENCYPART_TRISIBL
(0,14),(0,19),(0,22),-0.117159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,14),(0,20),(0,22),-0.0762179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,19),(0,20),-0.0561864 # DEPENDENCYPART_TRISIBL
(0,16),(0,19),(0,22),-0.278474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,20),(0,22),-0.180438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,19),(0,20),(0,22),-0.127077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0923322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.104092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.0585621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,21),-0.125185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,22),-0.0227491 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0989031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),0.0112135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,21),-0.0241575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,22),-0.142408 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),0.070619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,21),-0.0451647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,22),-0.035221 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,21),-0.125353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,22),-0.364831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,21),(1,22),-0.186075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.069123 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0486139 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,21),-0.0517986 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,22),-0.0935539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.0546956 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,21),-0.0639163 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,22),-0.0901026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,21),-0.0651401 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,22),-0.0915489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,21),(1,22),-0.105285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0683439 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,21),-0.075455 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,22),-0.0653324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,21),-0.0770033 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,22),-0.0697639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,21),(1,22),-0.0149253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,21),-0.050567 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,22),-0.00943006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,21),(1,22),0.0405916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,21),(1,22),-0.182984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.107858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),0.0076085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.0946748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,22),-0.255874 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),0.0696509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.0798193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,22),-0.230119 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,9),-0.212208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,22),-0.438672 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,22),-0.130388 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0683439 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0611002 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,22),-0.0664022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,9),-0.0544726 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,22),-0.0658188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,22),-0.0619589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,9),-0.0271808 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,22),-0.0293774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,22),-0.0728925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,22),-0.10129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),0.00600101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0272241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.161792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.142071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.155545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.150641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),0.00600101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.121324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,21),0.0970116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),0.102757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,9),-0.160111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.0446647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.159535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.175493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.0243196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),-0.150682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.0127772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,21),-0.0714613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,22),-0.30809 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),0.182229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.0687996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.0833887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),0.194749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
