# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(11,29),(29,33),0.14855 # DEPENDENCYPART_GRANDPAR
(11,31),(31,30),-0.438251 # DEPENDENCYPART_GRANDPAR
(11,31),(31,32),-0.625843 # DEPENDENCYPART_GRANDPAR
(11,31),(31,33),0.392841 # DEPENDENCYPART_GRANDPAR
(11,34),(34,33),-0.154637 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.494059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.468689 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.462523 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.29754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.36326 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.330466 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.217197 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.389122 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.322291 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.416462 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.357517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.487646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.409735 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.350701 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.452789 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-0.535106 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.513314 # DEPENDENCYPART_GRANDPAR
(12,13),(13,31),-0.689153 # DEPENDENCYPART_GRANDPAR
(12,13),(13,33),-0.70667 # DEPENDENCYPART_GRANDPAR
(12,13),(13,34),-0.708979 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.523495 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.293746 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.101871 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.215919 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.218682 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0254611 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.326464 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.165929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.226697 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.429627 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.06104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,24),-0.534776 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-0.298739 # DEPENDENCYPART_GRANDPAR
(13,3),(3,34),-1.01916 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.375076 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0821334 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.226264 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.164523 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.183839 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0120843 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.143953 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.205959 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.03366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.483936 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.240219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.11955 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.00427806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.115091 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.261359 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.186523 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.165119 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.433711 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.01914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.12878 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0891558 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.0936799 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.299996 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.260744 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.315953 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.561078 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-0.194879 # DEPENDENCYPART_GRANDPAR
(13,11),(11,31),-0.786442 # DEPENDENCYPART_GRANDPAR
(13,11),(11,34),-1.14719 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.06205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.506198 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.41441 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.05298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.774556 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.729321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.919751 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.621744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.750089 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.411857 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.363004 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.241695 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.199529 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.179405 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.171424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),0.0285274 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),0.473059 # DEPENDENCYPART_GRANDPAR
(13,16),(16,31),-0.389355 # DEPENDENCYPART_GRANDPAR
(13,16),(16,34),-0.681859 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.374321 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.670024 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.415495 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.202308 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.284956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.128027 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),0.0249576 # DEPENDENCYPART_GRANDPAR
(13,17),(17,33),0.961516 # DEPENDENCYPART_GRANDPAR
(13,17),(17,34),-0.773197 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.729285 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.377955 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.408207 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.594096 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.202173 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.166729 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.2283 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.153102 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.0502276 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),0.452948 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-0.398079 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.391245 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.268511 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.347645 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.139055 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.0337584 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.111442 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),0.0772615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),0.087646 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.237924 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),0.0508337 # DEPENDENCYPART_GRANDPAR
(13,20),(20,33),0.868468 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.372206 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.438985 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.806023 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.172825 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.342522 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.183278 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0585846 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.0468458 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),0.136672 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.109514 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.276239 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.26275 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),0.436578 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.201241 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.321855 # DEPENDENCYPART_GRANDPAR
(13,21),(21,32),-0.428679 # DEPENDENCYPART_GRANDPAR
(13,21),(21,34),-0.714947 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.34047 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.39119 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.0397532 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),0.0430801 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.174372 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.0682789 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.377817 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-0.392438 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),0.887676 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-0.206169 # DEPENDENCYPART_GRANDPAR
(13,25),(25,33),0.539517 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),0.342522 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),0.160092 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.219303 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.276239 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),-0.26275 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),0.436578 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),-0.201241 # DEPENDENCYPART_GRANDPAR
(13,26),(26,31),-0.321855 # DEPENDENCYPART_GRANDPAR
(13,26),(26,32),-0.428679 # DEPENDENCYPART_GRANDPAR
(13,26),(26,33),0.61696 # DEPENDENCYPART_GRANDPAR
(13,26),(26,34),-0.714947 # DEPENDENCYPART_GRANDPAR
(13,29),(29,19),0.131593 # DEPENDENCYPART_GRANDPAR
(13,29),(29,26),-0.144047 # DEPENDENCYPART_GRANDPAR
(13,29),(29,27),-0.475026 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.479919 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),-0.0522354 # DEPENDENCYPART_GRANDPAR
(13,29),(29,31),-0.330599 # DEPENDENCYPART_GRANDPAR
(13,29),(29,32),-0.487301 # DEPENDENCYPART_GRANDPAR
(13,29),(29,33),0.769528 # DEPENDENCYPART_GRANDPAR
(13,30),(30,18),-0.556656 # DEPENDENCYPART_GRANDPAR
(13,30),(30,21),0.240008 # DEPENDENCYPART_GRANDPAR
(13,30),(30,26),-0.0199907 # DEPENDENCYPART_GRANDPAR
(13,30),(30,27),-0.376399 # DEPENDENCYPART_GRANDPAR
(13,30),(30,28),-0.399185 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),0.182601 # DEPENDENCYPART_GRANDPAR
(13,30),(30,31),-0.336658 # DEPENDENCYPART_GRANDPAR
(13,30),(30,32),-0.562341 # DEPENDENCYPART_GRANDPAR
(13,30),(30,33),0.661465 # DEPENDENCYPART_GRANDPAR
(13,31),(31,30),-0.271326 # DEPENDENCYPART_GRANDPAR
(13,31),(31,32),-0.436758 # DEPENDENCYPART_GRANDPAR
(13,31),(31,33),0.857225 # DEPENDENCYPART_GRANDPAR
(13,33),(33,21),0.227813 # DEPENDENCYPART_GRANDPAR
(13,33),(33,26),-0.0321855 # DEPENDENCYPART_GRANDPAR
(13,33),(33,28),-0.352256 # DEPENDENCYPART_GRANDPAR
(13,33),(33,30),-0.268291 # DEPENDENCYPART_GRANDPAR
(13,33),(33,32),-0.497329 # DEPENDENCYPART_GRANDPAR
(13,34),(34,33),0.390231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.1191 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.402347 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.188416 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.223138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0324291 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.00589822 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.19122 # DEPENDENCYPART_GRANDPAR
(15,17),(17,33),-0.767924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,34),-0.70433 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.709582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-1.33741 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.419692 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.514894 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.738311 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.784404 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0768746 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0674538 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.586001 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.321818 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-1.49921 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.313776 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.498398 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.400956 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.544065 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.922556 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.443575 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.326762 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.568499 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.427014 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.237389 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.993528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.508769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.306702 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.773103 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.438777 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.676118 # DEPENDENCYPART_GRANDPAR
(16,11),(11,29),-0.830703 # DEPENDENCYPART_GRANDPAR
(16,11),(11,31),-0.882005 # DEPENDENCYPART_GRANDPAR
(16,11),(11,34),-1.36637 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.445515 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.40768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.320569 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.155596 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.477936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.485234 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.230384 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.07412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.560234 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.387757 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.801922 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.462764 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.765052 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.695044 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.783308 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.683055 # DEPENDENCYPART_GRANDPAR
(16,13),(13,29),-0.885575 # DEPENDENCYPART_GRANDPAR
(16,13),(13,30),-0.355092 # DEPENDENCYPART_GRANDPAR
(16,13),(13,31),-0.923949 # DEPENDENCYPART_GRANDPAR
(16,13),(13,33),-1.0431 # DEPENDENCYPART_GRANDPAR
(16,13),(13,34),-1.39018 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.398062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.503746 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.426262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.349704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.562682 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.00396573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.195303 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.0574308 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.0249887 # DEPENDENCYPART_GRANDPAR
(16,17),(17,33),-0.396573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,34),-0.920707 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.07245 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.758072 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.346888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.277874 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.00315321 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0292391 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.39948 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0029264 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.023312 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.309525 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),-0.184688 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.103643 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.317864 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.00782285 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0810216 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0240467 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.0804719 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.284097 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.228114 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.102528 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),0.357375 # DEPENDENCYPART_GRANDPAR
(16,20),(20,33),-0.494744 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.272496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.186024 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.315297 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.417059 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0266647 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.118797 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0021498 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0475189 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.230365 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.0819727 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.414686 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.0763317 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.304224 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),0.355315 # DEPENDENCYPART_GRANDPAR
(16,21),(21,31),-0.184134 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),-0.498536 # DEPENDENCYPART_GRANDPAR
(16,21),(21,34),-0.953701 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.0743775 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.422044 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.148549 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.294198 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),0.88182 # DEPENDENCYPART_GRANDPAR
(16,25),(25,33),-0.281028 # DEPENDENCYPART_GRANDPAR
(16,29),(29,19),0.179714 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.22237 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.724478 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.404403 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),0.719674 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),-0.165582 # DEPENDENCYPART_GRANDPAR
(16,29),(29,32),-0.486373 # DEPENDENCYPART_GRANDPAR
(16,29),(29,33),-0.281238 # DEPENDENCYPART_GRANDPAR
(16,31),(31,30),0.275696 # DEPENDENCYPART_GRANDPAR
(16,31),(31,32),-0.358229 # DEPENDENCYPART_GRANDPAR
(16,31),(31,33),-0.40139 # DEPENDENCYPART_GRANDPAR
(16,34),(34,33),-0.526989 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.938583 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.638087 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.375592 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-1.09111 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.290576 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.828457 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.60667 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.42718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.0194139 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.09469 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.994536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-1.01584 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.845108 # DEPENDENCYPART_GRANDPAR
(17,16),(16,29),-0.914066 # DEPENDENCYPART_GRANDPAR
(17,16),(16,31),-0.834603 # DEPENDENCYPART_GRANDPAR
(17,16),(16,34),-2.03562 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.79072 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.24101 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.21355 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.799599 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.33412 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.187903 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.262572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.294242 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.244515 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),0.0708341 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.0501822 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.918634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.987591 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.290262 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.155077 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.326472 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.279134 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.0441383 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.714733 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-1.11678 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.220011 # DEPENDENCYPART_GRANDPAR
(17,20),(20,33),-0.777226 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.977557 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.768035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.629852 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.973303 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.323908 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.109082 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.0358288 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.159403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.108726 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.572028 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.386302 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.82614 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),0.0214763 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),-0.135469 # DEPENDENCYPART_GRANDPAR
(17,21),(21,31),-0.124719 # DEPENDENCYPART_GRANDPAR
(17,21),(21,32),-0.963034 # DEPENDENCYPART_GRANDPAR
(17,21),(21,34),-1.44128 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.835745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,22),-0.0214496 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.0949899 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.214173 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.813357 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.323908 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.130176 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.083901 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.386302 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.82614 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),0.0214763 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.135469 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.124719 # DEPENDENCYPART_GRANDPAR
