# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(3,9),(3,10),(3,18),0.0987829 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.195266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,14),-0.0196107 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,15),0.520748 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,17),-0.0213477 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,18),0.0391697 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,23),-0.044911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,15),0.448982 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,17),-0.0666091 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,18),-0.0171548 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,23),-0.0812213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,17),-0.0140188 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,18),-0.0202457 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,23),-0.272088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,17),(3,18),-0.0173287 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,23),-0.069947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,18),(3,23),-0.0911276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,14),-0.0410074 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,15),0.170824 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,17),-0.0410078 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,18),-0.0323033 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,23),-0.062085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,15),0.198811 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,17),-0.0536305 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,18),0.0271923 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,23),-0.0518137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,17),-0.0535023 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,18),-0.030779 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,23),-0.144255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,17),(3,18),0.027192 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,23),-0.0520358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,23),-0.032226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,15),-0.0237421 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,17),-0.0745621 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,18),-0.0261024 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,23),-0.0965693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,17),-0.1065 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,18),0.0893861 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,23),-0.00585169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,17),(3,18),-0.0261026 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,23),-0.0977378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,23),-0.0244295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,17),-0.0790207 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,18),-0.0250393 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,23),-0.0257283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,17),(3,18),-0.0501722 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,23),-0.10922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,18),(3,23),-0.102011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,17),(3,18),-0.0173287 # DEPENDENCYPART_TRISIBL
(3,15),(3,17),(3,23),-0.069947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,18),(3,23),-0.0911276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,18),(3,23),-0.0902406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.19238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.154397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.391065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.192442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.061238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.103076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0514541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),0.00644818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.110816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),0.0354578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.0506019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),0.00644818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,17),-0.0424312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),0.00310558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),0.0139147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),0.0759767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.0436323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.0119124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),0.0042099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.160217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),0.063979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.0110601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),0.0042099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,17),-0.00287348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),0.0829604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),0.100417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,23),0.0682695 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0468966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.00257341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.110816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),0.0409046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.0460443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.00257341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,17),-0.0378737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),0.00213412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),0.0215725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,23),0.116955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),0.00363809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.0883415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),0.041219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.0202203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),0.00363809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,17),-0.0125429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),0.0568103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),0.0241519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,23),0.0909077 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.195967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.139262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.287292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.14891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,17),-0.265928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),-0.217354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.0508363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,23),-0.119504 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.0528231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),0.0292955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.0532211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,17),0.0374648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),-0.172881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),-0.0642371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,23),-0.17571 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,14),-0.044842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),0.00910858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,17),-0.0367895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.00592467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),0.0829067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,23),0.103107 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),0.00518865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,17),-0.0125429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,18),0.0610535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,22),0.0241522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,23),0.0882392 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,17),-0.265928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,18),-0.217354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,22),-0.0508363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,23),-0.119504 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,18),0.0597734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,22),0.02808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,23),0.0795717 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,22),-0.115636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,23),-0.0394451 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,22),(4,23),-0.100027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.104192 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.096856 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.00582126 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0375138 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0588198 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.0968557 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.00582126 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,17),-0.0970885 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.0298212 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.113099 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,23),-0.0480122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0894614 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0151867 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0418709 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0550851 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.0894612 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0151867 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,17),-0.0896939 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.0486504 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,22),-0.0811159 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,23),-0.0743064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.00199461 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0470199 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.075352 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.0960627 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.00199461 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,17),-0.0965282 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,18),-0.0512395 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,22),-0.0937497 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,23),-0.0189664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),0.0217826 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),0.0274482 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.131742 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),0.0235831 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,17),-0.131975 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,18),0.0784721 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,22),-0.0975638 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,23),-0.0853108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0140894 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.107294 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.00239753 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,17),-0.107526 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,18),-0.104813 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,22),-0.0511136 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,23),-0.0242086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,14),-0.0771283 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),0.0784702 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,17),-0.077361 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,18),-0.0309791 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,22),-0.105132 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,23),-0.0518084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,15),-0.00199461 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,17),-0.0965282 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,18),-0.0512395 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,22),-0.0937497 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,23),-0.0189664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,17),-0.131975 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,18),0.0784721 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,22),-0.0975638 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,23),-0.0853108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,17),(4,18),-0.0512395 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,22),-0.0937497 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,23),-0.0189664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,18),(4,22),0.0302266 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,23),0.0164021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,22),(4,23),0.00150914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.076399 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.0447414 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.00776562 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0623045 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.076399 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,15),-0.0447414 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,17),-0.0763992 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.00381093 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,22),-0.0592384 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,23),-0.0446702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0568128 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.00112727 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.05786 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.0856523 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0568128 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,17),-0.0856527 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,18),0.00653925 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,22),-0.0992576 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,23),-0.0810988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),0.0499267 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),0.00764553 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.0826934 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.0497098 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,17),-0.0826936 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,18),0.0484522 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,22),-0.0942061 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,23),-0.187581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0680745 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),-0.0760142 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.0423469 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,17),-0.0760144 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,18),0.00145427 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,22),-0.0197109 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,23),-0.0799039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,14),-0.0780528 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.020602 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,17),-0.078053 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,18),0.0181929 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,22),-0.0996792 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,23),-0.0818543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,15),-0.0568128 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,17),-0.0856527 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,18),0.00653925 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,22),-0.0992576 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,23),-0.0810988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,17),-0.0826936 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,18),0.0484522 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,22),-0.0942061 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,23),-0.187581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,17),(4,18),0.006539 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,22),-0.0992576 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,23),-0.0810988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,18),(4,22),-0.0715303 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,23),-0.0660642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,22),(4,23),-0.0292516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),-0.00271103 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,10),-0.0388474 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.076799 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,14),-0.0967398 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,15),-0.00271103 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,17),-0.0972053 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,18),-0.0546943 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,22),-0.0954886 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,23),-0.00425367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),0.029955 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),0.024686 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,14),-0.132086 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,15),0.0232249 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,17),-0.132318 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,18),0.0721927 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,22),-0.0986507 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,23),-0.0763846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0155364 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,14),-0.107635 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,15),-0.00275574 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,17),-0.107868 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,18),-0.108193 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,22),-0.0522005 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,23),-0.014788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,14),-0.0774705 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,15),0.078112 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,17),-0.0777032 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,18),-0.0342497 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,22),-0.106656 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,23),-0.0377637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,14),(4,15),-0.00271103 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,17),-0.0972053 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,18),-0.0546943 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,22),-0.0954886 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,23),-0.00425367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,15),(4,17),-0.132318 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,18),0.0721927 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,22),-0.0986507 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,23),-0.0763846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,17),(4,18),-0.0546943 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,22),-0.0954886 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,23),-0.00425367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,18),(4,22),0.0291421 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,23),0.0184389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,22),(4,23),0.0168717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),0.0412262 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.0721416 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,14),-0.176362 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,15),-0.0424776 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,17),-0.181163 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,18),0.0173746 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,22),-0.0539672 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,23),-0.0879566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.0869523 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,14),-0.126244 # DEPENDENCYPART_TRISIBL
