# _root_ General unsecured creditors of Maxicare 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
#goldHeads=3,3,18,3,8,5,8,4,3,11,12,3,12,13,13,3,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
#predictedHeads=3,3,18,3,8,5,8,4,8,11,12,8,12,13,13,18,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
(7,7),(7,13),(7,25),-0.0855116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,32),-0.088427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,33),-0.0757782 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,25),(7,32),0.0680094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,25),(7,33),-0.00594263 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,32),(7,33),-0.158155 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,11),-0.177273 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0448862 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0918635 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),-0.106527 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,32),-0.0551622 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,33),-0.0774077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.0465583 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0870787 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.193338 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,32),-0.0691858 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,33),-0.0382561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0846459 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,25),-0.170983 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,32),-0.047086 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,33),-0.0354928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,25),-0.149584 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,32),-0.0718675 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,33),-0.0725646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,25),(7,32),-0.0620091 # DEPENDENCYPART_TRISIBL
(7,8),(7,25),(7,33),-0.101954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,32),(7,33),0.00243018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0345399 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0740314 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.10147 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,32),0.0131078 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,33),0.0266429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0683915 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,25),-0.0959334 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,32),0.0626567 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,33),0.0335787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,25),-0.0835006 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,32),-0.0139798 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,33),-0.100888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,25),(7,32),0.0340586 # DEPENDENCYPART_TRISIBL
(7,9),(7,25),(7,33),-0.0773105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,32),(7,33),-0.0928187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0856318 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,25),-0.169234 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,32),-0.0428456 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,33),-0.0396525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,25),-0.147835 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,32),-0.0686967 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,33),-0.0778219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,25),(7,32),-0.0588401 # DEPENDENCYPART_TRISIBL
(7,11),(7,25),(7,33),-0.104649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,32),(7,33),0.00253614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,25),-0.152374 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,32),-0.040301 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,33),-0.0898115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,25),(7,32),-0.0844961 # DEPENDENCYPART_TRISIBL
(7,12),(7,25),(7,33),-0.150578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,32),(7,33),0.0107558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,25),(7,32),-0.124918 # DEPENDENCYPART_TRISIBL
(7,13),(7,25),(7,33),-0.0987067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,32),(7,33),-0.0756062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,25),(7,32),(7,33),-0.0440889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.147693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.0601178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.145411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.14843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.000331213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.0346061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.154925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.158106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.118106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.145861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.148881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.0105066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.200453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.110398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.126976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.196774 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.00767068 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.00153152 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.0662522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.0666156 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.0549876 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.12503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.0330664 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.0791791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.077845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.0903664 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),-0.0904519 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.112065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.0868409 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.153461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.153548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.033285 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.0779426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0766086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.113633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.088686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.173655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.223002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.094494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0737055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.271262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.131522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.144895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.170259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.0520981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,32),-0.22767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,33),-0.745964 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.0988615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.141966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.157769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.135389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.105426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.0607525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.0619545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.099676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.125253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,32),-0.114783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,33),-0.115088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.174215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.15108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.129623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0464846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.0533696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.055484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.0666603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.112423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,32),-0.0900046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,33),-0.123313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.189025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.17044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0936851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.109323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0698833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.155237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.12202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,32),-0.165393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,33),-0.153646 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.101184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.0373977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.0760742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.0757467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.113917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,25),-0.0898241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,32),-0.130222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,33),-0.132358 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0397631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.0749671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.0757506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.116575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,25),-0.0898741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,32),-0.131094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,33),-0.153103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.131522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,18),-0.144895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),-0.170259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,25),-0.0520981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,32),-0.22767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,33),-0.745964 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.0335092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,19),-0.126936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,25),-0.0908369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,32),-0.150538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,33),-0.121922 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.117859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,25),-0.102991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,32),-0.071225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,33),-0.0875215 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,25),-0.112546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,32),-0.0792124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,33),-0.119609 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,25),(8,32),-0.0114418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,25),(8,33),-0.0919026 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,32),(8,33),-0.21097 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,12),-0.032582 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.072615 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.0656526 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0682743 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),0.459807 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.08828 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0545845 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.0333903 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.0758672 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,32),-0.189104 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,33),-0.0882346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0698416 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0635024 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0661178 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),0.546057 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.0643808 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.0631527 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.0701571 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,25),-0.0600183 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,32),-0.101413 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,33),-0.0566319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.063465 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.0660804 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),0.323682 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0611617 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0438833 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0264878 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,25),-0.0449385 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,32),-0.123839 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,33),-0.239197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.0774735 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,16),0.417423 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,17),-0.0618251 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.0444091 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),-0.0338658 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,25),-0.0469705 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,32),-0.153991 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,33),-0.0536234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),0.417306 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,17),-0.0618251 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.0444102 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,19),-0.033879 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,25),-0.0469761 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,32),-0.154 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,33),-0.0550014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0621006 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,18),-0.0500443 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,19),-0.0767308 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,25),-0.0522515 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,32),-0.105321 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,33),-0.274646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.0491349 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,19),-0.0437264 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,25),0.0234245 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,32),-0.127729 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,33),-0.214157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,19),-0.0367322 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,25),-0.0498882 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,32),-0.168752 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,33),-0.150548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,19),(8,25),-0.0600183 # DEPENDENCYPART_TRISIBL
(8,9),(8,19),(8,32),-0.102729 # DEPENDENCYPART_TRISIBL
(8,9),(8,19),(8,33),-0.0581466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,25),(8,32),-0.103766 # DEPENDENCYPART_TRISIBL
(8,9),(8,25),(8,33),-0.0807946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,32),(8,33),-0.30902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0581164 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.039894 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,15),-0.0393676 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),-0.0234311 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,17),-0.0509976 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,18),-0.102263 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,19),-0.0980123 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,25),-0.134878 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,32),-0.0774371 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,33),-0.112737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.0421858 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,15),-0.0424118 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,16),-0.0447034 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,17),-0.0452395 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.0981137 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,19),-0.0815862 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,25),-0.125973 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,32),-0.0846551 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,33),-0.0954812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,15),-0.0396014 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,16),-0.0351141 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,17),-0.0533439 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,18),-0.096933 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,19),-0.0915051 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,25),-0.123403 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,32),-0.0805454 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,33),-0.137554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),-0.0351158 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,17),-0.0533439 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,18),-0.096933 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),-0.0915053 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,25),-0.123405 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,32),-0.0805813 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,33),-0.138395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,17),-0.0158098 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,18),-0.105464 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,19),-0.126967 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,25),-0.131205 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,32),-0.0926293 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,33),-0.00903723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,18),-0.105922 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,19),-0.0931942 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,25),-0.121262 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,32),-0.0830506 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,33),-0.0658701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,19),-0.0968464 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,25),-0.126524 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,32),-0.113115 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,33),-0.0917258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,19),(8,25),-0.134878 # DEPENDENCYPART_TRISIBL
(8,11),(8,19),(8,32),-0.0788207 # DEPENDENCYPART_TRISIBL
(8,11),(8,19),(8,33),-0.115602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,25),(8,32),-0.0860358 # DEPENDENCYPART_TRISIBL
(8,11),(8,25),(8,33),-0.173733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,32),(8,33),-0.00577862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0634271 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,15),-0.0634787 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.0371469 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.0659777 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,18),-0.0805014 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,19),-0.0900895 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,25),-0.104266 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,32),-0.0580146 # DEPENDENCYPART_TRISIBL
