# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(24,22),(24,21),(24,1),-0.0790003 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,-1),-0.143319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,20),(24,19),-0.0805513 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,17),-0.0810175 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,16),-0.0821162 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,15),-0.00636931 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,14),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,13),-0.0806844 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,12),-0.0425883 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,11),-0.00460609 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,10),-0.0585136 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,9),-0.0404286 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,8),-0.0631559 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,7),-0.0110309 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,6),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,2),-0.00458893 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,1),-0.063207 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,-1),-0.0376578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,19),(24,17),-0.0566181 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,16),-0.0750458 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,15),0.00251668 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,14),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,13),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,12),-0.0365214 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,11),0.00361683 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,10),-0.0679555 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,9),-0.0497011 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,8),-0.0715903 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,7),-0.0282329 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,6),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,2),0.00399073 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,1),-0.0716414 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,-1),-0.0733855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,17),(24,16),-0.0821162 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,15),-0.00636931 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,14),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,13),-0.0806844 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,12),-0.0425883 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,11),-0.00460609 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,10),-0.0585136 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,9),-0.0404286 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,8),-0.0631559 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,7),-0.0110309 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,6),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,2),-0.00458893 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,1),-0.063207 # DEPENDENCYPART_TRISIBL
(24,22),(24,17),(24,-1),-0.0376578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,16),(24,15),0.00251668 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,14),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,13),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,12),-0.0365214 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,11),0.00361683 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,10),-0.0679555 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,9),-0.0497011 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,8),-0.0715903 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,7),-0.0282329 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,6),-0.0562849 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,2),0.00399073 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,1),-0.0716414 # DEPENDENCYPART_TRISIBL
(24,22),(24,16),(24,-1),-0.0733855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,15),(24,14),-0.0591019 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,13),-0.059102 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,12),-0.037341 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,11),-0.0157515 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,10),-0.0684243 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,9),-0.0497035 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,8),-0.0785004 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,7),-0.0395093 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,6),-0.0591019 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,2),-0.015214 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,1),-0.0786026 # DEPENDENCYPART_TRISIBL
(24,22),(24,15),(24,-1),-0.0556775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,14),(24,13),-0.0806844 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,12),-0.0425882 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,11),-0.00449111 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,10),-0.0585136 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,9),-0.0404286 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,8),-0.0631559 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,7),-0.01066 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,6),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,2),-0.00447396 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,1),-0.063207 # DEPENDENCYPART_TRISIBL
(24,22),(24,14),(24,-1),-0.0370568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,13),(24,12),-0.0425882 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,11),-0.00449111 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,10),-0.0585136 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,9),-0.0404286 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,8),-0.0631559 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,7),-0.01066 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,6),-0.0806843 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,2),-0.00447396 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,1),-0.063207 # DEPENDENCYPART_TRISIBL
(24,22),(24,13),(24,-1),-0.0370578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,12),(24,11),-0.0138069 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,10),-0.0705936 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,9),-0.0497016 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,8),-0.0762692 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,7),-0.0321846 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,6),-0.030525 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,2),-0.0133962 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,1),-0.0763203 # DEPENDENCYPART_TRISIBL
(24,22),(24,12),(24,-1),-0.0860632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,11),(24,10),-0.0684263 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,9),-0.0497046 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,8),-0.0788029 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,7),-0.0407303 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,6),-0.0597817 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,2),-0.0162892 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,1),-0.078905 # DEPENDENCYPART_TRISIBL
(24,22),(24,11),(24,-1),-0.0526554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,10),(24,9),-0.0498759 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,8),-0.0715958 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,7),-0.00685127 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,6),-0.0567645 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,2),-0.0117845 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,1),-0.0716469 # DEPENDENCYPART_TRISIBL
(24,22),(24,10),(24,-1),-0.0922676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,9),(24,8),-0.0723194 # DEPENDENCYPART_TRISIBL
(24,22),(24,9),(24,7),-0.0279792 # DEPENDENCYPART_TRISIBL
(24,22),(24,9),(24,6),-0.0571037 # DEPENDENCYPART_TRISIBL
(24,22),(24,9),(24,2),-0.00489814 # DEPENDENCYPART_TRISIBL
(24,22),(24,9),(24,1),-0.0723704 # DEPENDENCYPART_TRISIBL
(24,22),(24,9),(24,-1),-0.108271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,8),(24,7),-0.0294144 # DEPENDENCYPART_TRISIBL
(24,22),(24,8),(24,6),-0.0540103 # DEPENDENCYPART_TRISIBL
(24,22),(24,8),(24,2),-0.0138592 # DEPENDENCYPART_TRISIBL
(24,22),(24,8),(24,1),-0.0725925 # DEPENDENCYPART_TRISIBL
(24,22),(24,8),(24,-1),-0.0870266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,7),(24,6),-0.041307 # DEPENDENCYPART_TRISIBL
(24,22),(24,7),(24,2),0.0343936 # DEPENDENCYPART_TRISIBL
(24,22),(24,7),(24,1),-0.0746616 # DEPENDENCYPART_TRISIBL
(24,22),(24,7),(24,-1),-0.182579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,6),(24,2),-0.00447396 # DEPENDENCYPART_TRISIBL
(24,22),(24,6),(24,1),-0.063207 # DEPENDENCYPART_TRISIBL
(24,22),(24,6),(24,-1),-0.0370568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,2),(24,1),-0.0786012 # DEPENDENCYPART_TRISIBL
(24,22),(24,2),(24,-1),-0.0556718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,1),(24,-1),-0.0865717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,20),(24,19),-0.0767255 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,17),-0.0695014 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,16),-0.0767228 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,15),-0.142462 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,14),-0.0669809 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,13),-0.0669804 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,12),-0.0516617 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,11),-0.122662 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,10),0.0163627 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,9),-0.0045923 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,8),-0.0515822 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,7),-0.105535 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,6),-0.0670956 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,2),-0.141641 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,1),-0.0615088 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,-1),0.0445992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,19),(24,17),-0.100566 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,16),-0.0724739 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,15),-0.0841794 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,14),-0.0983691 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,13),-0.0983672 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,12),-0.034768 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,11),-0.0872584 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,10),0.0149645 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,9),-0.0395238 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,8),-0.0692803 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,7),-0.0970235 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,6),-0.098431 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,2),-0.0835007 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,1),-0.0796854 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,-1),-0.0457628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,17),(24,16),-0.0767228 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,15),-0.142462 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,14),-0.0669809 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,13),-0.0669804 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,12),-0.0516617 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,11),-0.122662 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,10),0.0163627 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,9),-0.0045923 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,8),-0.0515822 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,7),-0.105535 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,6),-0.0670956 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,2),-0.141641 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,1),-0.0615088 # DEPENDENCYPART_TRISIBL
(24,21),(24,17),(24,-1),0.0445992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,16),(24,15),-0.0841794 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,14),-0.0983691 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,13),-0.0983672 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,12),-0.034768 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,11),-0.0872584 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,10),0.0149644 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,9),-0.0395238 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,8),-0.0692803 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,7),-0.0970235 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,6),-0.098431 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,2),-0.0835007 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,1),-0.0796854 # DEPENDENCYPART_TRISIBL
(24,21),(24,16),(24,-1),-0.0458051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,15),(24,14),-0.0984513 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,13),-0.0984468 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,12),-0.0188046 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,11),-0.0472063 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,10),0.0662957 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,9),-0.0455844 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,8),-0.0989318 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,7),-0.0917513 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,6),-0.0985106 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,2),-0.0381442 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,1),-0.113344 # DEPENDENCYPART_TRISIBL
(24,21),(24,15),(24,-1),-0.0445363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,14),(24,13),-0.0659141 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,12),-0.0516459 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,11),-0.121722 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,10),0.0148503 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,9),-0.00456673 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,8),-0.0514149 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,7),-0.105502 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,6),-0.0660294 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,2),-0.140701 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,1),-0.0613415 # DEPENDENCYPART_TRISIBL
(24,21),(24,14),(24,-1),0.0366651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,13),(24,12),-0.051646 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,11),-0.121736 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,10),0.0148502 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,9),-0.00456696 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,8),-0.0514149 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,7),-0.105516 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,6),-0.0661041 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,2),-0.140715 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,1),-0.0613415 # DEPENDENCYPART_TRISIBL
(24,21),(24,13),(24,-1),0.0347491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,12),(24,11),-0.111824 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,10),0.0694851 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,9),-0.0377427 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,8),-0.068544 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,7),-0.096555 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,6),-0.0967096 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,2),-0.107043 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,1),-0.0789491 # DEPENDENCYPART_TRISIBL
(24,21),(24,12),(24,-1),-0.0706175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,11),(24,10),0.0689202 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,9),-0.0462923 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,8),-0.0968626 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,7),-0.091218 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,6),-0.0990113 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,2),-0.0331245 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,1),-0.111275 # DEPENDENCYPART_TRISIBL
(24,21),(24,11),(24,-1),-0.0511163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,10),(24,9),-0.0379289 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,8),-0.0704204 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,7),-0.075782 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,6),-0.0935542 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,2),-0.081953 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,1),-0.0808217 # DEPENDENCYPART_TRISIBL
(24,21),(24,10),(24,-1),-0.0236811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,9),(24,8),-0.0571438 # DEPENDENCYPART_TRISIBL
(24,21),(24,9),(24,7),-0.10074 # DEPENDENCYPART_TRISIBL
(24,21),(24,9),(24,6),-0.106091 # DEPENDENCYPART_TRISIBL
(24,21),(24,9),(24,2),-0.0750411 # DEPENDENCYPART_TRISIBL
(24,21),(24,9),(24,1),-0.0675484 # DEPENDENCYPART_TRISIBL
(24,21),(24,9),(24,-1),-0.0169468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,8),(24,7),-0.0986712 # DEPENDENCYPART_TRISIBL
(24,21),(24,8),(24,6),-0.130976 # DEPENDENCYPART_TRISIBL
(24,21),(24,8),(24,2),-0.0822335 # DEPENDENCYPART_TRISIBL
(24,21),(24,8),(24,1),-0.0895333 # DEPENDENCYPART_TRISIBL
(24,21),(24,8),(24,-1),-0.0565694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,7),(24,6),-0.119652 # DEPENDENCYPART_TRISIBL
(24,21),(24,7),(24,2),-0.0512895 # DEPENDENCYPART_TRISIBL
(24,21),(24,7),(24,1),-0.0735299 # DEPENDENCYPART_TRISIBL
(24,21),(24,7),(24,-1),0.0166916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,6),(24,2),-0.141455 # DEPENDENCYPART_TRISIBL
(24,21),(24,6),(24,1),-0.0613415 # DEPENDENCYPART_TRISIBL
(24,21),(24,6),(24,-1),0.0370511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,2),(24,1),-0.112687 # DEPENDENCYPART_TRISIBL
(24,21),(24,2),(24,-1),-0.0501235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,1),(24,-1),-0.0501338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,19),(24,17),-0.134551 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,16),-0.040464 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,15),-0.0105435 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,14),-0.128734 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,13),-0.129983 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,12),-0.0243494 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,11),0.0351576 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,10),-0.0849881 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,9),-0.0137941 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,8),-0.037749 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,7),-0.0858497 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,6),-0.12907 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,2),-0.0195084 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,1),-0.00841106 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,-1),-0.107798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,17),(24,16),-0.0659134 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,15),-0.0251258 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,14),-0.155408 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,13),-0.156804 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,12),0.0019141 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,11),0.0218064 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,10),-0.107954 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,9),-0.00680291 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,8),-0.0563707 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,7),-0.0989532 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,6),-0.155748 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,2),-0.0327019 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,1),-0.0291755 # DEPENDENCYPART_TRISIBL
(24,20),(24,17),(24,-1),-0.103385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,16),(24,15),-0.0105434 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,14),-0.128662 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,13),-0.129911 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,12),-0.0294381 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,11),0.0351576 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,10),-0.0849881 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,9),-0.0134365 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,8),-0.037749 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,7),-0.0858497 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,6),-0.128997 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,2),-0.0195083 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,1),-0.00841106 # DEPENDENCYPART_TRISIBL
(24,20),(24,16),(24,-1),-0.109201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,15),(24,14),-0.167733 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,13),-0.169022 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,12),-0.0145102 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,11),0.0205447 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,10),-0.0721984 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,9),0.000928782 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,8),-0.0214901 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,7),-0.103389 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,6),-0.168068 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,2),-0.0386656 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,1),0.0359192 # DEPENDENCYPART_TRISIBL
(24,20),(24,15),(24,-1),-0.0162852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,14),(24,13),-0.160005 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,12),-0.000157205 # DEPENDENCYPART_TRISIBL
