# _root_ Dun & Bradstreet Corp. said business failures fell 17.8 % to 11,586 in the third quarter from 14,099 in the year-earlier period .
#goldHeads=2,4,2,5,0,7,8,5,10,8,8,11,11,16,16,13,8,17,17,22,22,19,5,
#predictedHeads=2,4,2,5,0,7,8,5,10,8,8,11,8,16,16,13,8,17,17,22,22,19,5,
(18,22),(22,18),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,18),(22,-1),-0.0790027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,17),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,14),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,17),(22,-1),-0.1335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,15),(22,14),-0.125108 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,15),(22,-1),-0.156444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,14),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,14),(22,-1),-0.0761403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,13),(22,-1),-0.132804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,11),(11,12),0.108961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,13),0.117895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,16),0.128639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,17),0.117896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,19),-0.124887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,11),(11,11),(11,22),-0.127315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,24),-0.129739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,11),(11,12),(11,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,12),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,12),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,12),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,12),(11,24),-0.135115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,13),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,13),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,13),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,13),(11,24),-0.126165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,16),(11,17),0.11916 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,16),(11,19),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,16),(11,22),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,16),(11,24),-0.117744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,17),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,17),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,17),(11,24),-0.126165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,19),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,19),(11,24),-0.126165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,11),(11,22),(11,24),-0.117744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,11),(11,10),-0.049637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,9),-0.0316321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,11),(11,11),(11,-1),-0.0291862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,11),(11,10),(11,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,11),(11,10),(11,-1),-0.0292407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,11),(11,9),(11,-1),-0.0304751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,16),(16,17),0.167846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,18),0.145846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,19),-0.135504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,16),(16,21),-0.126534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,22),-0.133586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,24),-0.101573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,17),(16,18),0.130289 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,19),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,17),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,22),-0.124942 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,24),-0.105804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,18),(16,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,18),(16,21),-0.125018 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,24),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,19),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,22),-0.124943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,24),-0.107316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,21),(16,22),-0.126121 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,21),(16,24),-0.0815244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,22),(16,24),-0.117967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,16),(16,15),-0.0342648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,14),-0.00303187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,12),-0.0127436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,10),-0.223425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,9),-0.0127436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,-1),0.241385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,15),(16,14),-0.0498718 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,12),-0.0443084 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,10),-0.042753 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,9),-0.0443084 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,-1),-0.0633298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,14),(16,12),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,14),(16,10),-0.0434198 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,14),(16,9),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,14),(16,-1),-0.0328161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,12),(16,10),-0.054214 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,12),(16,9),-0.0503833 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,12),(16,-1),-0.0183744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,10),(16,9),-0.0342692 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,10),(16,-1),-0.129973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,9),(16,-1),-0.0183744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,18),0.094044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,19),-0.116573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,21),-0.12594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,22),-0.139485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,24),-0.0577023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,18),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,24),-0.141217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,19),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,22),-0.124908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,24),-0.127462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,21),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,24),-0.118136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,22),(17,24),-0.0900002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,16),-0.100233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,15),-0.0126677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,11),-0.0525579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,-1),0.00242668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,16),(17,15),-0.042109 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,11),-0.0392994 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,-1),-0.0610899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,15),(17,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,-1),-0.0133435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,11),(17,-1),-0.0567107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,19),-0.125094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,20),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,21),-0.12494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,22),-0.12601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,24),-0.077286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,19),(18,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,24),-0.1388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,20),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,24),-0.110964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,21),(18,22),-0.124896 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,24),-0.095231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,22),(18,24),-0.116883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,16),-0.0567876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,15),-0.0257818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,14),-0.0159258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,13),-0.0801653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,-1),0.0794018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,16),(18,15),-0.0436056 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,16),(18,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,16),(18,13),-0.0431377 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,16),(18,-1),-0.0243449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,15),(18,14),-0.0421373 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,15),(18,13),-0.0339632 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,15),(18,-1),-0.031957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,14),(18,13),-0.0426971 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,14),(18,-1),-0.0176771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,13),(18,-1),-0.0932614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.047239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,24),-0.090169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,24),-0.0366166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,-1),-0.174506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,24),0.0306139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,20),0.152682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,16),-0.132125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,-1),-0.197382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,20),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,20),(21,-1),-0.0873106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,16),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,16),(21,-1),-0.124577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,11),(21,-1),-0.109019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,24),0.216412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,21),0.165134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,20),0.0950902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,18),-0.125001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,17),-0.135873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,15),-0.126535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,14),-0.132952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,13),-0.135504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.104401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,21),(22,20),0.140129 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,18),-0.127227 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,17),-0.12505 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,15),-0.128585 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,14),-0.138215 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,13),-0.12505 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,-1),-0.0813113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,17),-0.125227 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,15),-0.126708 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,14),-0.124897 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,13),-0.125227 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,-1),-0.0500538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,18),(22,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,15),-0.125018 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,-1),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,17),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,14),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,-1),-0.103819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,15),(22,14),-0.138215 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,15),(22,13),-0.12505 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,15),(22,-1),-0.0777094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,14),(22,13),-0.125227 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,-1),-0.0500538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,13),(22,-1),-0.105332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,24),-0.136342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,20),0.117888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.179328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.126812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,16),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,-1),-0.125173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,11),(21,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,11),(11,12),0.113845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,13),0.117879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,16),0.113357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,17),0.117884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,19),0.117879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,22),-0.129573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,24),-0.118968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,11),(11,12),(11,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,12),(11,16),0.119161 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,12),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,12),(11,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,12),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,12),(11,24),-0.130205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,13),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,13),(11,17),0.119163 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,13),(11,19),0.119163 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,13),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,13),(11,24),-0.0928439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,16),(11,17),0.11916 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,16),(11,19),0.119161 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,16),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,16),(11,24),-0.134821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,17),(11,19),0.119163 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,17),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,17),(11,24),-0.0927941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,19),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,19),(11,24),-0.0928439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,22),(11,24),-0.134821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,11),(11,10),0.00257536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,9),-0.0549489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,11),(11,11),(11,-1),-0.142195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,11),(11,10),(11,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,11),(11,10),(11,-1),0.0212191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,11),(11,9),(11,-1),-0.054948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,16),(16,17),0.116663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,18),0.097188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,19),0.126964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,21),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,16),(16,22),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,24),-0.0648409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,17),(16,18),0.119157 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,17),(16,19),0.115455 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,17),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,17),(16,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,17),(16,24),-0.133325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,18),(16,19),0.118515 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,18),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,18),(16,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,18),(16,24),-0.150571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,19),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,19),(16,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,19),(16,24),-0.12398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,21),(16,22),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,21),(16,24),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,22),(16,24),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,16),(16,15),-0.0406041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,14),-0.0316944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,12),-0.0170793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,10),-0.0314212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,9),-0.0170793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,-1),-0.0801505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,15),(16,14),-0.0344845 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,12),-0.0481972 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,10),-0.0428712 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,9),-0.0481972 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,-1),-0.0709033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,14),(16,12),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,10),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,9),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,-1),-0.0170079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,12),(16,10),-0.0446852 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,9),-0.0506435 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,-1),-0.00748296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,10),(16,9),-0.0329436 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,10),(16,-1),-0.0508738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,9),(16,-1),-0.00748296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,24),-0.0555888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,24),-0.125291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,-1),0.0225535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
