# _root_ These mainly involved such areas as materials -- advanced soldering machines , for example -- and medical developments derived from experimentation in space , such as artificial blood vessels .
#goldHeads=3,3,0,5,3,5,16,11,11,11,7,11,11,13,11,6,18,16,18,19,20,21,22,18,26,18,29,29,26,3,
#predictedHeads=3,3,0,5,3,5,6,16,11,11,16,16,16,13,16,7,18,16,18,19,20,21,22,21,26,21,29,29,26,3,
(16,29),(23,28),0.117413 # DEPENDENCYPART_HEADBIGRAM
(16,29),(25,28),0.0909783 # DEPENDENCYPART_HEADBIGRAM
(16,29),(26,28),0.00320689 # DEPENDENCYPART_HEADBIGRAM
(16,29),(27,28),0.0770631 # DEPENDENCYPART_HEADBIGRAM
(16,29),(29,28),0.303888 # DEPENDENCYPART_HEADBIGRAM
(16,30),(11,29),-0.150518 # DEPENDENCYPART_HEADBIGRAM
(16,30),(16,29),0.0684464 # DEPENDENCYPART_HEADBIGRAM
(16,30),(18,29),-0.0742932 # DEPENDENCYPART_HEADBIGRAM
(16,30),(20,29),0.141488 # DEPENDENCYPART_HEADBIGRAM
(16,30),(21,29),-0.0252349 # DEPENDENCYPART_HEADBIGRAM
(16,30),(22,29),0.024537 # DEPENDENCYPART_HEADBIGRAM
(16,30),(23,29),-0.0270974 # DEPENDENCYPART_HEADBIGRAM
(16,30),(25,29),0.0767041 # DEPENDENCYPART_HEADBIGRAM
(16,30),(26,29),0.075773 # DEPENDENCYPART_HEADBIGRAM
(16,30),(28,29),0.0285029 # DEPENDENCYPART_HEADBIGRAM
(17,14),(3,13),-0.0590475 # DEPENDENCYPART_HEADBIGRAM
(17,14),(5,13),-0.0627429 # DEPENDENCYPART_HEADBIGRAM
(17,14),(7,13),-0.0626444 # DEPENDENCYPART_HEADBIGRAM
(17,14),(9,13),-0.115142 # DEPENDENCYPART_HEADBIGRAM
(17,14),(11,13),-0.0262049 # DEPENDENCYPART_HEADBIGRAM
(17,14),(14,13),-0.114702 # DEPENDENCYPART_HEADBIGRAM
(17,14),(15,13),-0.109952 # DEPENDENCYPART_HEADBIGRAM
(17,14),(16,13),-0.103128 # DEPENDENCYPART_HEADBIGRAM
(17,14),(18,13),0.105342 # DEPENDENCYPART_HEADBIGRAM
(17,14),(19,13),0.0971861 # DEPENDENCYPART_HEADBIGRAM
(17,15),(3,14),-0.0925684 # DEPENDENCYPART_HEADBIGRAM
(17,15),(5,14),-0.100725 # DEPENDENCYPART_HEADBIGRAM
(17,15),(7,14),-0.100725 # DEPENDENCYPART_HEADBIGRAM
(17,15),(9,14),-0.0912021 # DEPENDENCYPART_HEADBIGRAM
(17,15),(11,14),-0.0918954 # DEPENDENCYPART_HEADBIGRAM
(17,15),(13,14),-0.0804363 # DEPENDENCYPART_HEADBIGRAM
(17,15),(16,14),-0.111016 # DEPENDENCYPART_HEADBIGRAM
(17,15),(17,14),0.080593 # DEPENDENCYPART_HEADBIGRAM
(17,15),(18,14),0.0787886 # DEPENDENCYPART_HEADBIGRAM
(17,15),(19,14),0.0842916 # DEPENDENCYPART_HEADBIGRAM
(17,18),(3,17),0.00443986 # DEPENDENCYPART_HEADBIGRAM
(17,18),(7,17),-0.0167694 # DEPENDENCYPART_HEADBIGRAM
(17,18),(9,17),-0.0603035 # DEPENDENCYPART_HEADBIGRAM
(17,18),(11,17),-0.0167694 # DEPENDENCYPART_HEADBIGRAM
(17,18),(13,17),-0.0572609 # DEPENDENCYPART_HEADBIGRAM
(17,18),(14,17),-0.00984135 # DEPENDENCYPART_HEADBIGRAM
(17,18),(16,17),-0.0916865 # DEPENDENCYPART_HEADBIGRAM
(17,18),(18,17),-0.00422661 # DEPENDENCYPART_HEADBIGRAM
(17,18),(19,17),0.125854 # DEPENDENCYPART_HEADBIGRAM
(17,18),(21,17),0.114124 # DEPENDENCYPART_HEADBIGRAM
(17,19),(5,18),-0.0587777 # DEPENDENCYPART_HEADBIGRAM
(17,19),(7,18),-0.0587777 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.0603037 # DEPENDENCYPART_HEADBIGRAM
(17,19),(13,18),-0.0624913 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.0639439 # DEPENDENCYPART_HEADBIGRAM
(17,19),(16,18),-0.0500267 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0463242 # DEPENDENCYPART_HEADBIGRAM
(17,19),(19,18),0.0715264 # DEPENDENCYPART_HEADBIGRAM
(17,19),(20,18),0.0797376 # DEPENDENCYPART_HEADBIGRAM
(17,19),(21,18),0.0764061 # DEPENDENCYPART_HEADBIGRAM
(18,10),(3,9),-0.144015 # DEPENDENCYPART_HEADBIGRAM
(18,10),(4,9),-0.115038 # DEPENDENCYPART_HEADBIGRAM
(18,10),(5,9),-0.102358 # DEPENDENCYPART_HEADBIGRAM
(18,10),(6,9),-0.107646 # DEPENDENCYPART_HEADBIGRAM
(18,10),(7,9),-0.104379 # DEPENDENCYPART_HEADBIGRAM
(18,10),(10,9),-0.0643832 # DEPENDENCYPART_HEADBIGRAM
(18,10),(11,9),-0.110535 # DEPENDENCYPART_HEADBIGRAM
(18,10),(14,9),-0.111453 # DEPENDENCYPART_HEADBIGRAM
(18,10),(16,9),-0.111264 # DEPENDENCYPART_HEADBIGRAM
(18,13),(3,12),-0.118994 # DEPENDENCYPART_HEADBIGRAM
(18,13),(5,12),-0.0768577 # DEPENDENCYPART_HEADBIGRAM
(18,13),(7,12),-0.0949797 # DEPENDENCYPART_HEADBIGRAM
(18,13),(9,12),-0.118801 # DEPENDENCYPART_HEADBIGRAM
(18,13),(11,12),-0.0472629 # DEPENDENCYPART_HEADBIGRAM
(18,13),(13,12),-0.120941 # DEPENDENCYPART_HEADBIGRAM
(18,13),(14,12),-0.111299 # DEPENDENCYPART_HEADBIGRAM
(18,13),(15,12),-0.116293 # DEPENDENCYPART_HEADBIGRAM
(18,13),(16,12),-0.146376 # DEPENDENCYPART_HEADBIGRAM
(18,13),(19,12),0.0768973 # DEPENDENCYPART_HEADBIGRAM
(18,14),(3,13),-0.0702075 # DEPENDENCYPART_HEADBIGRAM
(18,14),(5,13),0.0834297 # DEPENDENCYPART_HEADBIGRAM
(18,14),(7,13),0.0832092 # DEPENDENCYPART_HEADBIGRAM
(18,14),(9,13),-0.127093 # DEPENDENCYPART_HEADBIGRAM
(18,14),(11,13),0.113655 # DEPENDENCYPART_HEADBIGRAM
(18,14),(14,13),-0.0942341 # DEPENDENCYPART_HEADBIGRAM
(18,14),(15,13),-0.111332 # DEPENDENCYPART_HEADBIGRAM
(18,14),(16,13),-0.0525335 # DEPENDENCYPART_HEADBIGRAM
(18,14),(18,13),0.00831859 # DEPENDENCYPART_HEADBIGRAM
(18,14),(19,13),0.0863979 # DEPENDENCYPART_HEADBIGRAM
(18,15),(3,14),-0.108841 # DEPENDENCYPART_HEADBIGRAM
(18,15),(5,14),-0.106856 # DEPENDENCYPART_HEADBIGRAM
(18,15),(7,14),-0.105846 # DEPENDENCYPART_HEADBIGRAM
(18,15),(9,14),-0.100753 # DEPENDENCYPART_HEADBIGRAM
(18,15),(11,14),-0.101412 # DEPENDENCYPART_HEADBIGRAM
(18,15),(13,14),-0.0699224 # DEPENDENCYPART_HEADBIGRAM
(18,15),(16,14),-0.10675 # DEPENDENCYPART_HEADBIGRAM
(18,15),(17,14),-0.109879 # DEPENDENCYPART_HEADBIGRAM
(18,15),(18,14),0.0256321 # DEPENDENCYPART_HEADBIGRAM
(18,15),(19,14),0.0828634 # DEPENDENCYPART_HEADBIGRAM
(18,16),(3,15),-0.109827 # DEPENDENCYPART_HEADBIGRAM
(18,16),(5,15),-0.0983729 # DEPENDENCYPART_HEADBIGRAM
(18,16),(6,15),-0.101378 # DEPENDENCYPART_HEADBIGRAM
(18,16),(7,15),-0.0983729 # DEPENDENCYPART_HEADBIGRAM
(18,16),(11,15),-0.1001 # DEPENDENCYPART_HEADBIGRAM
(18,16),(13,15),-0.0999237 # DEPENDENCYPART_HEADBIGRAM
(18,16),(14,15),-0.0969183 # DEPENDENCYPART_HEADBIGRAM
(18,16),(16,15),-0.117483 # DEPENDENCYPART_HEADBIGRAM
(18,16),(17,15),-0.106991 # DEPENDENCYPART_HEADBIGRAM
(18,16),(18,15),0.071681 # DEPENDENCYPART_HEADBIGRAM
(18,17),(0,16),-0.218905 # DEPENDENCYPART_HEADBIGRAM
(18,17),(3,16),-0.20276 # DEPENDENCYPART_HEADBIGRAM
(18,17),(5,16),-0.133408 # DEPENDENCYPART_HEADBIGRAM
(18,17),(6,16),-0.0566995 # DEPENDENCYPART_HEADBIGRAM
(18,17),(7,16),-0.13481 # DEPENDENCYPART_HEADBIGRAM
(18,17),(9,16),-0.162361 # DEPENDENCYPART_HEADBIGRAM
(18,17),(11,16),-0.0155019 # DEPENDENCYPART_HEADBIGRAM
(18,17),(13,16),0.111222 # DEPENDENCYPART_HEADBIGRAM
(18,17),(14,16),-0.13465 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),-0.019689 # DEPENDENCYPART_HEADBIGRAM
(18,19),(5,18),-0.0278439 # DEPENDENCYPART_HEADBIGRAM
(18,19),(7,18),-0.0278462 # DEPENDENCYPART_HEADBIGRAM
(18,19),(11,18),-0.0561403 # DEPENDENCYPART_HEADBIGRAM
(18,19),(13,18),0.0375415 # DEPENDENCYPART_HEADBIGRAM
(18,19),(14,18),-0.0582216 # DEPENDENCYPART_HEADBIGRAM
(18,19),(16,18),-0.188476 # DEPENDENCYPART_HEADBIGRAM
(18,19),(17,18),-0.103409 # DEPENDENCYPART_HEADBIGRAM
(18,19),(19,18),-0.135309 # DEPENDENCYPART_HEADBIGRAM
(18,19),(20,18),0.0674292 # DEPENDENCYPART_HEADBIGRAM
(18,19),(21,18),0.162097 # DEPENDENCYPART_HEADBIGRAM
(18,20),(0,19),-0.065015 # DEPENDENCYPART_HEADBIGRAM
(18,20),(3,19),-0.0350177 # DEPENDENCYPART_HEADBIGRAM
(18,20),(5,19),-0.0397813 # DEPENDENCYPART_HEADBIGRAM
(18,20),(7,19),-0.0397813 # DEPENDENCYPART_HEADBIGRAM
(18,20),(11,19),-0.0521649 # DEPENDENCYPART_HEADBIGRAM
(18,20),(14,19),-0.0471286 # DEPENDENCYPART_HEADBIGRAM
(18,20),(16,19),-0.0953257 # DEPENDENCYPART_HEADBIGRAM
(18,20),(17,19),-0.0579307 # DEPENDENCYPART_HEADBIGRAM
(18,20),(18,19),0.0629577 # DEPENDENCYPART_HEADBIGRAM
(18,20),(21,19),0.102296 # DEPENDENCYPART_HEADBIGRAM
(18,21),(3,20),-0.0495725 # DEPENDENCYPART_HEADBIGRAM
(18,21),(11,20),-0.0112111 # DEPENDENCYPART_HEADBIGRAM
(18,21),(13,20),-0.0711222 # DEPENDENCYPART_HEADBIGRAM
(18,21),(14,20),-0.00812982 # DEPENDENCYPART_HEADBIGRAM
(18,21),(16,20),-0.0225374 # DEPENDENCYPART_HEADBIGRAM
(18,21),(18,20),0.0545681 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.0840023 # DEPENDENCYPART_HEADBIGRAM
(18,21),(21,20),0.0759153 # DEPENDENCYPART_HEADBIGRAM
(18,21),(22,20),0.0682259 # DEPENDENCYPART_HEADBIGRAM
(18,21),(25,20),0.0608436 # DEPENDENCYPART_HEADBIGRAM
(18,22),(13,21),-0.0518037 # DEPENDENCYPART_HEADBIGRAM
(18,22),(16,21),0.00519524 # DEPENDENCYPART_HEADBIGRAM
(18,22),(18,21),0.0961452 # DEPENDENCYPART_HEADBIGRAM
(18,22),(19,21),0.13787 # DEPENDENCYPART_HEADBIGRAM
(18,22),(20,21),0.212575 # DEPENDENCYPART_HEADBIGRAM
(18,22),(22,21),0.117579 # DEPENDENCYPART_HEADBIGRAM
(18,22),(23,21),0.0396772 # DEPENDENCYPART_HEADBIGRAM
(18,22),(25,21),0.0452415 # DEPENDENCYPART_HEADBIGRAM
(18,22),(26,21),0.0461812 # DEPENDENCYPART_HEADBIGRAM
(18,22),(29,21),0.0437856 # DEPENDENCYPART_HEADBIGRAM
(18,23),(3,22),-0.0959505 # DEPENDENCYPART_HEADBIGRAM
(18,23),(14,22),0.0158933 # DEPENDENCYPART_HEADBIGRAM
(18,23),(16,22),0.00117552 # DEPENDENCYPART_HEADBIGRAM
(18,23),(18,22),0.0369405 # DEPENDENCYPART_HEADBIGRAM
(18,23),(19,22),0.0553109 # DEPENDENCYPART_HEADBIGRAM
(18,23),(20,22),0.0682899 # DEPENDENCYPART_HEADBIGRAM
(18,23),(21,22),0.155467 # DEPENDENCYPART_HEADBIGRAM
(18,23),(23,22),0.0744495 # DEPENDENCYPART_HEADBIGRAM
(18,23),(25,22),0.0752763 # DEPENDENCYPART_HEADBIGRAM
(18,23),(26,22),0.0709058 # DEPENDENCYPART_HEADBIGRAM
(18,24),(16,23),-0.0279792 # DEPENDENCYPART_HEADBIGRAM
(18,24),(18,23),0.105637 # DEPENDENCYPART_HEADBIGRAM
(18,24),(19,23),0.0557865 # DEPENDENCYPART_HEADBIGRAM
(18,24),(20,23),0.0494681 # DEPENDENCYPART_HEADBIGRAM
(18,24),(21,23),0.138822 # DEPENDENCYPART_HEADBIGRAM
(18,24),(22,23),0.140207 # DEPENDENCYPART_HEADBIGRAM
(18,24),(25,23),0.0564364 # DEPENDENCYPART_HEADBIGRAM
(18,24),(26,23),0.0949888 # DEPENDENCYPART_HEADBIGRAM
(18,24),(27,23),0.0697226 # DEPENDENCYPART_HEADBIGRAM
(18,24),(29,23),0.0435624 # DEPENDENCYPART_HEADBIGRAM
(18,29),(23,28),0.0939129 # DEPENDENCYPART_HEADBIGRAM
(18,29),(25,28),0.0924137 # DEPENDENCYPART_HEADBIGRAM
(18,29),(26,28),0.0624649 # DEPENDENCYPART_HEADBIGRAM
(18,29),(27,28),0.0785014 # DEPENDENCYPART_HEADBIGRAM
(18,29),(29,28),0.147144 # DEPENDENCYPART_HEADBIGRAM
(19,3),(0,2),-0.0904394 # DEPENDENCYPART_HEADBIGRAM
(19,3),(1,2),-0.0820136 # DEPENDENCYPART_HEADBIGRAM
(19,3),(3,2),-0.102236 # DEPENDENCYPART_HEADBIGRAM
(19,3),(4,2),-0.107925 # DEPENDENCYPART_HEADBIGRAM
(19,3),(5,2),-0.108655 # DEPENDENCYPART_HEADBIGRAM
(19,3),(7,2),-0.108664 # DEPENDENCYPART_HEADBIGRAM
(19,3),(11,2),-0.108565 # DEPENDENCYPART_HEADBIGRAM
(19,3),(16,2),-0.118681 # DEPENDENCYPART_HEADBIGRAM
(19,5),(2,4),-0.100843 # DEPENDENCYPART_HEADBIGRAM
(19,5),(3,4),-0.149714 # DEPENDENCYPART_HEADBIGRAM
(19,5),(5,4),0.000179827 # DEPENDENCYPART_HEADBIGRAM
(19,5),(6,4),-0.116701 # DEPENDENCYPART_HEADBIGRAM
(19,5),(7,4),-0.137603 # DEPENDENCYPART_HEADBIGRAM
(19,5),(9,4),-0.0907292 # DEPENDENCYPART_HEADBIGRAM
(19,5),(10,4),-0.0903348 # DEPENDENCYPART_HEADBIGRAM
(19,5),(11,4),-0.137208 # DEPENDENCYPART_HEADBIGRAM
(19,5),(16,4),-0.0772284 # DEPENDENCYPART_HEADBIGRAM
(19,6),(0,5),-0.143493 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.10438 # DEPENDENCYPART_HEADBIGRAM
(19,6),(3,5),-0.0233785 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),-0.118322 # DEPENDENCYPART_HEADBIGRAM
(19,6),(7,5),-0.203678 # DEPENDENCYPART_HEADBIGRAM
(19,6),(9,5),-0.120944 # DEPENDENCYPART_HEADBIGRAM
(19,6),(10,5),-0.120485 # DEPENDENCYPART_HEADBIGRAM
(19,6),(11,5),-0.202685 # DEPENDENCYPART_HEADBIGRAM
(19,6),(16,5),-0.188799 # DEPENDENCYPART_HEADBIGRAM
(19,6),(19,5),0.117835 # DEPENDENCYPART_HEADBIGRAM
(19,7),(3,6),-0.104489 # DEPENDENCYPART_HEADBIGRAM
(19,7),(4,6),-0.122027 # DEPENDENCYPART_HEADBIGRAM
(19,7),(5,6),-0.176614 # DEPENDENCYPART_HEADBIGRAM
(19,7),(7,6),-0.107267 # DEPENDENCYPART_HEADBIGRAM
(19,7),(8,6),-0.1069 # DEPENDENCYPART_HEADBIGRAM
(19,7),(9,6),-0.111238 # DEPENDENCYPART_HEADBIGRAM
(19,7),(10,6),-0.111238 # DEPENDENCYPART_HEADBIGRAM
(19,7),(11,6),-0.142409 # DEPENDENCYPART_HEADBIGRAM
(19,7),(16,6),-0.0804811 # DEPENDENCYPART_HEADBIGRAM
(19,7),(19,6),0.130164 # DEPENDENCYPART_HEADBIGRAM
(19,11),(3,10),-0.144907 # DEPENDENCYPART_HEADBIGRAM
(19,11),(4,10),-0.0854094 # DEPENDENCYPART_HEADBIGRAM
(19,11),(5,10),-0.13243 # DEPENDENCYPART_HEADBIGRAM
(19,11),(6,10),-0.108423 # DEPENDENCYPART_HEADBIGRAM
(19,11),(7,10),-0.13243 # DEPENDENCYPART_HEADBIGRAM
(19,11),(9,10),-0.0818978 # DEPENDENCYPART_HEADBIGRAM
(19,11),(11,10),0.0119052 # DEPENDENCYPART_HEADBIGRAM
(19,11),(14,10),-0.138075 # DEPENDENCYPART_HEADBIGRAM
(19,11),(16,10),-0.0778624 # DEPENDENCYPART_HEADBIGRAM
(19,11),(18,10),-0.137018 # DEPENDENCYPART_HEADBIGRAM
(19,12),(2,11),-0.161191 # DEPENDENCYPART_HEADBIGRAM
(19,12),(3,11),-0.0487821 # DEPENDENCYPART_HEADBIGRAM
(19,12),(5,11),-0.212267 # DEPENDENCYPART_HEADBIGRAM
(19,12),(6,11),0.0492845 # DEPENDENCYPART_HEADBIGRAM
(19,12),(7,11),-0.190354 # DEPENDENCYPART_HEADBIGRAM
(19,12),(9,11),-0.0994954 # DEPENDENCYPART_HEADBIGRAM
(19,12),(13,11),0.00063769 # DEPENDENCYPART_HEADBIGRAM
(19,12),(14,11),-0.201045 # DEPENDENCYPART_HEADBIGRAM
(19,12),(16,11),-0.159525 # DEPENDENCYPART_HEADBIGRAM
(19,12),(19,11),0.120751 # DEPENDENCYPART_HEADBIGRAM
(19,13),(3,12),0.0750013 # DEPENDENCYPART_HEADBIGRAM
(19,13),(5,12),-0.162644 # DEPENDENCYPART_HEADBIGRAM
(19,13),(7,12),-0.158658 # DEPENDENCYPART_HEADBIGRAM
(19,13),(9,12),-0.119903 # DEPENDENCYPART_HEADBIGRAM
(19,13),(11,12),-0.137114 # DEPENDENCYPART_HEADBIGRAM
(19,13),(13,12),-0.0828575 # DEPENDENCYPART_HEADBIGRAM
(19,13),(14,12),-0.11501 # DEPENDENCYPART_HEADBIGRAM
(19,13),(15,12),-0.109513 # DEPENDENCYPART_HEADBIGRAM
(19,13),(16,12),-0.14357 # DEPENDENCYPART_HEADBIGRAM
(19,13),(19,12),0.158407 # DEPENDENCYPART_HEADBIGRAM
(19,14),(3,13),-0.0923353 # DEPENDENCYPART_HEADBIGRAM
(19,14),(5,13),-0.128044 # DEPENDENCYPART_HEADBIGRAM
(19,14),(7,13),-0.128044 # DEPENDENCYPART_HEADBIGRAM
(19,14),(9,13),-0.112499 # DEPENDENCYPART_HEADBIGRAM
(19,14),(11,13),-0.0916049 # DEPENDENCYPART_HEADBIGRAM
(19,14),(14,13),-0.0973415 # DEPENDENCYPART_HEADBIGRAM
(19,14),(15,13),-0.109957 # DEPENDENCYPART_HEADBIGRAM
(19,14),(16,13),-0.0829229 # DEPENDENCYPART_HEADBIGRAM
(19,14),(18,13),-0.134944 # DEPENDENCYPART_HEADBIGRAM
(19,14),(19,13),0.0899284 # DEPENDENCYPART_HEADBIGRAM
(19,17),(0,16),-0.105458 # DEPENDENCYPART_HEADBIGRAM
(19,17),(3,16),-0.138207 # DEPENDENCYPART_HEADBIGRAM
(19,17),(5,16),-0.134739 # DEPENDENCYPART_HEADBIGRAM
(19,17),(6,16),-0.136675 # DEPENDENCYPART_HEADBIGRAM
(19,17),(7,16),-0.136141 # DEPENDENCYPART_HEADBIGRAM
(19,17),(9,16),-0.13482 # DEPENDENCYPART_HEADBIGRAM
(19,17),(11,16),-0.016507 # DEPENDENCYPART_HEADBIGRAM
(19,17),(13,16),-0.0171222 # DEPENDENCYPART_HEADBIGRAM
(19,17),(14,16),-0.135981 # DEPENDENCYPART_HEADBIGRAM
(19,17),(18,16),-0.108041 # DEPENDENCYPART_HEADBIGRAM
(19,18),(3,17),-0.146027 # DEPENDENCYPART_HEADBIGRAM
(19,18),(7,17),-0.135532 # DEPENDENCYPART_HEADBIGRAM
(19,18),(9,17),-0.0890036 # DEPENDENCYPART_HEADBIGRAM
(19,18),(11,17),-0.135532 # DEPENDENCYPART_HEADBIGRAM
(19,18),(13,17),-0.116887 # DEPENDENCYPART_HEADBIGRAM
(19,18),(14,17),-0.136113 # DEPENDENCYPART_HEADBIGRAM
(19,18),(16,17),-0.116296 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),-0.0813408 # DEPENDENCYPART_HEADBIGRAM
(19,18),(19,17),0.0733791 # DEPENDENCYPART_HEADBIGRAM
(19,18),(21,17),0.0566303 # DEPENDENCYPART_HEADBIGRAM
(19,20),(0,19),-0.0879519 # DEPENDENCYPART_HEADBIGRAM
(19,20),(3,19),-0.0526392 # DEPENDENCYPART_HEADBIGRAM
(19,20),(5,19),0.000499537 # DEPENDENCYPART_HEADBIGRAM
(19,20),(7,19),0.00769579 # DEPENDENCYPART_HEADBIGRAM
(19,20),(11,19),0.0173406 # DEPENDENCYPART_HEADBIGRAM
(19,20),(14,19),0.0370625 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),0.00531242 # DEPENDENCYPART_HEADBIGRAM
(19,20),(17,19),-0.0121009 # DEPENDENCYPART_HEADBIGRAM
(19,20),(18,19),0.0530254 # DEPENDENCYPART_HEADBIGRAM
(19,20),(21,19),0.142366 # DEPENDENCYPART_HEADBIGRAM
(19,21),(3,20),-0.0602932 # DEPENDENCYPART_HEADBIGRAM
(19,21),(11,20),-0.102283 # DEPENDENCYPART_HEADBIGRAM
(19,21),(13,20),-0.0663759 # DEPENDENCYPART_HEADBIGRAM
(19,21),(14,20),-0.102283 # DEPENDENCYPART_HEADBIGRAM
(19,21),(16,20),-0.0361302 # DEPENDENCYPART_HEADBIGRAM
(19,21),(18,20),-0.100806 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.0131786 # DEPENDENCYPART_HEADBIGRAM
(19,21),(21,20),0.115481 # DEPENDENCYPART_HEADBIGRAM
(19,21),(22,20),0.0743159 # DEPENDENCYPART_HEADBIGRAM
(19,21),(25,20),0.0743247 # DEPENDENCYPART_HEADBIGRAM
(19,22),(13,21),-0.0706177 # DEPENDENCYPART_HEADBIGRAM
(19,22),(16,21),-0.122167 # DEPENDENCYPART_HEADBIGRAM
(19,22),(18,21),-0.106838 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.187235 # DEPENDENCYPART_HEADBIGRAM
(19,22),(20,21),0.282391 # DEPENDENCYPART_HEADBIGRAM
(19,22),(22,21),0.172311 # DEPENDENCYPART_HEADBIGRAM
(19,22),(23,21),-0.034256 # DEPENDENCYPART_HEADBIGRAM
(19,22),(25,21),0.0472163 # DEPENDENCYPART_HEADBIGRAM
(19,22),(26,21),0.0938561 # DEPENDENCYPART_HEADBIGRAM
(19,22),(29,21),-0.0201017 # DEPENDENCYPART_HEADBIGRAM
(19,23),(3,22),-0.0555256 # DEPENDENCYPART_HEADBIGRAM
(19,23),(14,22),-0.105868 # DEPENDENCYPART_HEADBIGRAM
(19,23),(16,22),-0.0419433 # DEPENDENCYPART_HEADBIGRAM
(19,23),(18,22),-0.107526 # DEPENDENCYPART_HEADBIGRAM
(19,23),(19,22),0.0264234 # DEPENDENCYPART_HEADBIGRAM
(19,23),(20,22),0.0720973 # DEPENDENCYPART_HEADBIGRAM
(19,23),(21,22),0.0306412 # DEPENDENCYPART_HEADBIGRAM
(19,23),(23,22),0.0805626 # DEPENDENCYPART_HEADBIGRAM
(19,23),(25,22),0.0685797 # DEPENDENCYPART_HEADBIGRAM
(19,23),(26,22),0.0695246 # DEPENDENCYPART_HEADBIGRAM
(19,24),(16,23),-0.112715 # DEPENDENCYPART_HEADBIGRAM
(19,24),(18,23),-0.123529 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),0.093652 # DEPENDENCYPART_HEADBIGRAM
(19,24),(20,23),0.190851 # DEPENDENCYPART_HEADBIGRAM
(19,24),(21,23),0.0449829 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.180124 # DEPENDENCYPART_HEADBIGRAM
(19,24),(25,23),0.041177 # DEPENDENCYPART_HEADBIGRAM
(19,24),(26,23),0.156972 # DEPENDENCYPART_HEADBIGRAM
(19,24),(27,23),0.0643269 # DEPENDENCYPART_HEADBIGRAM
(19,24),(29,23),-0.0104807 # DEPENDENCYPART_HEADBIGRAM
(19,25),(3,24),-0.0590175 # DEPENDENCYPART_HEADBIGRAM
(19,25),(11,24),-0.0578637 # DEPENDENCYPART_HEADBIGRAM
(19,25),(16,24),-0.0552579 # DEPENDENCYPART_HEADBIGRAM
(19,25),(18,24),-0.0532905 # DEPENDENCYPART_HEADBIGRAM
(19,25),(19,24),0.070185 # DEPENDENCYPART_HEADBIGRAM
(19,25),(21,24),0.0999271 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.0921183 # DEPENDENCYPART_HEADBIGRAM
(19,25),(25,24),0.0606225 # DEPENDENCYPART_HEADBIGRAM
(19,25),(26,24),0.0788031 # DEPENDENCYPART_HEADBIGRAM
(19,25),(29,24),0.0811039 # DEPENDENCYPART_HEADBIGRAM
(19,26),(16,25),-0.0853636 # DEPENDENCYPART_HEADBIGRAM
(19,26),(19,25),0.098629 # DEPENDENCYPART_HEADBIGRAM
(19,26),(20,25),0.126015 # DEPENDENCYPART_HEADBIGRAM
(19,26),(21,25),0.0314702 # DEPENDENCYPART_HEADBIGRAM
(19,26),(22,25),0.134964 # DEPENDENCYPART_HEADBIGRAM
(19,26),(23,25),0.0252866 # DEPENDENCYPART_HEADBIGRAM
(19,26),(26,25),0.0398813 # DEPENDENCYPART_HEADBIGRAM
(19,26),(27,25),0.0782483 # DEPENDENCYPART_HEADBIGRAM
(19,26),(28,25),0.00714467 # DEPENDENCYPART_HEADBIGRAM
(19,26),(29,25),0.00713927 # DEPENDENCYPART_HEADBIGRAM
(19,30),(11,29),-0.0749128 # DEPENDENCYPART_HEADBIGRAM
(19,30),(16,29),0.0146123 # DEPENDENCYPART_HEADBIGRAM
(19,30),(18,29),-0.0731593 # DEPENDENCYPART_HEADBIGRAM
(19,30),(20,29),0.128363 # DEPENDENCYPART_HEADBIGRAM
(19,30),(21,29),0.120725 # DEPENDENCYPART_HEADBIGRAM
(19,30),(22,29),0.314484 # DEPENDENCYPART_HEADBIGRAM
(19,30),(23,29),0.0704167 # DEPENDENCYPART_HEADBIGRAM
(19,30),(25,29),0.100728 # DEPENDENCYPART_HEADBIGRAM
(19,30),(26,29),0.100876 # DEPENDENCYPART_HEADBIGRAM
(19,30),(28,29),0.14617 # DEPENDENCYPART_HEADBIGRAM
(20,18),(3,17),-0.11627 # DEPENDENCYPART_HEADBIGRAM
(20,18),(7,17),-0.116385 # DEPENDENCYPART_HEADBIGRAM
(20,18),(9,17),-0.111133 # DEPENDENCYPART_HEADBIGRAM
(20,18),(11,17),-0.116385 # DEPENDENCYPART_HEADBIGRAM
(20,18),(13,17),-0.114963 # DEPENDENCYPART_HEADBIGRAM
