# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(3,3),(3,14),(3,16),-0.081235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,17),-0.0955317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.0889052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,21),-0.0941579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,23),-0.0431141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,24),-0.115235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,25),-0.123941 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,17),-0.0957932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,18),-0.0890049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,21),-0.0942575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,23),-0.0433756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,24),-0.114877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,25),-0.125891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,18),-0.0906938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,21),-0.0959464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,23),-0.0432421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,24),-0.113243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,25),-0.128166 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,21),-0.0789255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,23),-0.124552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,24),-0.0450882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,25),-0.108514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,21),(3,23),-0.105218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,21),(3,24),-0.0949038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,21),(3,25),-0.125873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,23),(3,24),-0.122622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,23),(3,25),-0.158684 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,24),(3,25),-0.210177 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,6),(3,7),-0.0653622 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0663308 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0540853 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),0.451444 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0350252 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0653622 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0653622 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.0654795 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0653622 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.00681048 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,21),-0.0297908 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,23),-0.0666501 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,24),-0.189313 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,25),-0.0656072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0663024 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0540569 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),0.448892 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0371111 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.0654512 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,25),-0.0664266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0541626 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),0.456381 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.0371116 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0654396 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0654396 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.0655569 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.0654396 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.00889684 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,21),-0.0318772 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,23),-0.0667275 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.189312 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,25),-0.0649842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),0.446262 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.0371536 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0653771 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0653771 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.0654945 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.0653771 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.00893888 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,21),-0.0319192 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,23),-0.066665 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,24),-0.189842 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,25),-0.0362542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.0805994 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.0126989 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),-0.0126989 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.0127771 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),-0.0126989 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0558933 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,21),-0.0751693 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,23),-0.0139868 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,24),-0.105504 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,25),-0.261099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,13),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,16),-0.0220978 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),-0.0498522 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,21),-0.0687953 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,23),-0.0233075 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,24),-0.111897 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,25),-0.0302167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,16),-0.0654512 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,25),-0.0664243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,16),-0.0654512 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,25),-0.0664243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,25),-0.068382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,25),-0.0664258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,21),-0.0691445 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,23),-0.0253121 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,24),-0.0984566 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,25),-0.0226465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,21),(3,23),-0.0232972 # DEPENDENCYPART_TRISIBL
(3,4),(3,21),(3,24),-0.100494 # DEPENDENCYPART_TRISIBL
(3,4),(3,21),(3,25),-0.0225942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,23),(3,24),-0.189327 # DEPENDENCYPART_TRISIBL
(3,4),(3,23),(3,25),-0.0678454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,24),(3,25),-0.295594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.090513 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.087955 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0435541 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0947586 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0854802 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0854802 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.0881794 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.085602 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.106992 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,21),-0.0989154 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.085965 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.0772487 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.11873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0888065 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.04395 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.0950144 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0863318 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.0863318 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.0890309 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0864535 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.107248 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,21),-0.0991712 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.0868166 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,24),-0.0776537 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,25),-0.120464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0412478 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0948214 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0853888 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0853888 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,16),-0.088088 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.0855106 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.107055 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,21),-0.0989782 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.0858736 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,24),-0.0778265 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,25),-0.11847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.117712 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),-0.0805407 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.0805407 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),-0.0843425 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,17),-0.0806016 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.134702 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,21),-0.123311 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.0813872 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,24),-0.0941176 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,25),-0.0363235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,13),-0.0844889 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0844889 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,16),-0.0871879 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.0845498 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.0997103 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,21),-0.0927341 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,23),-0.0852094 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,24),-0.0816712 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,25),-0.124606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,14),-0.0853887 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,16),-0.0880879 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,17),-0.0855105 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.106992 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,21),-0.0989154 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,23),-0.0858735 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,24),-0.0772487 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,25),-0.116518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,16),-0.0880879 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,17),-0.0855105 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,18),-0.106992 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,21),-0.0989154 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,23),-0.0858735 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,24),-0.0772487 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,25),-0.116518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,17),-0.0798984 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,18),-0.106992 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,21),-0.0989156 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,23),-0.0802614 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,24),-0.0772487 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,25),-0.117007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,18),-0.106992 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,21),-0.0989154 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,23),-0.085875 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,24),-0.0772487 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,25),-0.116534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,21),-0.0998235 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,23),-0.0855496 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,24),-0.078179 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,25),-0.116664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,21),(3,23),-0.08521 # DEPENDENCYPART_TRISIBL
(3,6),(3,21),(3,24),-0.081544 # DEPENDENCYPART_TRISIBL
(3,6),(3,21),(3,25),-0.121761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,23),(3,24),-0.0796763 # DEPENDENCYPART_TRISIBL
(3,6),(3,23),(3,25),-0.0990862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,24),(3,25),-0.0168388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0857932 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0438097 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0957401 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0833185 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.0833185 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.0860176 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.0834402 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.107974 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,21),-0.099897 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,23),-0.0838033 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.0766179 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,25),-0.127933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0411075 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,11),-0.0955471 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0823755 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.0823755 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,16),-0.0850747 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,17),-0.0824973 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.107781 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,21),-0.099704 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.0828603 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,24),-0.0767907 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,25),-0.125939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.121014 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),-0.0782916 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.0782916 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.0820934 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,17),-0.0783525 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.138003 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,21),-0.126612 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.0791381 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.0921223 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,25),-0.0504346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,13),-0.0826943 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.0826943 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,16),-0.0853934 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.0827552 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.100944 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,21),-0.093968 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,23),-0.0834148 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,24),-0.0800893 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,25),-0.136452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,14),-0.0823754 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,16),-0.0850746 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,17),-0.0824972 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.107718 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,21),-0.0996412 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,23),-0.0828602 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,24),-0.076213 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,25),-0.123987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,16),-0.0850746 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,17),-0.0824972 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,18),-0.107718 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,21),-0.0996412 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,23),-0.0828602 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,24),-0.076213 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,25),-0.123987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,17),-0.0768851 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,18),-0.107718 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,21),-0.0996414 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,23),-0.0772481 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,24),-0.076213 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,25),-0.124476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,17),(3,18),-0.107718 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,21),-0.0996412 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,23),-0.0828617 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,24),-0.076213 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,25),-0.124003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,21),-0.101057 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,23),-0.083755 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,24),-0.0765972 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,25),-0.12851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,21),(3,23),-0.0834154 # DEPENDENCYPART_TRISIBL
(3,7),(3,21),(3,24),-0.0799621 # DEPENDENCYPART_TRISIBL
(3,7),(3,21),(3,25),-0.133607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,23),(3,24),-0.0786405 # DEPENDENCYPART_TRISIBL
(3,7),(3,23),(3,25),-0.106555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,24),(3,25),-0.0266175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.0412659 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,11),-0.0974236 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,13),-0.0854676 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.0854676 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,16),-0.0881667 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,17),-0.0855894 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,18),-0.109657 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,21),-0.101581 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,23),-0.0859524 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,24),-0.0772866 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,25),-0.109934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),-0.123781 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,13),-0.0829595 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.0829595 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,16),-0.0867613 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,17),-0.0830204 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,18),-0.140771 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,21),-0.12938 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,23),-0.083806 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.0927225 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,25),-0.0304103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,13),-0.0852901 # DEPENDENCYPART_TRISIBL
