# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(18,22),(22,25),(22,27),-0.080908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.101631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.16436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,-1),-0.15142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.100227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,25),-0.0176767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,26),-0.0208989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,27),-0.0290014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,25),-0.0706945 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,26),-0.0445814 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,27),-0.000951639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,25),(23,26),-0.0374735 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,25),(23,27),-0.0241607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,26),(23,27),-0.0487151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,22),0.133066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,21),0.141306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,20),0.132139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,19),0.19318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,13),-0.123434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.207747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,22),(23,21),0.116261 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,20),0.1285 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,19),0.0909043 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,13),-0.125223 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,-1),-0.0737608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,21),(23,20),0.126115 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,19),0.117833 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,-1),-0.181974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,20),(23,19),0.118427 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,13),-0.125553 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,-1),0.0266344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,19),(23,13),-0.125823 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,-1),-0.0558969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,13),(23,-1),-0.0750452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),-0.0286326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,27),-0.157526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,25),(24,27),-0.00167825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,22),0.0904754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.108978 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,22),(24,-1),-0.124982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,27),-0.00537962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,26),(26,24),0.107959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,-1),0.0331862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,24),(26,-1),-0.151109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,12),(12,13),0.0990618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,14),0.108647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,15),0.0829795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,16),0.108836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,17),0.120143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,18),0.149482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,20),-0.080228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,27),0.0693987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,13),(12,14),0.117018 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,15),0.118936 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,16),0.117018 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,17),0.112657 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,18),0.118567 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,27),-0.12361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,14),(12,15),0.118885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,16),0.115381 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,17),0.129187 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,18),0.117216 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,20),-0.126762 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,27),-0.171486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,15),(12,16),0.283473 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,17),0.461707 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,18),0.253202 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,20),0.216405 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,27),-0.177314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,16),(12,17),0.129187 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,18),0.117216 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,20),-0.126762 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,27),-0.171332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,17),(12,18),0.116677 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,20),-0.124909 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,27),-0.146398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,18),(12,20),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,27),-0.0811189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,20),(12,27),-0.112096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,12),(12,11),0.0622413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,10),0.0616651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,-1),-0.0994925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,11),(12,10),-0.0868667 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,-1),0.0671089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,10),(12,-1),0.0678809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0267504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0404159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),0.0102655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,24),0.0167514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,25),0.0186563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,26),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,27),-0.177845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0420273 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),-0.0455862 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,24),-0.0475607 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,25),-0.0455862 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,27),-0.000312424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.0464763 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,24),-0.0390357 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,25),-0.0464763 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,27),0.00851923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,24),-0.0326825 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,25),-0.0914726 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,26),-0.042006 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,27),0.0255226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,24),(20,25),0.0622421 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,26),-0.0420307 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,27),-0.10118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,25),(20,26),-0.042006 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,27),0.0333857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,26),(20,27),-0.0474511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,-1),0.0384175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,24),-0.123921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,25),-0.0274692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,27),-0.0731291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,24),(22,25),-0.0448344 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,27),-0.00324006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,25),(22,27),-0.0729874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,21),0.105226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.204853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,21),(22,-1),-0.147075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,24),-0.10456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,25),0.00376416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,26),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,27),0.0611728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,24),(23,25),-0.0609503 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,26),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,27),-0.0372532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,25),(23,26),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,27),-0.0253852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,26),(23,27),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,22),0.136166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,21),0.1433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,20),0.139604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,19),0.176538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,23),(23,13),-0.129013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,-1),-0.160777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,22),(23,21),0.114781 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,20),0.127204 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,19),0.0963818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,22),(23,13),-0.125223 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,-1),-0.0550733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,20),0.121486 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,19),0.117843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,-1),-0.180603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,19),0.125736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,13),-0.125328 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,-1),-0.00689312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,19),(23,13),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,-1),-0.0798188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,13),(23,-1),-0.0563576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,25),-0.0133792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,27),-0.207473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,25),(24,27),0.00933096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,22),0.085689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,-1),-0.0858849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,22),(24,-1),-0.133559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,26),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,27),0.0648251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,26),(25,27),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,24),0.116379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,23),0.0413766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,22),0.132419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,21),0.143305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,-1),-0.166195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,24),(25,23),0.113825 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,22),0.0936155 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,21),0.112997 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,-1),-0.0533957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,23),(25,22),0.124894 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,21),0.076119 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,-1),-0.107707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,22),(25,21),0.111994 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,22),(25,-1),-0.0590359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,21),(25,-1),-0.181576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,27),-0.043275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,26),(26,24),0.108477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,-1),-0.00943543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,24),(26,-1),-0.148693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,27),-0.0745159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,-1),-0.138899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,24),-0.0377282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,25),-0.0319451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,27),0.04161 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,24),(22,25),-0.0360364 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,27),-0.0773469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,25),(22,27),0.00275494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,21),0.154226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,-1),-0.188654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,21),(22,-1),-0.0887658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,24),-0.112271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,25),-0.180035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,26),-0.0691116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,27),0.178663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,24),(23,25),-0.0697681 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,26),-0.0441375 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,27),-0.0393636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,25),(23,26),-0.045809 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,27),-0.118234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,26),(23,27),-0.0637431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,22),0.178737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,21),0.0948504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,20),0.160375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,19),-0.13402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,13),-0.126089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,-1),-0.152889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,22),(23,21),0.120253 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,20),0.141301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,22),(23,19),-0.124987 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,13),-0.127267 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,-1),-0.0886705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,21),(23,20),0.122072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,21),(23,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,21),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,21),(23,-1),-0.104928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,20),(23,19),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,20),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,20),(23,-1),-0.10964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,19),(23,13),-0.125184 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,19),(23,-1),-0.0796601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,13),(23,-1),-0.0886694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,25),-0.120446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,27),0.0871122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,27),-0.0651062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,22),0.138206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),0.0379438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,22),(24,-1),-0.126749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,26),-0.0691116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,27),0.20137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,26),(25,27),-0.0637431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,24),0.170958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,23),0.171107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,22),0.187895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,21),0.0950817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,-1),-0.153337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,24),(25,23),0.103613 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,22),0.108192 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,21),0.115561 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,-1),-0.0899746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,23),(25,22),0.0864626 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,21),0.127913 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,-1),-0.0936557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,22),(25,21),0.119965 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,22),(25,-1),-0.0877725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,21),(25,-1),-0.101326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,27),-0.0819684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,26),(26,24),0.116344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,-1),-0.147318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,24),(26,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,27),-0.151161 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,-1),-0.0684721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,25),-0.00354006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,27),-0.16621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,25),(24,27),0.0419554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,22),0.129787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,-1),-0.0107459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,22),(24,-1),-0.133276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,25),(25,26),-0.0431687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,27),-0.0826703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,26),(25,27),-0.0432854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,24),0.122118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,23),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,22),0.0993116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,25),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.069156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,23),0.118604 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,22),0.118388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,-1),-0.129603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,22),0.122395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,-1),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,22),(25,21),-0.124974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,-1),-0.151283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,21),(25,-1),-0.112532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,13),(13,14),0.123634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,27),0.00956273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,13),(13,14),(13,27),-0.121301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,13),(13,11),-0.0434104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,9),-0.070184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
