# _root_ The company , however , said orders in the U.S. showed `` good gains '' during the latest quarter .
#goldHeads=2,6,6,6,6,0,11,7,10,8,6,11,14,11,11,11,19,19,16,6,
#predictedHeads=2,6,6,6,6,0,11,7,10,8,6,14,14,11,14,11,19,19,16,6,
(4,2),(2,10),-0.801766 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.653469 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.761221 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.501523 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.675416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.837649 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.05267 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.325429 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.28177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,2),-0.719622 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.657065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.894894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.00399764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.695146 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.643363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.853741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.267285 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0556973 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.170998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.342578 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.366315 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.00547597 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.189673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0973627 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.198196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.377117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.812793 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.768976 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.767557 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.870354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0816671 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0332391 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.31909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.351108 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.281732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.186009 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.361453 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0412007 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.222831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.585748 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.231098 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.550335 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.841126 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.686695 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.02313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.339071 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.271975 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0850664 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.276709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.10335 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.210607 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.157857 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.260666 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0299683 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0552565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.405763 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.205331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.34466 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.692366 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.638666 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.823998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.229324 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.150398 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.153218 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0755679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.20212 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.156132 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.225277 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.316452 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0861039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.217747 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.28726 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.191812 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.449664 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.892731 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.122766 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.00954781 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.473777 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.591778 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.823432 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.681677 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.00066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,7),0.0424886 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.215219 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.337353 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0659361 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.322733 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.49689 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.25232 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.44914 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.305965 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.189627 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.189155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.97619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.608242 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.718031 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.845827 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.09076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.830493 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.08907 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.11657 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.997468 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.07881 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.28523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.253097 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.173377 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.25333 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.32965 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.86347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.579873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.73403 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.846096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.803674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.980968 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.09487 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.70832 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.908386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.617018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.30897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0294259 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.570296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.698349 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.556472 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.382694 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.717438 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.649196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.568874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.878687 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.517617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.783788 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.792493 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.369407 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0880884 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.58198 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.38399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.313884 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.247148 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.21886 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.385359 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.626652 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.634304 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.730169 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.437262 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.875178 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.364866 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0736533 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.366795 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0377601 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.339563 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.31076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.341779 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.270968 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.314184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.664673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.46977 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.364866 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.442832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.00138885 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),0.365384 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.74739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.591303 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.345479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.37873 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.844321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.246401 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.968627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.507347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.00193797 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.602538 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.112937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.570072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.650357 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.314267 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.333948 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.858263 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.485136 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.357057 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.272563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.942233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.752505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-1.01485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.398127 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.144291 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.347779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.444387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.177318 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.470254 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.545904 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.370465 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.141104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.356652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.554249 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.857295 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0841434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.873626 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0682898 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.180322 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.513314 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.200225 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.119537 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.0123483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.922017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),1.04196 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.234447 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-1.18428 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.301013 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.106058 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0736989 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.287156 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.270444 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0351165 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0193269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.115125 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.60568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.716614 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.7484 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.584024 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.347166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.371451 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.827682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.818229 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0567798 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-1.32092 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.474631 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.258329 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.428901 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.325859 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.561457 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.614693 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.807195 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.340997 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.36478 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.393592 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.214024 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.452977 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.380151 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.858784 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.499054 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.371482 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.795433 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.0592366 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.469109 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.111726 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.441777 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.777405 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.276741 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0742876 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.42337 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.788487 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.189544 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.4598 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.425705 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.362452 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.13875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.515576 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.579323 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.67357 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.759377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.663495 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.625958 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.591938 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.09595 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.593792 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.515391 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.454116 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.255968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.447981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.312626 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.07254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.407524 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.566294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.530243 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.501874 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.593792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0279053 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.671328 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.04458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,2),-0.606216 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.233929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.420095 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.47009 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.00549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.420857 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.689208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.378499 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.545374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.58293 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.53026 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.442857 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.520341 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.80831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.09312 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.849288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.0236 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.08545 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.966809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.635942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.277161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.18968 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.251578 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.222488 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.106474 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0278783 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0502348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.130099 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.309957 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.517932 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0273868 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.20587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.525569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.33635 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.221101 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.121068 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.00825873 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.94658 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.805016 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.966254 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.04118 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.898546 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.671052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.17186 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.269565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.066132 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.121785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.101925 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0571973 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.113213 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.349531 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.224495 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.427749 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.64874 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0817789 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.06119 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.964424 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.0369 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.20059 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.95262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.613325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.226943 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.118027 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.179073 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.011091 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.151812 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0111257 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0202568 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.149734 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.358877 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.165103 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.408364 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0330366 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.152603 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.159968 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.500036 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.07712 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.843764 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.01825 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.595888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.203165 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.207952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.101188 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.116238 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.450143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.335967 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.494486 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.118927 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.451546 # DEPENDENCYPART_GRANDPAR
(7,19),(19,8),0.275562 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.110999 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.23653 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.173462 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0535012 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.0824932 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0339529 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.221764 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.240218 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0452453 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.280596 # DEPENDENCYPART_GRANDPAR
