# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(2,13),(13,16),-0.369244 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.649532 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.20203 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.736279 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.623393 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.1132 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.739185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.495935 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.289613 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.605257 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.151769 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.509901 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.572105 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.415702 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.679148 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.370053 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.734218 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.740404 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.783592 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-1.13175 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.121455 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.554686 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.266995 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.119444 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.247857 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.822571 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.158833 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.470547 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.90718 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.69652 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.490389 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.977607 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.316357 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.480246 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.683957 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.749168 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-1.18434 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.285143 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.8634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.343446 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.594061 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.872162 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.11706 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.01329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.935743 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.370383 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.967661 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.16206 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.12049 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.0433 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.802934 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.62181 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.31848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0987641 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.343446 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.290429 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.650956 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.432477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.363199 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.196878 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.460655 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.160282 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.5953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.693643 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.309971 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.16578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.217834 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0383326 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0440539 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.15038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.195323 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.562823 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.53313 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.792671 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.866708 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.580282 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.722992 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.745857 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.718247 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.11626 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.282572 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.17827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,2),-0.791895 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.605965 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.919498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.592431 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.156061 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-1.07064 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0847801 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.269494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.782785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.634907 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.427001 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.074728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-1.14409 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.164767 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.18402 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.278577 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.134234 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.232975 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.439757 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0842386 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.209817 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.368346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.626237 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.872294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.815688 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.722535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.187177 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.234377 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.294796 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-1.39241 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.239132 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.216864 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.344306 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0882784 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.212081 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.435528 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.149316 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.621532 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.794758 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.643348 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.795859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,11),-0.351223 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.669824 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.854148 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.763424 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.764754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.274255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.312822 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.033495 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.596657 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0743355 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.303698 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.129271 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.260676 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.381731 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.116946 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.389375 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.364794 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.698128 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.571121 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.776244 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.597203 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.821597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.171554 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.22982 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.146397 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-1.06479 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.30033 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.259179 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.455092 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.100296 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.403964 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.341745 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.474539 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0717943 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.237693 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.364747 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.732044 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.796861 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.638795 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.880631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,8),-0.054432 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.280553 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.40572 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.466907 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.353549 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.46456 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.189599 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.26377 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.711961 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.474177 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.723823 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.459883 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.266526 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.151079 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.281949 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.0455108 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.168437 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.536078 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.241689 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.671005 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.770877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,8),0.0190364 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.0744724 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.229805 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.082692 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.482265 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.111348 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.356246 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.45832 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.726543 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.359167 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.717181 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.310287 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.156813 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.681979 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.310622 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.755955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0545947 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.326268 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0658953 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.04067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.349091 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.76945 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.520685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.740237 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.757451 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.870143 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.971345 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.432552 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.64188 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.182229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.140882 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0529504 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0258944 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.49096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.09796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.160908 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.25242 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.67484 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.415823 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.56107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.622797 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.758467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.596105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.86644 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.362015 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.253917 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.634259 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.348948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.541335 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.125176 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.4249 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0248505 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0463005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.176294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0489335 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.0210347 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),0.373 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.219831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-1.04216 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.631689 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.03692 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.660742 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.705795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.32667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.249581 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.57284 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.268972 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.173499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.00730194 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.140362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.20063 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.179784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.27963 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-1.03913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.575916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.890605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.613586 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0486574 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.765356 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.685139 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.05799 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.62876 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.377381 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.517548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.385321 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.75959 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.230858 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.150223 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0482446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.328093 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.253203 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.367761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.00918245 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.556303 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-1.19985 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0278135 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.269819 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.192583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.289911 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.112471 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.59427 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.312468 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.711134 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.524856 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.575329 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.589064 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.477566 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.42767 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.331434 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.357381 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.780105 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.941748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.806991 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.670681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.00653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.701284 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-1.51539 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0147195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.217875 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0942288 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.079595 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.173587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.288315 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0710291 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.970626 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.768992 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.834315 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.798904 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.180304 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.519244 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-1.12815 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0533206 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.745839 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.824563 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.949406 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.762008 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.970408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.743195 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.533074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.722337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.221484 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.106447 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0374497 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.110317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.211658 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0326687 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.158886 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.122218 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.998976 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.647156 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.753524 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.79099 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.81091 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.745301 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.961869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.338755 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-1.14535 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0194225 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.268693 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.308271 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0231259 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.194706 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.298701 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.419853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.0790492 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0982655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),0.196666 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-1.07579 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.721097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.778517 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.712074 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.453258 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.206368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.264568 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.141545 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.220338 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.331106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0623024 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.0890906 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.523647 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.0495228 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-1.02581 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0904153 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0856441 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0942723 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.288438 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.189081 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0579437 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.486214 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.308746 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-1.02436 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.751385 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.554405 # DEPENDENCYPART_GRANDPAR
