# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(3,4),(3,24),(3,32),-0.0436358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,28),(3,31),-0.0617776 # DEPENDENCYPART_TRISIBL
(3,4),(3,28),(3,32),-0.0464093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,31),(3,32),-0.0402808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0495598 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0842621 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.101864 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0272597 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0842621 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.089105 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0272597 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,22),-0.0911465 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,24),-0.0876078 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,28),-0.0610779 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,31),-0.0866211 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,32),-0.0716494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0815593 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.111688 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),0.0140381 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0815593 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0992553 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),0.0140381 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,22),-0.108151 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,24),-0.105184 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,28),-0.103991 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,31),-0.00710854 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,32),-0.0484381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,10),-0.0861688 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0401232 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0817139 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0797966 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0401232 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,22),-0.0845967 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,24),-0.0817449 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,28),-0.0517873 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,31),-0.0607502 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,32),-0.107316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.027259 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0842621 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0889184 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.027259 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,22),-0.0911695 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,24),-0.0876307 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,28),-0.0610781 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,31),-0.0866211 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,32),-0.07173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0678239 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.109294 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0317191 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,22),-0.0401026 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,24),-0.036973 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,28),0.050339 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,31),-0.0670369 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,32),-0.117733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.0797966 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.0401232 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.0845967 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,24),-0.0817449 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,28),-0.0517873 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,31),-0.0607502 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,32),-0.107317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,18),-0.0415579 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,22),-0.0850392 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,24),-0.0820627 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,28),-0.0360109 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,31),-0.0440568 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,32),-0.104557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,22),-0.0401026 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,24),-0.036973 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,28),0.050339 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,31),-0.0670369 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,32),-0.117733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,22),(3,24),-0.0744751 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,28),-0.0410476 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,31),-0.122899 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,32),-0.102105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,24),(3,28),-0.0410473 # DEPENDENCYPART_TRISIBL
(3,5),(3,24),(3,31),-0.117709 # DEPENDENCYPART_TRISIBL
(3,5),(3,24),(3,32),-0.0915065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,28),(3,31),0.0155417 # DEPENDENCYPART_TRISIBL
(3,5),(3,28),(3,32),-0.0284356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,31),(3,32),-0.0402082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.115186 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.136347 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),0.0083778 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.11552 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.190417 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),0.0083778 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0914091 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.0872249 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,28),-0.0919348 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,31),-0.00239863 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,32),-0.0610931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,10),-0.124641 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.0260035 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0981874 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.140552 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0260035 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.08157 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,24),-0.0802725 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,28),-0.0669001 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,31),-0.0683286 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,32),-0.0245855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.008057 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.109187 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.179257 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.008057 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0707465 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,24),-0.0686845 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,28),-0.0646919 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,31),-0.0553451 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,32),-0.0153952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0942234 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.129385 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),0.00354656 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.0405565 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,24),-0.045818 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,28),-0.0190829 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,31),-0.125596 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,32),-0.0654569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,14),-0.140552 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.0262369 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.08157 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,24),-0.0802725 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,28),-0.0669002 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,31),-0.0683286 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,32),-0.0245806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,18),-0.0389284 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,22),-0.0946509 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,24),-0.0933475 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,28),-0.0221474 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,31),-0.0524011 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,32),-0.0885079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,22),-0.0405565 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,24),-0.045818 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,28),-0.0190829 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,31),-0.125596 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,32),-0.0654569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,22),(3,24),-0.10218 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,28),-0.0788077 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,31),-0.0635346 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,32),-0.0465683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,24),(3,28),-0.0786933 # DEPENDENCYPART_TRISIBL
(3,6),(3,24),(3,31),-0.0613933 # DEPENDENCYPART_TRISIBL
(3,6),(3,24),(3,32),-0.03937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,28),(3,31),-0.0412076 # DEPENDENCYPART_TRISIBL
(3,6),(3,28),(3,32),-0.0134315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,31),(3,32),0.00876839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,10),-0.0685616 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0682509 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0544689 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.113501 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0682509 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0885159 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.0951672 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,28),-0.103093 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,31),-0.0940386 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,32),-0.0927134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0494391 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0539023 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.107884 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.0494391 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,22),-0.0586083 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.0649012 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,28),-0.0821118 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,31),-0.0758055 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,32),-0.0541985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),0.0121658 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.0959871 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.0885629 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,22),-0.0591616 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,24),-0.0533179 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,28),-0.0796007 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,31),-0.0157651 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,32),-0.172965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.113501 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.0682505 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,22),-0.0885159 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,24),-0.0951672 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,28),-0.103093 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,31),-0.0940519 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,32),-0.0926976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,18),-0.107282 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,22),-0.12132 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,24),-0.127924 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,28),-0.118697 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,31),-0.120978 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,32),-0.108842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,22),-0.0591616 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,24),-0.0533179 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,28),-0.0796007 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,31),-0.0157651 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,32),-0.172965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,22),(3,24),-0.0787202 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,28),-0.101646 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,31),-0.0814571 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,32),-0.0893335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,24),(3,28),-0.101643 # DEPENDENCYPART_TRISIBL
(3,7),(3,24),(3,31),-0.0897466 # DEPENDENCYPART_TRISIBL
(3,7),(3,24),(3,32),-0.0856747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,28),(3,31),-0.0538273 # DEPENDENCYPART_TRISIBL
(3,7),(3,28),(3,32),-0.0826551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,31),(3,32),-0.0316873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),-0.0255181 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,12),-0.0841728 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.0884617 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,18),-0.0255181 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,22),-0.0881013 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.0845625 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,28),-0.0610283 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,31),-0.0815156 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,32),-0.0375207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.0677346 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,14),-0.108549 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.0308281 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,22),-0.0364747 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,24),-0.0333451 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,28),0.0504175 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,31),-0.0619315 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,32),-0.0984647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,14),-0.0793349 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,18),-0.0392299 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,22),-0.0815378 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,24),-0.078686 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,28),-0.0517434 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,31),-0.0556447 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,32),-0.0848095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,18),-0.0406631 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,22),-0.0819773 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,24),-0.0790008 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,28),-0.0359657 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,31),-0.0389473 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,32),-0.0812687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,22),-0.0364747 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,24),-0.0333451 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,28),0.0504175 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,31),-0.0619315 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,32),-0.0984647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,22),(3,24),-0.0714168 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,28),-0.0410038 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,31),-0.115347 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,32),-0.0777143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,24),(3,28),-0.0410035 # DEPENDENCYPART_TRISIBL
(3,8),(3,24),(3,31),-0.110157 # DEPENDENCYPART_TRISIBL
(3,8),(3,24),(3,32),-0.0671158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,28),(3,31),0.0209246 # DEPENDENCYPART_TRISIBL
(3,8),(3,28),(3,32),0.00036918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,31),(3,32),-0.0151812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.0942256 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),-0.129438 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,18),0.00292576 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,22),-0.0350855 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,24),-0.040347 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,28),-0.0256146 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,31),-0.117609 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,32),-0.0787931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,14),-0.140578 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,18),-0.0268569 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,22),-0.0795923 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,24),-0.0782948 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,28),-0.0733956 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,31),-0.0603411 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,32),-0.0326412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,18),-0.0402201 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,22),-0.0926733 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,24),-0.0913699 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,28),-0.0286427 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,31),-0.0447357 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,32),-0.0987205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,22),-0.0350855 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,24),-0.040347 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,28),-0.0256146 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,31),-0.117609 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,32),-0.0787931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,22),(3,24),-0.100202 # DEPENDENCYPART_TRISIBL
(3,10),(3,22),(3,28),-0.0853144 # DEPENDENCYPART_TRISIBL
(3,10),(3,22),(3,31),-0.0565037 # DEPENDENCYPART_TRISIBL
(3,10),(3,22),(3,32),-0.0514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,24),(3,28),-0.0852001 # DEPENDENCYPART_TRISIBL
(3,10),(3,24),(3,31),-0.0543623 # DEPENDENCYPART_TRISIBL
(3,10),(3,24),(3,32),-0.0442016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,28),(3,31),-0.0347736 # DEPENDENCYPART_TRISIBL
(3,10),(3,28),(3,32),-0.0320893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,31),(3,32),0.00524622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,14),-0.078564 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,18),0.236726 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,22),-0.00896067 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,24),-0.0264355 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,28),-0.025526 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,31),-0.0534264 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,32),-0.0836609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,18),0.151586 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,22),-0.0154835 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,24),-0.0327592 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,28),-0.0578353 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,31),0.0263012 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,32),-0.0799531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,22),-0.0466243 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,24),-0.0639928 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,28),-0.0634208 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,31),-0.0475817 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,32),-0.0735832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,22),(3,24),-0.0302948 # DEPENDENCYPART_TRISIBL
(3,11),(3,22),(3,28),-0.0195298 # DEPENDENCYPART_TRISIBL
(3,11),(3,22),(3,31),0.033044 # DEPENDENCYPART_TRISIBL
(3,11),(3,22),(3,32),0.0213863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,24),(3,28),-0.0190767 # DEPENDENCYPART_TRISIBL
(3,11),(3,24),(3,31),0.0464056 # DEPENDENCYPART_TRISIBL
(3,11),(3,24),(3,32),0.019943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,28),(3,31),0.0116977 # DEPENDENCYPART_TRISIBL
(3,11),(3,28),(3,32),-0.0359804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,31),(3,32),-0.139986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,18),-0.0406624 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,22),-0.0819895 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,24),-0.079013 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,28),-0.0362007 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,31),-0.038974 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,32),-0.083989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,18),(3,22),-0.0364999 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,24),-0.0333703 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,28),0.0499478 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,31),-0.0619581 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,32),-0.100892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,22),(3,24),-0.0714288 # DEPENDENCYPART_TRISIBL
(3,12),(3,22),(3,28),-0.0412391 # DEPENDENCYPART_TRISIBL
