# _root_ Jerome Kern , Tele-Communications ' chief outside counsel , said he was n't aware of Time 's legal plans .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
(12,10),(12,9),(12,6),-0.0940927 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0508417 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),0.112839 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,1),0.112839 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.196727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.0873191 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.0891413 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.0452898 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.123516 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,1),-0.123516 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.00926568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),-0.0847772 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,3),-0.036219 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.0913929 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,1),-0.0913929 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.0529916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,3),-0.037523 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.0920906 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,1),-0.0920906 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.0338927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,3),(12,2),0.112839 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,1),0.112839 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,-1),-0.196727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,1),-0.123516 # DEPENDENCYPART_TRISIBL
(12,10),(12,2),(12,-1),-0.00926468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,1),(12,-1),-0.00926468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),-0.0415232 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,6),-0.0376017 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,3),0.067686 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),-0.167965 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,1),-0.167965 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.0169109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,6),-0.0575744 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,3),0.252675 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,2),-0.174277 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,1),-0.174277 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.0294002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,3),0.252675 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,2),-0.174286 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,1),-0.174286 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,-1),-0.02434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,3),(12,2),-0.240597 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,1),-0.240597 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,-1),-0.172648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,1),-0.167965 # DEPENDENCYPART_TRISIBL
(12,9),(12,2),(12,-1),-0.0166616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,1),(12,-1),-0.0166634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.0444809 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.064269 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.201077 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,1),-0.201252 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.103719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,3),-0.0657762 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.200902 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,1),-0.201077 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),-0.098818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),-0.220807 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,1),-0.220982 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.188743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,1),-0.274565 # DEPENDENCYPART_TRISIBL
(12,8),(12,2),(12,-1),-0.136001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,1),(12,-1),-0.136358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,3),-0.0710438 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.0944271 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,1),-0.0944271 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.10361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.049152 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,1),-0.049152 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.233428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,1),-0.0965079 # DEPENDENCYPART_TRISIBL
(12,7),(12,2),(12,-1),-0.109118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,1),(12,-1),-0.109118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.0591626 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),-0.0591626 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.231656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),-0.104912 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.0993341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.0993341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),-0.167965 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.0166616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.0166634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.136739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.108293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.134438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.083024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.149738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.234546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.088607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.0597594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.10506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.201737 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,18),-0.0493219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.149692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.147169 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.149955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,21),-0.231812 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,21),-0.155083 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0876603 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0811751 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0874272 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0525938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,18),-0.0808908 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0564065 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.0999768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0624106 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,21),-0.110651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,21),-0.102129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,18),-0.0202746 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.0297595 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.00102919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0250754 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,21),-0.123449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,21),-0.00206783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),-0.0845084 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,21),-0.0494319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,21),-0.0973731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,21),-0.101523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,9),-0.17242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.15152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,2),-0.151083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.177207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.146829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,2),-0.14627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.284797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,2),-0.159296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.0753238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,2),(13,-1),-0.0785452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.0585098 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,2),-0.0585098 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.102327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,2),-0.0896884 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.0994388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,2),(13,-1),-0.0994388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,2),-0.0114845 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.0124403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,2),(13,-1),-0.0120683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,2),(13,-1),-0.140397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.0833439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.0733892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.100109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.134835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.0640872 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,18),-0.100439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.155485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.084983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.052341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.143187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.127097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.0756876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.0934853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,21),-0.0726029 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,21),-0.182059 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,18),-0.0356569 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0328515 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.073018 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.0410631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0264019 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.0833557 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.111681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0728744 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,21),-0.0421787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.100313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0842894 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.0619348 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.0594386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0869747 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.0802145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),-0.0704594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),-0.0853901 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,21),-0.0755624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,21),-0.0949612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),-0.0924911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,11),-0.0868946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.0720112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,6),-0.123936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.290448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,8),-0.10286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,6),-0.0953737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.175391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,6),-0.0983699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.0923928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,6),(14,-1),-0.202807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,8),-0.0778313 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,6),-0.0738802 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.165901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,6),-0.0802838 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.141952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,6),(14,-1),-0.175626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,6),-0.0975858 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.0789243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,6),(14,-1),-0.067493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,6),(14,-1),-0.14494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,18),-0.0763262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.0262987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),0.413978 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),0.0036316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),0.0622649 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,21),0.393922 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,18),(15,19),-0.127945 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.027597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,21),-0.0521359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,21),-0.0528767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.062471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.33679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,-1),-0.277844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,-1),-0.0754568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.157048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.156874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),0.0812772 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.180114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0782371 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,21),-0.0824201 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0423519 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.119168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,21),-0.081176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,21),-0.0874993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.221255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.225512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.138999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.097735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.198395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.167487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.188621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,11),-0.148619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.225846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,-1),-0.0931529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0817381 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.0709912 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.228768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,11),-0.0855922 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.147711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,-1),-0.199011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,11),-0.0667922 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.097629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,-1),-0.0122157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,-1),-0.199592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,20),(17,21),-0.272753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,19),(18,21),-0.0892607 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.133519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.139574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.169537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.105241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.40523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,14),-0.134158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.185813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.114605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.0975906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,13),-0.229771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,8),-0.0596501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.215797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,8),-0.0720069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.283673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,-1),-0.0915152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,14),-0.101743 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.0923027 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),-0.104445 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.1123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,13),-0.0919874 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,8),-0.096734 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.112833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,8),-0.0870086 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.11705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,-1),-0.1123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,13),-0.0862995 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,8),-0.138735 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.135107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,8),-0.155293 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.160302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,-1),-0.0855895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,8),-0.0989678 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.122193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,8),(18,-1),-0.144055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,8),(18,-1),-0.141945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.176476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,17),-0.10838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.191127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.199253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.207925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.197253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.184861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.168531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.262624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.216995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.177349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.15409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,9),-0.154454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.400877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.214048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.130438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.171996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,9),-0.231968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.161864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.218859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.22625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
