# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(9,13),(9,16),(9,17),-0.0674467 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,19),-0.0469332 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,21),-0.0674514 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,22),-0.0730064 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,23),-0.0160811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,19),-0.039279 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,21),-0.0838999 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,22),-0.0766966 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,23),-0.0952617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,19),(9,21),-0.0773404 # DEPENDENCYPART_TRISIBL
(9,13),(9,19),(9,22),-0.0559865 # DEPENDENCYPART_TRISIBL
(9,13),(9,19),(9,23),-0.165123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,21),(9,22),-0.0761844 # DEPENDENCYPART_TRISIBL
(9,13),(9,21),(9,23),-0.0979592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,22),(9,23),-0.115412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,19),-0.0334334 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,21),-0.0667583 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,22),-0.0814877 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,23),-0.0494674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,19),(9,21),-0.0115779 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,22),-0.112365 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,23),0.0379047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,21),(9,22),-0.0814209 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,23),-0.0488508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,23),-0.0410641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,19),(9,21),-0.0796651 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,22),-0.0735843 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,23),0.000365977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,21),(9,22),-0.0966958 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,23),-0.0767985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,23),0.0334083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,21),(9,22),-0.0543264 # DEPENDENCYPART_TRISIBL
(9,19),(9,21),(9,23),-0.0944749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,22),(9,23),-0.200125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,22),(9,23),0.0323384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,-1),-0.192389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.11281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.0785848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.111022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.110848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.125391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.0559466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.11004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),-0.120734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,21),-0.0631358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,22),-0.0843457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.0715228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),0.0801832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.130579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.022103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.0366547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),0.00637385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.00342224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),-0.033456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,21),-0.000139887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,22),-0.0302438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,23),0.000711257 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.108536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.0383161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.053512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.0793841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.107757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),-0.0502806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,21),-0.0887874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,22),-0.119446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.0537677 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.131498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.14604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.0631524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.10897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.141384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,21),-0.0703416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,22),-0.0821397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,23),-0.104333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.0428926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),-0.00705443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.00350388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.0396939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,21),-0.0135682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,22),-0.0196299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),0.0095685 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.00964958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.00535545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,20),-0.0392456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,21),-0.0161633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,22),-0.0340102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,23),0.0294393 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,19),0.00791267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,20),-0.0453053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,21),-0.0157344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,22),0.0142338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,23),0.0447718 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,20),-0.248965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,21),-0.149936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,22),-0.07472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,23),-0.134463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,20),(10,21),-0.0149887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,22),-0.0269695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,23),0.00894203 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,21),(10,22),0.0104769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,21),(10,23),0.0578603 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,22),(10,23),-0.137753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0841675 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0698055 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0852225 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0852208 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0909931 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0996733 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,20),-0.0852208 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,21),-0.0909938 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,22),0.000785245 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,23),-0.0744972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0696663 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0812915 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0812898 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0897187 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0993871 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0812898 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,21),-0.0897194 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,22),-0.0451952 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.0808197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.077754 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0777522 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0824843 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0905961 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),-0.0777522 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,21),-0.0824851 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,22),-0.0418791 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,23),-0.0822828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0852208 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.0909931 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0996733 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),-0.0852208 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,21),-0.0909938 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,22),0.000776693 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),-0.0744875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0909931 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.0996733 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,20),-0.0852208 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,21),-0.0909938 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,22),0.000785335 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,23),-0.0773779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,19),-0.101066 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,20),-0.0804817 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,21),-0.0838096 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,22),0.00140509 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,23),-0.0998583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,20),-0.0780761 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,21),-0.0953975 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,22),-0.0455303 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,23),-0.0786471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,20),(10,21),-0.0909938 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,22),0.000788644 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,23),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,21),(10,22),0.00140509 # DEPENDENCYPART_TRISIBL
(10,11),(10,21),(10,23),-0.0998583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,22),(10,23),-0.11218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0671615 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.108306 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.110877 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0756027 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),0.0383696 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,20),-0.110885 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,21),-0.074368 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,22),-0.0615818 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,23),0.0176566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.117046 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.119626 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.0843331 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0132999 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,20),-0.119635 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,21),-0.0831347 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,22),-0.0877766 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,23),-0.0168295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.131892 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,17),-0.0747843 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.00802002 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,20),-0.131901 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,21),-0.0735733 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,22),-0.0523275 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,23),0.0265643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.0743634 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.00802002 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,20),-0.131881 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,21),-0.0731524 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,22),-0.0523225 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,23),0.0230262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,19),-0.0101022 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,20),-0.120578 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,21),-0.103926 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,22),-0.0605213 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,23),0.0162493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,20),-0.209861 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,21),-0.0526672 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,22),-0.122567 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,23),-0.035274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,20),(10,21),-0.0731524 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,22),-0.0523225 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,23),0.0230059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,21),(10,22),-0.0603895 # DEPENDENCYPART_TRISIBL
(10,12),(10,21),(10,23),0.0173708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,22),(10,23),0.06438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0526609 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0522361 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0891524 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.0503403 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.0522348 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,21),-0.0891627 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,22),-0.0677825 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,23),-0.0683791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0805838 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),-0.0306304 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0304749 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.0805847 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,21),-0.0306404 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,22),-0.0896402 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),-0.0101228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),-0.0306242 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),-0.0304751 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,20),-0.0805847 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,21),-0.0306342 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,22),-0.089661 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,23),-0.0142294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,19),-0.0125507 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,20),-0.0604519 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,21),-0.0699017 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,22),-0.0912487 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,23),-0.0379437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,20),0.0639019 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,21),-0.0945327 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,22),-0.0239473 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,23),-0.142248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,20),(10,21),-0.0306342 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,22),-0.0896302 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,23),-0.0142218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,21),(10,22),-0.0907365 # DEPENDENCYPART_TRISIBL
(10,13),(10,21),(10,23),-0.0446316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,22),(10,23),-0.0406262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.085879 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.0933178 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0984508 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.085879 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,21),-0.0933186 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,22),0.00680815 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,23),-0.103712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.0933178 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.0984508 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,20),-0.0858789 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,21),-0.0933186 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,22),0.0068168 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,23),-0.106602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,19),-0.0996777 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,20),-0.0821719 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,21),-0.0862888 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,22),0.00536905 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,23),-0.117946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),-0.0789354 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,21),-0.100331 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,22),-0.0409696 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,23),-0.0934949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,20),(10,21),-0.0933186 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,22),0.00682011 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,23),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,21),(10,22),0.00536905 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,23),-0.117946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,22),(10,23),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0686704 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.00813414 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,20),-0.13115 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,21),-0.0674594 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,22),-0.056908 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,23),-0.00804462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,19),-0.0101725 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,20),-0.119761 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,21),-0.0986817 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,22),-0.0669496 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,23),-0.0291151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),-0.208277 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,21),-0.0474266 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,22),-0.127161 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,23),-0.0544727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,20),(10,21),-0.0674594 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,22),-0.056908 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,23),-0.00806496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,21),(10,22),-0.0668178 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,23),-0.0279936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,22),(10,23),0.0279248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,19),-0.0100336 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,20),-0.119531 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,21),-0.101408 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,22),-0.06242 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,23),-0.0398948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,20),-0.208048 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,21),-0.0481683 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,22),-0.126051 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,23),-0.0633202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,20),(10,21),-0.0701675 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,22),-0.0557998 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,23),-0.0126828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,21),(10,22),-0.0622882 # DEPENDENCYPART_TRISIBL
(10,16),(10,21),(10,23),-0.0387733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,22),(10,23),0.0103295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,19),(10,20),-0.0274932 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,21),-0.047474 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,22),-0.105175 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,23),-0.090263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,20),(10,21),-0.0865324 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,22),-0.0195098 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,23),-0.0649191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,21),(10,22),-0.118081 # DEPENDENCYPART_TRISIBL
