# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(33,30),(33,18),(33,16),-0.18906 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,14),-0.0130558 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,13),-0.0483595 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,11),-0.0330929 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,10),-0.099817 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,8),-0.187575 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,6),-0.0966212 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,3),-0.174395 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,2),-0.163188 # DEPENDENCYPART_TRISIBL
(33,30),(33,18),(33,-1),0.0288651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,17),(33,16),-0.17233 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,14),0.0279655 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,13),-0.0442143 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,11),-0.0183442 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,10),-0.133436 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,8),-0.170062 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,6),-0.130231 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,3),-0.157347 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,2),-0.145675 # DEPENDENCYPART_TRISIBL
(33,30),(33,17),(33,-1),0.00646372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,16),(33,14),-0.0597103 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,13),-0.0327064 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,11),-0.0356664 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,10),-0.113003 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,8),-0.23329 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,6),-0.109807 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,3),-0.217472 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,2),-0.201454 # DEPENDENCYPART_TRISIBL
(33,30),(33,16),(33,-1),-0.0822216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,14),(33,13),-0.0344697 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,11),-0.0198541 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,10),-0.0965125 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,8),-0.168029 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,6),-0.0933167 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,3),-0.154847 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,2),-0.143642 # DEPENDENCYPART_TRISIBL
(33,30),(33,14),(33,-1),-0.00715103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,13),(33,11),0.0386276 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,10),0.0717671 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,8),-0.25503 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,6),0.0766996 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,3),-0.239822 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,2),-0.222256 # DEPENDENCYPART_TRISIBL
(33,30),(33,13),(33,-1),-0.135514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,11),(33,10),-0.133458 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,8),-0.167178 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,6),-0.130253 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,3),-0.154462 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,2),-0.14279 # DEPENDENCYPART_TRISIBL
(33,30),(33,11),(33,-1),-0.0140991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,10),(33,8),-0.20761 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,6),-0.0834398 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,3),-0.194428 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,2),-0.183224 # DEPENDENCYPART_TRISIBL
(33,30),(33,10),(33,-1),-0.0722187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,8),(33,6),-0.109706 # DEPENDENCYPART_TRISIBL
(33,30),(33,8),(33,3),-0.220709 # DEPENDENCYPART_TRISIBL
(33,30),(33,8),(33,2),-0.204692 # DEPENDENCYPART_TRISIBL
(33,30),(33,8),(33,-1),-0.0897928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,6),(33,3),-0.194424 # DEPENDENCYPART_TRISIBL
(33,30),(33,6),(33,2),-0.18322 # DEPENDENCYPART_TRISIBL
(33,30),(33,6),(33,-1),-0.0714979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,3),(33,2),-0.204619 # DEPENDENCYPART_TRISIBL
(33,30),(33,3),(33,-1),-0.0787765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,30),(33,2),(33,-1),-0.0865649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,28),(33,27),-0.0643697 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,26),-0.0649662 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,25),-0.159088 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,24),-0.0450411 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,23),-0.174824 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,22),-0.0680455 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,21),-0.117784 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,20),-0.151831 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,19),-0.0190056 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,18),-0.00453123 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,17),-0.0450411 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,16),-0.174824 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,14),-0.0294068 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,13),-0.0643697 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,11),-0.0281401 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,10),-0.0960054 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,8),-0.173507 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,6),-0.0928096 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,3),-0.160325 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,2),-0.14912 # DEPENDENCYPART_TRISIBL
(33,29),(33,28),(33,-1),0.108241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,27),(33,26),-0.104032 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,25),-0.232987 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,24),0.0128754 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,23),-0.25821 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,22),-0.107111 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,21),-0.102151 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,20),-0.224781 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,19),0.0299646 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,18),-0.0276171 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,17),0.0128754 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,16),-0.25821 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,14),0.0548533 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,13),-0.0946687 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,11),0.0388852 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,10),0.0732176 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,8),-0.254286 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,6),0.0781501 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,3),-0.239078 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,2),-0.221512 # DEPENDENCYPART_TRISIBL
(33,29),(33,27),(33,-1),-0.147377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,26),(33,25),-0.147194 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,24),-0.0319944 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,23),-0.159034 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,22),-0.064095 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,21),-0.104927 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,20),-0.13597 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,19),-0.0189044 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,18),0.00110135 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,17),-0.0319944 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,16),-0.159034 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,14),-0.0175578 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,13),-0.0259163 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,11),-0.0158361 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,10),-0.0878468 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,8),-0.157635 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,6),-0.08465 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,3),-0.144452 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,2),-0.133248 # DEPENDENCYPART_TRISIBL
(33,29),(33,26),(33,-1),-0.0946233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,25),(33,24),-0.0473492 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,23),-0.232211 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,22),-0.0638421 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,21),-0.140582 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,20),-0.20811 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,19),-0.0315535 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,18),0.0104858 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,17),-0.0473492 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,16),-0.232211 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,14),-0.0584389 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,13),-0.0318341 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,11),-0.0346208 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,10),-0.111933 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,8),-0.232383 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,6),-0.108737 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,3),-0.216564 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,2),-0.200547 # DEPENDENCYPART_TRISIBL
(33,29),(33,25),(33,-1),-0.107106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,24),(33,23),-0.171548 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,22),-0.0760989 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,21),-0.0799769 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,20),-0.147606 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,19),0.0111944 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,18),-0.000528698 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,17),-0.0339873 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,16),-0.171548 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,14),0.0284201 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,13),-0.0425276 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,11),-0.018079 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,10),-0.132013 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,8),-0.16928 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,6),-0.128808 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,3),-0.156565 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,2),-0.144893 # DEPENDENCYPART_TRISIBL
(33,29),(33,24),(33,-1),-0.0148101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,23),(33,22),-0.0814795 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,21),-0.140582 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,20),-0.207656 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,19),-0.0304645 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,18),0.0126327 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,17),-0.0478794 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,16),-0.231757 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,14),-0.0596646 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,13),-0.0318341 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,11),-0.0351509 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,10),-0.112033 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,8),-0.231929 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,6),-0.108837 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,3),-0.216111 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,2),-0.200093 # DEPENDENCYPART_TRISIBL
(33,29),(33,23),(33,-1),-0.0981593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,22),(33,21),-0.104927 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,20),-0.135203 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,19),-0.0189044 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,18),0.00110135 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,17),-0.035333 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,16),-0.158267 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,14),-0.0175578 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,13),-0.0259087 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,11),-0.0191747 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,10),-0.0878468 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,8),-0.156868 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,6),-0.08465 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,3),-0.143685 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,2),-0.132481 # DEPENDENCYPART_TRISIBL
(33,29),(33,22),(33,-1),-0.0939447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,21),(33,20),-0.15071 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,19),-0.0257615 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,18),0.00510642 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,17),-0.0914335 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,16),-0.173701 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,14),-0.0528613 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,13),-0.0304958 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,11),-0.0745659 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,10),-0.110658 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,8),-0.172385 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,6),-0.107462 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,3),-0.159262 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,2),-0.142287 # DEPENDENCYPART_TRISIBL
(33,29),(33,21),(33,-1),-0.0736284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,20),(33,19),-0.0316114 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,18),0.0136819 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,17),-0.048188 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,16),-0.236089 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,14),-0.0584433 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,13),-0.0318341 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,11),-0.0354596 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,10),-0.112214 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,8),-0.236261 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,6),-0.109018 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,3),-0.220443 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,2),-0.204425 # DEPENDENCYPART_TRISIBL
(33,29),(33,20),(33,-1),-0.106025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,19),(33,18),-0.00449596 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,17),-0.0476159 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,16),-0.158705 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,14),-0.0457692 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,13),-0.0429382 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,11),-0.0267501 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,10),-0.0997104 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,8),-0.161224 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,6),-0.0965147 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,3),-0.148041 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,2),-0.136839 # DEPENDENCYPART_TRISIBL
(33,29),(33,19),(33,-1),-0.0696068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,18),(33,17),-0.0498036 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,16),-0.188412 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,14),-0.0130152 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,13),-0.0475016 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,11),-0.0328278 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,10),-0.0982584 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,8),-0.186927 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,6),-0.0950627 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,3),-0.173746 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,2),-0.16254 # DEPENDENCYPART_TRISIBL
(33,29),(33,18),(33,-1),0.02012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,17),(33,16),-0.171548 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,14),0.0284201 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,13),-0.0425276 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,11),-0.018079 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,10),-0.132013 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,8),-0.16928 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,6),-0.128808 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,3),-0.156565 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,2),-0.144893 # DEPENDENCYPART_TRISIBL
(33,29),(33,17),(33,-1),-0.0148101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,16),(33,14),-0.0596646 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,13),-0.0318341 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,11),-0.0351509 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,10),-0.112033 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,8),-0.231929 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,6),-0.108837 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,3),-0.216111 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,2),-0.200093 # DEPENDENCYPART_TRISIBL
(33,29),(33,16),(33,-1),-0.0981593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,14),(33,13),-0.0336118 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,11),-0.019589 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,10),-0.0949539 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,8),-0.167293 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,6),-0.0917581 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,3),-0.15411 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,2),-0.142905 # DEPENDENCYPART_TRISIBL
(33,29),(33,14),(33,-1),-0.0190132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,13),(33,11),0.0388852 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,10),0.0732176 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,8),-0.254286 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,6),0.0781501 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,3),-0.239078 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,2),-0.221512 # DEPENDENCYPART_TRISIBL
(33,29),(33,13),(33,-1),-0.147377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,11),(33,10),-0.132035 # DEPENDENCYPART_TRISIBL
(33,29),(33,11),(33,8),-0.166396 # DEPENDENCYPART_TRISIBL
(33,29),(33,11),(33,6),-0.128831 # DEPENDENCYPART_TRISIBL
(33,29),(33,11),(33,3),-0.153681 # DEPENDENCYPART_TRISIBL
(33,29),(33,11),(33,2),-0.142008 # DEPENDENCYPART_TRISIBL
(33,29),(33,11),(33,-1),-0.0353729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,10),(33,8),-0.206874 # DEPENDENCYPART_TRISIBL
(33,29),(33,10),(33,6),-0.0818852 # DEPENDENCYPART_TRISIBL
(33,29),(33,10),(33,3),-0.193691 # DEPENDENCYPART_TRISIBL
(33,29),(33,10),(33,2),-0.182487 # DEPENDENCYPART_TRISIBL
(33,29),(33,10),(33,-1),-0.0835506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,8),(33,6),-0.108737 # DEPENDENCYPART_TRISIBL
(33,29),(33,8),(33,3),-0.219348 # DEPENDENCYPART_TRISIBL
(33,29),(33,8),(33,2),-0.203331 # DEPENDENCYPART_TRISIBL
(33,29),(33,8),(33,-1),-0.105731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,6),(33,3),-0.193687 # DEPENDENCYPART_TRISIBL
(33,29),(33,6),(33,2),-0.182483 # DEPENDENCYPART_TRISIBL
(33,29),(33,6),(33,-1),-0.0828298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,3),(33,2),-0.203258 # DEPENDENCYPART_TRISIBL
(33,29),(33,3),(33,-1),-0.0947142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,29),(33,2),(33,-1),-0.102503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,27),(33,26),-0.0673906 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,25),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,24),-0.122974 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,23),-0.0848421 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,22),-0.0673906 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,21),-0.0768844 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,20),-0.0848525 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,19),-0.0680234 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,18),-0.071275 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,17),-0.122974 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,16),-0.0848421 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,14),-0.0750863 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,13),-0.076288 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,11),-0.12294 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,10),-0.0835831 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,8),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,6),-0.0835831 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,3),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,2),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,27),(33,-1),-0.0933132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,26),(33,25),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,24),-0.092654 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,23),-0.0823814 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,22),-0.0673625 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,21),-0.0767909 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,20),-0.0823944 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,19),-0.0680211 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,18),-0.071275 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,17),-0.092654 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,16),-0.0823814 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,14),-0.0728343 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,13),-0.076288 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,11),-0.0926249 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,10),-0.082495 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,8),-0.0823762 # DEPENDENCYPART_TRISIBL
