# _root_ Two old friends , George Bush and Deng Xiaoping , are trying to limit further damage to U.S.-China ties .
#goldHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
#predictedHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
(7,9),(7,12),(7,14),-0.065913 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.0723612 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,16),-0.0935802 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.0935556 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.0802231 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,21),-0.0424936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.0723612 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,16),-0.0935802 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.0935556 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.0802261 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,21),-0.0457873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,16),-0.112145 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,19),-0.112121 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,20),-0.118746 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,21),-0.0208607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,19),-0.113869 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,20),-0.1472 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,21),-0.0359428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,20),-0.1472 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,21),-0.0361798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,20),(7,21),-0.124682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.0671655 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0672714 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0687292 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,16),-0.0732457 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.0732417 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,20),0.0378353 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,21),-0.0817748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,14),-0.0667709 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.068728 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,16),-0.0731671 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.0731631 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,20),0.0357555 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,21),-0.0806156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.068728 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,16),-0.0731671 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.0731631 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,20),0.0320834 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,21),-0.0799028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,16),-0.0561527 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,19),-0.0561488 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,20),-0.0728162 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,21),-0.0168756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,19),-0.102044 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,20),-0.0898761 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,21),-0.0501382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,19),(7,20),-0.0898761 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,21),-0.0492396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,20),(7,21),-0.171713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,14),-0.138225 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.0571302 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,16),-0.0713432 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,19),-0.0713404 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,20),-0.0999919 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,21),-0.0676714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.0571302 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,16),-0.0713407 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.0713379 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,20),-0.098384 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.0673236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,16),-0.0684037 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,19),-0.0684008 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,20),-0.00074643 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,21),-0.115649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,19),-0.0941809 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,20),0.101942 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,21),-0.112453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,19),(7,20),0.101944 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,21),-0.112449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,20),(7,21),0.099439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.0569553 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,16),-0.0765495 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,19),-0.0765466 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.0900488 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,21),-0.0854693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,16),-0.0736131 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,19),-0.0736102 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,20),0.00284389 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,21),-0.140023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,16),(7,19),-0.0990364 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,20),0.105556 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,21),-0.131832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,19),(7,20),0.105558 # DEPENDENCYPART_TRISIBL
(7,12),(7,19),(7,21),-0.131828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,20),(7,21),0.0386684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,15),(7,16),-0.0740014 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,19),-0.0739985 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,20),0.00341568 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,21),-0.127249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,16),(7,19),-0.0994299 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,20),0.10613 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,21),-0.119636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,19),(7,20),0.106133 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,21),-0.119631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,20),(7,21),0.0589978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,16),(7,19),0.0677702 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,20),-0.120593 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,21),-0.091206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,19),(7,20),-0.120593 # DEPENDENCYPART_TRISIBL
(7,15),(7,19),(7,21),-0.0912061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,20),(7,21),-0.135088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,19),(7,20),-0.147522 # DEPENDENCYPART_TRISIBL
(7,16),(7,19),(7,21),-0.0393498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,20),(7,21),-0.12785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,20),(7,21),-0.123559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0812073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.00498077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.0822157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),0.00336867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.0977352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),0.0787674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.000452131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.0775084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),0.00336872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.0972242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),0.0680826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.0563937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.142716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.0344844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),0.00336872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.0972242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),0.0634814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.129203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),0.0690882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),0.00702048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.152423 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.148269 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),0.039145 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0052861 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.067001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),0.117361 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),0.0359848 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.122404 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.239051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),0.0391574 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0052861 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.0658508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.00952284 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.0075561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.0871034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),0.119004 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),0.0401635 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.122402 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.236519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),0.0474802 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.00528241 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.0623566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.00952093 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.00672263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.0882303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),0.0661886 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),-0.0667779 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.00184419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.0601331 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),0.0673482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),0.0625927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.00952252 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.00644544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0888904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.0180138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.104845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.115624 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,21),-0.104728 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,21),-0.130688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.139512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.170242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.154005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.055896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,20),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),-0.680489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.118604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.104459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.143775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.0612402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,21),-0.104726 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,14),-0.0957578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.140595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.0656429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),-0.0967195 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),-0.141185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.0611039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,21),-0.0896973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,20),-0.11644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,21),-0.115566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,20),(9,21),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0601095 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0602237 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0200779 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),-0.0768649 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,21),-0.0705636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,14),-0.0599471 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0200386 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),-0.0796525 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.0618544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.0200386 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,20),-0.0846242 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,21),-0.0613073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,20),-0.240184 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,21),-0.099874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,20),(9,21),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,14),-0.123498 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0589912 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.122718 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,21),-0.104831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,16),-0.0589887 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,20),-0.12111 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,21),-0.104457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,20),-0.046161 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,21),-0.109937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,20),(9,21),-0.0474168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,16),-0.0701178 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,20),-0.11491 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,21),-0.124533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,20),-0.04359 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,21),-0.133885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,20),(9,21),-0.100844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,20),-0.0430158 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,21),-0.121605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,20),(9,21),-0.0849981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,20),(9,21),-0.0406575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.168919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.198471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.190436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.177908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.190938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.109667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.167035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.0579862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.0505186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),0.0544917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.0511461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),0.0170792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.155871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.194706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.177601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.195208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.109667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.160491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.177955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),-0.188308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.109667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.16379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.0753196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.304668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.399755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.109667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.169894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,-1),-0.110771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0401914 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0417748 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0681337 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0416229 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.00351301 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.26453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0463409 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.16225 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.0460807 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),0.0487158 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.103713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.161146 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,3),-0.0395725 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),0.048691 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.110738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.154599 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),0.0233458 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.23676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),0.0487158 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.108437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,-1),-0.0820667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),0.00651937 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.0408628 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),0.00651994 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.0104465 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.142873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.0408628 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,3),0.00652012 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0104465 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.142872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),0.260174 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),-0.0912175 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.234547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.0104465 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.142872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,-1),-0.16334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.160133 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,3),-0.0382993 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),0.0486529 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.117118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.151938 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),0.0233095 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.237141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),0.0486777 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.114817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,-1),-0.0807619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,3),-0.151459 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,2),0.0316325 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.241873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),0.0652892 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.118956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,-1),-0.0872051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),0.0580078 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.123196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,-1),-0.185459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
