# _root_ The opening credits are being redone , Mr. Nelson said , `` to make Teddy 's situation clear to viewers who have not been with us since the beginning .
#goldHeads=3,3,4,0,4,5,10,9,10,6,10,6,14,6,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
#predictedHeads=3,3,4,0,4,5,10,9,10,4,10,10,14,10,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
(6,10),(8,9),0.204594 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.413901 # DEPENDENCYPART_HEADBIGRAM
(6,10),(14,9),0.0538729 # DEPENDENCYPART_HEADBIGRAM
(6,10),(22,9),0.0542151 # DEPENDENCYPART_HEADBIGRAM
(6,11),(0,10),-0.168902 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0611245 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0509495 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0539653 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.160512 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.112304 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.114653 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.103954 # DEPENDENCYPART_HEADBIGRAM
(6,11),(22,10),0.11213 # DEPENDENCYPART_HEADBIGRAM
(6,11),(24,10),0.10458 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.0758169 # DEPENDENCYPART_HEADBIGRAM
(6,12),(3,11),-0.0757557 # DEPENDENCYPART_HEADBIGRAM
(6,12),(4,11),-0.0737302 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0704825 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.100982 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.0911907 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.103508 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.095773 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.0835875 # DEPENDENCYPART_HEADBIGRAM
(6,12),(22,11),0.0838397 # DEPENDENCYPART_HEADBIGRAM
(6,13),(2,12),-0.0560123 # DEPENDENCYPART_HEADBIGRAM
(6,13),(4,12),-0.0560118 # DEPENDENCYPART_HEADBIGRAM
(6,13),(5,12),-0.0560118 # DEPENDENCYPART_HEADBIGRAM
(6,13),(6,12),0.10944 # DEPENDENCYPART_HEADBIGRAM
(6,13),(9,12),0.11049 # DEPENDENCYPART_HEADBIGRAM
(6,13),(10,12),0.110447 # DEPENDENCYPART_HEADBIGRAM
(6,13),(14,12),0.0983415 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.098339 # DEPENDENCYPART_HEADBIGRAM
(6,13),(17,12),0.098339 # DEPENDENCYPART_HEADBIGRAM
(6,13),(22,12),0.0983415 # DEPENDENCYPART_HEADBIGRAM
(6,14),(4,13),-0.087949 # DEPENDENCYPART_HEADBIGRAM
(6,14),(5,13),-0.08657 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.0752169 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.067498 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0777267 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.313464 # DEPENDENCYPART_HEADBIGRAM
(6,14),(17,13),0.0944225 # DEPENDENCYPART_HEADBIGRAM
(6,14),(18,13),0.114859 # DEPENDENCYPART_HEADBIGRAM
(6,14),(22,13),0.0735102 # DEPENDENCYPART_HEADBIGRAM
(6,15),(0,14),-0.00345492 # DEPENDENCYPART_HEADBIGRAM
(6,15),(2,14),-0.0712321 # DEPENDENCYPART_HEADBIGRAM
(6,15),(4,14),-0.0704826 # DEPENDENCYPART_HEADBIGRAM
(6,15),(5,14),-0.068914 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.111855 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0874431 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0908775 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.11203 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.103101 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.083747 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.0949124 # DEPENDENCYPART_HEADBIGRAM
(6,17),(17,16),0.0439678 # DEPENDENCYPART_HEADBIGRAM
(6,17),(18,16),0.100425 # DEPENDENCYPART_HEADBIGRAM
(6,17),(20,16),0.092867 # DEPENDENCYPART_HEADBIGRAM
(6,18),(5,17),-0.0459859 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.115366 # DEPENDENCYPART_HEADBIGRAM
(6,18),(9,17),0.0837184 # DEPENDENCYPART_HEADBIGRAM
(6,18),(13,17),0.117608 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.120371 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0857186 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.117207 # DEPENDENCYPART_HEADBIGRAM
(6,18),(20,17),0.0698475 # DEPENDENCYPART_HEADBIGRAM
(6,18),(22,17),0.106679 # DEPENDENCYPART_HEADBIGRAM
(6,18),(24,17),0.107743 # DEPENDENCYPART_HEADBIGRAM
(6,19),(2,18),-0.0572634 # DEPENDENCYPART_HEADBIGRAM
(6,19),(6,18),0.0928507 # DEPENDENCYPART_HEADBIGRAM
(6,19),(10,18),0.121164 # DEPENDENCYPART_HEADBIGRAM
(6,19),(14,18),0.120682 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),0.109714 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.10864 # DEPENDENCYPART_HEADBIGRAM
(6,19),(19,18),0.133793 # DEPENDENCYPART_HEADBIGRAM
(6,19),(20,18),0.0965448 # DEPENDENCYPART_HEADBIGRAM
(6,19),(22,18),0.109625 # DEPENDENCYPART_HEADBIGRAM
(6,19),(24,18),0.109775 # DEPENDENCYPART_HEADBIGRAM
(6,20),(5,19),-0.0282654 # DEPENDENCYPART_HEADBIGRAM
(6,20),(6,19),0.09789 # DEPENDENCYPART_HEADBIGRAM
(6,20),(10,19),0.135295 # DEPENDENCYPART_HEADBIGRAM
(6,20),(13,19),0.140533 # DEPENDENCYPART_HEADBIGRAM
(6,20),(14,19),0.135806 # DEPENDENCYPART_HEADBIGRAM
(6,20),(17,19),0.142403 # DEPENDENCYPART_HEADBIGRAM
(6,20),(18,19),0.101244 # DEPENDENCYPART_HEADBIGRAM
(6,20),(20,19),0.229853 # DEPENDENCYPART_HEADBIGRAM
(6,20),(22,19),0.125252 # DEPENDENCYPART_HEADBIGRAM
(6,20),(23,19),0.0844436 # DEPENDENCYPART_HEADBIGRAM
(6,22),(22,21),0.323677 # DEPENDENCYPART_HEADBIGRAM
(6,22),(23,21),0.094933 # DEPENDENCYPART_HEADBIGRAM
(6,22),(24,21),0.132926 # DEPENDENCYPART_HEADBIGRAM
(6,22),(25,21),0.109297 # DEPENDENCYPART_HEADBIGRAM
(6,22),(27,21),0.11141 # DEPENDENCYPART_HEADBIGRAM
(6,22),(29,21),0.0962964 # DEPENDENCYPART_HEADBIGRAM
(6,24),(10,23),0.0794652 # DEPENDENCYPART_HEADBIGRAM
(6,24),(13,23),0.104837 # DEPENDENCYPART_HEADBIGRAM
(6,24),(14,23),0.0760861 # DEPENDENCYPART_HEADBIGRAM
(6,24),(17,23),0.091217 # DEPENDENCYPART_HEADBIGRAM
(6,24),(18,23),0.115784 # DEPENDENCYPART_HEADBIGRAM
(6,24),(19,23),0.115773 # DEPENDENCYPART_HEADBIGRAM
(6,24),(20,23),0.102153 # DEPENDENCYPART_HEADBIGRAM
(6,24),(22,23),0.0580374 # DEPENDENCYPART_HEADBIGRAM
(6,24),(24,23),0.1632 # DEPENDENCYPART_HEADBIGRAM
(6,24),(25,23),0.101598 # DEPENDENCYPART_HEADBIGRAM
(8,5),(0,4),-0.152955 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.104146 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.0591936 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.0591936 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.109331 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.102845 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.0889998 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.0934062 # DEPENDENCYPART_HEADBIGRAM
(8,5),(17,4),0.122201 # DEPENDENCYPART_HEADBIGRAM
(8,5),(22,4),0.105562 # DEPENDENCYPART_HEADBIGRAM
(8,6),(0,5),-0.0149793 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.161912 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.154981 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.185977 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.109408 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.154616 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.099164 # DEPENDENCYPART_HEADBIGRAM
(8,6),(10,5),0.102939 # DEPENDENCYPART_HEADBIGRAM
(8,6),(22,5),0.106411 # DEPENDENCYPART_HEADBIGRAM
(8,6),(23,5),0.128232 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.0921603 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.0543256 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.0966785 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0301467 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0853577 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.0457979 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.0692395 # DEPENDENCYPART_HEADBIGRAM
(8,7),(17,6),0.0597119 # DEPENDENCYPART_HEADBIGRAM
(8,7),(18,6),0.074898 # DEPENDENCYPART_HEADBIGRAM
(8,7),(22,6),0.0453482 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0797477 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.026349 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.106498 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0719769 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.056281 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.101836 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0983835 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0579842 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0403147 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.264303 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.0556427 # DEPENDENCYPART_HEADBIGRAM
(8,10),(22,9),0.0545874 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),0.0104905 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.159292 # DEPENDENCYPART_HEADBIGRAM
(9,2),(4,1),-0.135322 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.166184 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.0445522 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.156406 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),-0.0235248 # DEPENDENCYPART_HEADBIGRAM
(9,3),(4,2),-0.156671 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.158673 # DEPENDENCYPART_HEADBIGRAM
(9,3),(6,2),-0.125115 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),0.152761 # DEPENDENCYPART_HEADBIGRAM
(9,3),(10,2),0.078416 # DEPENDENCYPART_HEADBIGRAM
(9,3),(14,2),0.0689503 # DEPENDENCYPART_HEADBIGRAM
(9,3),(22,2),0.0663331 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.152955 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.104146 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.0591779 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.0591779 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.109322 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.102834 # DEPENDENCYPART_HEADBIGRAM
(9,5),(10,4),0.0890009 # DEPENDENCYPART_HEADBIGRAM
(9,5),(14,4),0.0934073 # DEPENDENCYPART_HEADBIGRAM
(9,5),(17,4),0.122212 # DEPENDENCYPART_HEADBIGRAM
(9,5),(22,4),0.105563 # DEPENDENCYPART_HEADBIGRAM
(9,6),(0,5),0.0218627 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.133984 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.168281 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.199287 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.100757 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.131349 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.141427 # DEPENDENCYPART_HEADBIGRAM
(9,6),(10,5),0.0825365 # DEPENDENCYPART_HEADBIGRAM
(9,6),(22,5),0.0958166 # DEPENDENCYPART_HEADBIGRAM
(9,6),(23,5),0.117643 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.0921394 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.0542894 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.0966422 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.152414 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.242987 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.0458336 # DEPENDENCYPART_HEADBIGRAM
(9,7),(14,6),0.0692752 # DEPENDENCYPART_HEADBIGRAM
(9,7),(17,6),0.0597334 # DEPENDENCYPART_HEADBIGRAM
(9,7),(18,6),0.0749069 # DEPENDENCYPART_HEADBIGRAM
(9,7),(22,6),0.0453839 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.0748074 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.0755586 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.290359 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.231716 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.0323592 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),0.183423 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.10144 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.195172 # DEPENDENCYPART_HEADBIGRAM
(9,8),(14,7),0.191224 # DEPENDENCYPART_HEADBIGRAM
(9,8),(22,7),0.146944 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0556538 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.101722 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.113433 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0912386 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0343327 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.181656 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.185691 # DEPENDENCYPART_HEADBIGRAM
(9,10),(22,9),0.065255 # DEPENDENCYPART_HEADBIGRAM
(9,11),(0,10),-0.16547 # DEPENDENCYPART_HEADBIGRAM
(9,11),(2,10),-0.0576925 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0475174 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0555513 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0583072 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0575586 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.184835 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.10391 # DEPENDENCYPART_HEADBIGRAM
(9,11),(22,10),0.111757 # DEPENDENCYPART_HEADBIGRAM
(9,11),(24,10),0.104207 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.0758055 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.0757443 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0737188 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.0704712 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0757288 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0876403 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.0954324 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.0975585 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.0834938 # DEPENDENCYPART_HEADBIGRAM
(9,12),(22,11),0.0830405 # DEPENDENCYPART_HEADBIGRAM
(9,14),(4,13),-0.0893138 # DEPENDENCYPART_HEADBIGRAM
(9,14),(5,13),-0.0879349 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.0598541 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0766636 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.0700698 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.343432 # DEPENDENCYPART_HEADBIGRAM
(9,14),(17,13),0.0935171 # DEPENDENCYPART_HEADBIGRAM
(9,14),(18,13),0.113953 # DEPENDENCYPART_HEADBIGRAM
(9,14),(22,13),0.0735965 # DEPENDENCYPART_HEADBIGRAM
(9,15),(0,14),-0.0010721 # DEPENDENCYPART_HEADBIGRAM
(9,15),(2,14),-0.0712321 # DEPENDENCYPART_HEADBIGRAM
(9,15),(4,14),-0.07049 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.0689213 # DEPENDENCYPART_HEADBIGRAM
(9,15),(6,14),-0.0705184 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.111368 # DEPENDENCYPART_HEADBIGRAM
(9,15),(10,14),0.0908701 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.11203 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.103101 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.083747 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0881541 # DEPENDENCYPART_HEADBIGRAM
(9,17),(17,16),0.0416211 # DEPENDENCYPART_HEADBIGRAM
(9,17),(18,16),0.100425 # DEPENDENCYPART_HEADBIGRAM
(9,17),(20,16),0.092867 # DEPENDENCYPART_HEADBIGRAM
(9,20),(5,19),-0.0282654 # DEPENDENCYPART_HEADBIGRAM
(9,20),(6,19),-0.0241106 # DEPENDENCYPART_HEADBIGRAM
(9,20),(10,19),0.135295 # DEPENDENCYPART_HEADBIGRAM
(9,20),(13,19),0.140533 # DEPENDENCYPART_HEADBIGRAM
(9,20),(14,19),0.135806 # DEPENDENCYPART_HEADBIGRAM
(9,20),(17,19),0.142403 # DEPENDENCYPART_HEADBIGRAM
(9,20),(18,19),0.101244 # DEPENDENCYPART_HEADBIGRAM
(9,20),(20,19),0.229853 # DEPENDENCYPART_HEADBIGRAM
(9,20),(22,19),0.125252 # DEPENDENCYPART_HEADBIGRAM
(9,20),(23,19),0.0844436 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),-0.0347218 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.228924 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.133852 # DEPENDENCYPART_HEADBIGRAM
(10,2),(6,1),-0.235816 # DEPENDENCYPART_HEADBIGRAM
(10,2),(9,1),-0.228163 # DEPENDENCYPART_HEADBIGRAM
(10,3),(1,2),-0.157293 # DEPENDENCYPART_HEADBIGRAM
(10,3),(3,2),0.105781 # DEPENDENCYPART_HEADBIGRAM
(10,3),(4,2),-0.132334 # DEPENDENCYPART_HEADBIGRAM
(10,3),(5,2),-0.137659 # DEPENDENCYPART_HEADBIGRAM
(10,3),(6,2),-0.136585 # DEPENDENCYPART_HEADBIGRAM
(10,3),(9,2),-0.134675 # DEPENDENCYPART_HEADBIGRAM
(10,3),(10,2),-0.040929 # DEPENDENCYPART_HEADBIGRAM
(10,3),(14,2),0.0990136 # DEPENDENCYPART_HEADBIGRAM
(10,3),(22,2),0.0899975 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.167973 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.0969216 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),-0.198369 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.14862 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.118809 # DEPENDENCYPART_HEADBIGRAM
(10,4),(9,3),-0.118119 # DEPENDENCYPART_HEADBIGRAM
(10,4),(10,3),-0.0184303 # DEPENDENCYPART_HEADBIGRAM
(10,4),(14,3),0.0616998 # DEPENDENCYPART_HEADBIGRAM
(10,4),(17,3),0.0955396 # DEPENDENCYPART_HEADBIGRAM
(10,4),(22,3),0.0618357 # DEPENDENCYPART_HEADBIGRAM
(10,5),(0,4),-0.112498 # DEPENDENCYPART_HEADBIGRAM
(10,5),(1,4),-0.103728 # DEPENDENCYPART_HEADBIGRAM
(10,5),(2,4),-0.10622 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.10622 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.152862 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.126944 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.00243666 # DEPENDENCYPART_HEADBIGRAM
(10,5),(14,4),0.108232 # DEPENDENCYPART_HEADBIGRAM
(10,5),(17,4),0.0985419 # DEPENDENCYPART_HEADBIGRAM
(10,5),(22,4),0.127963 # DEPENDENCYPART_HEADBIGRAM
(10,6),(0,5),-0.11943 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.155623 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.189942 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.198578 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.056953 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.140818 # DEPENDENCYPART_HEADBIGRAM
(10,6),(9,5),-0.14079 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0323654 # DEPENDENCYPART_HEADBIGRAM
(10,6),(22,5),0.0775425 # DEPENDENCYPART_HEADBIGRAM
(10,6),(23,5),0.110295 # DEPENDENCYPART_HEADBIGRAM
(10,7),(3,6),-0.295564 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.0819817 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.0817929 # DEPENDENCYPART_HEADBIGRAM
(10,7),(8,6),-0.25854 # DEPENDENCYPART_HEADBIGRAM
(10,7),(9,6),-0.253941 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.220746 # DEPENDENCYPART_HEADBIGRAM
(10,7),(14,6),0.204416 # DEPENDENCYPART_HEADBIGRAM
(10,7),(17,6),-0.00612822 # DEPENDENCYPART_HEADBIGRAM
(10,7),(18,6),0.0697305 # DEPENDENCYPART_HEADBIGRAM
(10,7),(22,6),0.163683 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.221454 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.221454 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.112385 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.0694416 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.18099 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.190897 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.191818 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.157628 # DEPENDENCYPART_HEADBIGRAM
(10,8),(14,7),0.102313 # DEPENDENCYPART_HEADBIGRAM
(10,8),(22,7),0.0633815 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.188304 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.257314 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),0.0633567 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.00640178 # DEPENDENCYPART_HEADBIGRAM
(10,11),(0,10),-0.216584 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),-0.122299 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),0.0183696 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),0.0798638 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0533226 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0908843 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0961234 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.358596 # DEPENDENCYPART_HEADBIGRAM
(10,11),(22,10),0.311828 # DEPENDENCYPART_HEADBIGRAM
(10,11),(24,10),0.324851 # DEPENDENCYPART_HEADBIGRAM
(10,12),(2,11),-0.104714 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.103765 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),0.0065503 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),0.00658876 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.105684 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.104817 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.292486 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0982479 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.148567 # DEPENDENCYPART_HEADBIGRAM
(10,12),(22,11),0.149763 # DEPENDENCYPART_HEADBIGRAM
(10,13),(2,12),-0.0674197 # DEPENDENCYPART_HEADBIGRAM
(10,13),(4,12),-0.0588044 # DEPENDENCYPART_HEADBIGRAM
(10,13),(5,12),-0.0588044 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0649919 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0649919 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.141364 # DEPENDENCYPART_HEADBIGRAM
(10,13),(14,12),0.0947485 # DEPENDENCYPART_HEADBIGRAM
(10,13),(15,12),0.0873702 # DEPENDENCYPART_HEADBIGRAM
(10,13),(17,12),0.0873702 # DEPENDENCYPART_HEADBIGRAM
(10,13),(22,12),0.0865207 # DEPENDENCYPART_HEADBIGRAM
(10,14),(4,13),-0.094832 # DEPENDENCYPART_HEADBIGRAM
(10,14),(5,13),-0.0948273 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.0658091 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.0599767 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0698122 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.466101 # DEPENDENCYPART_HEADBIGRAM
