# _root_ Mr. Peters claims he reminded Mr. Ross that Robert Daly and Terry Semel , the top executives of the Warner Brothers studio , had `` repeatedly agreed that we had every right to accept '' an offer such as Sony 's .
#goldHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,11,17,17,11,17,22,22,22,18,11,5,24,24,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
#predictedHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,13,17,17,13,17,22,22,22,18,13,5,27,27,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
(30,28),(30,11),(30,7),-0.137621 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,3),-0.0768876 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,2),-0.137277 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,-1),-0.0981478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,10),(30,9),-0.160512 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,8),-0.156386 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,7),-0.160842 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,3),-0.0899028 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,2),-0.160495 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,-1),-0.0775106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,9),(30,8),-0.156386 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,7),-0.160842 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,3),-0.0899028 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,2),-0.160495 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,-1),-0.0775106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,8),(30,7),-0.150618 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,3),-0.0758111 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,2),-0.150282 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,-1),-0.0111781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,7),(30,3),-0.0899028 # DEPENDENCYPART_TRISIBL
(30,28),(30,7),(30,2),-0.160495 # DEPENDENCYPART_TRISIBL
(30,28),(30,7),(30,-1),-0.077628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,3),(30,2),-0.149925 # DEPENDENCYPART_TRISIBL
(30,28),(30,3),(30,-1),-0.143837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,2),(30,-1),-0.0775296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,26),(30,25),-0.0156095 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,24),-0.132954 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,23),-0.0126519 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,18),-0.0568947 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,17),-0.0903376 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,14),-0.0126519 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,13),-0.0883909 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,12),-0.0883909 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,11),-0.0355213 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,10),-0.0883909 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,9),-0.0883909 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,8),-0.022428 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,7),-0.088861 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,3),-0.122361 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,2),-0.0886032 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,-1),-0.00695755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,25),(30,24),-0.143138 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,23),0.0324686 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,18),-0.0138727 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,17),-0.113629 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,14),0.0324686 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,13),-0.113275 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,12),-0.113275 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,11),-0.0363142 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,10),-0.113275 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,9),-0.113275 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,8),0.0302111 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,7),-0.113731 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,3),-0.132542 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,2),-0.113487 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,-1),-0.0802859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,24),(30,23),-0.00364317 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,18),-0.0670063 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,17),-0.090258 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,14),-0.00364317 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,13),-0.0899043 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,12),-0.0899043 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,11),-0.0776611 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,10),-0.0899043 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,9),-0.0899043 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,8),-0.0368601 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,7),-0.0902514 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,3),-0.129183 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,2),-0.0903289 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,-1),-0.139593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,23),(30,18),-0.00950366 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,17),0.124224 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,14),-0.0169082 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,13),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,12),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,11),-0.0492214 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,10),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,9),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,8),0.0372419 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,7),0.123279 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,3),-0.109165 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,2),0.123417 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,-1),-0.210376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,18),(30,17),-0.0768033 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,14),-0.014382 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,13),-0.0764486 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,12),-0.0764486 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,11),-0.0543167 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,10),-0.0764486 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,9),-0.0764486 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,8),-0.0320977 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,7),-0.0767956 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,3),-0.118027 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,2),-0.0766609 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,-1),-0.0122795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,17),(30,14),-0.0225932 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,13),-0.10856 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,12),-0.10856 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,11),-0.0741088 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,10),-0.10856 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,9),-0.10856 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,8),-0.0220307 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,7),-0.108907 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,3),-0.129086 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,2),-0.108773 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,-1),-0.0750095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,14),(30,13),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,12),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,11),-0.0492214 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,10),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,9),0.123629 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,8),0.0372419 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,7),0.123279 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,3),-0.109165 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,2),0.123417 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,-1),-0.210376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,13),(30,12),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,11),-0.0726401 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,10),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,9),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,8),-0.0210492 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,7),-0.10867 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,3),-0.129086 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,2),-0.108535 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,-1),-0.0757099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,12),(30,11),-0.0726401 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,10),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,9),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,8),-0.0210445 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,7),-0.10867 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,3),-0.129086 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,2),-0.108535 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,-1),-0.0756792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,11),(30,10),-0.0753509 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,9),-0.0753509 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,8),-0.0322106 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,7),-0.0756979 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,3),-0.101086 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,2),-0.0755632 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,-1),-0.0791098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,10),(30,9),-0.108323 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,8),-0.0210445 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,7),-0.10867 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,3),-0.129086 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,2),-0.108535 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,-1),-0.0756792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,9),(30,8),-0.0210445 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,7),-0.10867 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,3),-0.129086 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,2),-0.108535 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,-1),-0.0756792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,8),(30,7),-0.077212 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,3),-0.119376 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,2),-0.0770773 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,-1),0.0503004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,7),(30,3),-0.125654 # DEPENDENCYPART_TRISIBL
(30,27),(30,7),(30,2),-0.108535 # DEPENDENCYPART_TRISIBL
(30,27),(30,7),(30,-1),-0.0772485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,3),(30,2),-0.089948 # DEPENDENCYPART_TRISIBL
(30,27),(30,3),(30,-1),-0.141033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,2),(30,-1),-0.076794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,25),(30,24),-0.0616189 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,23),-0.0143637 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,18),-0.0839135 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,17),0.000715097 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,14),-0.0143637 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,13),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,12),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,11),-0.118829 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,10),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,9),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,8),-0.0694633 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,7),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,3),-0.0606426 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,2),0.00132082 # DEPENDENCYPART_TRISIBL
(30,26),(30,25),(30,-1),-0.0698435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,24),(30,23),-0.0351209 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,18),-0.0789625 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,17),-0.0175392 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,14),-0.0351209 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,13),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,12),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,11),-0.131408 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,10),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,9),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,8),-0.0649408 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,7),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,3),-0.0806305 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,2),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,24),(30,-1),-0.0962725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,23),(30,18),-0.0558915 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,17),0.0538839 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,14),-0.0320394 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,13),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,12),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,11),-0.151888 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,10),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,9),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,8),-0.0372159 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,7),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,3),-0.0534153 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,2),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,23),(30,-1),-0.186096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,18),(30,17),-0.0503331 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,14),-0.0298491 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,13),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,12),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,11),-0.131028 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,10),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,9),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,8),-0.0724784 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,7),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,3),-0.0798862 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,2),-0.0497273 # DEPENDENCYPART_TRISIBL
(30,26),(30,18),(30,-1),-0.049082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,17),(30,14),0.0471707 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,13),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,12),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,11),-0.13654 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,10),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,9),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,8),-0.0304266 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,7),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,3),-0.11469 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,2),-0.0958948 # DEPENDENCYPART_TRISIBL
(30,26),(30,17),(30,-1),-0.0289692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,14),(30,13),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,12),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,11),-0.151888 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,10),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,9),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,8),-0.0372159 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,7),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,3),-0.0534153 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,2),0.0544901 # DEPENDENCYPART_TRISIBL
(30,26),(30,14),(30,-1),-0.186096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,13),(30,12),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,11),-0.138636 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,10),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,9),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,8),-0.0293138 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,7),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,3),-0.11328 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,2),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,13),(30,-1),-0.0481361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,12),(30,11),-0.138636 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,10),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,9),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,8),-0.0293138 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,7),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,3),-0.11328 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,2),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,12),(30,-1),-0.0481361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,11),(30,10),-0.0504895 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,9),-0.0504895 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,8),-0.0419262 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,7),-0.0504895 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,3),-0.0868448 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,2),-0.0504895 # DEPENDENCYPART_TRISIBL
(30,26),(30,11),(30,-1),-0.0616536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,10),(30,9),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,10),(30,8),-0.0293138 # DEPENDENCYPART_TRISIBL
(30,26),(30,10),(30,7),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,10),(30,3),-0.11328 # DEPENDENCYPART_TRISIBL
(30,26),(30,10),(30,2),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,10),(30,-1),-0.0481361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,9),(30,8),-0.0293138 # DEPENDENCYPART_TRISIBL
(30,26),(30,9),(30,7),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,9),(30,3),-0.11328 # DEPENDENCYPART_TRISIBL
(30,26),(30,9),(30,2),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,9),(30,-1),-0.0481364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,8),(30,7),-0.0514554 # DEPENDENCYPART_TRISIBL
(30,26),(30,8),(30,3),-0.0802587 # DEPENDENCYPART_TRISIBL
(30,26),(30,8),(30,2),-0.0514554 # DEPENDENCYPART_TRISIBL
(30,26),(30,8),(30,-1),-0.0598351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,7),(30,3),-0.11328 # DEPENDENCYPART_TRISIBL
(30,26),(30,7),(30,2),-0.0956155 # DEPENDENCYPART_TRISIBL
(30,26),(30,7),(30,-1),-0.0400412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,3),(30,2),-0.0169334 # DEPENDENCYPART_TRISIBL
(30,26),(30,3),(30,-1),-0.0939385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,26),(30,2),(30,-1),-0.0481547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,24),(30,23),0.00577793 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,18),0.0325549 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,17),0.00748521 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,14),0.00577793 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,13),0.00748867 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,12),0.00748877 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,11),-0.0693041 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,10),0.00748877 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,9),0.00748877 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,8),0.0411716 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,7),0.00615524 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,3),-0.00496938 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,2),0.00748877 # DEPENDENCYPART_TRISIBL
(30,25),(30,24),(30,-1),-0.25431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,23),(30,18),0.0746663 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,17),-0.0223697 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,14),-0.0015999 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,13),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,12),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,11),-0.041078 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,10),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,9),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,8),0.0800061 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,7),-0.0232645 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,3),-0.0513598 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,2),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,23),(30,-1),-0.218579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,18),(30,17),-0.0497128 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,14),-0.00616982 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,13),-0.0497105 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,12),-0.0497104 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,11),-0.0690812 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,10),-0.0497104 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,9),-0.0497104 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,8),-0.0231741 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,7),-0.0506076 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,3),-0.0479029 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,2),-0.0497104 # DEPENDENCYPART_TRISIBL
(30,25),(30,18),(30,-1),-0.0446356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,17),(30,14),0.055032 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,13),-0.0838723 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,12),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,11),-0.0772803 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,10),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,9),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,8),-0.050419 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,7),-0.0847695 # DEPENDENCYPART_TRISIBL
