# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(18,8),(18,24),-0.109724 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0199616 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.493135 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.124271 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0266993 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0637996 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.097073 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.140958 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.00544836 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0352424 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0121664 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0428803 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.000828142 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0986812 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.19342 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.174839 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.13323 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0845555 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0458512 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0831968 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.206297 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.000471289 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.104897 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0361778 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0263446 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.224011 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.232589 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.125993 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.132843 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.133606 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.145459 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.122858 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.11177 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.152728 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.177119 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0844 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0778045 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.00330981 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0663713 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0746549 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.110239 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0795854 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0387945 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.054107 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.019146 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0376257 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.144522 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.029254 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0033647 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0224929 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00424528 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00749246 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.123596 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0857827 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00726381 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0666866 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.108843 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.153591 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.145107 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00777539 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0107322 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0256638 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0797127 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0208682 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0012099 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0560877 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0154429 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0134919 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.110586 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.182981 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0966093 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0129191 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0963129 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0822155 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0745537 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.0384505 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0491506 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0665252 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0247709 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.148624 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0591901 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.033724 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.119953 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0837951 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0260585 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.13929 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.054066 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0830107 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.042604 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.481999 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.34186 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0335603 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.102126 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.178797 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.840247 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00165756 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.061618 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0351682 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0499475 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0626869 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0586687 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0425071 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0421909 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0189516 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0451899 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0239072 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0493963 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.034057 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0379627 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.155586 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0106668 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.060018 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.406582 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0412821 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0488934 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.106109 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.00555329 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.246307 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.206614 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00272445 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0859117 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0123893 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.00929318 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.15961 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0577042 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0841604 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0191544 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0175056 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0841714 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.333107 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.132161 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.246555 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00492663 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0054189 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0736565 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0601545 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0134732 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0141026 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.166303 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0156864 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.136846 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.364507 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0902571 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0545587 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0349125 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0384122 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0186953 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00603333 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0188265 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0242249 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0697629 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0118201 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.113572 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.147744 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0237983 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0796601 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.101062 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0450797 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0412705 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.159668 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.010774 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.108142 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.38367 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.150233 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0214797 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.027398 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0123351 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0024536 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00262296 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0181654 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0399521 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0560207 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0368696 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.111967 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.155434 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.107913 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.056291 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.159066 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0119694 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.130253 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.125346 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.240993 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0294482 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.673813 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0712176 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0808694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0309653 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.0499093 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.442708 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),1.55333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.933754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.228758 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.245987 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.588114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.132171 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.129816 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.546752 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.603411 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.134203 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.138623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.066826 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0357893 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.272931 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0174215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.223517 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.132155 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.47233 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),0.143423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),1.69382 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.948383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0274976 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.94398 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.135304 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.53614 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.587348 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.269201 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.336175 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.1239 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.477641 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.193942 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0375985 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.320077 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.182496 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0641289 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-1.31523 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.0873286 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0260961 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.230204 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.311839 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),1.87165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.02376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0247569 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.692712 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.189914 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.923437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.251538 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.612698 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.302098 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.161654 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.1173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.24185 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0532599 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.643673 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.294815 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.194919 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.873622 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.19406 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.252396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0581422 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.147149 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.475872 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.512471 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.555981 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.428244 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.900065 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.523144 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),0.128018 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-1.92525 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.95075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.279887 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0513345 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.581241 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.585765 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.253662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.878804 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-1.13002 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.496347 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.200393 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.170909 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.490213 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.482157 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.05376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.114931 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0498018 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.311473 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.591327 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0604777 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.927495 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-1.04953 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.500968 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.218254 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.0130579 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.0900614 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.406454 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.538644 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.370979 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.06889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.335958 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.102431 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.42256 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.484961 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.161253 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.193281 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.692039 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.432634 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.451567 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0787416 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.771521 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.163924 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.443322 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.490681 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.536838 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.353861 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-1.15504 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.880922 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.512965 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),0.149641 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-1.90456 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.09484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,4),0.416693 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.658437 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.378525 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.17548 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.903486 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.831812 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.582075 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),0.332713 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.20897 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.830093 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.283881 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.490636 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.343086 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.20437 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-1.33842 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.902551 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.692934 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.300063 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),0.24931 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),-1.98583 # DEPENDENCYPART_GRANDPAR
(1,25),(25,24),-0.0653991 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.82015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.788255 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.795447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.01528 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.05375 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.16671 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.37679 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.18839 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.25197 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-2.32565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.815378 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.43571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.453049 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.504784 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.693453 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.759978 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.39292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.330687 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.305819 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.599004 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.198587 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.635163 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-1.06572 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.776019 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.751845 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.897972 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.987613 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.714602 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.689864 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.75913 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.498556 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.74848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.507208 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.07129 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.757191 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.686674 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.972198 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.35846 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.19398 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.17543 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.482259 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.75605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-1.08535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.783753 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.917058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.974292 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.38137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0811666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.735702 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.303263 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.240208 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.94428 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.520965 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.305854 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.267855 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.622726 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.216275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.831619 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.928024 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.37991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0884909 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.696731 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0267113 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.332879 # DEPENDENCYPART_GRANDPAR
