# _root_ Tuesday 's notable losers were highpriced shares such as Pioneer , which shed 210 yen to 5,900 yen .
#goldHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
#predictedHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
(13,10),(13,7),(13,1),-0.218806 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.0891884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.087586 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),-0.150387 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),-0.147605 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),-0.0665967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),-0.196086 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),-0.193304 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.0802643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,1),-0.218795 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.0955614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.096607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.127803 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.0624673 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.123815 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.126254 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.126352 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.0741656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.0674505 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.133689 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.155016 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.155153 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.0488338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.123815 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.125357 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.125455 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.0734904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.141771 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.141869 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.0999483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,1),-0.155143 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.0487169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.0492674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.0461253 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.0856675 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0633975 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.0633975 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.108434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0905207 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.072592 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.072592 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.0800994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0644929 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-0.0644929 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.116114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,1),-0.0633621 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.108427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.108427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.0945816 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.152721 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),-0.149939 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.0803229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),-0.198422 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),-0.19564 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),-0.0916559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,1),-0.221228 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),-0.108509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),-0.109555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.0625411 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),-0.0625411 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),-0.11058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,1),-0.0602852 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),-0.101933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),-0.101933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,1),-0.102546 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),-0.0652677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),-0.0643103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),-0.0965918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,17),-0.0751963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.147918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.0869755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.17927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.313156 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,20),-0.0869755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,17),(14,18),-0.0849703 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.104122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,20),-0.0937076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,20),-0.0973096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.0765029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.155462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.121919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.114588 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.203081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.0909575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.0859228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.117365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,20),-0.0995921 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.228817 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0186801 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0534509 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0793445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.0400829 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.111281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.075572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0668262 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.105087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.110426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.0278422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.14177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,12),-0.116207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),-0.120073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,10),-0.16458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,9),-0.121836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,8),-0.0894206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,6),-0.0887651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,3),-0.0887651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.0816073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,12),-0.0691783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,11),-0.0325331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,10),-0.038381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,9),-0.131129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,8),-0.0773684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,6),-0.0765902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,3),-0.0765902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),-0.193906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,12),(15,11),-0.119621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,10),-0.124037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,9),-0.12289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,8),-0.124135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,6),-0.123479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,3),-0.123479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,-1),-0.11078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,10),-0.0807565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,9),-0.183209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,8),-0.279347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,6),-0.278375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,3),-0.278375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.388066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,10),(15,9),-0.0699098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,8),-0.0843894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,6),-0.0796689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,3),-0.0796689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,-1),-0.149734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,9),(15,8),-0.164797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,6),-0.163597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,3),-0.163597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,-1),-0.0725663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,8),(15,6),-0.131636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,3),-0.131636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,8),(15,-1),-0.0458184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,6),(15,3),-0.131622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,6),(15,-1),-0.0997049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,3),(15,-1),-0.0997049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,12),-0.0686649 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,11),-0.0849315 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,10),-0.0858637 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,9),-0.0827717 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,8),-0.0730021 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,6),-0.0730021 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,3),-0.0730021 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),-0.147958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,12),(15,11),-0.0847264 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,10),-0.0772693 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,9),-0.0843067 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,8),-0.0729606 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,6),-0.0729606 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,3),-0.0729606 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,-1),-0.12585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,10),-0.0911143 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,9),-0.0703974 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,8),-0.0631498 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,6),-0.0631498 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,3),-0.0631498 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,10),(15,9),-0.0864281 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,8),-0.0493187 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,6),-0.0493187 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,3),-0.0493187 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,-1),-0.125849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,9),(15,8),-0.0815283 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,6),-0.0815283 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,3),-0.0815283 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,-1),-0.116573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,8),(15,6),-0.0734611 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,3),-0.0734611 # DEPENDENCYPART_TRISIBL
(15,14),(15,8),(15,-1),-0.185167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,6),(15,3),-0.0734611 # DEPENDENCYPART_TRISIBL
(15,14),(15,6),(15,-1),-0.185167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,3),(15,-1),-0.185167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,12),(15,11),-0.0315037 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,10),-0.0586986 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,9),-0.0560012 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,8),-0.0270037 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,6),-0.0287348 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,3),-0.0287348 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,-1),-0.127448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,11),(15,10),-0.0167841 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,9),-0.0223756 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,8),0.000847873 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,6),-0.00084636 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,3),-0.00084636 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,-1),-0.232002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,10),(15,9),-0.0456585 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,8),0.020077 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,6),0.0184037 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,3),0.0184037 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,-1),-0.156338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,9),(15,8),-0.0246857 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,6),-0.0264168 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,3),-0.0264168 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,-1),-0.130026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,8),(15,6),-0.0267036 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,3),-0.0267036 # DEPENDENCYPART_TRISIBL
(15,13),(15,8),(15,-1),-0.0561687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,6),(15,3),-0.0267036 # DEPENDENCYPART_TRISIBL
(15,13),(15,6),(15,-1),-0.0584981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,3),(15,-1),-0.0584981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,11),(15,10),-0.10855 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,9),-0.0876621 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,8),-0.0705335 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,6),-0.0705335 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,3),-0.0705335 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,-1),-0.1278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,10),(15,9),-0.078885 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,8),-0.0683797 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,6),-0.0683797 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,3),-0.0683797 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,-1),-0.136116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,9),(15,8),-0.0683722 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,6),-0.0683722 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,3),-0.0683722 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,-1),-0.129273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,8),(15,6),-0.0683508 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,3),-0.0683508 # DEPENDENCYPART_TRISIBL
(15,12),(15,8),(15,-1),-0.126953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,6),(15,3),-0.0683508 # DEPENDENCYPART_TRISIBL
(15,12),(15,6),(15,-1),-0.126953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,3),(15,-1),-0.126953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,10),(15,9),-0.0747 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,8),0.0518344 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,6),0.0523654 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,3),0.0523654 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,-1),-0.124781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,9),(15,8),-0.0190072 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,6),-0.0185935 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,3),-0.0185935 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,-1),-0.19497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,8),(15,6),0.0122413 # DEPENDENCYPART_TRISIBL
(15,11),(15,8),(15,3),0.0122413 # DEPENDENCYPART_TRISIBL
(15,11),(15,8),(15,-1),-0.181266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,6),(15,3),0.0122413 # DEPENDENCYPART_TRISIBL
(15,11),(15,6),(15,-1),-0.177686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,3),(15,-1),-0.177686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,9),(15,8),0.0105656 # DEPENDENCYPART_TRISIBL
(15,10),(15,9),(15,6),0.00808887 # DEPENDENCYPART_TRISIBL
(15,10),(15,9),(15,3),0.00808887 # DEPENDENCYPART_TRISIBL
(15,10),(15,9),(15,-1),-0.06945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,8),(15,6),0.069675 # DEPENDENCYPART_TRISIBL
(15,10),(15,8),(15,3),0.069675 # DEPENDENCYPART_TRISIBL
(15,10),(15,8),(15,-1),-0.0928513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,6),(15,3),0.0701565 # DEPENDENCYPART_TRISIBL
(15,10),(15,6),(15,-1),-0.0858116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,3),(15,-1),-0.0858116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,8),(15,6),-0.0686734 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,3),-0.0686734 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,-1),-0.137445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,6),(15,3),-0.0686632 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,-1),-0.136675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,3),(15,-1),-0.136675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,6),(15,3),-0.0120756 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,-1),-0.0811332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,3),(15,-1),-0.0811332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,3),(15,-1),-0.0766798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.0904114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.074271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),0.0651259 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.0690448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),0.231634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.102425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0753057 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0499093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.102578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0243029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.08486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.361726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,-1),-0.31039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,-1),-0.102724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.107121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0869755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.25081 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0752603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.0669637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.0256099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.453527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.148697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.348982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,-1),-0.103537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),0.0445363 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0130188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,-1),0.00994419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,-1),-0.159279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.228817 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.133829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.16599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.169017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.120073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,10),-0.16458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),-0.121836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.0894206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,6),-0.0887651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.0824617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
