# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(0,6),(6,18),0.139187 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.123987 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),1.13024 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.794758 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.256916 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.379587 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.00483097 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.771918 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.39291 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.429294 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.427191 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),1.03922 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),1.04407 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.247707 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.336348 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.143888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.621905 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.20695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.231136 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.201844 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),1.16192 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.09684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.45439 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.540166 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.208738 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.381227 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.468662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.360647 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.347135 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.299733 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.438944 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.673595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.426881 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.44931 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.803439 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.793035 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.01001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.767981 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.677488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.454059 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.680469 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.206637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.155415 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.389478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.11223 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0274966 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.144934 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0582561 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.79759 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.475811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.249539 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.241985 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.207513 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0895732 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0398691 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0846071 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.203484 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.724283 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.4937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.172339 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.144313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.306388 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.16575 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0467949 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0377363 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0281341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.00284626 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.332744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.462722 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.345986 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.0376703 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0640117 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),0.108905 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.506219 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.61695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,5),0.198917 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.153616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.133278 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0387161 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.174504 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0301343 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.147013 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.372188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.226851 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),0.0706509 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),0.0641774 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),0.00764642 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.797584 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.466311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.27018 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.274476 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.208472 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.134671 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0433422 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.138517 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.149161 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0937885 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.201799 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.266261 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.331138 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.298351 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.134305 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.118505 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.0506198 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.0453508 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.244511 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.075429 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.123325 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.102487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.732061 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.529913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.192366 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.251974 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.11624 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.092403 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.120852 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0587 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0416737 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.274591 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.460558 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.461953 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.115853 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.263189 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.168885 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.0471281 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.43751 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.440645 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.767036 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.5735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,5),0.246324 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.127123 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.0814284 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.212471 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.139656 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0391499 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.141401 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.205189 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.259349 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.262451 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),0.111019 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.205842 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.133397 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.0298816 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.37634 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.278488 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.334097 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.797652 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.475805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,6),-0.13528 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),0.0476686 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.095739 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.162281 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.0835322 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.074994 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.266992 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.373621 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.327836 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.115511 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.245433 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),0.0721207 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.415254 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.260288 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.108192 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.328593 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.197243 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.767033 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.5769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,14),-0.235106 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.209157 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),0.181472 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.233084 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.120442 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.0116149 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.307191 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.34314 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.176548 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.845327 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.5531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.133621 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0901092 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.468906 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.978487 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.06273 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.892289 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.938226 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.577221 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.39092 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.40803 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.09125 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.00689 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.9042 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.13639 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.612128 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.40018 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.769415 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.944815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.861329 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0978401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.605739 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.344358 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.433148 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.474155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.25196 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.695861 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.34423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.271915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.372424 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.405901 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.371735 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.74926 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.32601 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.497515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.658379 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.359084 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.821189 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-1.01326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.358157 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.446308 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-1.7826 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.69602 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.559531 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.102722 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.36448 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.842013 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.339354 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.396321 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.472951 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.263462 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.80777 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.912063 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.399694 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.569469 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.40017 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.769408 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.898221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.942238 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.800936 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.331991 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.280133 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0892231 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.533247 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.418657 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.462418 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0763132 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-1.01442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.751307 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.934399 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.921573 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.357785 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.605253 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-1.27336 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.426804 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.260801 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.112689 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.11114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.04949 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.978825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.52713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.156299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.418487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.747477 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.843839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.819007 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.681351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.937761 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.972584 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.861225 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.832171 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.892233 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.762637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-1.69945 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.05355 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.244916 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.623926 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.764032 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.940766 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.847831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.763973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.81463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.952248 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.81011 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.914793 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.936357 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.996198 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.104302 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.551415 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.200581 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0225399 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.29533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.621598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.986286 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.878738 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.04503 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.875184 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.736626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.00824 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.18082 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.37335 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.26354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.01283 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.313427 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.158076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.353734 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.40281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.683795 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.89223 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.986213 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.06854 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.891451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.695595 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.03298 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.964352 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.624979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.976003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.650843 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.644116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.128315 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.54126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.376285 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.18533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.45388 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.410823 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.358239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.3476 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.589664 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.692667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.347212 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-1.21244 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.620635 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.74871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0793283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.467744 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.49052 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.210861 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.430022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.325547 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.328434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.343545 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.565806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.737939 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.58219 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.10601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.695971 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.0472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.882344 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.647412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.00468518 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.229715 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.36451 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.442867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.375504 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.409143 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.211833 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.541771 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.545204 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.511288 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.858721 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.790635 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.512465 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.505741 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.414162 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.476499 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.549163 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.394775 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.374281 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),1.11944 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.317562 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.184251 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.34214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0257095 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.49403 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.800342 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.608561 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.612302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.839971 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.07762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.809635 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.780053 # DEPENDENCYPART_GRANDPAR
