# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,10,10,16,17,17,17,22,20,9,
(1,2),(2,16),-0.391274 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.475581 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-1.76125 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.784217 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.288379 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.266695 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.985347 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.321368 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.596412 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0717023 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.112256 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.719774 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.114429 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.801044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),1.15454 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.250535 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.191068 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.293866 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.826879 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.192421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.493175 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.600638 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-1.1344 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.408606 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.460461 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.973755 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.93892 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0750284 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.01728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.859339 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.0986183 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.491611 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.187833 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.304563 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.586335 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.695038 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.439411 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.91622 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.04029 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.371168 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.07766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.276605 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.527673 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.919991 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.429898 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.761259 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.92476 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-1.03252 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.58082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.572288 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.06213 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.416933 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.707405 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.954483 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.67315 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.0103213 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.348089 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.114857 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.365872 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.68992 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.108843 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.185683 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0116337 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0607817 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.402356 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.945913 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.92385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0744304 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.40701 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0160477 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0903567 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.45994 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.024492 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.427396 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.361822 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.385822 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.506033 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.287988 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.27109 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0680161 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.05933 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.832847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,5),0.194866 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.196365 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0870185 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.407111 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.12278 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.288929 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.406681 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.477729 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.386276 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.466054 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-1.22572 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.05782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.88695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0867948 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.375058 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.119682 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.134998 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0386092 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0467246 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0364186 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.195374 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0796815 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.333349 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.331372 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.513034 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.532321 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.299915 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.510474 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.501637 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.33462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.03793 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.806249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.148759 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.233337 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0315587 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.00883157 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0217486 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.262445 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.175611 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0238484 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.45192 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.41072 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.494971 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.541649 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.325511 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.320639 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.216923 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.629045 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-1.30563 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.122345 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.344697 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.238385 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.458026 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.391435 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.286024 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.539312 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-1.09514 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.02151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,8),-0.194887 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.179724 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.623158 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.492318 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.643286 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.254863 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.305546 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.25144 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.655845 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.711156 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.442858 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-1.27693 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.385841 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.537772 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.80589 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.539312 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.761358 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.546967 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.312109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.449036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.307579 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.679488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.780296 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.03654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.16126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.420661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.484391 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.321297 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.299823 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.754624 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.599584 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.767321 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.653278 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.618729 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-1.87868 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.691333 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.718105 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.80702 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.892691 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.131292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.424389 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.300904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.239521 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.452638 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.69438 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.58567 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.558427 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.250413 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.65885 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.732298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.597161 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.12914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),1.035 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.550478 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.399636 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.716629 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.298969 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0588092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.325676 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.33795 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.32792 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.432815 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.604968 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.472544 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.377715 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.125694 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.0746662 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-1.77956 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.615021 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.560129 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.14155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.603304 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.388846 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.877307 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.358786 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.30774 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.56188 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.717439 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.429624 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.63472 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.835955 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.629676 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.567306 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.63881 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.985291 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.227399 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-1.83181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.74495 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.696 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.83809 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.23465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.539574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.283016 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.545774 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.281729 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.496861 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.625739 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.63012 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.597507 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.570294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-1.31393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.240792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.85836 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.79008 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.110521 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.712816 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0789213 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.493594 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.380657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.359911 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.65162 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.569786 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.669222 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.548665 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.26919 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.85685 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.5786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.72043 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.20264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.189142 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.65496 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.212761 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.22591 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.297253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.471078 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.383761 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.406419 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.598812 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.760931 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.627337 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.585818 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.595173 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.0485 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-1.38106 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0254328 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0175991 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.14874 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.22659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.791762 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.787714 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.06512 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.201954 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.117634 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0804295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.959224 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.870362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.812957 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.936915 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.20823 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.915734 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.93013 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.31767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-1.14807 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.288622 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.16588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.770085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.736562 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.746296 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.822869 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.959225 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.870366 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.812958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.774968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,1),-0.967876 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.690269 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.672722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.215758 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0863067 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.212315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.26554 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.360409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.101254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.284672 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.547802 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.469846 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.537598 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.934137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.449261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.536527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.571377 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.758074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.382336 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.119551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.08406 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.369868 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.381929 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.255912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.542164 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.527441 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.313424 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.464731 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.65213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.6516 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.333493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.735606 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.877805 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.480279 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.631291 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.836208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.377933 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.257905 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.284979 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.339195 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.439349 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.275969 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.659277 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.631791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.33827 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.466171 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.694918 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.656263 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.505574 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.768714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.746838 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.404372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.351133 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.358854 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.16733 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.265262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.528164 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.301952 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.312866 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.214167 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0262551 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.393626 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.547002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.403088 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.612726 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.296238 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.504652 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.01304 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.656683 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.304606 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.494288 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.75369 # DEPENDENCYPART_GRANDPAR
