# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(17,9),(9,7),(9,6),-0.0237579 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,5),-0.0161862 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,4),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,-1),-0.0185495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,6),(9,5),-0.017874 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,4),-0.0269475 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,-1),0.00396996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,5),(9,4),-0.0298496 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,-1),-0.033864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,4),(9,-1),-0.00430917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,12),0.14721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,19),-0.325252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,12),(10,19),-0.102094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,-1),-0.0546135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,11),(11,12),0.124359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,13),0.131995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,14),0.0234419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,15),0.0489225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,16),0.139735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,17),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,19),-0.191374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,12),(11,13),0.100387 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,14),0.113451 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,15),0.0777085 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,16),0.104193 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,17),-0.141433 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,18),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,19),-0.0652319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.118225 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.108012 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,16),0.106132 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,17),-0.144724 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,19),-0.15624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.139797 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,16),0.113177 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,18),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,19),-0.11484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,16),0.114493 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,18),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,19),-0.138345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,19),-0.0913498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,17),(11,18),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,19),-0.136193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,18),(11,19),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.0935695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,9),0.0330859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,8),-0.0126929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,7),-0.00927938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,6),-0.0055618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,5),-0.0201885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,3),-0.0198207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),0.0601329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,9),-0.042012 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,8),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,7),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,6),-0.0195769 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,5),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,3),-0.02047 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),0.0360678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,9),(11,8),-0.015743 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,7),-0.017764 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,6),-0.00203551 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,5),-0.00591007 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,3),-0.00591007 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,-1),-0.00435591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,8),(11,7),-0.0158664 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,6),-0.0274255 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,5),-0.0163092 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,3),-0.0163092 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,-1),-0.0183084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,7),(11,6),-0.0237579 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,5),-0.0161862 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,3),-0.0161862 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,-1),-0.0185495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,6),(11,5),-0.017874 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,3),-0.017874 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,-1),0.00396996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,5),(11,3),-0.00608365 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,5),(11,-1),-0.0219347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,3),(11,-1),-0.0218634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.109031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.102278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,15),0.0993171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,16),0.0894235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,17),-0.13901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,19),-0.0847536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.116299 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,15),0.113985 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,16),0.108313 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,19),-0.17596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,15),0.111896 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,16),0.108969 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,19),-0.171088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,15),(12,16),0.108439 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,17),-0.145599 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,19),-0.156204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,16),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,16),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,16),(12,19),-0.186907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,17),(12,18),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,17),(12,19),-0.101377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,18),(12,19),-0.145483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,11),-0.0128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,10),0.017031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,9),-0.0100508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,-1),-0.145042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,11),(12,10),-0.0200859 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,9),-0.054738 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,-1),0.0509309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,10),(12,9),-0.0250578 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,10),(12,-1),0.0300806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,9),(12,-1),0.0499379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,19),-0.288454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,13),(13,-1),-0.0189187 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,15),0.048613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,16),0.139735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,17),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.179368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,16),0.114493 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,17),-0.159638 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,18),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.138585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,19),-0.0913498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,17),(14,18),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,19),-0.14033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,18),(14,19),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.084146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),0.031554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,10),-0.0903948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,9),0.0328157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,8),-0.00684391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,7),-0.00343041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,6),-0.00556181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,5),-0.0324668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),0.0690348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,11),-0.0358 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,10),-0.0156067 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,9),-0.0358 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,8),-0.0265721 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,7),-0.026572 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,6),-0.0195093 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,5),-0.0203525 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),0.0130015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,10),0.014442 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,9),-0.0150911 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,8),-0.0158094 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,7),-0.0178304 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,6),-0.00203551 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,5),-0.00582903 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),-0.00613322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,10),(14,9),-0.042078 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,8),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,7),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,6),-0.0195769 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,5),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,-1),0.0436495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,9),(14,8),-0.0158094 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,7),-0.0178304 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,6),-0.00203551 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,5),-0.00556345 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,-1),-0.00402602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,8),(14,7),-0.0158664 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,6),-0.0274255 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,5),-0.0163092 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,-1),-0.0164219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,7),(14,6),-0.0237579 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,5),-0.0161862 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,-1),-0.016663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,6),(14,5),-0.017874 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,-1),0.00396994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,5),(14,-1),-0.0338686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,19),-0.109162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,-1),0.03324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,17),-0.144736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,19),-0.406864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,19),-0.155464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,18),(16,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,15),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,14),-0.0662902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,13),0.0185096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),-0.171105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,15),(16,14),-0.0209132 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,13),-0.010277 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,-1),-0.0387576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,14),(16,13),-0.019837 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,-1),-0.050576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,13),(16,-1),0.0393248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.00605542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,-1),0.021531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,0),(0,1),(0,3),-0.182681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,4),-0.133802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,5),-0.170629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,6),-0.060472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,9),-0.135723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,16),-0.060472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,17),-0.181567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,19),0.191916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,4),-0.111359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,5),-0.263814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,6),-0.0574241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,9),-0.113187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,16),-0.0574241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,17),-0.274503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,19),0.744416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,5),-0.170746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,6),-0.0637891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,9),-0.157962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,16),-0.0637891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,17),-0.18132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,19),0.281751 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,5),(0,6),-0.0574238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,9),-0.113196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,16),-0.0574238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,17),-0.27452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,19),0.735995 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,6),(0,9),-0.151064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,16),-0.00875052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,17),-0.207498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,19),0.221634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,9),(0,16),-0.0637891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,9),(0,17),-0.181081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,9),(0,19),0.27969 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,16),(0,17),-0.207498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,19),0.221634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,17),(0,19),0.736746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,4),-0.0689614 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,5),-0.070138 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,6),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,9),-0.0689614 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,16),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,17),-0.070138 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,19),-0.084365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,4),(0,5),-0.0702306 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,6),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,9),-0.0692719 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,16),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,17),-0.0702306 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,19),-0.088129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,5),(0,6),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,9),-0.0689614 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,16),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,17),-0.070138 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,19),-0.084365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,6),(0,9),-0.0689334 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,16),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,17),-0.0700996 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,19),-0.0829251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,9),(0,16),-0.0684996 # DEPENDENCYPART_TRISIBL
(0,1),(0,9),(0,17),-0.0702306 # DEPENDENCYPART_TRISIBL
(0,1),(0,9),(0,19),-0.088129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,16),(0,17),-0.0700996 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,19),-0.0829251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,17),(0,19),-0.084365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,4),(0,5),-0.12092 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,6),-0.0697684 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,9),-0.073075 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,16),-0.0697684 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,17),-0.120943 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,19),-0.161656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,5),(0,6),-0.0697765 # DEPENDENCYPART_TRISIBL
(0,3),(0,5),(0,9),-0.0689229 # DEPENDENCYPART_TRISIBL
(0,3),(0,5),(0,16),-0.0697765 # DEPENDENCYPART_TRISIBL
(0,3),(0,5),(0,17),-0.154701 # DEPENDENCYPART_TRISIBL
(0,3),(0,5),(0,19),-0.245423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,6),(0,9),-0.0665908 # DEPENDENCYPART_TRISIBL
(0,3),(0,6),(0,16),-0.0697968 # DEPENDENCYPART_TRISIBL
(0,3),(0,6),(0,17),-0.111291 # DEPENDENCYPART_TRISIBL
(0,3),(0,6),(0,19),-0.15676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,9),(0,16),-0.0697684 # DEPENDENCYPART_TRISIBL
(0,3),(0,9),(0,17),-0.120943 # DEPENDENCYPART_TRISIBL
(0,3),(0,9),(0,19),-0.161656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,16),(0,17),-0.111291 # DEPENDENCYPART_TRISIBL
(0,3),(0,16),(0,19),-0.15676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,17),(0,19),-0.245314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,5),(0,6),-0.0602395 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,9),-0.0904809 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,16),-0.0602395 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,17),-0.0908929 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,19),-0.124087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,6),(0,9),-0.0914155 # DEPENDENCYPART_TRISIBL
(0,4),(0,6),(0,16),-0.0615056 # DEPENDENCYPART_TRISIBL
