# _root_ J. Nicholas Hahn , Cotton Inc. 's president and chief executive , was an outspoken critic of WPP Group 's acquisition of Ogilvy Group earlier this year .
#goldHeads=3,3,13,3,6,9,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
#predictedHeads=3,3,13,3,6,8,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
(3,4),(0,3),-0.0748023 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0530035 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0543891 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.0244815 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.142102 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.0898601 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.323362 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.206702 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.306963 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0570261 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0540993 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.26032 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.166937 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.101202 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.0964102 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.134128 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.0953741 # DEPENDENCYPART_HEADBIGRAM
(3,5),(13,4),0.0784321 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.172584 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.292603 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.0888889 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.0400053 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.0842762 # DEPENDENCYPART_HEADBIGRAM
(3,6),(13,5),0.0424991 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0708462 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0703821 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.103122 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.0646877 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.07391 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.0323286 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.0793321 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.0723229 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.028264 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.042521 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0425246 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0250687 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.222435 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.222712 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.0397912 # DEPENDENCYPART_HEADBIGRAM
(3,9),(1,8),-0.0653354 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0650577 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0374529 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.110148 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.182429 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.176674 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.0792676 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.0557907 # DEPENDENCYPART_HEADBIGRAM
(3,9),(13,8),0.0384681 # DEPENDENCYPART_HEADBIGRAM
(3,9),(15,8),0.0744269 # DEPENDENCYPART_HEADBIGRAM
(3,11),(6,10),0.0661381 # DEPENDENCYPART_HEADBIGRAM
(3,11),(8,10),0.0585184 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),0.0440447 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.139103 # DEPENDENCYPART_HEADBIGRAM
(3,11),(13,10),0.0382613 # DEPENDENCYPART_HEADBIGRAM
(3,11),(16,10),0.0646996 # DEPENDENCYPART_HEADBIGRAM
(3,11),(19,10),0.0646852 # DEPENDENCYPART_HEADBIGRAM
(3,11),(21,10),0.0659667 # DEPENDENCYPART_HEADBIGRAM
(3,12),(1,11),-0.076494 # DEPENDENCYPART_HEADBIGRAM
(3,12),(2,11),-0.0790658 # DEPENDENCYPART_HEADBIGRAM
(3,12),(3,11),0.131879 # DEPENDENCYPART_HEADBIGRAM
(3,12),(6,11),0.0902681 # DEPENDENCYPART_HEADBIGRAM
(3,12),(8,11),0.0926629 # DEPENDENCYPART_HEADBIGRAM
(3,12),(9,11),0.252807 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.119041 # DEPENDENCYPART_HEADBIGRAM
(3,12),(13,11),0.00485887 # DEPENDENCYPART_HEADBIGRAM
(3,12),(15,11),0.0712008 # DEPENDENCYPART_HEADBIGRAM
(3,12),(16,11),0.0355832 # DEPENDENCYPART_HEADBIGRAM
(3,13),(1,12),-0.0890272 # DEPENDENCYPART_HEADBIGRAM
(3,13),(2,12),-0.0708186 # DEPENDENCYPART_HEADBIGRAM
(3,13),(3,12),0.122561 # DEPENDENCYPART_HEADBIGRAM
(3,13),(5,12),0.0785042 # DEPENDENCYPART_HEADBIGRAM
(3,13),(6,12),0.0775023 # DEPENDENCYPART_HEADBIGRAM
(3,13),(8,12),0.0551856 # DEPENDENCYPART_HEADBIGRAM
(3,13),(9,12),0.0676888 # DEPENDENCYPART_HEADBIGRAM
(3,13),(11,12),0.063703 # DEPENDENCYPART_HEADBIGRAM
(3,13),(13,12),0.0630634 # DEPENDENCYPART_HEADBIGRAM
(3,13),(16,12),0.0614804 # DEPENDENCYPART_HEADBIGRAM
(3,16),(9,15),0.0721902 # DEPENDENCYPART_HEADBIGRAM
(3,16),(13,15),0.036489 # DEPENDENCYPART_HEADBIGRAM
(3,16),(14,15),0.0768979 # DEPENDENCYPART_HEADBIGRAM
(3,16),(16,15),0.109113 # DEPENDENCYPART_HEADBIGRAM
(3,16),(17,15),0.0782424 # DEPENDENCYPART_HEADBIGRAM
(3,16),(19,15),0.065576 # DEPENDENCYPART_HEADBIGRAM
(3,16),(21,15),0.0661682 # DEPENDENCYPART_HEADBIGRAM
(3,16),(24,15),0.0661614 # DEPENDENCYPART_HEADBIGRAM
(3,16),(27,15),0.0658843 # DEPENDENCYPART_HEADBIGRAM
(3,17),(3,16),0.0347876 # DEPENDENCYPART_HEADBIGRAM
(3,17),(6,16),0.0757093 # DEPENDENCYPART_HEADBIGRAM
(3,17),(8,16),0.0769887 # DEPENDENCYPART_HEADBIGRAM
(3,17),(9,16),0.184717 # DEPENDENCYPART_HEADBIGRAM
(3,17),(11,16),0.0587675 # DEPENDENCYPART_HEADBIGRAM
(3,17),(13,16),0.0548212 # DEPENDENCYPART_HEADBIGRAM
(3,17),(19,16),0.0442812 # DEPENDENCYPART_HEADBIGRAM
(3,17),(21,16),0.0447654 # DEPENDENCYPART_HEADBIGRAM
(3,17),(24,16),0.049196 # DEPENDENCYPART_HEADBIGRAM
(3,17),(27,16),0.0575561 # DEPENDENCYPART_HEADBIGRAM
(3,19),(13,18),0.0488073 # DEPENDENCYPART_HEADBIGRAM
(3,19),(16,18),0.0799977 # DEPENDENCYPART_HEADBIGRAM
(3,19),(17,18),0.0770417 # DEPENDENCYPART_HEADBIGRAM
(3,19),(19,18),0.157867 # DEPENDENCYPART_HEADBIGRAM
(3,19),(21,18),0.0842962 # DEPENDENCYPART_HEADBIGRAM
(3,19),(24,18),0.0840914 # DEPENDENCYPART_HEADBIGRAM
(3,21),(18,20),0.122239 # DEPENDENCYPART_HEADBIGRAM
(3,21),(19,20),0.121853 # DEPENDENCYPART_HEADBIGRAM
(3,21),(21,20),0.0397531 # DEPENDENCYPART_HEADBIGRAM
(3,28),(13,27),0.0605294 # DEPENDENCYPART_HEADBIGRAM
(3,28),(16,27),0.0914246 # DEPENDENCYPART_HEADBIGRAM
(3,28),(17,27),0.0203939 # DEPENDENCYPART_HEADBIGRAM
(3,28),(19,27),0.0876566 # DEPENDENCYPART_HEADBIGRAM
(3,28),(21,27),0.0865402 # DEPENDENCYPART_HEADBIGRAM
(3,28),(22,27),0.0222785 # DEPENDENCYPART_HEADBIGRAM
(3,28),(23,27),0.0918078 # DEPENDENCYPART_HEADBIGRAM
(3,28),(24,27),0.0895412 # DEPENDENCYPART_HEADBIGRAM
(3,28),(25,27),0.102433 # DEPENDENCYPART_HEADBIGRAM
(3,28),(28,27),0.0768916 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.111235 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.111587 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.158097 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.078846 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.075069 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0200593 # DEPENDENCYPART_HEADBIGRAM
(5,2),(13,1),0.0457457 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.188112 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.156675 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.329452 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.127666 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0699106 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.0134466 # DEPENDENCYPART_HEADBIGRAM
(5,3),(13,2),0.0392471 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.0638158 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.0775781 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.0800007 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.032583 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0673574 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0682553 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.117226 # DEPENDENCYPART_HEADBIGRAM
(5,4),(11,3),0.0799051 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.0458138 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.00716912 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.0827147 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.158681 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.0394812 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.134908 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.0442827 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0851658 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0847017 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0850029 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.109804 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.073919 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0284529 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0754563 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.0684471 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.0251946 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.042521 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0425246 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0425246 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0262119 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.222712 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.0397912 # DEPENDENCYPART_HEADBIGRAM
(5,12),(1,11),-0.0764943 # DEPENDENCYPART_HEADBIGRAM
(5,12),(2,11),-0.0790661 # DEPENDENCYPART_HEADBIGRAM
(5,12),(3,11),-0.073536 # DEPENDENCYPART_HEADBIGRAM
(5,12),(6,11),0.0902676 # DEPENDENCYPART_HEADBIGRAM
(5,12),(8,11),0.0926624 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.252807 # DEPENDENCYPART_HEADBIGRAM
(5,12),(10,11),0.119041 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.00485857 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.0712008 # DEPENDENCYPART_HEADBIGRAM
(5,12),(16,11),0.035583 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.113876 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.112014 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.10792 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.281864 # DEPENDENCYPART_HEADBIGRAM
(6,2),(8,1),0.0745268 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0195414 # DEPENDENCYPART_HEADBIGRAM
(6,2),(13,1),0.0577169 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.13113 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.111027 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.107919 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.278348 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.074534 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0180941 # DEPENDENCYPART_HEADBIGRAM
(6,3),(13,2),0.0575993 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.0638215 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.074505 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.0769277 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.135418 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.166749 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.0713284 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.117388 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.0829782 # DEPENDENCYPART_HEADBIGRAM
(6,4),(13,3),0.0436675 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.0728261 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0236976 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0236962 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),0.183239 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0502685 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.16033 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.305727 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.126774 # DEPENDENCYPART_HEADBIGRAM
(6,5),(13,4),0.192955 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),0.0625672 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),0.0638372 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),0.0625911 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),0.0386425 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.479818 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.274476 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.20843 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.494274 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.0565131 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0414282 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0428365 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0428365 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0437962 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0102916 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.028055 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0658334 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0655558 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0694933 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0676557 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0198301 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.300235 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.078086 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.0637335 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0454727 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.0786054 # DEPENDENCYPART_HEADBIGRAM
(6,10),(0,9),-0.0871757 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0418956 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0414108 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0414576 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0355836 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.079245 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0777289 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.0437499 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.0780766 # DEPENDENCYPART_HEADBIGRAM
(6,10),(16,9),0.0915237 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.061243 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.136446 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.122825 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.199957 # DEPENDENCYPART_HEADBIGRAM
(6,11),(13,10),0.0384319 # DEPENDENCYPART_HEADBIGRAM
(6,11),(16,10),0.0642168 # DEPENDENCYPART_HEADBIGRAM
(6,11),(19,10),0.0642024 # DEPENDENCYPART_HEADBIGRAM
(6,11),(21,10),0.0654452 # DEPENDENCYPART_HEADBIGRAM
(6,12),(1,11),-0.0734213 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.0759931 # DEPENDENCYPART_HEADBIGRAM
(6,12),(3,11),-0.0704631 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0624811 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0999006 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.253174 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.119038 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.00245844 # DEPENDENCYPART_HEADBIGRAM
(6,12),(15,11),0.0711996 # DEPENDENCYPART_HEADBIGRAM
(6,12),(16,11),0.0375641 # DEPENDENCYPART_HEADBIGRAM
(6,13),(1,12),-0.0890361 # DEPENDENCYPART_HEADBIGRAM
(6,13),(2,12),-0.0708275 # DEPENDENCYPART_HEADBIGRAM
(6,13),(3,12),-0.0708275 # DEPENDENCYPART_HEADBIGRAM
(6,13),(5,12),-0.0708275 # DEPENDENCYPART_HEADBIGRAM
(6,13),(6,12),0.0849836 # DEPENDENCYPART_HEADBIGRAM
(6,13),(8,12),0.0551677 # DEPENDENCYPART_HEADBIGRAM
(6,13),(9,12),0.0671185 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.0636851 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.0616259 # DEPENDENCYPART_HEADBIGRAM
(6,13),(16,12),0.0614714 # DEPENDENCYPART_HEADBIGRAM
(6,16),(9,15),0.06828 # DEPENDENCYPART_HEADBIGRAM
(6,16),(13,15),0.0336925 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.0742777 # DEPENDENCYPART_HEADBIGRAM
(6,16),(16,15),0.113413 # DEPENDENCYPART_HEADBIGRAM
(6,16),(17,15),0.0776768 # DEPENDENCYPART_HEADBIGRAM
(6,16),(19,15),0.0597305 # DEPENDENCYPART_HEADBIGRAM
(6,16),(21,15),0.0643343 # DEPENDENCYPART_HEADBIGRAM
(6,16),(24,15),0.0643275 # DEPENDENCYPART_HEADBIGRAM
(6,16),(27,15),0.0653152 # DEPENDENCYPART_HEADBIGRAM
(6,28),(13,27),0.0636292 # DEPENDENCYPART_HEADBIGRAM
(6,28),(16,27),0.0914155 # DEPENDENCYPART_HEADBIGRAM
(6,28),(17,27),0.019944 # DEPENDENCYPART_HEADBIGRAM
(6,28),(19,27),0.0876474 # DEPENDENCYPART_HEADBIGRAM
(6,28),(21,27),0.0865311 # DEPENDENCYPART_HEADBIGRAM
(6,28),(22,27),0.0218286 # DEPENDENCYPART_HEADBIGRAM
(6,28),(23,27),0.0917987 # DEPENDENCYPART_HEADBIGRAM
(6,28),(24,27),0.089532 # DEPENDENCYPART_HEADBIGRAM
(6,28),(25,27),0.102433 # DEPENDENCYPART_HEADBIGRAM
(6,28),(28,27),0.0768916 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),-0.0337721 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.103665 # DEPENDENCYPART_HEADBIGRAM
(8,2),(5,1),-0.102798 # DEPENDENCYPART_HEADBIGRAM
(8,2),(6,1),-0.10399 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),0.0898971 # DEPENDENCYPART_HEADBIGRAM
(8,2),(9,1),0.0330104 # DEPENDENCYPART_HEADBIGRAM
(8,2),(13,1),0.0478765 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.126922 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.111668 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.103776 # DEPENDENCYPART_HEADBIGRAM
(8,3),(6,2),-0.104968 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.123782 # DEPENDENCYPART_HEADBIGRAM
(8,3),(9,2),0.0182915 # DEPENDENCYPART_HEADBIGRAM
(8,3),(13,2),0.0428389 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.163043 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.162851 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.165274 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.132424 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.139432 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.218926 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.127159 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.0867773 # DEPENDENCYPART_HEADBIGRAM
(8,4),(13,3),0.0494005 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.070145 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.0332138 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.0332124 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),0.177866 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0803564 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.067471 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.230325 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.109963 # DEPENDENCYPART_HEADBIGRAM
(8,5),(13,4),0.173217 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.184605 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.141583 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.278487 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.076665 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.0715234 # DEPENDENCYPART_HEADBIGRAM
(8,6),(13,5),0.0304815 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.116931 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.116467 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.116642 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.148599 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.14198 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0372085 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.0827493 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0751143 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),0.0324712 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0589443 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0588598 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0657541 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0654212 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0535678 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.0216467 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0809637 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.0761289 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.0802423 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.0801688 # DEPENDENCYPART_HEADBIGRAM
(8,10),(0,9),-0.108912 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.0635588 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0630741 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0631209 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0628155 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0386565 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0773087 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.0438594 # DEPENDENCYPART_HEADBIGRAM
(8,10),(15,9),0.0661457 # DEPENDENCYPART_HEADBIGRAM
(8,10),(16,9),0.0791741 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0740979 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0903408 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.121897 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.213733 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.0378554 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.0639837 # DEPENDENCYPART_HEADBIGRAM
(8,11),(19,10),0.0639693 # DEPENDENCYPART_HEADBIGRAM
(8,11),(21,10),0.0652122 # DEPENDENCYPART_HEADBIGRAM
(8,12),(1,11),-0.0893151 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.091887 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0863569 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0834124 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.158516 # DEPENDENCYPART_HEADBIGRAM
