# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(25,18),(18,18),(18,20),0.128477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,22),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,32),-0.00979358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,18),(18,19),(18,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,19),(18,22),0.10791 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,19),(18,32),-0.121791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,20),(18,22),0.109538 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,20),(18,32),-0.146614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,22),(18,32),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,18),(18,17),-0.0332595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,16),-0.0438366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,15),-0.0241668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,14),0.0396314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,9),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,-1),0.0431241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,18),(18,17),(18,16),-0.0176077 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,17),(18,15),-0.0197297 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,17),(18,14),-0.0201252 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,17),(18,9),-0.0134985 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,17),(18,-1),-0.016888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,16),(18,15),-0.0199379 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,16),(18,14),-0.0208873 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,16),(18,9),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,16),(18,-1),-0.0499205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,15),(18,14),-0.0219352 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,15),(18,9),-0.0242178 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,15),(18,-1),-0.0271951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,14),(18,9),0.0450757 # DEPENDENCYPART_GRANDSIBL
(25,18),(18,14),(18,-1),-0.0458211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,9),(18,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,19),(19,20),0.0918418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,22),0.161706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,23),0.200154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,25),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,27),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,32),-0.0292028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,19),(19,20),(19,22),0.113739 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,23),0.109226 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,25),-0.14472 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,20),(19,32),-0.198821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,22),(19,23),0.108323 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,22),(19,25),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,22),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,22),(19,27),-0.14479 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,22),(19,32),-0.173848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,23),(19,25),-0.145255 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,23),(19,26),-0.144923 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,23),(19,27),-0.1477 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,23),(19,32),-0.0829392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,25),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,25),(19,27),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,25),(19,32),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,19),(19,26),(19,27),-0.145769 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,26),(19,32),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,27),(19,32),-0.102906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,19),(19,18),-0.0428764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,17),-0.0405019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,16),-0.00969117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,15),-0.0324136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,14),0.133884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,13),0.0472634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,10),0.133884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,9),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,8),-0.0437316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,6),-0.0508062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,19),(19,19),(19,-1),0.12639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,19),(19,18),(19,17),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,16),-0.0371934 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,15),-0.0193988 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,14),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,13),-0.0151175 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,10),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,9),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,8),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,6),-0.0439237 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,18),(19,-1),-0.0297072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,17),(19,16),-0.0376636 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,15),-0.0155897 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,14),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,13),-0.0151175 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,10),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,9),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,8),-0.0319906 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,6),-0.0443939 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,17),(19,-1),-0.0298984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,16),(19,15),-0.0227494 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,14),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,13),-0.0194624 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,10),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,9),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,8),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,6),-0.014412 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,16),(19,-1),-0.0116058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,15),(19,14),-0.0244912 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,13),-0.0237791 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,10),-0.0244912 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,9),-0.0242896 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,8),-0.0222362 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,6),-0.0296407 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,15),(19,-1),-0.0283036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,14),(19,13),-0.067697 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,10),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,9),0.135169 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,8),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,6),-0.0236052 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,14),(19,-1),-0.0201606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,13),(19,10),-0.0273052 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,13),(19,9),-0.0235046 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,13),(19,8),-0.0198767 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,13),(19,6),-0.0145918 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,13),(19,-1),0.0020085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,10),(19,9),0.135169 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,10),(19,8),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,10),(19,6),-0.0236052 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,10),(19,-1),-0.0201606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,9),(19,8),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,9),(19,6),-0.0260996 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,9),(19,-1),0.0259113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,8),(19,6),-0.0439237 # DEPENDENCYPART_GRANDSIBL
(25,19),(19,8),(19,-1),-0.0305624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,19),(19,6),(19,-1),-0.0741756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,23),0.0817206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,27),-0.14695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,32),0.0951441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,23),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,32),-0.173678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,27),(21,32),-0.156306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,-1),0.214339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,23),0.200236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.156446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,27),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,30),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,32),-0.0304837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.101971 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.145255 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,26),-0.144923 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,27),-0.1477 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,30),-0.145255 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,32),-0.0828571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,27),-0.14479 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,30),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,31),-0.144801 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,32),-0.177295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,27),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,30),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,31),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,32),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,27),-0.145769 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,31),-0.145645 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,32),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,27),(22,30),-0.144983 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,27),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,27),(22,32),-0.102824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,30),(22,31),-0.144801 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,30),(22,32),-0.173848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,31),(22,32),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),-0.00963725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,20),0.0491383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,19),-0.12893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,18),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,17),-0.0391894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,16),-0.00963725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,15),-0.0324136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.123578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,20),-0.0194624 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,19),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,18),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,17),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,16),-0.0225679 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,15),-0.0227494 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,-1),-0.0110572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,20),(22,19),-0.0233385 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,18),-0.0198779 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,17),-0.0198779 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,16),-0.0196988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,15),-0.0198586 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,-1),0.00394392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,19),(22,18),-0.0323122 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,17),-0.0323122 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,16),-0.00901975 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,15),-0.0294511 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,-1),0.0290371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,18),(22,17),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,16),-0.0366987 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,15),-0.0193988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,17),(22,16),-0.0371689 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,15),-0.0155897 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,17),(22,-1),-0.0296459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,16),(22,15),-0.0227494 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,16),(22,-1),-0.0110572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,15),(22,-1),-0.0283036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.0385005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,25),-0.162051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,27),-0.14495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,30),-0.162051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,32),-0.040432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,27),-0.144725 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,32),-0.195613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,25),(23,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,27),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,32),-0.195162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,26),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,26),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,26),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,26),(23,32),-0.14619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,27),(23,30),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,27),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,27),(23,32),-0.146334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,30),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,30),(23,32),-0.195162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,31),(23,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,21),-0.0191897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,19),0.133483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,-1),-0.377409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,21),(23,19),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,-1),0.000194065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,19),(23,-1),0.0445913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,25),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,27),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,30),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,32),-0.0295812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,27),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,30),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,32),-0.173924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,26),(24,27),-0.145769 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,32),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,27),(24,30),-0.144983 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,27),(24,32),-0.102839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,30),(24,32),-0.173925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,15),-0.0324136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,-1),0.125878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,15),(24,-1),-0.0283036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,32),-0.0294339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,-1),-0.153345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,28),-0.0240126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,29),0.13954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,30),0.141166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,32),-0.350337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,28),(27,29),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,28),(27,30),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,28),(27,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,28),(27,32),-0.00551664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,29),(27,30),-0.0589675 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,29),(27,31),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,29),(27,32),0.0672123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,30),(27,31),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,30),(27,32),0.0687577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,31),(27,32),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,27),(27,25),0.043104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,23),-0.144992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,22),-0.162245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,-1),-0.127371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,25),(27,23),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,25),(27,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,25),(27,-1),-0.19305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,23),(27,22),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,23),(27,-1),-0.139042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,22),(27,-1),-0.19305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,28),(28,29),-0.0195882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,32),0.214339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,29),(28,32),-0.0195744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,28),(28,-1),0.0951441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,30),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,32),0.123578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,30),(29,32),0.0259113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,29),(29,28),0.102296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,-1),-0.0304837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
