# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(18,16),(18,10),(18,9),-0.0279737 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,-1),-0.232116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,-1),-0.158821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.117871 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),-0.117871 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,11),-0.077943 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,10),-0.09753 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,9),-0.0763516 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.149025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.138386 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.0795249 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,10),-0.113189 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.0811188 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.172835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.0795249 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,10),-0.113189 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,9),-0.0811188 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.172835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,10),-0.0952088 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,9),-0.0770027 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.12508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,10),(18,9),-0.0744478 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,-1),-0.171653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,-1),-0.161215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.0573082 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.075319 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,10),-0.015643 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,9),-0.0615249 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.133654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.075319 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,10),-0.0156447 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,9),-0.0615252 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,-1),-0.13984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,10),-0.0134763 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,9),-0.0578202 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.167504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,10),(18,9),-0.025248 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,-1),-0.222216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,9),(18,-1),-0.149254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.167376 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,10),-0.176772 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,9),-0.0398583 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.111859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,10),-0.0837596 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,9),-0.0707165 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.259083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,10),(18,9),-0.0616814 # DEPENDENCYPART_TRISIBL
(18,13),(18,10),(18,-1),-0.228429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,9),(18,-1),-0.095528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,10),-0.0681343 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,9),-0.0706901 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.283356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,10),(18,9),-0.0616284 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,-1),-0.255542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,-1),-0.122033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,10),(18,9),-0.0343992 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,-1),-0.234547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,-1),-0.124449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,9),(18,-1),-0.2326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(1,3),0.151964 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.153757 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.140248 # DEPENDENCYPART_HEADBIGRAM
(0,4),(7,3),0.068786 # DEPENDENCYPART_HEADBIGRAM
(0,4),(8,3),0.0741094 # DEPENDENCYPART_HEADBIGRAM
(0,4),(11,3),0.0710955 # DEPENDENCYPART_HEADBIGRAM
(0,4),(13,3),0.0730962 # DEPENDENCYPART_HEADBIGRAM
(0,4),(14,3),0.0796494 # DEPENDENCYPART_HEADBIGRAM
(0,8),(1,7),0.301972 # DEPENDENCYPART_HEADBIGRAM
(0,8),(3,7),0.087728 # DEPENDENCYPART_HEADBIGRAM
(0,8),(4,7),0.0363208 # DEPENDENCYPART_HEADBIGRAM
(0,8),(6,7),0.203221 # DEPENDENCYPART_HEADBIGRAM
(0,8),(8,7),0.253868 # DEPENDENCYPART_HEADBIGRAM
(0,8),(9,7),0.0594423 # DEPENDENCYPART_HEADBIGRAM
(0,8),(11,7),0.147005 # DEPENDENCYPART_HEADBIGRAM
(0,8),(13,7),0.0314694 # DEPENDENCYPART_HEADBIGRAM
(0,8),(14,7),-0.0106368 # DEPENDENCYPART_HEADBIGRAM
(0,8),(16,7),-0.00847813 # DEPENDENCYPART_HEADBIGRAM
(0,11),(1,10),0.163137 # DEPENDENCYPART_HEADBIGRAM
(0,11),(4,10),0.257379 # DEPENDENCYPART_HEADBIGRAM
(0,11),(7,10),0.222905 # DEPENDENCYPART_HEADBIGRAM
(0,11),(8,10),0.350676 # DEPENDENCYPART_HEADBIGRAM
(0,11),(9,10),0.101923 # DEPENDENCYPART_HEADBIGRAM
(0,11),(11,10),0.622968 # DEPENDENCYPART_HEADBIGRAM
(0,11),(13,10),0.13757 # DEPENDENCYPART_HEADBIGRAM
(0,11),(14,10),0.204794 # DEPENDENCYPART_HEADBIGRAM
(0,11),(16,10),0.204334 # DEPENDENCYPART_HEADBIGRAM
(0,11),(18,10),0.142947 # DEPENDENCYPART_HEADBIGRAM
(0,13),(4,12),0.0940395 # DEPENDENCYPART_HEADBIGRAM
(0,13),(8,12),0.0881807 # DEPENDENCYPART_HEADBIGRAM
(0,13),(9,12),0.0926995 # DEPENDENCYPART_HEADBIGRAM
(0,13),(11,12),0.0778215 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),0.234171 # DEPENDENCYPART_HEADBIGRAM
(0,13),(14,12),0.0758854 # DEPENDENCYPART_HEADBIGRAM
(0,13),(16,12),0.0758674 # DEPENDENCYPART_HEADBIGRAM
(0,13),(18,12),0.0767104 # DEPENDENCYPART_HEADBIGRAM
(0,14),(0,13),0.0840312 # DEPENDENCYPART_HEADBIGRAM
(0,14),(1,13),0.314716 # DEPENDENCYPART_HEADBIGRAM
(0,14),(4,13),0.0447979 # DEPENDENCYPART_HEADBIGRAM
(0,14),(8,13),-0.002792 # DEPENDENCYPART_HEADBIGRAM
(0,14),(9,13),0.0232695 # DEPENDENCYPART_HEADBIGRAM
(0,14),(11,13),0.326454 # DEPENDENCYPART_HEADBIGRAM
(0,14),(12,13),0.0581178 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.209594 # DEPENDENCYPART_HEADBIGRAM
(0,14),(16,13),-0.0125491 # DEPENDENCYPART_HEADBIGRAM
(0,14),(18,13),0.0273426 # DEPENDENCYPART_HEADBIGRAM
(0,16),(4,15),-0.0255556 # DEPENDENCYPART_HEADBIGRAM
(0,16),(8,15),-0.0350974 # DEPENDENCYPART_HEADBIGRAM
(0,16),(9,15),0.0770395 # DEPENDENCYPART_HEADBIGRAM
(0,16),(11,15),0.081609 # DEPENDENCYPART_HEADBIGRAM
(0,16),(14,15),-0.0435446 # DEPENDENCYPART_HEADBIGRAM
(0,16),(16,15),-0.202171 # DEPENDENCYPART_HEADBIGRAM
(0,16),(18,15),0.0113295 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.0456972 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),0.0526976 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.0812533 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.152024 # DEPENDENCYPART_HEADBIGRAM
(1,2),(7,1),0.122763 # DEPENDENCYPART_HEADBIGRAM
(1,2),(8,1),0.0851286 # DEPENDENCYPART_HEADBIGRAM
(1,2),(9,1),0.0703528 # DEPENDENCYPART_HEADBIGRAM
(1,2),(11,1),0.078494 # DEPENDENCYPART_HEADBIGRAM
(1,2),(14,1),0.0871426 # DEPENDENCYPART_HEADBIGRAM
(1,2),(16,1),0.0921344 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.0784958 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.179035 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0751806 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.072108 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.0793756 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.0846319 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0697097 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.153256 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.248032 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0575946 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.0611496 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.130513 # DEPENDENCYPART_HEADBIGRAM
(1,4),(13,3),0.0619048 # DEPENDENCYPART_HEADBIGRAM
(1,4),(14,3),0.0666898 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.0505079 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0934373 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.111503 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0623937 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0763823 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.0721447 # DEPENDENCYPART_HEADBIGRAM
(1,5),(11,4),0.106216 # DEPENDENCYPART_HEADBIGRAM
(1,5),(14,4),0.0760664 # DEPENDENCYPART_HEADBIGRAM
(1,5),(16,4),0.0819253 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0421888 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.0832195 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.0732704 # DEPENDENCYPART_HEADBIGRAM
(1,7),(11,6),0.0554391 # DEPENDENCYPART_HEADBIGRAM
(1,7),(13,6),0.0143878 # DEPENDENCYPART_HEADBIGRAM
(1,7),(14,6),0.0729483 # DEPENDENCYPART_HEADBIGRAM
(1,8),(1,7),0.0157565 # DEPENDENCYPART_HEADBIGRAM
(1,8),(3,7),0.0963939 # DEPENDENCYPART_HEADBIGRAM
(1,8),(4,7),0.0928142 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.18399 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),0.103524 # DEPENDENCYPART_HEADBIGRAM
(1,8),(9,7),0.0758113 # DEPENDENCYPART_HEADBIGRAM
(1,8),(11,7),0.0932901 # DEPENDENCYPART_HEADBIGRAM
(1,8),(13,7),0.0719439 # DEPENDENCYPART_HEADBIGRAM
(1,8),(14,7),0.0683058 # DEPENDENCYPART_HEADBIGRAM
(1,8),(16,7),0.0683058 # DEPENDENCYPART_HEADBIGRAM
(1,9),(0,8),-0.0461606 # DEPENDENCYPART_HEADBIGRAM
(1,9),(1,8),0.0907014 # DEPENDENCYPART_HEADBIGRAM
(1,9),(3,8),0.0972379 # DEPENDENCYPART_HEADBIGRAM
(1,9),(4,8),0.0945365 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.0909052 # DEPENDENCYPART_HEADBIGRAM
(1,9),(7,8),0.0932004 # DEPENDENCYPART_HEADBIGRAM
(1,9),(11,8),0.0770494 # DEPENDENCYPART_HEADBIGRAM
(1,9),(14,8),0.0788924 # DEPENDENCYPART_HEADBIGRAM
(1,10),(1,9),0.0808373 # DEPENDENCYPART_HEADBIGRAM
(1,10),(4,9),0.125697 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.09036 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.102212 # DEPENDENCYPART_HEADBIGRAM
(1,10),(10,9),0.0740081 # DEPENDENCYPART_HEADBIGRAM
(1,10),(11,9),0.0867641 # DEPENDENCYPART_HEADBIGRAM
(1,10),(13,9),0.0789688 # DEPENDENCYPART_HEADBIGRAM
(1,10),(14,9),0.0833337 # DEPENDENCYPART_HEADBIGRAM
(1,10),(16,9),0.0835397 # DEPENDENCYPART_HEADBIGRAM
(1,10),(18,9),0.0785892 # DEPENDENCYPART_HEADBIGRAM
(1,11),(1,10),0.0797444 # DEPENDENCYPART_HEADBIGRAM
(1,11),(4,10),0.0929124 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.101575 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.090524 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.0876403 # DEPENDENCYPART_HEADBIGRAM
(1,11),(11,10),0.0877507 # DEPENDENCYPART_HEADBIGRAM
(1,11),(13,10),0.070481 # DEPENDENCYPART_HEADBIGRAM
(1,11),(14,10),0.074398 # DEPENDENCYPART_HEADBIGRAM
(1,11),(16,10),0.0754807 # DEPENDENCYPART_HEADBIGRAM
(1,11),(18,10),0.0691658 # DEPENDENCYPART_HEADBIGRAM
(1,13),(4,12),0.088767 # DEPENDENCYPART_HEADBIGRAM
(1,13),(8,12),0.0651958 # DEPENDENCYPART_HEADBIGRAM
(1,13),(9,12),0.091107 # DEPENDENCYPART_HEADBIGRAM
(1,13),(11,12),0.075843 # DEPENDENCYPART_HEADBIGRAM
(1,13),(13,12),0.199788 # DEPENDENCYPART_HEADBIGRAM
(1,13),(14,12),0.0667454 # DEPENDENCYPART_HEADBIGRAM
(1,13),(16,12),0.0667274 # DEPENDENCYPART_HEADBIGRAM
(1,13),(18,12),0.0751926 # DEPENDENCYPART_HEADBIGRAM
(1,14),(0,13),-0.0575679 # DEPENDENCYPART_HEADBIGRAM
(1,14),(1,13),0.0183549 # DEPENDENCYPART_HEADBIGRAM
(1,14),(4,13),0.101236 # DEPENDENCYPART_HEADBIGRAM
(1,14),(8,13),0.0451583 # DEPENDENCYPART_HEADBIGRAM
(1,14),(9,13),0.0540209 # DEPENDENCYPART_HEADBIGRAM
(1,14),(11,13),0.166115 # DEPENDENCYPART_HEADBIGRAM
(1,14),(12,13),0.114556 # DEPENDENCYPART_HEADBIGRAM
(1,14),(14,13),0.0826954 # DEPENDENCYPART_HEADBIGRAM
(1,14),(16,13),0.0642349 # DEPENDENCYPART_HEADBIGRAM
(1,14),(18,13),0.0678453 # DEPENDENCYPART_HEADBIGRAM
(1,19),(4,18),0.0649983 # DEPENDENCYPART_HEADBIGRAM
(1,19),(8,18),0.12179 # DEPENDENCYPART_HEADBIGRAM
(1,19),(9,18),0.120757 # DEPENDENCYPART_HEADBIGRAM
(1,19),(11,18),0.109656 # DEPENDENCYPART_HEADBIGRAM
(1,19),(13,18),0.100527 # DEPENDENCYPART_HEADBIGRAM
(1,19),(14,18),0.104437 # DEPENDENCYPART_HEADBIGRAM
(1,19),(15,18),0.102018 # DEPENDENCYPART_HEADBIGRAM
(1,19),(16,18),0.177426 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0817382 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),0.0455325 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.0662899 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.0671523 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.0907959 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.0693146 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0583421 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0596268 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.111631 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.072129 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.0735835 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.073873 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.0792942 # DEPENDENCYPART_HEADBIGRAM
(2,5),(14,4),0.0719665 # DEPENDENCYPART_HEADBIGRAM
(2,5),(16,4),0.077769 # DEPENDENCYPART_HEADBIGRAM
(3,2),(0,1),-0.0776035 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.104603 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.0763625 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.151601 # DEPENDENCYPART_HEADBIGRAM
(3,2),(7,1),0.082289 # DEPENDENCYPART_HEADBIGRAM
(3,2),(8,1),0.0956397 # DEPENDENCYPART_HEADBIGRAM
(3,2),(9,1),0.0788477 # DEPENDENCYPART_HEADBIGRAM
(3,2),(11,1),0.0532625 # DEPENDENCYPART_HEADBIGRAM
(3,2),(14,1),0.13246 # DEPENDENCYPART_HEADBIGRAM
(3,2),(16,1),0.137664 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0708277 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0640121 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.00422661 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.114125 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.133557 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.0636436 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.1014 # DEPENDENCYPART_HEADBIGRAM
(3,4),(14,3),0.121536 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.109612 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.0289247 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.0763088 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.0605229 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.108299 # DEPENDENCYPART_HEADBIGRAM
(3,7),(14,6),0.0735346 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.0593725 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0900559 # DEPENDENCYPART_HEADBIGRAM
(3,8),(4,7),0.10003 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.161187 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.211618 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.0791304 # DEPENDENCYPART_HEADBIGRAM
(3,8),(11,7),0.0882514 # DEPENDENCYPART_HEADBIGRAM
(3,8),(13,7),0.0754427 # DEPENDENCYPART_HEADBIGRAM
(3,8),(14,7),0.0723592 # DEPENDENCYPART_HEADBIGRAM
(3,8),(16,7),0.0723351 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.137637 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.117528 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.116767 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.0355959 # DEPENDENCYPART_HEADBIGRAM
(4,2),(7,1),0.0774468 # DEPENDENCYPART_HEADBIGRAM
(4,2),(8,1),0.119612 # DEPENDENCYPART_HEADBIGRAM
(4,2),(9,1),0.0808038 # DEPENDENCYPART_HEADBIGRAM
(4,2),(11,1),0.15831 # DEPENDENCYPART_HEADBIGRAM
(4,2),(14,1),0.143485 # DEPENDENCYPART_HEADBIGRAM
(4,2),(16,1),0.12651 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.140106 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.106273 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.185985 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.084805 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0863119 # DEPENDENCYPART_HEADBIGRAM
(4,3),(11,2),0.0914729 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0748023 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),0.00881823 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0467024 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.109807 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.115641 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.0451606 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.323362 # DEPENDENCYPART_HEADBIGRAM
(4,5),(14,4),0.232906 # DEPENDENCYPART_HEADBIGRAM
(4,5),(16,4),0.228182 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0518237 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.04944 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.117536 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0672575 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.04224 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.0577689 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.0572042 # DEPENDENCYPART_HEADBIGRAM
(4,6),(11,5),0.123013 # DEPENDENCYPART_HEADBIGRAM
(4,6),(14,5),0.0586113 # DEPENDENCYPART_HEADBIGRAM
(4,6),(16,5),0.0571425 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0726402 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0368299 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0732798 # DEPENDENCYPART_HEADBIGRAM
(4,7),(11,6),0.0751118 # DEPENDENCYPART_HEADBIGRAM
(4,7),(13,6),0.0676836 # DEPENDENCYPART_HEADBIGRAM
(4,7),(14,6),0.0707411 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.0643661 # DEPENDENCYPART_HEADBIGRAM
(4,8),(3,7),-0.0467683 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0935449 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.161172 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.320047 # DEPENDENCYPART_HEADBIGRAM
(4,8),(9,7),0.0742439 # DEPENDENCYPART_HEADBIGRAM
(4,8),(11,7),0.0855134 # DEPENDENCYPART_HEADBIGRAM
(4,8),(13,7),0.0763628 # DEPENDENCYPART_HEADBIGRAM
(4,8),(14,7),0.0380482 # DEPENDENCYPART_HEADBIGRAM
(4,8),(16,7),0.0379702 # DEPENDENCYPART_HEADBIGRAM
(4,9),(0,8),-0.0722495 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.0552191 # DEPENDENCYPART_HEADBIGRAM
(4,9),(3,8),-0.0623759 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0837575 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0901139 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.102409 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.116505 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0836517 # DEPENDENCYPART_HEADBIGRAM
(4,10),(1,9),-0.0634293 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.0327689 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.0790458 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.115427 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0421645 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.0726939 # DEPENDENCYPART_HEADBIGRAM
(4,10),(13,9),0.0741442 # DEPENDENCYPART_HEADBIGRAM
(4,10),(14,9),0.0894983 # DEPENDENCYPART_HEADBIGRAM
(4,10),(16,9),0.0888001 # DEPENDENCYPART_HEADBIGRAM
(4,10),(18,9),0.0740681 # DEPENDENCYPART_HEADBIGRAM
(4,11),(1,10),-0.0622889 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0481355 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.106201 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.0745966 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.0866715 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.205664 # DEPENDENCYPART_HEADBIGRAM
(4,11),(13,10),0.0605429 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0576223 # DEPENDENCYPART_HEADBIGRAM
(4,11),(16,10),0.0588278 # DEPENDENCYPART_HEADBIGRAM
(4,11),(18,10),0.0620183 # DEPENDENCYPART_HEADBIGRAM
(4,12),(0,11),-0.079326 # DEPENDENCYPART_HEADBIGRAM
(4,12),(1,11),0.0212854 # DEPENDENCYPART_HEADBIGRAM
(4,12),(4,11),0.0272755 # DEPENDENCYPART_HEADBIGRAM
(4,12),(7,11),0.127489 # DEPENDENCYPART_HEADBIGRAM
(4,12),(8,11),0.148386 # DEPENDENCYPART_HEADBIGRAM
(4,12),(9,11),0.0881673 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.113093 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),0.135792 # DEPENDENCYPART_HEADBIGRAM
(4,12),(16,11),0.133546 # DEPENDENCYPART_HEADBIGRAM
(4,12),(18,11),0.1143 # DEPENDENCYPART_HEADBIGRAM
(4,13),(4,12),0.125279 # DEPENDENCYPART_HEADBIGRAM
(4,13),(8,12),0.0635642 # DEPENDENCYPART_HEADBIGRAM
(4,13),(9,12),0.103706 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),-2.33618e-05 # DEPENDENCYPART_HEADBIGRAM
