# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(19,19),(19,18),(19,16),-0.140219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.205477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.163878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0457632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.205904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.114251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0977318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.188679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,-1),-0.161411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0893701 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0894801 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.127876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.050008 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.146289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,-1),-0.0926262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.0789142 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.166819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,-1),-0.179326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,-1),-0.119282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.0996083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.0383367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.140372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),0.0267314 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.054726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.0854807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.00200757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.0849352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,26),0.213682 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,26),0.0170438 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0586182 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.0972879 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.0953166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.104382 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,26),-0.0788066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,26),-0.105421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0646187 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,26),-0.0583999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,26),-0.0585879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,26),-0.0355907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,17),-0.186284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.389635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,17),(20,-1),-0.279515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,17),(20,-1),-0.120612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.0424576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),0.000950768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.0243975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),0.0164464 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.000983504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,25),-0.0216623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),0.030191 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),0.00469596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),0.0334293 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.149353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0960822 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,25),-0.0826509 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.0319072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,25),-0.0852908 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.0655848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.018599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,25),-0.0417348 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,26),-0.0511926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,25),(21,26),-0.00544214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),0.0306195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.0567768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.118444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.173461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.0731864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,15),-0.11797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,13),-0.0646443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,12),-0.168578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,11),-0.0732135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,7),-0.0769199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,5),-0.0286631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,3),-0.168578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.0901467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.144824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.0623565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.0715166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,15),-0.145928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,13),-0.0804242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,12),0.138882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,11),-0.0715434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,7),-0.0741268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,5),0.134512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,3),0.138882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.0101741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.0982422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,16),-0.145404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,15),-0.196513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,13),-0.0915128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,12),0.00102595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,11),-0.145431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,7),-0.148017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,5),0.0517224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,3),0.00102595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.102539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,16),-0.0388122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,15),-0.147038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,13),-0.108873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,12),-0.113402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,11),-0.0388389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,7),-0.0414225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,5),-0.143198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,3),-0.113402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.146792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,15),-0.145085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,13),-0.0804242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,12),0.128625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,11),-0.0747505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,7),-0.077334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,5),0.129805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,3),0.128625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),0.0102324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,15),(21,13),-0.0914502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,12),0.00406251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,11),-0.144829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,7),-0.147414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,5),0.0390545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,3),0.00406251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,-1),-0.10284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,13),(21,12),-0.0466731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,11),-0.090628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,7),-0.0932116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,5),-0.0447815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,3),-0.0466731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,-1),-0.112181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,12),(21,11),-0.278643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,12),(21,7),-0.281203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,12),(21,5),-0.105096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,12),(21,3),-0.206345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,12),(21,-1),-0.351174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,11),(21,7),-0.0741224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,5),0.129805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,3),0.130893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,-1),0.00626778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,7),(21,5),0.129631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,7),(21,3),0.128617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,7),(21,-1),0.00308159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,5),(21,3),-0.117322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,5),(21,-1),-0.150505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,3),(21,-1),-0.351174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.130528 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),0.0118175 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,15),-0.128414 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,13),-0.106098 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,12),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,11),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,7),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,5),-0.0411408 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,3),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.0182558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.0510859 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,16),-0.112934 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,15),-0.109059 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,13),-0.104072 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,12),-0.142807 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,11),-0.112934 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,7),-0.112934 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,5),-0.0845482 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,3),-0.142807 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.173646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,16),-0.136095 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,15),-0.0903548 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,13),-0.105128 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,12),-0.133009 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,11),-0.136095 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,7),-0.136095 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,5),-0.105873 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,3),-0.133009 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.121496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,15),-0.128414 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,13),-0.106098 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,12),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,11),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,7),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,5),-0.0408797 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,3),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,-1),-0.0182549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,15),(21,13),-0.104072 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,12),-0.142807 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,11),-0.112934 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,7),-0.112934 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,5),-0.0845471 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,3),-0.142807 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,-1),-0.173645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,13),(21,12),-0.137385 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,11),-0.12922 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,7),-0.12922 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,5),-0.0946233 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,3),-0.137385 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,-1),-0.110684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,12),(21,11),-0.129433 # DEPENDENCYPART_TRISIBL
(21,20),(21,12),(21,7),-0.129433 # DEPENDENCYPART_TRISIBL
(21,20),(21,12),(21,5),-0.113089 # DEPENDENCYPART_TRISIBL
(21,20),(21,12),(21,3),-0.13658 # DEPENDENCYPART_TRISIBL
(21,20),(21,12),(21,-1),-0.199017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,11),(21,7),-0.135364 # DEPENDENCYPART_TRISIBL
(21,20),(21,11),(21,5),-0.0408797 # DEPENDENCYPART_TRISIBL
(21,20),(21,11),(21,3),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,11),(21,-1),-0.0182558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,7),(21,5),-0.0408797 # DEPENDENCYPART_TRISIBL
(21,20),(21,7),(21,3),-0.174563 # DEPENDENCYPART_TRISIBL
(21,20),(21,7),(21,-1),-0.0209745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,5),(21,3),-0.133046 # DEPENDENCYPART_TRISIBL
(21,20),(21,5),(21,-1),-0.134527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,3),(21,-1),-0.199017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.0174107 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,16),-0.194153 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,15),-0.0370713 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,13),-0.103561 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,12),-0.06513 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,11),-0.193921 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,7),-0.194153 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,5),-0.044794 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,3),-0.06513 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.0664851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,16),-0.193881 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,15),-0.00794635 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,13),-0.112547 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,12),-0.041216 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,11),-0.193649 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,7),-0.193881 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,5),-0.0168755 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,3),-0.041216 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,-1),-0.0265352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,15),-0.0673912 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,13),-0.1112 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,12),-0.0692784 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,11),-0.270356 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,7),-0.270584 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,5),-0.0142395 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,3),-0.0692784 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,-1),-0.109378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,15),(21,13),-0.103267 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,12),-0.0651264 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,11),-0.197567 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,7),-0.197798 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,5),-0.0438839 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,3),-0.0651264 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,-1),-0.0705201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,13),(21,12),-0.039473 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,11),-0.203824 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,7),-0.204056 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,5),-0.0326294 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,3),-0.039473 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,-1),-0.064641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,12),(21,11),-0.22333 # DEPENDENCYPART_TRISIBL
(21,19),(21,12),(21,7),-0.223798 # DEPENDENCYPART_TRISIBL
(21,19),(21,12),(21,5),0.0754148 # DEPENDENCYPART_TRISIBL
(21,19),(21,12),(21,3),-0.112145 # DEPENDENCYPART_TRISIBL
(21,19),(21,12),(21,-1),-0.162119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,11),(21,7),-0.270586 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,5),-0.0142395 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,3),-0.0692784 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,-1),-0.109379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,7),(21,5),-0.0142395 # DEPENDENCYPART_TRISIBL
(21,19),(21,7),(21,3),-0.0692784 # DEPENDENCYPART_TRISIBL
(21,19),(21,7),(21,-1),-0.109378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,5),(21,3),-0.0319902 # DEPENDENCYPART_TRISIBL
(21,19),(21,5),(21,-1),0.109847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,3),(21,-1),-0.162119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,16),-0.112706 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,15),-0.088909 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,13),-0.100321 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,12),-0.0708856 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,11),-0.11271 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,7),-0.112707 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,5),-0.108004 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,3),-0.0708856 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.0224419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,15),-0.0740113 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,13),-0.100669 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,12),-0.1094 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,11),-0.096705 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,7),-0.0966996 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,5),-0.119743 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,3),-0.1094 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.0886953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,15),(21,13),-0.101593 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,12),-0.0702948 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,11),-0.0990002 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,7),-0.0989973 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,5),-0.109039 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,3),-0.0702948 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,-1),-0.0992122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,13),(21,12),-0.0832158 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,11),-0.0964866 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,7),-0.0964837 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,5),-0.109611 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,3),-0.0832158 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,-1),-0.101083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,12),(21,11),-0.0519877 # DEPENDENCYPART_TRISIBL
(21,18),(21,12),(21,7),-0.0519847 # DEPENDENCYPART_TRISIBL
(21,18),(21,12),(21,5),-0.0736603 # DEPENDENCYPART_TRISIBL
(21,18),(21,12),(21,3),-0.0814098 # DEPENDENCYPART_TRISIBL
(21,18),(21,12),(21,-1),-0.216491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,11),(21,7),-0.0966996 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,5),-0.119743 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,3),-0.1094 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,-1),-0.0886955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,7),(21,5),-0.119743 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,3),-0.1094 # DEPENDENCYPART_TRISIBL
(21,18),(21,7),(21,-1),-0.0886982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
