# _root_ Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .
#goldHeads=2,0,6,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
#predictedHeads=2,0,10,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
(14,14),(14,13),(14,12),-0.1456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.17458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.192243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,9),-0.140357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.21128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.176388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,5),-0.179848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.175268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.232954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.179581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,9),-0.17638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.181849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.161137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,5),-0.146106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.115646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.216429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,9),-0.0466788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.213858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.129802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,5),-0.169952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.0885306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,9),-0.0504057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,8),0.047702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),0.0524218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,5),-0.0768989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.183611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,9),(14,8),-0.0949872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,7),-0.086068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,5),-0.136581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,-1),-0.19536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.172154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,5),-0.179848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.181539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,5),-0.213456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.15884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,5),(14,-1),-0.144018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.0746425 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,10),-0.195761 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,9),-0.0431365 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,8),-0.0516721 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0426513 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,5),-0.104768 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-0.0169883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.196065 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,9),-0.0866596 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),-0.0906038 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.0307972 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,5),-0.096252 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.156965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,9),-0.0659974 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,8),-0.0780862 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),-0.0430834 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,5),-0.100996 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.213546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,9),(14,8),-0.0523875 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,7),-0.0079692 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,5),-0.0896116 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,-1),-0.141431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.0227654 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,5),-0.0770588 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.0976546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,5),-0.106646 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.00866244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,5),(14,-1),-0.0623131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),-0.0856732 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,9),-0.112262 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,8),-0.0891661 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.120573 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,5),-0.100604 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.0659352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,9),-0.111046 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,8),-0.104676 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,7),-0.122544 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,5),-0.100017 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.09121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,9),(14,8),-0.110791 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,7),-0.134577 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,5),-0.10068 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,-1),-0.0551822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.143092 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,5),-0.0992635 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.0928962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,5),-0.0993017 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.0900024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,5),(14,-1),-0.1006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),-0.126538 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.08944 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.105615 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),-0.110687 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.133686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),-0.0840946 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,7),-0.112773 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,5),-0.120673 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.170889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.130854 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.110612 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.1841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,5),-0.110476 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.141931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,-1),-0.159046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),-0.00745714 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,7),0.0356188 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,5),-0.113398 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,-1),-0.173841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),0.0152863 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-0.106144 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.171773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,5),-0.0901336 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.138748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,-1),-0.161594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.0603297 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),-0.0122333 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.112915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,5),-0.0942408 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.0868379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,-1),-0.125511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,5),-0.106646 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0203335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,-1),-0.0722382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,-1),-0.185679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.0825723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.196152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.0874035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),0.273712 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.202986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.0739551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),0.0761475 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.139248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),0.0316567 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,21),0.0588423 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0699089 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0432353 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.0270031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.0495696 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.0459982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,21),-0.0543115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0655076 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0772611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,21),-0.0602304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,21),-0.168075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.13249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.162272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,-1),-0.309334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,-1),-0.169688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.17343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.151008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0831891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.188949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.135233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,21),-0.111171 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0655844 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0960419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,21),-0.0929728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,21),-0.172507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.0512558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.209573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.114393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,7),-0.130013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.164161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.0928916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.0636526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,7),-0.0869918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.192794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.1456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,7),-0.179019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.166135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,7),-0.16219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.109636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,7),(16,-1),-0.152968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0793061 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.0751106 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,7),-0.10881 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.224056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0433748 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,7),-0.133439 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.229343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,7),-0.0993912 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.211594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,7),(16,-1),-0.181959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),0.0434254 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,7),-0.0622087 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.120618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,7),-0.0246054 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.050972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,7),(16,-1),-0.0922955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,7),-0.0446665 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.0208931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,7),(16,-1),-0.0162242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,7),(16,-1),-0.0896928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.139081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0328464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0413605 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),0.0293253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),0.0352207 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.127554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.129473 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.125774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0645934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0182708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.182619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.0860723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.145572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),0.127427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,10),-0.0548198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,9),-0.0726155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,8),-0.144157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,7),-0.0355307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,6),-0.0482008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,5),-0.192643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,4),-0.170708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,3),0.127427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,2),-0.0444925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,1),-0.0852353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),0.0943419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.0525697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.149187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),-0.127757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,10),-0.167106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.0416453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,8),-0.152294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,7),-0.13549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,6),-0.168875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,5),-0.188444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,4),-0.190674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,3),-0.127757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,2),-0.165611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,1),-0.0517141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.119183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.145949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,11),0.131668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,10),-0.0553222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,9),-0.0684197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,8),-0.144534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,7),-0.0357905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,6),-0.0482008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,5),-0.192644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,4),-0.170822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,3),0.131668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,2),-0.0444925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,1),-0.0810395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),0.0939545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,11),0.0537119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,10),-0.107642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,9),-0.131481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,8),-0.199005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,7),-0.175091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,6),-0.164816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,5),-0.188286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,4),-0.180339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,3),0.0537119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,2),-0.161526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,1),-0.141929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.0701302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,10),-0.157912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,9),-0.0390215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,8),-0.149673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,7),-0.135714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,6),-0.17081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,5),-0.189264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,4),-0.190542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,3),-0.118931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,2),-0.167546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,1),-0.0490904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.0407086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,10),(17,9),-0.0995181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,8),-0.093835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,7),-0.0603251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,6),-0.179469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,5),-0.147513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,4),-0.186265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,3),0.162722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,2),-0.176205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,1),-0.109996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,-1),-0.0571076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,8),-0.144164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,7),-0.0366296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,6),-0.0482569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,5),-0.19292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,4),-0.170708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,3),0.124524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,2),-0.0445486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,1),-0.0868144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,-1),0.102089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,8),(17,7),-0.172978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,6),-0.164805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,5),-0.188286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,4),-0.180339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,3),0.0537401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,2),-0.161514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
