# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(20,13),(13,10),(13,2),-0.0441936 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,10),(13,1),-0.0665586 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,10),(13,-1),0.0811225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,9),(13,8),0.0216593 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,7),-0.0557463 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,6),-0.0566769 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,5),-0.0444992 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,4),-0.0184034 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,3),-0.0557463 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,2),-0.0444992 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,1),-0.0872808 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,-1),-0.0207734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,8),(13,7),-0.0729519 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,6),-0.0729516 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,5),-0.0441936 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,4),0.0378863 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,3),-0.0730699 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,2),-0.0441936 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,1),-0.0665586 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,8),(13,-1),0.0811225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,7),(13,6),-1.00746e-05 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,5),-0.0485884 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,4),-0.0992684 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,3),0.000518081 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,2),-0.0485884 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,1),-0.00917485 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,-1),-0.0634994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,6),(13,5),-0.0485884 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,6),(13,4),-0.0950834 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,6),(13,3),-0.00183806 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,6),(13,2),-0.0485884 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,6),(13,1),-0.0106698 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,6),(13,-1),-0.058958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,5),(13,4),-0.0522321 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,5),(13,3),-0.0436065 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,5),(13,2),-0.0429442 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,5),(13,1),-0.0279233 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,5),(13,-1),-0.0378777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,4),(13,3),-0.0698447 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,4),(13,2),-0.0451964 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,4),(13,1),-0.027177 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,4),(13,-1),-0.0449772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,3),(13,2),-0.0485884 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,3),(13,1),-0.00885213 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,3),(13,-1),-0.0652228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,2),(13,1),-0.0279233 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,2),(13,-1),-0.0378777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,1),(13,-1),-0.00979863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,15),0.110053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,16),0.111372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,19),0.111314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,20),-0.103119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,14),(14,21),-0.108171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,24),-0.0935774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,15),(14,16),0.117258 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,20),-0.124952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,15),(14,21),-0.119709 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,24),-0.112406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,21),-0.124964 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,24),-0.111122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,21),-0.124887 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,24),-0.126121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,20),(14,21),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,24),-0.157927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,21),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,21),(14,24),-0.0858953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,23),(14,24),-0.126626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,13),-0.0635995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,12),0.040577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,11),-0.0140649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,-1),0.0277041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,13),(14,12),-0.0431354 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,11),-0.031642 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,-1),-0.0859634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,12),(14,11),-0.0449072 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,12),(14,-1),-0.00928021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,11),(14,-1),0.0562397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.150381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,19),0.123841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.111775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,24),-0.209957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,19),0.118941 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,16),(15,24),-0.0145595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,24),-0.105475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,24),-0.0971827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,14),-0.0292144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,12),-0.033956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,11),-0.029098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,9),-0.0349365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,7),-0.029098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,3),-0.029098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),-0.0732531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,12),-0.0372687 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,11),-0.0470145 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,9),-0.0372675 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,7),-0.0470145 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,3),-0.0470145 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.0534571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,11),-0.0469607 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,9),-0.0371172 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,7),-0.0469607 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,3),-0.0469607 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0543251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,11),(15,9),-0.0447622 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,7),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,3),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,-1),-0.0735119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,9),(15,7),-0.0469598 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,3),-0.0469598 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,-1),-0.0603198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,7),(15,3),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,-1),-0.0735119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,3),(15,-1),-0.0735119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,18),0.124392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.134163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.0934848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,21),-0.0413859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,24),-0.15674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,18),(16,19),0.119127 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,20),-0.124889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,21),-0.124957 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,24),-0.192509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.124918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,21),-0.124978 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,24),-0.155109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,21),-0.128042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,23),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,24),-0.0815709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,21),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,24),-0.00192952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,23),(16,24),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0543857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,14),-0.0570926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,13),-0.0450565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,12),-0.0579169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,11),0.00646114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,10),0.0403994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,6),0.00516412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,5),-0.135024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,2),-0.135024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),0.0479377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,14),-0.0415619 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,13),-0.0470995 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,12),-0.0415611 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,11),-0.0220609 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,10),-0.0572937 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,6),-0.0220609 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,5),-0.0105702 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,2),-0.0105702 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,-1),-0.0424624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,14),(16,13),-0.0302137 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,12),-0.0367244 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,11),-0.0458911 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,10),-0.0423253 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,6),-0.0458982 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,5),-0.0689534 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,2),-0.0689534 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,14),(16,-1),-0.0722978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,13),(16,12),-0.0382068 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,11),-0.0609837 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,10),-0.0634905 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,6),-0.0609815 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,5),-0.00809586 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,2),-0.00809586 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,-1),-0.103466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,12),(16,11),-0.0458302 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,12),(16,10),-0.0423253 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,12),(16,6),-0.0458373 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,12),(16,5),-0.0689271 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,12),(16,2),-0.0689271 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,12),(16,-1),-0.0736128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,11),(16,10),-0.0582063 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,11),(16,6),-0.0511618 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,11),(16,5),-0.0121103 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,11),(16,2),-0.0121103 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,11),(16,-1),-0.0166939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,10),(16,6),-0.0900651 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,10),(16,5),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,10),(16,2),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,10),(16,-1),-0.031207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,6),(16,5),-0.0151102 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,6),(16,2),-0.0151102 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,6),(16,-1),-0.0219327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,5),(16,2),-0.0371159 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,5),(16,-1),0.0652979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,2),(16,-1),0.0652979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,20),-0.0830199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,24),-0.0734595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,20),(17,23),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,20),(17,24),-0.126463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,23),(17,24),-0.115246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,-1),0.0311689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,20),-0.0933272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,21),-0.107802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,24),-0.176935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,20),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,24),-0.122509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,21),(18,24),-0.114301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,-1),0.085419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,20),-0.136124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.0874419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.324873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.128032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),-0.190401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.0910593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,23),(19,24),-0.120831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0224793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0431206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),0.00631943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,15),-0.038676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,14),-0.0195976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,13),-0.0624311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,12),-0.0213148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,11),0.0067644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,10),-0.0882036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,9),-0.0194148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,8),-0.0882036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,7),0.00724975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,6),0.0067707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,5),-0.0586466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,4),-0.0606425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,3),0.0067707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,1),-0.0817818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),-0.114849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0452079 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),-0.0443895 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,15),-0.0420628 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,14),-0.0315262 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,13),-0.0378549 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,12),-0.0316376 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,11),-0.0443895 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,10),-0.0295082 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,9),-0.0315262 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,8),-0.0295082 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,7),-0.0443895 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,6),-0.0443895 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,5),-0.0420289 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,4),-0.0378486 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,3),-0.0443895 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,1),-0.0228271 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0869352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,13),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,10),-0.0334581 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,8),-0.0334581 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,5),-0.0420051 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,4),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,1),-0.0421571 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.0691484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,15),-0.0430385 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,14),-0.0400951 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,13),-0.034162 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,12),-0.0400951 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,11),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,10),0.018326 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,9),-0.0400951 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,8),0.018326 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,7),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,6),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,5),-0.0434212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,4),-0.0339999 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,3),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,1),-0.0187642 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,-1),-0.114988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,15),(19,14),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,13),-0.0387563 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,12),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,11),-0.0439503 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,10),-0.0397941 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,9),-0.0419992 # DEPENDENCYPART_GRANDSIBL
