# _root_ In New York Stock Exchange composite trading yesterday , Bear Stearns shares closed at $ 13.625 , down 25 cents .
#goldHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
#predictedHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
(3,4),(4,9),-0.345015 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.6488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.22867 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.18866 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.851897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.329058 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.339891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.381428 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.523936 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.270048 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.1393 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.14754 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.964355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.106937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.244827 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.270786 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.353571 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.48898 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.13938 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.14757 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.09881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0240331 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.371721 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.186504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.290563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.497177 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.53557 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.677765 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.596627 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.249885 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.777366 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-1.03667 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.909283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.797998 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.961557 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-1.21218 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.423595 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.523352 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.6503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.720223 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.882492 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.85419 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.937415 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.734076 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.77913 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.369353 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.7705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.374291 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.412929 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.77024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.841123 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.929729 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.981605 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.946266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.99761 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.08605 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.17978 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.826406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.40549 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.360494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.50616 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0467028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.908951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.04538 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.13885 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0870165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.206945 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.292554 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.216826 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.886686 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.04696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.14043 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.08366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0744271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0246716 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.294928 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.531702 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.909034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.04542 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.13888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.22654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.213929 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.29471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.311758 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.225022 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.588919 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.748991 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.535191 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.210126 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.190105 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.960186 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.543909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.5836 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.944934 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-1.05239 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.855703 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.975192 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.07147 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.11037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.191914 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.279326 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.270212 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.334211 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.23789 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.537318 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.704761 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.260994 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.285541 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.837751 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.366609 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.569204 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.917052 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-1.18782 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.138966 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.455786 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.474088 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.54674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.499103 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.631649 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.593624 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.614137 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.47027 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.306324 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.25898 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.230596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.119625 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.166229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.66772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.546414 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.637887 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.826401 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.274787 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.116438 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.315153 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.66766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.546558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.67835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.638031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.826452 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.663666 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.7105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.771547 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.08244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.05972 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.903371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.00365401 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0378719 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.188512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.686718 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.772365 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.08326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.06054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.884571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.453117 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0324775 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0204591 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.710582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.77158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.08248 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.05975 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.03158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.174966 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0151653 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.197328 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.297469 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.471283 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0221293 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0701176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.213364 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.575723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.778973 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.634836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.4763 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.77962 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.596345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.636536 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.753599 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.584664 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.76353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.667874 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.880386 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.926654 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-1.42971 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.563372 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.632176 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.439742 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.618682 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.61443 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.499404 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.73538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.849194 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.07701 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.463344 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.533485 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.519599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.476998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.7361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.639692 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.849908 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.07765 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.687146 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.403626 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.555774 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.544757 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.600477 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.73534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.638936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.84915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.07709 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.24257 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.27442 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.34955 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.39829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.27737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.00048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.167486 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0803697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.26414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.27267 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.3478 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.39654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.27562 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.22056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.177445 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.235967 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.233968 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.321016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0977402 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.326174 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.359174 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.368552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.504474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.598476 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.432981 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.945789 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.830551 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.881218 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.916799 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.943442 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.656605 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.91251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.637994 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-1.31256 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-1.39492 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.804496 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.791791 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.982233 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.866795 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.774048 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.854646 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.794156 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.606793 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.46291 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.00242 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.780058 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.77369 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.810475 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.748327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.88432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.607506 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.46354 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.624981 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.947903 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.806397 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.802897 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.7675 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.806266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.88356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.606749 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.46299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.964767 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.86669 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.982083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.820451 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.00245 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.97346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.697423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.47653 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.81014 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.47852 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.56397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.53288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.60721 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.4273 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.40055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.655104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.35981 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.304529 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0508482 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.481004 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.398854 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.347482 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.613863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.846247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.598517 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.928934 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.7154 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.38242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.47072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.43595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.51102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.33471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.30391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0143087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.846685 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.236716 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.194895 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.426852 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.413568 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.211343 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.592352 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.760728 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.555192 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-1.03625 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.604385 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.558576 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.588488 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.602334 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.263316 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.114094 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.59807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.979289 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-1.24899 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.591053 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.572707 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.649094 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.74304 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.55496 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.622715 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.55756 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.56688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-1.12964 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.672722 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.657895 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.563346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.60031 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.522158 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.464351 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.56759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.13028 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.545604 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.610624 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.675837 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.584155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.545956 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.566079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.496264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.56683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.12972 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.643209 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.768443 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.795343 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.629847 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.823083 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.278237 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.6575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.14327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.704731 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.763596 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.789888 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.612107 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.815906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.529327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.65876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,12),-0.59154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.25364 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.11627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.01683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.00927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.410514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.155079 # DEPENDENCYPART_GRANDPAR
