# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(19,24),(19,26),(19,27),-0.0501046 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,28),-0.118317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.0748591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,27),(19,28),-0.0164001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0607789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.188501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.215071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0639437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.0512592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.0512592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.198138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.240489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.275549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.13388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.24656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.24656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.156376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0489571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.196823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.112851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.112851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.127975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.0787422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.0512593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.0512593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.193622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.163792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.163792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.173998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,5),-0.222642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.22123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,-1),-0.22123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0746801 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.159919 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0233946 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),0.0151165 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),0.0151165 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.0585768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.0869374 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.0219579 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),0.0125958 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),0.0125958 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.157022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),0.0325266 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.00807011 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.00807011 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.134697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),0.020961 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),0.020961 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.118981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,5),0.00910928 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.0346612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,-1),-0.0346612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.209868 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.153391 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.256093 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.256093 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.113358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.211725 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.314271 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.314271 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.16504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.353273 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.353273 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.145794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,5),-0.250637 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.225136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,-1),-0.225136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.0789142 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.0954209 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),-0.0954209 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.167384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),-0.131362 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.131362 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.179343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,5),-0.0966033 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.144975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,5),(19,-1),-0.144975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),0.0206014 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,5),0.0206014 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.110832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,5),0.00874836 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.0304672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,5),(19,-1),-0.0304672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,5),-0.0417631 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,-1),0.0253468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,5),(19,-1),0.0253468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,5),(19,-1),-0.214693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.0085195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,25),-0.0482631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.0148544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,27),0.0452445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),0.0163069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,25),-0.0580944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,26),-0.0246856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,27),0.0536097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,28),0.0633313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,25),(22,26),-0.00740971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,27),-0.00203021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,28),0.0827357 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,27),0.00921988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,26),(22,28),0.11705 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,27),(22,28),-0.134699 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,25),-0.0721478 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,26),-0.072085 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,27),-0.064774 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,28),-0.063267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,25),(22,26),-0.0824792 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,27),0.0476447 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,28),-0.0643693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,27),0.0476746 # DEPENDENCYPART_TRISIBL
(22,23),(22,26),(22,28),-0.0662231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,27),(22,28),0.03467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.0816182 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,27),0.0124015 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,28),-0.0636067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,27),0.0124314 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,28),-0.0654605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,27),(22,28),0.0253888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,26),(22,27),-0.0705707 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,28),-0.0786402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,27),(22,28),-0.0232246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,27),(22,28),-0.0136299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.0461693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,16),-0.201226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,15),-0.128781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,10),-0.113931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,6),-0.171119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,4),-0.18332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,3),-0.1206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,2),-0.113867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,1),-0.122142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),0.0425979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,16),-0.253765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,15),-0.285091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,10),-0.268241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,6),-0.164665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,4),-0.21298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,3),-0.277415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,2),-0.196702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,1),-0.278247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.326517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,16),(22,15),-0.0379276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,10),-0.0228728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,6),-0.189528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,4),-0.263125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,3),-0.0297144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,2),-0.127562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,1),-0.0310906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,-1),-0.129396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,15),(22,10),-0.0663593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,6),-0.168486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,4),-0.0460032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,3),-0.0767949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,2),-0.00597511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,1),-0.0759087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,-1),0.0843474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,10),(22,6),-0.168487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,4),-0.0481473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,3),-0.0627712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,2),-0.00649363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,1),-0.061885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,-1),0.0693779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,6),(22,4),-0.189487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,3),-0.10257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,2),-0.083904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,1),-0.104112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,-1),-0.0149407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,4),(22,3),-0.0331998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,2),-0.126689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,1),-0.0345759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,-1),-0.0996024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,3),(22,2),-0.00952852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,1),-0.0793949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,-1),0.0872289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,2),(22,1),0.0152754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,2),(22,-1),-0.0362232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,1),(22,-1),0.0802759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,16),-0.128982 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,15),-0.194966 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,10),-0.194966 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,6),-0.0949822 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,4),-0.128822 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,3),-0.194966 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,2),-0.0421263 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,1),-0.194966 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),-0.221629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,16),(22,15),-0.142565 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,10),-0.142565 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,6),-0.0952901 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,4),-0.115813 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,3),-0.142565 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,2),-0.100737 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,1),-0.142565 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,-1),-0.203997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,15),(22,10),-0.143655 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,6),-0.0949821 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,4),-0.122197 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,3),-0.143655 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,2),-0.100241 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,1),-0.143655 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,-1),-0.198482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,10),(22,6),-0.0949821 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,4),-0.122197 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,3),-0.143673 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,2),-0.100276 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,1),-0.143673 # DEPENDENCYPART_TRISIBL
(22,21),(22,10),(22,-1),-0.198482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,6),(22,4),-0.113925 # DEPENDENCYPART_TRISIBL
(22,21),(22,6),(22,3),-0.138502 # DEPENDENCYPART_TRISIBL
(22,21),(22,6),(22,2),-0.0969636 # DEPENDENCYPART_TRISIBL
(22,21),(22,6),(22,1),-0.138502 # DEPENDENCYPART_TRISIBL
(22,21),(22,6),(22,-1),-0.180504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,4),(22,3),-0.142661 # DEPENDENCYPART_TRISIBL
(22,21),(22,4),(22,2),-0.100587 # DEPENDENCYPART_TRISIBL
(22,21),(22,4),(22,1),-0.142661 # DEPENDENCYPART_TRISIBL
(22,21),(22,4),(22,-1),-0.204058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,3),(22,2),-0.100241 # DEPENDENCYPART_TRISIBL
(22,21),(22,3),(22,1),-0.143655 # DEPENDENCYPART_TRISIBL
(22,21),(22,3),(22,-1),-0.198482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,2),(22,1),-0.139855 # DEPENDENCYPART_TRISIBL
(22,21),(22,2),(22,-1),-0.194087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,1),(22,-1),-0.198482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,16),(22,15),-0.130578 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,10),-0.131155 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,6),-0.0968209 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,4),0.10362 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,3),-0.131666 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,2),-0.136018 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,1),-0.130578 # DEPENDENCYPART_TRISIBL
(22,20),(22,16),(22,-1),-0.00218047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,15),(22,10),-0.167618 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,6),-0.0848409 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,4),0.0990153 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,3),-0.16832 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,2),-0.116308 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,1),-0.167232 # DEPENDENCYPART_TRISIBL
(22,20),(22,15),(22,-1),-0.0219483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,10),(22,6),-0.0848409 # DEPENDENCYPART_TRISIBL
(22,20),(22,10),(22,4),0.0919128 # DEPENDENCYPART_TRISIBL
(22,20),(22,10),(22,3),-0.168332 # DEPENDENCYPART_TRISIBL
(22,20),(22,10),(22,2),-0.11631 # DEPENDENCYPART_TRISIBL
(22,20),(22,10),(22,1),-0.167244 # DEPENDENCYPART_TRISIBL
(22,20),(22,10),(22,-1),-0.0223706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,6),(22,4),-0.0209651 # DEPENDENCYPART_TRISIBL
(22,20),(22,6),(22,3),-0.169263 # DEPENDENCYPART_TRISIBL
(22,20),(22,6),(22,2),-0.130332 # DEPENDENCYPART_TRISIBL
(22,20),(22,6),(22,1),-0.168176 # DEPENDENCYPART_TRISIBL
(22,20),(22,6),(22,-1),-0.0313994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,4),(22,3),-0.119732 # DEPENDENCYPART_TRISIBL
(22,20),(22,4),(22,2),-0.137599 # DEPENDENCYPART_TRISIBL
(22,20),(22,4),(22,1),-0.118644 # DEPENDENCYPART_TRISIBL
(22,20),(22,4),(22,-1),-0.0189456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,3),(22,2),-0.116329 # DEPENDENCYPART_TRISIBL
(22,20),(22,3),(22,1),-0.167232 # DEPENDENCYPART_TRISIBL
(22,20),(22,3),(22,-1),-0.0211779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,2),(22,1),-0.22165 # DEPENDENCYPART_TRISIBL
(22,20),(22,2),(22,-1),-0.0152236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,1),(22,-1),-0.022559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,15),(22,10),-0.19248 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,6),-0.110052 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,4),-0.164299 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,3),-0.19271 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,2),-0.145735 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,1),-0.192401 # DEPENDENCYPART_TRISIBL
(22,16),(22,15),(22,-1),-0.0414155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,10),(22,6),-0.110052 # DEPENDENCYPART_TRISIBL
(22,16),(22,10),(22,4),-0.163905 # DEPENDENCYPART_TRISIBL
(22,16),(22,10),(22,3),-0.19268 # DEPENDENCYPART_TRISIBL
(22,16),(22,10),(22,2),-0.1457 # DEPENDENCYPART_TRISIBL
(22,16),(22,10),(22,1),-0.192371 # DEPENDENCYPART_TRISIBL
(22,16),(22,10),(22,-1),-0.0412641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,6),(22,4),-0.127582 # DEPENDENCYPART_TRISIBL
(22,16),(22,6),(22,3),-0.150375 # DEPENDENCYPART_TRISIBL
(22,16),(22,6),(22,2),-0.138445 # DEPENDENCYPART_TRISIBL
(22,16),(22,6),(22,1),-0.150079 # DEPENDENCYPART_TRISIBL
(22,16),(22,6),(22,-1),-0.0928296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,4),(22,3),-0.180925 # DEPENDENCYPART_TRISIBL
(22,16),(22,4),(22,2),-0.140345 # DEPENDENCYPART_TRISIBL
(22,16),(22,4),(22,1),-0.180628 # DEPENDENCYPART_TRISIBL
(22,16),(22,4),(22,-1),-0.0205858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,3),(22,2),-0.1457 # DEPENDENCYPART_TRISIBL
(22,16),(22,3),(22,1),-0.192387 # DEPENDENCYPART_TRISIBL
(22,16),(22,3),(22,-1),-0.0412112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,2),(22,1),-0.174232 # DEPENDENCYPART_TRISIBL
(22,16),(22,2),(22,-1),-0.119149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,16),(22,1),(22,-1),-0.0408805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,10),(22,6),-0.116099 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,4),-0.066958 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,3),-0.300265 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,2),-0.136507 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,1),-0.302937 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,-1),-0.149671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,6),(22,4),-0.073926 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,3),-0.207938 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,2),-0.133497 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,1),-0.211434 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,-1),-0.13875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,4),(22,3),-0.228478 # DEPENDENCYPART_TRISIBL
(22,15),(22,4),(22,2),-0.172213 # DEPENDENCYPART_TRISIBL
(22,15),(22,4),(22,1),-0.231974 # DEPENDENCYPART_TRISIBL
(22,15),(22,4),(22,-1),-0.0585786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,3),(22,2),-0.13659 # DEPENDENCYPART_TRISIBL
