# _root_ In the 45 minutes before the 9:30 opening bell , the Jacobson specialists kept getting sell orders , heavier than they imagined .
#goldHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
#predictedHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
(8,7),(8,5),(8,3),-0.0349799 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.0073917 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.0875191 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.105012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),-0.0648067 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),0.046761 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0901795 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.121992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.0289931 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.0915623 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.082073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.102456 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),0.0484029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.11566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.143404 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0909427 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.23042 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.0527989 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.0789577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0936037 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.256674 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.00453269 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.111827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.216465 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0537111 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.156379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0497443 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.171905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.0761194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.0931012 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.0513055 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.109259 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.0941472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.0125471 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0976161 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.111227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0975955 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.0958693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.09362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),0.0802099 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0404695 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.111615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0383604 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.0286701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.0994205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.102466 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),0.0465337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.118417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0761194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.127261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0619589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0633695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.144197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.144542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.103071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0607201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,20),-0.204107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.147825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,23),-0.201346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.682743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.204321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.205313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.15016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.150515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0161001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.203046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.125179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.135564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),-0.153788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,23),-0.13499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),-0.230521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.117855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.105205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.10291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.0570814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.11877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.119002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.107537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.108044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,23),-0.116638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),-0.117102 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.105205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.10291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0570814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.118872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.119002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,20),-0.106201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.108044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.117872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.115166 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.0904103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.0793714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.139925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.052476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.0999647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),-0.0937091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,23),-0.0630063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),-0.101826 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.0793717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.140111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.0455976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,20),-0.104282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,22),-0.0940637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,23),-0.0578113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),-0.0915178 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.164308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.145919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,20),-0.130977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),-0.105489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,23),-0.153144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),-0.077903 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.119016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,20),-0.111188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,22),-0.1097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,23),-0.116696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,24),-0.117069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,20),-0.204107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,22),-0.147825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,23),-0.201346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),-0.682743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,20),(9,22),-0.126824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,23),-0.168258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,24),-0.155598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,23),-0.0612835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,24),-0.0980332 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,24),-0.217991 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),0.00488697 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),0.00488661 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0324949 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.032496 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0630697 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),0.00488174 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),0.313678 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),-0.0745006 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0324949 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,23),-0.117265 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.134625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0825828 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0526482 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.0526494 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0477562 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.0825877 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),0.504626 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),-0.033988 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0526482 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,23),-0.2402 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),-0.101503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0535917 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.0535929 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0477562 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0826267 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),0.504626 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,20),-0.0341712 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.0535917 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,23),-0.2402 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,24),-0.101652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0600118 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.0698129 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.020036 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),0.570135 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,20),-0.0208931 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.0600106 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,23),-0.0839484 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,24),-0.0631788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.0698129 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.020036 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,18),0.569921 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,20),-0.0208931 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,22),-0.0600106 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,23),-0.0839484 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,24),-0.0632114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),0.0521139 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),0.513257 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,20),-0.0795086 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.0311103 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,23),-0.140513 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,24),-0.17038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),0.503945 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,20),-0.033988 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,22),-0.0526482 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,23),-0.2402 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,24),-0.101788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,20),-0.0905989 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,22),-0.0555428 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,23),-0.13597 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,24),-0.231494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,20),(9,22),0.0283289 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,23),-0.103129 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,24),-0.0538158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,22),(9,23),-0.0839484 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,24),-0.0631788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,23),(9,24),-0.280507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0806182 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0738997 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.080647 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0908269 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.0741464 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,23),-0.0472798 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,24),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0738997 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.080647 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0908269 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,20),-0.0741464 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,23),-0.0472798 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,24),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0800537 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.0717806 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0823872 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.0878773 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,20),-0.0772948 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0800537 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,23),-0.0446427 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.133803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0717806 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0823872 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,18),-0.0878773 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,20),-0.0772948 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,22),-0.0800537 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,23),-0.0446428 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,24),-0.133824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0797399 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.085439 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,20),-0.0778632 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.0814245 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,23),-0.060573 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,24),-0.0559176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0908269 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,20),-0.0741464 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,22),-0.0820472 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,23),-0.04728 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,24),-0.125885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,20),-0.0809711 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,22),-0.0858462 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,23),-0.0581495 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,24),-0.143073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,20),(9,22),-0.081244 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,23),-0.057152 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,24),-0.134666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,23),-0.0446427 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,24),-0.133803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,24),-0.132184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.086451 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.0864481 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0778159 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.069649 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0454814 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,20),-0.0857129 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),-0.086318 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,23),-0.0869641 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,24),-0.128798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.0922438 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.0784524 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0695154 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),-0.015132 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,20),-0.0880719 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),-0.0921091 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,23),-0.0914835 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,24),-0.133915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.0784524 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.0695214 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,18),-0.0151335 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,20),-0.0880719 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,22),-0.0921091 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,23),-0.0919021 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,24),-0.130281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.071655 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.0457807 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,20),-0.0800508 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.0831337 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,23),-0.0964144 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,24),-0.084247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.0454818 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,20),-0.0856226 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,22),-0.0863191 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,23),-0.0873478 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,24),-0.131646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,20),-0.0710731 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,22),-0.09964 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,23),-0.123537 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,24),-0.0402327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,20),(9,22),-0.0661579 # DEPENDENCYPART_TRISIBL
(9,12),(9,20),(9,23),-0.0938599 # DEPENDENCYPART_TRISIBL
(9,12),(9,20),(9,24),-0.157354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,22),(9,23),-0.091465 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,24),-0.132556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,23),(9,24),-0.0405786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0924089 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0784524 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.0700019 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.015132 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,20),-0.0882822 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,22),-0.0922742 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,23),-0.0906012 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,24),-0.138909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0784524 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.0700079 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,18),-0.0151335 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,20),-0.0882822 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,22),-0.0922742 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,23),-0.0910198 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,24),-0.135275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.0721415 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.0457807 # DEPENDENCYPART_TRISIBL
