# _root_ Vegetables are abundant and full of flavor in Poland , the pickles and sauerkraut sublime , the state monopolies long broken .
#goldHeads=2,0,4,2,4,5,6,2,8,2,13,13,1,13,4,2,19,19,1,21,4,2,
#predictedHeads=2,0,4,2,4,5,6,2,13,13,12,13,8,13,13,13,19,19,13,21,19,2,
(20,20),(20,4),(20,-1),-0.0483475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,15),-0.0138971 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,14),-0.122452 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,9),-0.118872 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,7),-0.122452 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,4),-0.128296 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.135574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,14),-0.0999413 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,9),-0.096362 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,7),-0.0999413 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,4),-0.123972 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.10454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,14),(20,9),-0.116897 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,7),-0.120477 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,4),-0.12829 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,-1),-0.129375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,9),(20,7),-0.120477 # DEPENDENCYPART_TRISIBL
(20,19),(20,9),(20,4),-0.12829 # DEPENDENCYPART_TRISIBL
(20,19),(20,9),(20,-1),-0.129375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,7),(20,4),-0.12829 # DEPENDENCYPART_TRISIBL
(20,19),(20,7),(20,-1),-0.129376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,4),(20,-1),-0.167903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,14),-0.102693 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,9),-0.0991135 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,7),-0.102693 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,4),-0.124191 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.106528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,14),(20,9),-0.119245 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,7),-0.122824 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,4),-0.12847 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,-1),-0.132497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,9),(20,7),-0.122824 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,4),-0.12847 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,-1),-0.132497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,7),(20,4),-0.12847 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,-1),-0.132497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,4),(20,-1),-0.165662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,14),(20,9),-0.0539544 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,7),-0.0540444 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,4),-0.122957 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,-1),-0.0968957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,9),(20,7),-0.0540444 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,4),-0.122957 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,-1),-0.0977332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,7),(20,4),-0.122957 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,-1),-0.0968957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,4),(20,-1),-0.119608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,9),(20,7),-0.120438 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,4),-0.12829 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,-1),-0.129101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,7),(20,4),-0.12829 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,-1),-0.129101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,4),(20,-1),-0.167373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,9),(20,7),(20,4),-0.128291 # DEPENDENCYPART_TRISIBL
(20,9),(20,7),(20,-1),-0.126159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,9),(20,4),(20,-1),-0.164426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,7),(20,4),(20,-1),-0.16841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.206685 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,20),(21,19),-0.0740566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.090451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.172953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,15),-0.116242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,14),-0.0738562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.158103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.119034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.142364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,15),-0.109945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,14),-0.104287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.10202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.138074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,15),-0.119337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,14),-0.103611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.100202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,15),-0.120476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,14),-0.0949237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.093683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,15),(21,14),-0.0278663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,-1),-0.113533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,14),(21,-1),-0.101925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.075907 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),-0.0993976 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,15),-0.0577326 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,14),-0.075903 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.112632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.0993977 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,15),-0.0577326 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,14),-0.075903 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.116236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,15),-0.0529274 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,14),-0.0556332 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.103631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,15),(21,14),-0.0557148 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,-1),-0.100759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,14),(21,-1),-0.112632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),0.014036 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,15),-0.0143523 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,14),-0.119355 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.0508029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,15),-0.023109 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,14),-0.12795 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,-1),-0.0795941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,15),(21,14),-0.0999207 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,-1),-0.107127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,14),(21,-1),-0.0446044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,15),-0.0266671 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,14),-0.13071 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.0668101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,15),(21,14),-0.102672 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,-1),-0.109114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,14),(21,-1),-0.0477236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,15),(21,14),-0.0980742 # DEPENDENCYPART_TRISIBL
(21,17),(21,15),(21,-1),-0.113429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,14),(21,-1),-0.129624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,14),(21,-1),-0.103899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,-1),-0.521299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,1),0.0407644 # DEPENDENCYPART_HEADBIGRAM
(0,2),(2,1),0.153501 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.0730962 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.165064 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.0708323 # DEPENDENCYPART_HEADBIGRAM
(0,2),(13,1),0.168186 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.0886507 # DEPENDENCYPART_HEADBIGRAM
(0,3),(1,2),0.0865733 # DEPENDENCYPART_HEADBIGRAM
(0,3),(4,2),0.0811328 # DEPENDENCYPART_HEADBIGRAM
(0,3),(7,2),0.0802348 # DEPENDENCYPART_HEADBIGRAM
(0,3),(13,2),0.0811224 # DEPENDENCYPART_HEADBIGRAM
(0,4),(0,3),0.0937934 # DEPENDENCYPART_HEADBIGRAM
(0,4),(1,3),0.0714856 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.148169 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.0478162 # DEPENDENCYPART_HEADBIGRAM
(0,4),(5,3),0.0799076 # DEPENDENCYPART_HEADBIGRAM
(0,4),(7,3),0.0343977 # DEPENDENCYPART_HEADBIGRAM
(0,4),(13,3),0.074608 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),0.0857353 # DEPENDENCYPART_HEADBIGRAM
(0,5),(1,4),0.0893957 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.0887658 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.0887788 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.0802632 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.0811813 # DEPENDENCYPART_HEADBIGRAM
(0,5),(7,4),0.078783 # DEPENDENCYPART_HEADBIGRAM
(0,5),(9,4),0.078783 # DEPENDENCYPART_HEADBIGRAM
(0,5),(13,4),0.0931179 # DEPENDENCYPART_HEADBIGRAM
(0,5),(20,4),0.0811634 # DEPENDENCYPART_HEADBIGRAM
(0,6),(0,5),0.0916409 # DEPENDENCYPART_HEADBIGRAM
(0,6),(1,5),0.09977 # DEPENDENCYPART_HEADBIGRAM
(0,6),(2,5),0.0997711 # DEPENDENCYPART_HEADBIGRAM
(0,6),(3,5),0.0933857 # DEPENDENCYPART_HEADBIGRAM
(0,6),(4,5),0.0931416 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.0688601 # DEPENDENCYPART_HEADBIGRAM
(0,6),(7,5),0.0804837 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.0757827 # DEPENDENCYPART_HEADBIGRAM
(0,6),(13,5),0.0805009 # DEPENDENCYPART_HEADBIGRAM
(0,13),(4,12),0.0705682 # DEPENDENCYPART_HEADBIGRAM
(0,13),(7,12),0.0337373 # DEPENDENCYPART_HEADBIGRAM
(0,13),(8,12),0.0373825 # DEPENDENCYPART_HEADBIGRAM
(0,13),(9,12),0.0387846 # DEPENDENCYPART_HEADBIGRAM
(0,13),(11,12),0.103068 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),-0.482817 # DEPENDENCYPART_HEADBIGRAM
(0,13),(14,12),-0.00127064 # DEPENDENCYPART_HEADBIGRAM
(0,13),(15,12),0.0571863 # DEPENDENCYPART_HEADBIGRAM
(0,13),(19,12),-0.000645711 # DEPENDENCYPART_HEADBIGRAM
(0,15),(4,14),0.0935542 # DEPENDENCYPART_HEADBIGRAM
(0,15),(7,14),0.0933812 # DEPENDENCYPART_HEADBIGRAM
(0,15),(8,14),0.0924261 # DEPENDENCYPART_HEADBIGRAM
(0,15),(9,14),0.0996304 # DEPENDENCYPART_HEADBIGRAM
(0,15),(12,14),0.0924084 # DEPENDENCYPART_HEADBIGRAM
(0,15),(13,14),0.0925813 # DEPENDENCYPART_HEADBIGRAM
(0,15),(15,14),0.0731828 # DEPENDENCYPART_HEADBIGRAM
(0,15),(19,14),0.0810881 # DEPENDENCYPART_HEADBIGRAM
(0,15),(20,14),0.0811782 # DEPENDENCYPART_HEADBIGRAM
(0,15),(21,14),0.0811857 # DEPENDENCYPART_HEADBIGRAM
(0,21),(7,20),0.0947745 # DEPENDENCYPART_HEADBIGRAM
(0,21),(8,20),0.0946381 # DEPENDENCYPART_HEADBIGRAM
(0,21),(12,20),0.0947745 # DEPENDENCYPART_HEADBIGRAM
(0,21),(13,20),0.0923559 # DEPENDENCYPART_HEADBIGRAM
(0,21),(14,20),0.0947745 # DEPENDENCYPART_HEADBIGRAM
(0,21),(15,20),0.0947749 # DEPENDENCYPART_HEADBIGRAM
(0,21),(18,20),0.0947742 # DEPENDENCYPART_HEADBIGRAM
(0,21),(19,20),0.0947742 # DEPENDENCYPART_HEADBIGRAM
(0,21),(21,20),0.0779985 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.203302 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.141386 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.0595407 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.207706 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.131894 # DEPENDENCYPART_HEADBIGRAM
(1,2),(13,1),0.128227 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0511792 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.0737733 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.125883 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.0615633 # DEPENDENCYPART_HEADBIGRAM
(1,3),(13,2),0.125749 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.0577138 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0795631 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.110261 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.301199 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.0811547 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0586475 # DEPENDENCYPART_HEADBIGRAM
(1,4),(13,3),0.0956189 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.101947 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0355981 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0591613 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.0744983 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.092143 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.12721 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0794571 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.0794571 # DEPENDENCYPART_HEADBIGRAM
(1,5),(13,4),0.0623606 # DEPENDENCYPART_HEADBIGRAM
(1,5),(20,4),0.0767138 # DEPENDENCYPART_HEADBIGRAM
(1,6),(0,5),-0.0259907 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0788283 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0979655 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.0775308 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.0631988 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.105353 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.0744575 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.0660209 # DEPENDENCYPART_HEADBIGRAM
(1,6),(13,5),0.0660906 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.0869878 # DEPENDENCYPART_HEADBIGRAM
(1,8),(3,7),0.100674 # DEPENDENCYPART_HEADBIGRAM
(1,8),(4,7),0.222484 # DEPENDENCYPART_HEADBIGRAM
(1,8),(5,7),0.124112 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.238821 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),0.0717628 # DEPENDENCYPART_HEADBIGRAM
(1,8),(9,7),0.0479131 # DEPENDENCYPART_HEADBIGRAM
(1,8),(13,7),0.106115 # DEPENDENCYPART_HEADBIGRAM
(1,8),(15,7),0.0693905 # DEPENDENCYPART_HEADBIGRAM
(1,8),(20,7),0.0753228 # DEPENDENCYPART_HEADBIGRAM
(1,10),(3,9),0.100457 # DEPENDENCYPART_HEADBIGRAM
(1,10),(4,9),0.204395 # DEPENDENCYPART_HEADBIGRAM
(1,10),(5,9),0.0796578 # DEPENDENCYPART_HEADBIGRAM
(1,10),(6,9),0.0329401 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.139517 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.140093 # DEPENDENCYPART_HEADBIGRAM
(1,10),(12,9),0.0352392 # DEPENDENCYPART_HEADBIGRAM
(1,10),(13,9),0.0666268 # DEPENDENCYPART_HEADBIGRAM
(1,10),(20,9),0.0733722 # DEPENDENCYPART_HEADBIGRAM
(1,16),(0,15),-0.0576651 # DEPENDENCYPART_HEADBIGRAM
(1,16),(7,15),0.0871404 # DEPENDENCYPART_HEADBIGRAM
(1,16),(8,15),0.0937863 # DEPENDENCYPART_HEADBIGRAM
(1,16),(12,15),0.0817342 # DEPENDENCYPART_HEADBIGRAM
(1,16),(13,15),0.163618 # DEPENDENCYPART_HEADBIGRAM
(1,16),(14,15),0.0936543 # DEPENDENCYPART_HEADBIGRAM
(1,16),(18,15),0.0648469 # DEPENDENCYPART_HEADBIGRAM
(1,16),(19,15),0.0648469 # DEPENDENCYPART_HEADBIGRAM
(1,16),(20,15),0.0853272 # DEPENDENCYPART_HEADBIGRAM
(1,16),(21,15),0.0832052 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.125866 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0500447 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.164544 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.131103 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.16437 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0545195 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0536722 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0693858 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.130314 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.0810645 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0680169 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.07131 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.056987 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0590278 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0865476 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0871233 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.0666854 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0786992 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0799009 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.0799009 # DEPENDENCYPART_HEADBIGRAM
(2,5),(13,4),0.0898737 # DEPENDENCYPART_HEADBIGRAM
(2,5),(20,4),0.0809737 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0375204 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0704032 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.147608 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.0856043 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0334925 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.032914 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.0188225 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.0103859 # DEPENDENCYPART_HEADBIGRAM
(2,6),(13,5),0.0457856 # DEPENDENCYPART_HEADBIGRAM
(2,7),(0,6),-0.0650892 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.119313 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0433088 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0840895 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0936103 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0665305 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.0782369 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0741499 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.0935473 # DEPENDENCYPART_HEADBIGRAM
(2,7),(19,6),0.0291376 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.118698 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.0978991 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0655752 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.121993 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.202491 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.137814 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),-0.0202442 # DEPENDENCYPART_HEADBIGRAM
(2,8),(13,7),-0.0339235 # DEPENDENCYPART_HEADBIGRAM
(2,8),(15,7),0.070375 # DEPENDENCYPART_HEADBIGRAM
(2,8),(20,7),0.0831627 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.0887631 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.0951598 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0793493 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0897799 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.0672548 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.187537 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.00247393 # DEPENDENCYPART_HEADBIGRAM
(2,10),(13,9),0.00212919 # DEPENDENCYPART_HEADBIGRAM
(2,10),(20,9),0.0504552 # DEPENDENCYPART_HEADBIGRAM
(2,13),(4,12),0.0642371 # DEPENDENCYPART_HEADBIGRAM
(2,13),(7,12),0.0690932 # DEPENDENCYPART_HEADBIGRAM
(2,13),(8,12),0.195038 # DEPENDENCYPART_HEADBIGRAM
(2,13),(9,12),0.0778281 # DEPENDENCYPART_HEADBIGRAM
(2,13),(11,12),0.103865 # DEPENDENCYPART_HEADBIGRAM
(2,13),(13,12),0.0506936 # DEPENDENCYPART_HEADBIGRAM
(2,13),(14,12),0.0522787 # DEPENDENCYPART_HEADBIGRAM
(2,13),(15,12),0.0605531 # DEPENDENCYPART_HEADBIGRAM
(2,13),(19,12),0.0449679 # DEPENDENCYPART_HEADBIGRAM
(2,16),(0,15),-0.0592906 # DEPENDENCYPART_HEADBIGRAM
(2,16),(7,15),0.070248 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.0917513 # DEPENDENCYPART_HEADBIGRAM
(2,16),(12,15),0.0648317 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.0936129 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.0767517 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.050416 # DEPENDENCYPART_HEADBIGRAM
(2,16),(19,15),0.0502821 # DEPENDENCYPART_HEADBIGRAM
(2,16),(20,15),0.0767606 # DEPENDENCYPART_HEADBIGRAM
(2,16),(21,15),0.074656 # DEPENDENCYPART_HEADBIGRAM
(2,19),(9,18),0.0977229 # DEPENDENCYPART_HEADBIGRAM
(2,19),(13,18),0.0486083 # DEPENDENCYPART_HEADBIGRAM
(2,19),(14,18),0.0928803 # DEPENDENCYPART_HEADBIGRAM
(2,19),(15,18),0.0907412 # DEPENDENCYPART_HEADBIGRAM
(2,19),(17,18),0.0786743 # DEPENDENCYPART_HEADBIGRAM
(2,19),(19,18),0.0926174 # DEPENDENCYPART_HEADBIGRAM
(2,19),(20,18),0.0774464 # DEPENDENCYPART_HEADBIGRAM
(2,19),(21,18),0.0792371 # DEPENDENCYPART_HEADBIGRAM
(2,22),(0,21),-0.0577645 # DEPENDENCYPART_HEADBIGRAM
(2,22),(7,21),0.0432571 # DEPENDENCYPART_HEADBIGRAM
(2,22),(12,21),0.0402699 # DEPENDENCYPART_HEADBIGRAM
(2,22),(13,21),0.092812 # DEPENDENCYPART_HEADBIGRAM
(2,22),(14,21),0.0402699 # DEPENDENCYPART_HEADBIGRAM
(2,22),(15,21),0.0690796 # DEPENDENCYPART_HEADBIGRAM
(2,22),(18,21),0.0309391 # DEPENDENCYPART_HEADBIGRAM
(2,22),(19,21),0.0489635 # DEPENDENCYPART_HEADBIGRAM
(2,22),(20,21),0.163346 # DEPENDENCYPART_HEADBIGRAM
