# _root_ There is such a maze of federal , state and local codes that `` building inspectors are backing away from interpreting them , '' Mr. Dooling says .
#goldHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,5,17,18,19,20,21,27,27,26,27,0,27,
#predictedHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,12,17,18,18,20,21,27,27,26,27,0,27,
(16,16),(16,12),(16,9),-0.22041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,8),-0.237241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,7),-0.102709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.192109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,10),-0.197919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,9),-0.139768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,8),-0.187426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,7),-0.216245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.209839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,10),(16,9),-0.0585309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,8),0.0115281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,7),0.0425024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,-1),-0.180219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,8),-0.239672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,7),-0.115318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,-1),-0.192716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,7),-0.351515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),-0.475866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,7),(16,-1),-0.174412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.114317 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.142852 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),0.0246232 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,10),-0.11194 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,9),-0.132096 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.0376481 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,7),0.0374723 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.194142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.107373 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),-0.0113238 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,10),-0.128676 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,9),-0.09648 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),-0.113697 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,7),0.00267256 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.108279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),0.0316671 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,10),-0.171762 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,9),-0.0679382 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,8),-0.162975 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,7),0.0535248 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.134634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,10),-0.213777 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,9),-0.0470273 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,8),-0.13029 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,7),0.0823354 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.122341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,10),(16,9),-0.0606469 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,8),0.00187177 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,7),0.000662092 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,-1),-0.278855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,9),(16,8),-0.162976 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,7),0.0554321 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,-1),-0.131537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,7),-0.0392643 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,-1),-0.214009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,7),(16,-1),-0.121041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.0578773 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.0586425 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,10),-0.105791 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,9),-0.0594915 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),-0.0663969 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,7),-0.0586455 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.130097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.0241257 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,10),-0.103964 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,9),-0.0880442 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,8),-0.0355083 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,7),-0.0241287 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.0906243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,10),-0.109464 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,9),-0.0398891 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,8),-0.0494942 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,7),-0.0503323 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.128495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,10),(16,9),-0.0534781 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,8),-0.0575521 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,7),-0.0603709 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,-1),-0.144408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,9),(16,8),-0.0355083 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,7),-0.0241287 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,-1),-0.0907149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,7),-0.0344526 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,-1),-0.220246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,7),(16,-1),-0.128499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0840947 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.140727 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,9),-0.0755365 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.116834 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,7),-0.0841365 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.170189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.12323 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,9),-0.131413 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,8),-0.129118 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,7),-0.0902616 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.18394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,9),-0.126481 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,8),-0.127256 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,7),-0.0894643 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),-0.133522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,9),(16,8),-0.116834 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,7),-0.0841365 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,-1),-0.170551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,7),-0.0817513 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,-1),-0.167075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,7),(16,-1),-0.183951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.213777 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,9),-0.0453013 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,8),-0.129833 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,7),0.0825333 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.11626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,9),-0.0589023 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,8),0.00278551 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,7),0.000859998 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.274943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,9),(16,8),-0.162519 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,7),0.0558279 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,-1),-0.130747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,7),-0.0390664 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,-1),-0.211544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,7),(16,-1),-0.11496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,9),-0.0646399 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,8),-0.0441741 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,7),-0.070094 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,-1),-0.220152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,9),(16,8),-0.100154 # DEPENDENCYPART_TRISIBL
(16,11),(16,9),(16,7),-0.0394828 # DEPENDENCYPART_TRISIBL
(16,11),(16,9),(16,-1),-0.158135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,7),0.304344 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,-1),-0.371635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,7),(16,-1),-0.109634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,9),(16,8),-0.0336445 # DEPENDENCYPART_TRISIBL
(16,10),(16,9),(16,7),0.00163624 # DEPENDENCYPART_TRISIBL
(16,10),(16,9),(16,-1),-0.175231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,8),(16,7),-0.110695 # DEPENDENCYPART_TRISIBL
(16,10),(16,8),(16,-1),-0.292203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,7),(16,-1),-0.168919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,8),(16,7),-0.0413844 # DEPENDENCYPART_TRISIBL
(16,9),(16,8),(16,-1),-0.220673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,7),(16,-1),-0.13034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,7),(16,-1),-0.180191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.0347024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.1072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0426544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),0.0191369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0816066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.0473442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),0.0419725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,29),0.0899463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0781897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0722661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.0859523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.163949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.0815258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),0.0202314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,29),-0.0164937 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.0886123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.082921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.142439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.0970464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),-0.0441717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,29),-0.0312206 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,23),0.0191369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.0816066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.0473348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),0.0441262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,29),0.0765593 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.193323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.204422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.0470008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,29),-0.159342 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,27),-0.116255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,28),-0.0599188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,29),-0.212448 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,28),0.0573115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,29),0.0670026 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,28),(17,29),-0.136839 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0205957 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.142643 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0531764 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0422952 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.158758 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),0.0375782 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,29),-0.114183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0664905 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0638077 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0469178 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,27),-0.0824634 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,28),-0.012798 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,29),-0.0471524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,23),-0.0924785 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.0667378 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,27),-0.16701 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,28),-0.0886949 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,29),-0.0580073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),0.0922308 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,27),-0.114339 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,28),-0.0534688 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,29),-0.073085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,27),-0.151516 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,28),-0.0307533 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,29),-0.063075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,27),(17,28),-0.0907952 # DEPENDENCYPART_TRISIBL
(17,18),(17,27),(17,29),-0.0608175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,28),(17,29),0.0145797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0169349 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0869051 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.050065 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,27),-0.00760532 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,28),-0.0354947 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,29),-0.00936296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,23),-0.051922 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.0409305 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,27),-0.128783 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,28),0.00614465 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,29),0.000625493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.114342 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,27),-0.0425419 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,28),0.0055884 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,29),-0.118571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,27),-0.021858 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,28),-0.0288686 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,29),-0.089411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,27),(17,28),0.00329992 # DEPENDENCYPART_TRISIBL
(17,19),(17,27),(17,29),0.00147297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,28),(17,29),-0.0375001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,23),-0.0271289 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.0826063 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,27),-0.0144455 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,28),-0.0754355 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,29),-0.0444177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0642904 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,27),-0.0349456 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,28),-0.0807901 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,29),-0.163996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,27),-0.0144003 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,28),-0.0731476 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,29),-0.114733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,27),(17,28),-0.069497 # DEPENDENCYPART_TRISIBL
(17,20),(17,27),(17,29),-0.0496371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,28),(17,29),-0.0232233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),0.0922311 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,27),-0.114333 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,28),-0.0534693 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,29),-0.0594669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,27),-0.151513 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,28),-0.0307538 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,29),-0.0507123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,27),(17,28),-0.0907956 # DEPENDENCYPART_TRISIBL
(17,21),(17,27),(17,29),-0.0484602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,28),(17,29),0.0290828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,27),0.0823306 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,28),-0.0714309 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,29),0.0386528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,27),(17,28),0.0340105 # DEPENDENCYPART_TRISIBL
(17,23),(17,27),(17,29),0.0273441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,28),(17,29),-0.0856157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,27),(17,28),-0.133124 # DEPENDENCYPART_TRISIBL
(17,24),(17,27),(17,29),-0.031667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,28),(17,29),-0.101983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,27),(17,28),(17,29),0.041811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.0553198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),0.0211201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),0.0964417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,12),-0.046412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.154928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,10),-0.116426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,9),-0.0565294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,8),0.101286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,7),-0.147647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,5),-0.046412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,2),-0.0847409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),0.0759573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),0.0211201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),0.095061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,12),-0.0461087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),-0.155557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,10),-0.115585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.056226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,8),0.100429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,7),-0.148276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,5),-0.0461087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,2),-0.0847559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),0.0904821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.240838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),0.0681997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,11),-0.153101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,10),-0.153485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,9),0.0548974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,8),-0.326184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,7),-0.147786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,5),0.0681997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,2),-0.0914492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.278005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),-0.0248443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,11),-0.155879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,10),-0.199766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,9),-0.0385717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,8),-0.0951209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,7),-0.151726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,5),-0.0248443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,2),-0.193593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.0227682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,11),-0.154928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
