# _root_ UAL , which closed on the Big Board Monday at $ 178.375 a share , traded in the third market afterward as low as $ 158 a share .
#goldHeads=16,1,4,1,4,8,8,5,4,4,12,10,14,12,1,0,16,20,20,17,16,16,22,22,26,24,28,26,16,
#predictedHeads=16,1,4,1,4,9,9,9,5,4,12,10,14,12,1,0,16,20,20,17,16,21,21,23,26,24,28,26,16,
(25,28),(28,28),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,-1),-0.251952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,27),(28,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,-1),-0.070925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,26),(28,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,-1),-0.157079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,25),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,-1),-0.145078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,23),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,-1),-0.162146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,22),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,22),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,22),(28,-1),-0.138546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,19),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,19),(28,-1),-0.162146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,18),(28,-1),-0.0974214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,29),(29,30),-0.0592595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,28),0.109527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,-1),-0.18438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,28),(29,-1),-0.144714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,24),0.115377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,28),-0.144759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,30),-0.129241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,24),(23,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,24),(23,30),-0.138872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,26),(23,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,26),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,26),(23,30),-0.146322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,28),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,28),(23,30),-0.152474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,29),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,22),-0.00959104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,21),-0.0145525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,20),-0.0266305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,19),-0.0198825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,17),-0.0186489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,14),-0.0266325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,-1),-0.00366523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,22),(23,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,22),(23,-1),-0.0106999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,21),(23,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,21),(23,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,21),(23,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,21),(23,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,21),(23,-1),-0.0156614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,20),(23,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,20),(23,17),-0.0195236 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,20),(23,14),-0.0196287 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,20),(23,-1),-0.02615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,19),(23,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,19),(23,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,19),(23,-1),-0.0199411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,17),(23,14),-0.0194424 # DEPENDENCYPART_GRANDSIBL
(26,23),(23,17),(23,-1),-0.0231349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,14),(23,-1),-0.0261519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,25),0.109412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,26),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,28),-0.145553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,30),-0.215425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,25),(24,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,25),(24,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,25),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,25),(24,30),-0.144829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,26),(24,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,26),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,26),(24,30),-0.157218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,28),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,28),(24,30),-0.14431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,29),(24,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,23),-0.0104976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,22),-0.0216743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,21),-0.0216714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,20),0.030181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,-1),-0.106377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,23),(24,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,23),(24,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,23),(24,20),-0.0199158 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,23),(24,-1),-0.00952711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,22),(24,21),-0.0194461 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,22),(24,20),-0.0194751 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,22),(24,-1),-0.0231192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,21),(24,20),-0.0194737 # DEPENDENCYPART_GRANDSIBL
(26,24),(24,21),(24,-1),-0.0231177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,20),(24,-1),0.0195825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,26),-0.14964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,28),-0.144905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,30),-0.00766296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,30),-0.17805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,27),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,27),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,27),(25,30),-0.145051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,28),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,28),(25,30),-0.144962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,29),(25,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,24),-0.0277669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),-0.0204465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.0619165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,21),-0.0617159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),0.161354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0197476 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.0196234 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,21),-0.0196234 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.0293473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.0210468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.0625283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,21),(25,-1),-0.0622929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,30),0.0273009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,-1),-0.0924762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,28),(28,29),-0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,30),0.0332714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,29),(28,30),-0.0196196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,27),0.181518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,26),0.16558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,22),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,18),-0.144861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,-1),-0.27821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,27),(28,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,-1),-0.0854045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,26),(28,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,18),-0.145025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,-1),-0.0921137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,25),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,-1),-0.144909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,23),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,-1),-0.16094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,22),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,-1),-0.145461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,19),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,-1),-0.16094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,18),(28,-1),-0.100581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,29),(29,30),-0.0394655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,29),(29,28),0.109494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,29),(29,29),(29,-1),-0.164248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,28),(29,-1),-0.144748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,18),(18,19),0.0995736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,18),(18,18),(18,30),0.10731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,18),(18,19),(18,30),-0.154664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,18),(18,-1),0.225823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,19),(19,19),(19,21),0.115559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,19),(19,19),(19,22),0.117084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,19),(19,19),(19,23),0.103616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,19),(19,19),(19,24),0.0997134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,19),(19,19),(19,30),-0.0178983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,19),(19,21),(19,22),0.106618 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,21),(19,23),0.109082 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,21),(19,24),0.105601 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,21),(19,30),-0.132088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,19),(19,22),(19,23),0.109058 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,22),(19,24),0.105601 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,22),(19,30),-0.133042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,19),(19,23),(19,24),0.109537 # DEPENDENCYPART_GRANDSIBL
(28,19),(19,23),(19,30),-0.137047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,19),(19,24),(19,30),-0.179101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,19),(19,19),(19,18),-0.0446481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,19),(19,19),(19,-1),0.0382212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,19),(19,18),(19,-1),-0.050732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,22),(22,23),0.15033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,24),0.106908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,25),0.109121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,26),0.165797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,28),-0.145707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,30),-0.301939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,23),(22,24),0.112417 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,26),0.107767 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,28),-0.144751 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,23),(22,30),-0.0506021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,24),(22,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,26),0.10734 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,28),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,24),(22,30),-0.138898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,25),(22,26),0.109533 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,25),(22,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,25),(22,30),-0.145132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,26),(22,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,26),(22,30),-0.104651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,28),(22,30),-0.177255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,22),(22,21),-0.0256089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,20),0.014139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,19),-0.0136799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,17),-0.0183745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,22),(22,22),(22,-1),-0.0324632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,22),(22,21),(22,20),-0.0198935 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,21),(22,19),-0.00957933 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,21),(22,17),-0.0167435 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,21),(22,-1),-0.0114814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,20),(22,19),-0.0128344 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,20),(22,17),-0.0151033 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,20),(22,-1),-0.0820614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,19),(22,17),-0.0229288 # DEPENDENCYPART_GRANDSIBL
(28,22),(22,19),(22,-1),0.011582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,22),(22,17),(22,-1),-0.0232268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,23),(23,24),0.100402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,26),0.128571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,28),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,30),-0.0180086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,24),(23,26),0.109468 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,24),(23,30),-0.178504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,26),(23,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,26),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,26),(23,30),-0.129066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,28),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,28),(23,30),-0.123432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,29),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,23),(23,22),-0.00941023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,21),-0.022028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,20),-0.0145581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,19),-0.0332099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,17),0.0670112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,14),-0.0145456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,-1),0.0391535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,22),(23,21),-0.0133993 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,20),-0.0203472 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,19),-0.0192334 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,17),-0.0181222 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,14),-0.0203472 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,22),(23,-1),-0.00718608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,21),(23,20),-0.0200144 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,21),(23,19),-0.0190111 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,21),(23,17),-0.0173326 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,21),(23,14),-0.0200144 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,21),(23,-1),-0.0166443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,20),(23,19),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,20),(23,17),-0.0217855 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,20),(23,14),0.00247533 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,20),(23,-1),0.0183301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,19),(23,17),-0.0219264 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,19),(23,14),-0.0135191 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,19),(23,-1),-0.0168789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,17),(23,14),-0.0210949 # DEPENDENCYPART_GRANDSIBL
(28,23),(23,17),(23,-1),0.0601753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,14),(23,-1),0.0183138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,26),0.189584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,27),0.108032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,28),-0.144727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,30),-0.263494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
