# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(11,2),(2,12),-0.765755 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.34445 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.76045 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.599446 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.850985 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.682242 # DEPENDENCYPART_GRANDPAR
(11,2),(2,28),-1.27252 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.184145 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.325685 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.343083 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.296578 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.00727415 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.322608 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0934134 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.054053 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.08971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,15),-0.76045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,28),-1.27252 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.271167 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.200031 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.385983 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.408243 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.408632 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0238042 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.348282 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.12914 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0268086 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.06066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.744891 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.785691 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.175789 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.357186 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.379449 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.433076 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.25643 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.258043 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0389006 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.117735 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.06097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.752589 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.362199 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.381894 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.288821 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0380176 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0728411 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0583727 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.173806 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.15217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.856087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.170593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.381019 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.399759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.294446 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0497721 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0850129 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.300353 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.172262 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0784462 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.15217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.85568 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.803162 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.980338 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.262348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.402056 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.443074 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.523988 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.336195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0329032 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.390344 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.167621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0237129 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.07251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.801552 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.651117 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.327223 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.577381 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.582219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.718195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.665015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.588902 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.659726 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-0.755467 # DEPENDENCYPART_GRANDPAR
(11,9),(9,28),-1.28045 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0968803 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0396896 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.11205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.802649 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.00265627 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.266883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.119493 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0309291 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.403463 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.0712613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.295636 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0405496 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0299466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.118029 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.696005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.911309 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.05167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.728348 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.494092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.918654 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.702334 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.650038 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.622397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.104787 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.165506 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.102869 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.141043 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0249296 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.407806 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.351736 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0664221 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.117373 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.430547 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-1.27896 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),0.0717095 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.0123423 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-0.786566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.127372 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.160903 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.123387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0958098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0165577 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.405784 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.349715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0719183 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.116358 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.42024 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-1.27694 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),0.0772056 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.0207143 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-0.787828 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.451187 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.268014 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.289059 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.223885 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.170834 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),0.286969 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.381902 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.246782 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.287699 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0451466 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.330741 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.117583 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.494092 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.650038 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.161372 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.129026 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.26156 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.196872 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.11838 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.4305 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-1.27896 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.0716804 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.0123424 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.459471 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.739747 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.0398508 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.215202 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.529033 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.416519 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.297941 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.280597 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.360925 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-1.1722 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.00799919 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.391319 # DEPENDENCYPART_GRANDPAR
(11,21),(21,27),-0.539116 # DEPENDENCYPART_GRANDPAR
(11,21),(21,28),-0.914361 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.289025 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.138404 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.0858487 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.169367 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-1.34285 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.0164328 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.0665767 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.550157 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.075461 # DEPENDENCYPART_GRANDPAR
(11,25),(25,18),-0.263892 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.199204 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.214898 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.076549 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.0504641 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.409269 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.294957 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.00701435 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.45944 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.786024 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.246782 # DEPENDENCYPART_GRANDPAR
(11,26),(26,28),-0.953085 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.740552 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0982247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0667701 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.203344 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.10159 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.44735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.65954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.801103 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.17648 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.42824 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.38835 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.26268 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.45376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.03474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.836614 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0806482 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.119054 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.493936 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.804231 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.434938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0758688 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.232749 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.546787 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-1.52158 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.050858 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.438149 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-1.59791 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.00468046 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.821254 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.865134 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.267776 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.534017 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.826812 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.457518 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0949783 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.262175 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.562397 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-1.54416 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.0699675 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.47823 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-1.62378 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.12149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.619806 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.508186 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.36781 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.82816 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.490568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.408768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.891187 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.17648 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.26268 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.831675 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.201813 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.927394 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.50147 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.26138 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.568525 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-1.54336 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.0726722 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.459935 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.471832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.11915 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.33301 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.1195 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.749335 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.35323 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.41327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.30589 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.28144 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.31888 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.02784 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.13711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.611099 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.136711 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.242728 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.553086 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.286639 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.222758 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.510334 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.254065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-1.16731 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.478552 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.666202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.673148 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.344109 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.13368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0613178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.775308 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.253508 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.553453 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.287006 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.21965 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.511707 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.247433 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-1.16767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.475444 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.676982 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-0.676798 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.726028 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.290464 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.164787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.613279 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.259236 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.428038 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.818017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.427497 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.284641 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.398597 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.371222 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.205867 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.203461 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.435944 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.301934 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.154965 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.397208 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.266171 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.100229 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.23812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.570674 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.445211 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.193208 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.781939 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.637109 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.675837 # DEPENDENCYPART_GRANDPAR
(14,1),(1,26),-0.452084 # DEPENDENCYPART_GRANDPAR
(14,1),(1,28),-1.14971 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.206466 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.233466 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.281305 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.328773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.301413 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.455333 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.311207 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.094622 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.332709 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.325451 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.30052 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.26446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.709326 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.471549 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.24252 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.705021 # DEPENDENCYPART_GRANDPAR
(14,2),(2,28),-1.13767 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.300042 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.2125 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.384118 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.494484 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.378924 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.267011 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.490124 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.356049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0713426 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.352747 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0223033 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.177226 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.188258 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.355321 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.465691 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.403368 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.285304 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.399886 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.265812 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.162267 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.258071 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.162472 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.350577 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.458378 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.251778 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.059559 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.356324 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.277704 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.22592 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.290285 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.244819 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.175729 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.369396 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.476243 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.257404 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0713134 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.368495 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.437643 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.224376 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.313298 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.290136 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.254389 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.752038 # DEPENDENCYPART_GRANDPAR
