# _root_ They note that he has adorned his office with five photos of George Bush , one of them featuring the First Dog , Millie .
#goldHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,11,11,16,17,16,22,22,19,22,22,2,
#predictedHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,6,19,16,17,6,22,22,19,22,22,2,
(11,13),(11,16),(11,25),-0.0807029 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,26),-0.148991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,19),-0.0741989 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,22),-0.104637 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,23),-0.0256624 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,24),-0.102807 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,25),-0.0858873 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,26),-0.0748206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,22),-0.0827593 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,23),-0.0218699 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,24),-0.0809301 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,25),-0.0778897 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,26),-0.118409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,22),(11,23),-0.0434193 # DEPENDENCYPART_TRISIBL
(11,13),(11,22),(11,24),-0.0806127 # DEPENDENCYPART_TRISIBL
(11,13),(11,22),(11,25),-0.0765692 # DEPENDENCYPART_TRISIBL
(11,13),(11,22),(11,26),-0.114556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,23),(11,24),-0.0747689 # DEPENDENCYPART_TRISIBL
(11,13),(11,23),(11,25),-0.0926006 # DEPENDENCYPART_TRISIBL
(11,13),(11,23),(11,26),-0.0336073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,24),(11,25),-0.0765692 # DEPENDENCYPART_TRISIBL
(11,13),(11,24),(11,26),-0.114371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,25),(11,26),-0.0156137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),0.0354108 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0557924 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.126576 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,22),-0.0795712 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,23),-0.0769806 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,24),-0.0759809 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,25),-0.0952417 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,26),-0.0334435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0684608 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0909568 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,22),-0.0736524 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,23),-0.0322879 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,24),-0.0718232 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,25),-0.083344 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,26),-0.15215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,19),-0.0758035 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,22),-0.106417 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,23),-0.0222936 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,24),-0.104588 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,25),-0.0888426 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,26),-0.0820614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,22),-0.0839713 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,23),-0.0204527 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,24),-0.0821422 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,25),-0.0805585 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,26),-0.123305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,22),(11,23),-0.0423718 # DEPENDENCYPART_TRISIBL
(11,14),(11,22),(11,24),-0.0818247 # DEPENDENCYPART_TRISIBL
(11,14),(11,22),(11,25),-0.0815093 # DEPENDENCYPART_TRISIBL
(11,14),(11,22),(11,26),-0.119249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,23),(11,24),-0.0759809 # DEPENDENCYPART_TRISIBL
(11,14),(11,23),(11,25),-0.0952417 # DEPENDENCYPART_TRISIBL
(11,14),(11,23),(11,26),-0.0334435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,24),(11,25),-0.0815093 # DEPENDENCYPART_TRISIBL
(11,14),(11,24),(11,26),-0.119063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,25),(11,26),-0.0209428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.082855 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.0333382 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,22),-0.00132152 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,23),0.442621 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,24),-0.00860973 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,25),-0.154038 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,26),-0.0498903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,19),0.0413076 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,22),0.0173508 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,23),0.315021 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,24),0.0100626 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,25),-0.0872838 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,26),-0.0894688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,22),-0.0173536 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,23),0.540518 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,24),-0.0246418 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,25),-0.100969 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,26),-0.0508458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,22),(11,23),0.454272 # DEPENDENCYPART_TRISIBL
(11,15),(11,22),(11,24),-0.0679044 # DEPENDENCYPART_TRISIBL
(11,15),(11,22),(11,25),-0.189094 # DEPENDENCYPART_TRISIBL
(11,15),(11,22),(11,26),-0.08195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,23),(11,24),-0.0153141 # DEPENDENCYPART_TRISIBL
(11,15),(11,23),(11,25),-0.105321 # DEPENDENCYPART_TRISIBL
(11,15),(11,23),(11,26),-0.27047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,24),(11,25),-0.189094 # DEPENDENCYPART_TRISIBL
(11,15),(11,24),(11,26),-0.07947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,25),(11,26),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,19),-0.0363665 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,22),-0.0861511 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,23),-0.0711836 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,24),-0.0861511 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,25),-0.0203014 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,26),-0.131821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,22),-0.0731693 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,23),-0.0728883 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,24),-0.0731693 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,25),-0.0667326 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,26),-0.112693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,22),(11,23),-0.0746717 # DEPENDENCYPART_TRISIBL
(11,16),(11,22),(11,24),-0.0850511 # DEPENDENCYPART_TRISIBL
(11,16),(11,22),(11,25),-0.0404302 # DEPENDENCYPART_TRISIBL
(11,16),(11,22),(11,26),-0.118887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,23),(11,24),-0.023996 # DEPENDENCYPART_TRISIBL
(11,16),(11,23),(11,25),-0.0400008 # DEPENDENCYPART_TRISIBL
(11,16),(11,23),(11,26),-0.159695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,24),(11,25),-0.0404302 # DEPENDENCYPART_TRISIBL
(11,16),(11,24),(11,26),-0.118887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,25),(11,26),-0.109395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,22),-0.0284594 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,23),-0.0775209 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,24),-0.0284594 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,25),-0.150667 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,26),-0.0423597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,22),(11,23),-0.0782197 # DEPENDENCYPART_TRISIBL
(11,17),(11,22),(11,24),-0.0306299 # DEPENDENCYPART_TRISIBL
(11,17),(11,22),(11,25),-0.113901 # DEPENDENCYPART_TRISIBL
(11,17),(11,22),(11,26),-0.0155609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,23),(11,24),0.134941 # DEPENDENCYPART_TRISIBL
(11,17),(11,23),(11,25),-0.133984 # DEPENDENCYPART_TRISIBL
(11,17),(11,23),(11,26),-0.218583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,24),(11,25),-0.113901 # DEPENDENCYPART_TRISIBL
(11,17),(11,24),(11,26),-0.0155609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,25),(11,26),-0.064701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,22),(11,23),-0.0285598 # DEPENDENCYPART_TRISIBL
(11,19),(11,22),(11,24),-0.0727358 # DEPENDENCYPART_TRISIBL
(11,19),(11,22),(11,25),-0.0499127 # DEPENDENCYPART_TRISIBL
(11,19),(11,22),(11,26),-0.120539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,23),(11,24),-0.103482 # DEPENDENCYPART_TRISIBL
(11,19),(11,23),(11,25),-0.0785596 # DEPENDENCYPART_TRISIBL
(11,19),(11,23),(11,26),-0.0569064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,24),(11,25),-0.049895 # DEPENDENCYPART_TRISIBL
(11,19),(11,24),(11,26),-0.120538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,25),(11,26),-0.0780793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,23),(11,24),-0.0747694 # DEPENDENCYPART_TRISIBL
(11,22),(11,23),(11,25),-0.0919974 # DEPENDENCYPART_TRISIBL
(11,22),(11,23),(11,26),-0.0278268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,24),(11,25),-0.0759655 # DEPENDENCYPART_TRISIBL
(11,22),(11,24),(11,26),-0.108334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,25),(11,26),-0.0104755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,23),(11,24),(11,25),-0.189094 # DEPENDENCYPART_TRISIBL
(11,23),(11,24),(11,26),-0.07947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,23),(11,25),(11,26),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,24),(11,25),(11,26),-0.0161994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.157776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.202413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.066923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.19234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.147525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.112377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.0481555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.138594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.164804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.216447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.161986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.100404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.161882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.134411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.201975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.138254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),-0.224043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.0616119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,3),-0.174169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.232364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,-1),-0.0820697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.105897 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0700774 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.103207 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),-0.127729 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.144417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0276948 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),-0.105425 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),-0.126228 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.16269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.101752 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),-0.127492 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.0230474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,3),-0.126244 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.172756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,-1),-0.13447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.0878872 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.133275 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.133598 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.192461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.128853 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.121924 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.185647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,3),-0.131116 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.188883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,-1),-0.140035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.122155 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.1674 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.0763256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,3),-0.143823 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.228657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,-1),-0.10391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,3),-0.0426855 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.15218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,-1),-0.083805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,-1),-0.137367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0284661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),0.0868289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.067888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0125293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,26),0.382577 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),0.0889919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.067888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.0145621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,26),0.363517 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.0530526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.271353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,26),-0.23899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.143085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,26),0.143617 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,26),-0.0360758 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0581821 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0556121 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0495292 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,26),-0.0499385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0355772 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.04909 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,26),0.00382911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0392888 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,26),-0.0972661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,26),0.0381249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0355783 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0493039 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,26),0.00652992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0394646 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,26),-0.0981663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,26),0.0338766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0397597 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,26),-0.093638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,26),-0.0711935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,26),-0.0343776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.121057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.0977367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.111228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.17435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.159637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.148947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.269688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.0711275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.25292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,-1),-0.177614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0568104 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.135693 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.210408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.15206 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.110381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,-1),-0.156711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.103703 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.0744265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,-1),-0.108786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,-1),-0.0597575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,16),-0.132374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.0454552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.103654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,26),-0.118526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.0740481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.187938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,26),-0.143567 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,22),-0.116343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,26),-0.0441215 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,26),-0.105379 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,16),(13,17),-0.0684608 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.0736526 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,26),-0.153689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,22),-0.106418 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,26),-0.0835997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,26),-0.122144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,22),-0.0861511 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,26),-0.131821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,22),(13,26),-0.118887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,26),-0.0135274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,-1),-0.112267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.0541674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.229086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.158987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.0619019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.0773277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.271221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.0751682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,25),-0.228785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,26),-0.739643 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.074189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.113359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.175059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.186818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.0411093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.185333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,25),-0.132588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,26),-0.155088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,19),-0.126434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.109879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.115279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,23),-0.0441097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,24),-0.113794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,25),-0.179694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,26),-0.066613 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,21),-0.134533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.145886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,23),-0.044949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,24),-0.144383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
