# _root_ In addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .
#goldHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
#predictedHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
(2,5),(2,4),0.140002 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.521924 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0930452 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.053923 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.0939032 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0974593 # DEPENDENCYPART_HEADBIGRAM
(2,5),(23,4),0.056193 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0947888 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0485888 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0890533 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.127757 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0939785 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.104013 # DEPENDENCYPART_HEADBIGRAM
(2,6),(10,5),0.113809 # DEPENDENCYPART_HEADBIGRAM
(2,6),(14,5),0.114047 # DEPENDENCYPART_HEADBIGRAM
(2,6),(23,5),0.103713 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0527201 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0361978 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.16522 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.143335 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.230227 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.092731 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.087408 # DEPENDENCYPART_HEADBIGRAM
(2,7),(23,6),0.0673879 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0390775 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.0188819 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0752465 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.129966 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.093773 # DEPENDENCYPART_HEADBIGRAM
(2,10),(14,9),0.0733248 # DEPENDENCYPART_HEADBIGRAM
(2,10),(23,9),0.0476594 # DEPENDENCYPART_HEADBIGRAM
(2,14),(7,13),0.0736423 # DEPENDENCYPART_HEADBIGRAM
(2,14),(10,13),0.10803 # DEPENDENCYPART_HEADBIGRAM
(2,14),(11,13),0.130059 # DEPENDENCYPART_HEADBIGRAM
(2,14),(12,13),0.082279 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.181094 # DEPENDENCYPART_HEADBIGRAM
(2,14),(23,13),0.0665828 # DEPENDENCYPART_HEADBIGRAM
(2,15),(2,14),0.109324 # DEPENDENCYPART_HEADBIGRAM
(2,15),(5,14),0.136472 # DEPENDENCYPART_HEADBIGRAM
(2,15),(7,14),0.101906 # DEPENDENCYPART_HEADBIGRAM
(2,15),(9,14),0.130242 # DEPENDENCYPART_HEADBIGRAM
(2,15),(10,14),0.140635 # DEPENDENCYPART_HEADBIGRAM
(2,15),(11,14),0.0969991 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.165744 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.129519 # DEPENDENCYPART_HEADBIGRAM
(2,15),(19,14),0.0761082 # DEPENDENCYPART_HEADBIGRAM
(2,15),(23,14),0.0475657 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.101918 # DEPENDENCYPART_HEADBIGRAM
(2,18),(18,17),0.158432 # DEPENDENCYPART_HEADBIGRAM
(2,18),(19,17),0.0889837 # DEPENDENCYPART_HEADBIGRAM
(2,18),(22,17),0.0747956 # DEPENDENCYPART_HEADBIGRAM
(2,18),(23,17),0.0966307 # DEPENDENCYPART_HEADBIGRAM
(2,24),(0,23),-0.0573228 # DEPENDENCYPART_HEADBIGRAM
(2,24),(5,23),0.119921 # DEPENDENCYPART_HEADBIGRAM
(2,24),(7,23),0.117018 # DEPENDENCYPART_HEADBIGRAM
(2,24),(10,23),0.125643 # DEPENDENCYPART_HEADBIGRAM
(2,24),(14,23),0.121965 # DEPENDENCYPART_HEADBIGRAM
(2,24),(18,23),0.143052 # DEPENDENCYPART_HEADBIGRAM
(2,24),(19,23),0.119349 # DEPENDENCYPART_HEADBIGRAM
(2,24),(20,23),0.121726 # DEPENDENCYPART_HEADBIGRAM
(2,24),(21,23),0.124192 # DEPENDENCYPART_HEADBIGRAM
(2,24),(22,23),0.145565 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.111445 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0638951 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.140648 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),-0.00368693 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0727571 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.135873 # DEPENDENCYPART_HEADBIGRAM
(4,2),(7,1),0.0283771 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.176964 # DEPENDENCYPART_HEADBIGRAM
(4,2),(16,1),0.106057 # DEPENDENCYPART_HEADBIGRAM
(4,2),(23,1),0.0194767 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.0917381 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.0811357 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0352441 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.118961 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.0780333 # DEPENDENCYPART_HEADBIGRAM
(4,3),(23,2),0.0597602 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.219926 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.100621 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0319549 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),-0.178463 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0927723 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.187162 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.182105 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.141419 # DEPENDENCYPART_HEADBIGRAM
(4,5),(23,4),0.0781104 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0971118 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0509118 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0429131 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0844925 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.107954 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.104013 # DEPENDENCYPART_HEADBIGRAM
(4,6),(10,5),0.114047 # DEPENDENCYPART_HEADBIGRAM
(4,6),(14,5),0.114013 # DEPENDENCYPART_HEADBIGRAM
(4,6),(23,5),0.10388 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0527201 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0645453 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.086932 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.143335 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.230227 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.092731 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0874088 # DEPENDENCYPART_HEADBIGRAM
(4,7),(23,6),0.0673879 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0390777 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.0188821 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.0752465 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.130147 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.0937728 # DEPENDENCYPART_HEADBIGRAM
(4,10),(14,9),0.0733248 # DEPENDENCYPART_HEADBIGRAM
(4,10),(23,9),0.0476594 # DEPENDENCYPART_HEADBIGRAM
(4,11),(2,10),-0.0146953 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0471383 # DEPENDENCYPART_HEADBIGRAM
(4,11),(5,10),0.0991863 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.118529 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.101537 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.11141 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0503518 # DEPENDENCYPART_HEADBIGRAM
(4,11),(23,10),0.0968874 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.0496508 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.102542 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.133176 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.173855 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.148212 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0892235 # DEPENDENCYPART_HEADBIGRAM
(5,2),(7,1),0.112651 # DEPENDENCYPART_HEADBIGRAM
(5,2),(10,1),0.0493849 # DEPENDENCYPART_HEADBIGRAM
(5,2),(16,1),0.0866966 # DEPENDENCYPART_HEADBIGRAM
(5,2),(23,1),0.108756 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.099517 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),0.0810714 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.235309 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.194563 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.177591 # DEPENDENCYPART_HEADBIGRAM
(5,3),(23,2),0.155763 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.0669224 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.13923 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.206536 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.171543 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.13094 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.116437 # DEPENDENCYPART_HEADBIGRAM
(5,4),(14,3),0.0487563 # DEPENDENCYPART_HEADBIGRAM
(5,4),(23,3),0.0606659 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),-0.0449462 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.108775 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0757174 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.00540425 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.0441536 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.166978 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.104278 # DEPENDENCYPART_HEADBIGRAM
(5,6),(14,5),0.124916 # DEPENDENCYPART_HEADBIGRAM
(5,6),(23,5),0.191579 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0724316 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0532226 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0539921 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.201703 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.222599 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0897656 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0961832 # DEPENDENCYPART_HEADBIGRAM
(5,7),(23,6),0.0826278 # DEPENDENCYPART_HEADBIGRAM
(5,8),(0,7),-0.0276408 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.0576394 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0536349 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0536339 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0898538 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.108538 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.100721 # DEPENDENCYPART_HEADBIGRAM
(5,8),(23,7),0.105201 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.088044 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0885695 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0905918 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.0151055 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.0811361 # DEPENDENCYPART_HEADBIGRAM
(5,9),(14,8),0.0805849 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.0826833 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.179004 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.208284 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.227465 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.0863018 # DEPENDENCYPART_HEADBIGRAM
(5,10),(14,9),0.0502105 # DEPENDENCYPART_HEADBIGRAM
(5,10),(23,9),0.0770082 # DEPENDENCYPART_HEADBIGRAM
(5,11),(2,10),-0.107167 # DEPENDENCYPART_HEADBIGRAM
(5,11),(4,10),-0.107172 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.082456 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.115775 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.116509 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.22344 # DEPENDENCYPART_HEADBIGRAM
(5,11),(14,10),-0.0444604 # DEPENDENCYPART_HEADBIGRAM
(5,11),(23,10),0.11131 # DEPENDENCYPART_HEADBIGRAM
(5,14),(7,13),0.0741678 # DEPENDENCYPART_HEADBIGRAM
(5,14),(10,13),0.103911 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.145523 # DEPENDENCYPART_HEADBIGRAM
(5,14),(12,13),0.0761711 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.155185 # DEPENDENCYPART_HEADBIGRAM
(5,14),(23,13),0.086062 # DEPENDENCYPART_HEADBIGRAM
(5,15),(2,14),-0.132815 # DEPENDENCYPART_HEADBIGRAM
(5,15),(5,14),0.12424 # DEPENDENCYPART_HEADBIGRAM
(5,15),(7,14),0.234356 # DEPENDENCYPART_HEADBIGRAM
(5,15),(9,14),0.103763 # DEPENDENCYPART_HEADBIGRAM
(5,15),(10,14),0.0285182 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0817792 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.076346 # DEPENDENCYPART_HEADBIGRAM
(5,15),(16,14),0.170039 # DEPENDENCYPART_HEADBIGRAM
(5,15),(19,14),0.0818057 # DEPENDENCYPART_HEADBIGRAM
(5,15),(23,14),0.104316 # DEPENDENCYPART_HEADBIGRAM
(5,16),(2,15),-0.0945473 # DEPENDENCYPART_HEADBIGRAM
(5,16),(5,15),0.281365 # DEPENDENCYPART_HEADBIGRAM
(5,16),(6,15),0.170504 # DEPENDENCYPART_HEADBIGRAM
(5,16),(7,15),0.200789 # DEPENDENCYPART_HEADBIGRAM
(5,16),(8,15),0.144312 # DEPENDENCYPART_HEADBIGRAM
(5,16),(10,15),0.173989 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.127458 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),0.150891 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.145198 # DEPENDENCYPART_HEADBIGRAM
(5,16),(23,15),0.140061 # DEPENDENCYPART_HEADBIGRAM
(5,23),(10,22),0.0838147 # DEPENDENCYPART_HEADBIGRAM
(5,23),(14,22),0.0828945 # DEPENDENCYPART_HEADBIGRAM
(5,23),(16,22),0.0239106 # DEPENDENCYPART_HEADBIGRAM
(5,23),(18,22),0.0583128 # DEPENDENCYPART_HEADBIGRAM
(5,23),(19,22),0.0870684 # DEPENDENCYPART_HEADBIGRAM
(5,23),(21,22),0.106451 # DEPENDENCYPART_HEADBIGRAM
(5,23),(23,22),0.19543 # DEPENDENCYPART_HEADBIGRAM
(5,24),(0,23),-0.0790873 # DEPENDENCYPART_HEADBIGRAM
(5,24),(5,23),0.140126 # DEPENDENCYPART_HEADBIGRAM
(5,24),(7,23),0.110554 # DEPENDENCYPART_HEADBIGRAM
(5,24),(10,23),0.0884465 # DEPENDENCYPART_HEADBIGRAM
(5,24),(14,23),0.0554466 # DEPENDENCYPART_HEADBIGRAM
(5,24),(18,23),0.0840011 # DEPENDENCYPART_HEADBIGRAM
(5,24),(19,23),0.107631 # DEPENDENCYPART_HEADBIGRAM
(5,24),(20,23),0.128549 # DEPENDENCYPART_HEADBIGRAM
(5,24),(21,23),0.228222 # DEPENDENCYPART_HEADBIGRAM
(5,24),(22,23),0.161535 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.156145 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.114917 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.139195 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.151551 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.0746415 # DEPENDENCYPART_HEADBIGRAM
(6,3),(23,2),0.0624112 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.0823652 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.0855951 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0997308 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.132205 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0442079 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.141087 # DEPENDENCYPART_HEADBIGRAM
(6,4),(14,3),0.08869 # DEPENDENCYPART_HEADBIGRAM
(6,4),(23,3),0.0853153 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.147047 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.159523 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.168903 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0566787 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.12389 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0765276 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0876186 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.0856899 # DEPENDENCYPART_HEADBIGRAM
(6,5),(23,4),0.0747745 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0835391 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0285943 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0315239 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.121298 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.0725238 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.0934053 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.142578 # DEPENDENCYPART_HEADBIGRAM
(6,7),(23,6),0.0783507 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0322457 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0577311 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.060954 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.060954 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.058411 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.106475 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.0941513 # DEPENDENCYPART_HEADBIGRAM
(6,8),(23,7),0.0983526 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0621958 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.207428 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.211712 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.193278 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0919409 # DEPENDENCYPART_HEADBIGRAM
(6,10),(14,9),0.0888108 # DEPENDENCYPART_HEADBIGRAM
(6,10),(23,9),0.0944323 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.032096 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0320942 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0155181 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.155099 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.147715 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.150097 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.0666656 # DEPENDENCYPART_HEADBIGRAM
(6,11),(23,10),0.0932573 # DEPENDENCYPART_HEADBIGRAM
(6,15),(2,14),-0.0602418 # DEPENDENCYPART_HEADBIGRAM
(6,15),(5,14),-0.0744044 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.0981102 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.101624 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0988884 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.153426 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.156762 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.0997664 # DEPENDENCYPART_HEADBIGRAM
(6,15),(19,14),0.117242 # DEPENDENCYPART_HEADBIGRAM
(6,15),(23,14),0.0695943 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.0496492 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.0907628 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.133168 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.172368 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.125928 # DEPENDENCYPART_HEADBIGRAM
(7,2),(6,1),-0.141414 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.102043 # DEPENDENCYPART_HEADBIGRAM
(7,2),(10,1),0.0505827 # DEPENDENCYPART_HEADBIGRAM
(7,2),(16,1),0.0867325 # DEPENDENCYPART_HEADBIGRAM
(7,2),(23,1),0.103146 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.180756 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.0420029 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.234447 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0863591 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.233941 # DEPENDENCYPART_HEADBIGRAM
(7,3),(23,2),0.144171 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.0687206 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.160887 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.209417 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.138355 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.143642 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.117603 # DEPENDENCYPART_HEADBIGRAM
(7,4),(14,3),0.0341465 # DEPENDENCYPART_HEADBIGRAM
(7,4),(23,3),0.0601811 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.157656 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.128587 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.171836 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0691739 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.130319 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),-0.0967472 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.079781 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.0918839 # DEPENDENCYPART_HEADBIGRAM
(7,5),(23,4),0.0602454 # DEPENDENCYPART_HEADBIGRAM
(7,6),(0,5),-0.032973 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.157195 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.169321 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.185594 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.129504 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0598515 # DEPENDENCYPART_HEADBIGRAM
(7,6),(10,5),0.0771836 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.0929188 # DEPENDENCYPART_HEADBIGRAM
(7,6),(23,5),0.0491203 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.023592 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.046907 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0292677 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0292053 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0776579 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0525325 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.09742 # DEPENDENCYPART_HEADBIGRAM
(7,8),(23,7),0.0939967 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0591085 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0604725 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0785862 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.074313 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0826355 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.0818844 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.086134 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.049372 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.208301 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.220099 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.0817703 # DEPENDENCYPART_HEADBIGRAM
(7,10),(14,9),0.0510235 # DEPENDENCYPART_HEADBIGRAM
(7,10),(23,9),0.0736862 # DEPENDENCYPART_HEADBIGRAM
(7,11),(2,10),-0.143472 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.143477 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0119691 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0110766 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.176794 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.272548 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),-0.0594657 # DEPENDENCYPART_HEADBIGRAM
