# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(14,19),(19,19),(19,13),-0.12566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.24662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.118959 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.119136 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.119124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.135721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.139895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,15),0.119078 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,14),0.119124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,-1),-0.135721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.129455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,13),(19,-1),-0.138042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),-0.0854534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,20),(20,-1),-0.164912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.118805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.125031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.125031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,19),-0.125822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,21),-0.195835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,21),-0.125297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,21),-0.138869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,21),-0.129056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,21),-0.122754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,18),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,21),-0.138869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,21),-0.112555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,-1),-0.128231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,15),-0.128082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.125081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.125166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.128082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.127122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,21),0.0380852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.134523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.149184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.127207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,21),-0.149184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,21),-0.12774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,20),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0681074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.181664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,-1),-0.0652991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.0422261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),-0.00552083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,21),-0.0420094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),-0.0891675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,13),(16,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0197485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0280572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0998031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0429788 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.00661681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0363401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.114163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,14),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,11),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,8),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,7),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.164665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,8),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,7),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.126388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,14),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.125173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.125706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,11),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,8),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,7),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,19),-0.0473366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),-0.00444043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,21),-0.0490556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.118114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,15),0.115069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,-1),-0.176935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,15),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,17),(18,-1),-0.12679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,15),(18,-1),-0.128698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,20),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),-0.000761889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.172861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.121701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.106428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,15),0.172861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,14),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,13),-0.125748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),-0.293325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.117516 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,16),0.118868 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,15),0.119159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,18),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.0805532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,15),0.119099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,-1),-0.126956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,15),0.118966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,15),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,-1),-0.0805532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,14),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,-1),-0.12499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,13),(19,-1),-0.132364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,21),-0.0905508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,20),(20,-1),-0.17296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,14),0.119092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.108594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,17),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,19),-0.129543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,21),-0.24042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,21),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,21),-0.135454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,21),-0.117781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,18),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,21),-0.135454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,19),(13,21),-0.128327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,-1),-0.0940541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,18),-0.0454308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),-0.0494676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),-0.151565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,21),-0.0451142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,21),-0.0501814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.119164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,11),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,8),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,7),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),-0.287937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,14),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,13),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,11),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,11),(17,-1),-0.125158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,8),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,8),(17,-1),-0.125158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,7),(17,-1),-0.125158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,7),(7,8),0.118362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,9),0.0955606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,11),0.11838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,12),0.124169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,16),0.0955606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,21),-0.182836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,8),(7,9),0.129255 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,11),0.127641 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,12),0.119549 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,16),0.129255 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,21),-0.0841935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,9),(7,11),0.130511 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,12),0.120045 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,21),-0.125928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,11),(7,12),0.119549 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,16),0.129255 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,21),-0.0841719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,12),(7,16),0.117356 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,12),(7,21),-0.121111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,16),(7,21),-0.125928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,7),(7,6),-0.0453996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,5),-0.0609531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,4),-0.0630421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,3),-0.0615963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,2),-0.0627872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,1),-0.0484436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,-1),-0.030733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,6),(7,5),-0.0375167 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,4),-0.0375169 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,3),-0.0375167 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,2),-0.0375167 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,1),-0.0435804 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,-1),-0.00392258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,5),(7,4),-0.0306828 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,5),(7,3),-0.0306841 # DEPENDENCYPART_GRANDSIBL
