# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(15,10),(15,3),(15,2),-0.115505 # DEPENDENCYPART_TRISIBL
(15,10),(15,3),(15,1),-0.072823 # DEPENDENCYPART_TRISIBL
(15,10),(15,3),(15,-1),-0.0623609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,2),(15,1),-0.072823 # DEPENDENCYPART_TRISIBL
(15,10),(15,2),(15,-1),-0.0619347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,1),(15,-1),-0.0657614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,8),(15,7),-0.0364218 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,6),-0.0291804 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,5),-0.174758 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,4),-0.185226 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,3),-0.0857321 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,2),-0.081214 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,1),0.0517583 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,-1),-0.0836699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,7),(15,6),-0.029006 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,5),-0.174754 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,4),-0.185222 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,3),-0.0844278 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,2),-0.0799097 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,1),0.054366 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,-1),-0.0843339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,6),(15,5),-0.175158 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,4),-0.185635 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,3),-0.123014 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,2),-0.118496 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,1),0.0553317 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,-1),-0.0145592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,5),(15,4),-0.234082 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,3),-0.132611 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,2),-0.128158 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,1),0.0890518 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,-1),-0.105336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,4),(15,3),-0.13369 # DEPENDENCYPART_TRISIBL
(15,9),(15,4),(15,2),-0.129237 # DEPENDENCYPART_TRISIBL
(15,9),(15,4),(15,1),0.0890159 # DEPENDENCYPART_TRISIBL
(15,9),(15,4),(15,-1),-0.107647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,3),(15,2),-0.144009 # DEPENDENCYPART_TRISIBL
(15,9),(15,3),(15,1),0.0563542 # DEPENDENCYPART_TRISIBL
(15,9),(15,3),(15,-1),-0.0580724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,2),(15,1),0.0416293 # DEPENDENCYPART_TRISIBL
(15,9),(15,2),(15,-1),-0.0424553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,1),(15,-1),0.0688277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,7),(15,6),-0.0800105 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,5),-0.107251 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,4),-0.107572 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,3),-0.0959823 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,2),-0.0959823 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,1),-0.0652393 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,-1),-0.0807053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,6),(15,5),-0.113645 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,4),-0.11384 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,3),-0.0898768 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,2),-0.0898768 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,1),-0.0560392 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,-1),-0.0382537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,5),(15,4),-0.122336 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,3),-0.0917896 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,2),-0.0917896 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,1),-0.045758 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,-1),-0.0934337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,4),(15,3),-0.0917978 # DEPENDENCYPART_TRISIBL
(15,8),(15,4),(15,2),-0.0917979 # DEPENDENCYPART_TRISIBL
(15,8),(15,4),(15,1),-0.0457644 # DEPENDENCYPART_TRISIBL
(15,8),(15,4),(15,-1),-0.0934028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,3),(15,2),-0.0859669 # DEPENDENCYPART_TRISIBL
(15,8),(15,3),(15,1),-0.0458118 # DEPENDENCYPART_TRISIBL
(15,8),(15,3),(15,-1),-0.0914662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,2),(15,1),-0.0458233 # DEPENDENCYPART_TRISIBL
(15,8),(15,2),(15,-1),-0.0914662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,1),(15,-1),0.0108677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,6),(15,5),-0.116478 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,4),-0.116672 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,3),-0.0873169 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,2),-0.0873169 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,1),-0.0490036 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,-1),-0.0228018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,5),(15,4),-0.125185 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,3),-0.0886939 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,2),-0.088694 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,1),-0.0368293 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,-1),-0.084597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,4),(15,3),-0.0887022 # DEPENDENCYPART_TRISIBL
(15,7),(15,4),(15,2),-0.0887022 # DEPENDENCYPART_TRISIBL
(15,7),(15,4),(15,1),-0.0368357 # DEPENDENCYPART_TRISIBL
(15,7),(15,4),(15,-1),-0.0845662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,3),(15,2),-0.0834049 # DEPENDENCYPART_TRISIBL
(15,7),(15,3),(15,1),-0.0387401 # DEPENDENCYPART_TRISIBL
(15,7),(15,3),(15,-1),-0.0864721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,2),(15,1),-0.0387517 # DEPENDENCYPART_TRISIBL
(15,7),(15,2),(15,-1),-0.0864721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,1),(15,-1),0.0194377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,5),(15,4),-0.123434 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,3),-0.0775323 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,2),-0.0793762 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,1),-0.090887 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,-1),-0.119659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,4),(15,3),-0.0776559 # DEPENDENCYPART_TRISIBL
(15,6),(15,4),(15,2),-0.0794998 # DEPENDENCYPART_TRISIBL
(15,6),(15,4),(15,1),-0.0909119 # DEPENDENCYPART_TRISIBL
(15,6),(15,4),(15,-1),-0.11974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,3),(15,2),-0.107683 # DEPENDENCYPART_TRISIBL
(15,6),(15,3),(15,1),-0.104964 # DEPENDENCYPART_TRISIBL
(15,6),(15,3),(15,-1),-0.0492923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,2),(15,1),-0.104964 # DEPENDENCYPART_TRISIBL
(15,6),(15,2),(15,-1),-0.0488942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,1),(15,-1),-0.0462843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,4),(15,3),-0.0733046 # DEPENDENCYPART_TRISIBL
(15,5),(15,4),(15,2),-0.0735179 # DEPENDENCYPART_TRISIBL
(15,5),(15,4),(15,1),-0.0543621 # DEPENDENCYPART_TRISIBL
(15,5),(15,4),(15,-1),-0.114978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,3),(15,2),-0.0509697 # DEPENDENCYPART_TRISIBL
(15,5),(15,3),(15,1),-0.0625825 # DEPENDENCYPART_TRISIBL
(15,5),(15,3),(15,-1),-0.0424789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,2),(15,1),-0.0619148 # DEPENDENCYPART_TRISIBL
(15,5),(15,2),(15,-1),-0.0398331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,1),(15,-1),-0.0262299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,4),(15,3),(15,2),-0.0641684 # DEPENDENCYPART_TRISIBL
(15,4),(15,3),(15,1),-0.063209 # DEPENDENCYPART_TRISIBL
(15,4),(15,3),(15,-1),-0.0136297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,4),(15,2),(15,1),-0.0625412 # DEPENDENCYPART_TRISIBL
(15,4),(15,2),(15,-1),-0.0109838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,4),(15,1),(15,-1),-0.022179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,3),(15,2),(15,1),0.0368631 # DEPENDENCYPART_TRISIBL
(15,3),(15,2),(15,-1),-0.0392886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,3),(15,1),(15,-1),0.0745291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,2),(15,1),(15,-1),0.0577187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.074399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),0.000903904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0429905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0591881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.0238142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,26),-0.00229518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,27),0.0750992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,28),0.0906602 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.0801411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0319479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0352714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.0128849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,26),-0.0772131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,27),-0.0888995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,28),-0.0207642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.044551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.0592707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.0253746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,26),-0.0142687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,27),0.0745345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,28),0.069355 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.0199402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.020533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,26),0.000681204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,27),0.0465126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,28),0.0500622 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,23),-0.0425222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,26),-0.0586979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,27),-0.0915977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,28),-0.0369011 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,26),-0.00476984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,27),0.0474536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,28),0.0472199 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,26),(16,27),0.0963375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,26),(16,28),0.0902341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,27),(16,28),-0.119352 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.100369 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.073247 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0322246 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.0733137 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,26),-0.10509 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,27),-0.082549 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,28),-0.0978721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0797477 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0485557 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.0798145 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,26),-0.128639 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,27),-0.12174 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,28),-0.0457376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.029688 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.0882883 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,26),-0.0973859 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,27),-0.0311421 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,28),-0.0523009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,23),-0.0684551 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,26),-0.0932403 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,27),0.0342735 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,28),-0.0375866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,26),-0.0973859 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,27),-0.0311421 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,28),-0.0523939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,26),(16,27),-0.128786 # DEPENDENCYPART_TRISIBL
(16,17),(16,26),(16,28),-0.0478883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,27),(16,28),0.0554752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0721091 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0425972 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.0721091 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,26),-0.0868246 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,27),-0.081635 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,28),-0.0682192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.068987 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.0791237 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,26),-0.0946457 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,27),-0.0392522 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,28),-0.0621507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,23),-0.0935499 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,26),-0.0621554 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,27),-0.0488196 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,28),-0.0565951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,26),-0.0946466 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,27),-0.0392535 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,28),-0.062385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,26),(16,27),-0.0731962 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,28),-0.0694586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,27),(16,28),-0.0344869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0300713 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0860972 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,26),-0.09223 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,27),-0.0369251 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,28),-0.0623463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,23),-0.0662647 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,26),-0.0902827 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,27),0.0291416 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,28),-0.0435028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,26),-0.09223 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,27),-0.0369251 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,28),-0.0624393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,26),(16,27),-0.144215 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,28),-0.0583849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,27),(16,28),0.0355722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,23),-0.144612 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,26),-0.0901457 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,27),-0.0592522 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,28),-0.0601454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,26),-0.0736297 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,27),-0.0567588 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,28),-0.0590161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,26),(16,27),-0.0844384 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,28),-0.0698365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,27),(16,28),0.00353893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,26),-0.0883464 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,27),-0.114193 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,28),-0.0222559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,26),(16,27),-0.139874 # DEPENDENCYPART_TRISIBL
(16,21),(16,26),(16,28),-0.0216413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,27),(16,28),-0.0737003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,26),(16,27),-0.0834079 # DEPENDENCYPART_TRISIBL
(16,23),(16,26),(16,28),-0.0807243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,27),(16,28),-0.00118164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,26),(16,27),(16,28),0.0526305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),0.178495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.0739235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,9),-0.118022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,6),-0.0405132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,5),-0.12879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,4),-0.125241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,3),-0.120637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.0336598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,12),-0.20488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,9),-0.221209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,6),-0.181172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,5),-0.187406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,4),-0.184461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,3),-0.221742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.28402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,9),-0.108365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,6),-0.0416804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,5),-0.143807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,4),-0.140064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,3),-0.110733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.0178425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,6),-0.0140581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,5),-0.0312468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,4),-0.0296124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,3),-0.0949216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,-1),0.0724341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,6),(16,5),-0.151419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,4),-0.147783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,3),-0.00721748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,6),(16,-1),-0.0636353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,5),(16,4),-0.157289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,3),-0.0106836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,-1),0.0225117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,4),(16,3),-0.00708145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,4),(16,-1),0.0158757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,3),(16,-1),0.066704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,12),-0.0394324 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,9),-0.0372785 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,6),-0.0307388 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,5),-0.000844102 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,4),0.0144964 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,3),-0.0373311 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.122307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,9),-0.0814387 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,6),-0.0532868 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,5),-0.0666695 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,4),-0.0584292 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,3),-0.0814902 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.0239223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,9),(16,6),-0.0572319 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,5),-0.0754756 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,4),-0.0672612 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,3),-0.106604 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,-1),-0.0990503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,6),(16,5),-0.0675076 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,4),-0.0592702 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,3),-0.0867435 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,-1),-0.0766926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,5),(16,4),-0.0701934 # DEPENDENCYPART_TRISIBL
(16,15),(16,5),(16,3),-0.0863232 # DEPENDENCYPART_TRISIBL
