# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(3,3),(3,5),(3,26),0.285448 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.126062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.0434105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.127489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.201031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,26),0.302985 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.0898267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.134923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.12735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,26),0.126075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,12),-0.0248732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.110358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,26),0.0916935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,14),-0.130026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,26),0.134333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,26),0.212535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,7),-0.0937838 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.064966 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0833768 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0612551 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0956031 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,26),0.0127611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0652883 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0824795 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0615773 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0948097 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,26),-0.0014016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.079653 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0613939 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0882989 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,26),-0.0750183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,12),-0.0610811 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0865625 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,26),-0.0657676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,14),-0.0882989 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,26),-0.0753619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,26),-0.104125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0579229 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0816614 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.060925 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.182327 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,26),-0.0506604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0802228 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0700123 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.150017 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,26),-0.103407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,12),-0.0642168 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.143869 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,26),-0.0360895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.150018 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,26),-0.106729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,26),-0.180493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0801091 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0602255 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.149544 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,26),-0.100997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,12),-0.057455 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.143389 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,26),-0.0460215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.149544 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,26),-0.10432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,26),-0.196726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,12),-0.0968713 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.117541 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,26),-0.0731715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,14),-0.129316 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,26),-0.0819334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,26),-0.119071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,14),-0.0853948 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,26),-0.0917683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,26),-0.0951732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,26),-0.106517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.111389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.207388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.193194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.124542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0812985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.0986601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,26),-0.104202 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.122242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.0983462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,26),-0.157087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0607717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,26),-0.132157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,26),-0.149401 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0841806 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0717313 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,26),-0.0827947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.067435 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,26),-0.0869057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,26),-0.0857118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0780603 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,26),-0.0856241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,26),-0.095576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,26),-0.0705949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,-1),-0.256357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.157495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.157041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0601117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.1221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.149346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.1221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.118403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),-0.187214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.153358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),-0.183006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.0585795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,25),-0.136674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,26),-0.206013 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.114323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0793304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.125203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.112664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.125203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.135722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.121551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.10457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),-0.116386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,22),-0.0777977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,25),-0.118949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,26),-0.10247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.0986057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.0505274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.107906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.0505274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.121512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.145901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.0994974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),-0.13587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.0970491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,25),-0.0577429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,26),-0.135479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.13067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.0949471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.13067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.100396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.188027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.100564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.183563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.0926869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,25),-0.146365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,26),-0.102444 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,12),-0.162662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.203495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.0199585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),-0.0576204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.15725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.0533395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,22),-0.120112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,25),-0.201167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,26),-0.692649 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,13),-0.038322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,14),-0.124189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,15),-0.148052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.103931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,19),-0.138021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,22),-0.0970817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,25),-0.036522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,26),-0.134252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,14),-0.0199585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,15),-0.0576204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,16),-0.15725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,19),-0.0533395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,22),-0.120112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,25),-0.201167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,26),-0.692649 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.166053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,16),-0.0791372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,19),-0.161874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,22),-0.0832026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,25),-0.0368986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,26),-0.0766163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,16),-0.106782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,19),-0.115439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,22),-0.0771953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,25),-0.117561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,26),-0.115626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,19),-0.136735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,22),-0.0969936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,25),-0.0593582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,26),-0.122101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,22),-0.0771979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,25),-0.119688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,26),-0.121553 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,22),(5,25),-0.144502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,22),(5,26),-0.106564 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,25),(5,26),-0.229216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0797459 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0754762 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0919712 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.0797561 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.0919712 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0854028 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.0785283 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0797459 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,19),-0.0785283 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,22),-0.0754762 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,25),-0.0501294 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,26),-0.112865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0725864 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.0888156 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0774287 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.0888156 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0835396 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0788327 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.0774214 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.0788327 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,22),-0.0725864 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,25),-0.0466641 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,26),-0.13057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0862917 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.078195 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.0862917 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0818049 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0769603 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0781877 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,19),-0.0769603 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.0738317 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,25),-0.0636564 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,26),-0.0788698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,12),-0.0808895 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.0845546 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0840615 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.0766017 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.0808819 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,19),-0.0766017 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,22),-0.0727643 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,25),-0.0606601 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,26),-0.138365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,13),-0.0888156 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,14),-0.0835396 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,15),-0.0788344 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),-0.0774226 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,19),-0.0788344 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,22),-0.0725864 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,25),-0.0425557 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,26),-0.130577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,14),-0.0840615 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,15),-0.0766017 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,16),-0.0808819 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,19),-0.0766017 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,22),-0.0727643 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,25),-0.0606601 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,26),-0.138365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.0760454 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,16),-0.0768821 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,19),-0.0760454 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,22),-0.0730302 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,25),-0.0559169 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,26),-0.127012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,16),-0.0797328 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,19),-0.0782318 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,22),-0.0746783 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,25),-0.0501015 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,26),-0.111873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,19),-0.0788327 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,22),-0.0725864 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,25),-0.0466642 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,26),-0.130568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,19),(5,22),-0.0746788 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,25),-0.0501735 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,26),-0.111879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,22),(5,25),-0.0636564 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,26),-0.0788687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,25),(5,26),-0.135168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0768123 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0151425 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.0860253 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.0151425 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.129837 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.0622558 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.0809424 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,19),-0.0629297 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,22),-0.0775824 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,25),-0.0846974 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,26),-0.123602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0444818 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.079995 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0444818 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.121983 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.0643637 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0749789 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,19),-0.065035 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,22),-0.075468 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,25),-0.0903693 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,26),-0.0922315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,12),-0.0892492 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),-0.0408407 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.112072 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.0763824 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0805343 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),-0.0772197 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,22),-0.0305634 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,25),-0.112973 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,26),-0.051755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,13),-0.0153056 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,14),-0.129837 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,15),-0.0624343 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,16),-0.0782253 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,19),-0.0631083 # DEPENDENCYPART_TRISIBL
