# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(18,3),(18,6),0.143133 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0106224 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.035211 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0369078 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0817186 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0712558 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.143133 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0393885 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0817186 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0199974 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0686401 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0934425 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0971183 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.209932 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0763468 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.00910642 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.0097357 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.217 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0476506 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.133437 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.144479 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0477707 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.210148 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.359229 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0476506 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.198285 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.210148 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0337134 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.335794 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0996138 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0703003 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0340969 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0979629 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0391791 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0396035 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.110668 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.4904 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.174281 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0153867 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.241966 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.509957 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.110668 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.172998 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.241966 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.000269827 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.469688 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0158593 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0151267 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.00951963 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.048576 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0269909 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.114219 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.218792 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.133967 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.135857 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0876672 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.06636 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.147451 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0509472 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0876672 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.176979 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.11613 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0611467 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0889049 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.121736 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0447277 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.161797 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.29145 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.192846 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0219486 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.26507 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.535869 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0859644 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.192709 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.26507 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0340103 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.495585 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0417723 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0410407 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0149681 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0490102 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0409291 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0692323 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0994692 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0929378 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00462265 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.23757 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.1044 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0929378 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.141811 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.015716 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0599884 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0648251 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0403336 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.00901164 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0560645 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.0794402 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0760509 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0672659 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.118044 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.437881 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0760509 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.000439174 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0646347 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0901038 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0937796 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.204892 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0720986 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.00229966 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0548592 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.22083 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.030539 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.21601 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.175404 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.065699 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.215871 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0535606 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0441107 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.124233 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0440704 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.035965 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0234 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0445517 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.19256 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.31859 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00216007 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.788002 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0779186 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0580953 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0497601 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0244685 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0410898 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0496586 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0509472 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0876672 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.176979 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.11613 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0611467 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0889049 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.121736 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0447277 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.161797 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.29145 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00359772 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0884475 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.083426 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0543964 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.050538 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0616979 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00540285 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0324409 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0901081 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.065699 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.215871 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0535606 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0441107 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.124233 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0440704 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.035965 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0234 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.016336 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.111896 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0968725 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0686563 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0242058 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0240442 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.104341 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0409314 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0211082 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0250497 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0132702 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.105909 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.104344 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.20181 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0497213 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0388174 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.121469 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0153313 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0580098 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0443715 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.128999 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0285679 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0402553 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.295883 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.107283 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.122454 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.00255896 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.035452 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0278268 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0916641 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.120275 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.108569 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0151052 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.184162 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0418107 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0380552 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0944653 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0894776 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0553471 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00746772 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.083833 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0279701 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0937881 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.140513 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.25649 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.107856 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.051729 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0784945 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0304762 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.073821 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0512884 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0509568 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0787383 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0529758 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0413946 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.126883 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.153803 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.00439281 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.172338 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.00765841 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.116299 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.101179 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.00691952 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0396352 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.117163 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.231949 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0436767 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.101499 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0186237 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0312353 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.16788 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.075053 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.209567 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.203004 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.006199 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.18968 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.1802 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.136012 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0172058 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.571717 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0984569 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.473918 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.303641 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.321841 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0562139 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.111248 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),0.959551 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.678196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.225359 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.181013 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0701859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.585124 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.273046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.387997 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.207127 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0428072 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.72478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.223271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.085909 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0877784 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.838308 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.110741 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.542822 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),1.07974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.719356 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.145914 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.195651 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.169182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.594574 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0801153 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.508409 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.147848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.491585 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.299746 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0333569 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0150992 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.303693 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0738499 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.0296758 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.545173 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),1.33274 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.968395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.250445 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.109503 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0835537 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.325105 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),1.09043 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.264344 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.125807 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.161832 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.208506 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.266407 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.16977 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.221673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0206145 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.340517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.704546 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.119782 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.014187 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.182356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.72381 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),1.58748 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.956551 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.253663 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0855247 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.0160772 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.312105 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),1.19854 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.161533 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.574482 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.04729 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.42871 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.251771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.570606 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.040257 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.240818 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.138416 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.65711 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.117495 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0173784 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.899255 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.284944 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.753216 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),1.42304 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.772491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.818031 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0170464 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.326747 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0245134 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.148633 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.213161 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.131804 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.0980801 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.821178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.534785 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.247385 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.174006 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.351018 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.297848 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0573 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-2.21744 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.512737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.81499 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.06103 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.350014 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.253524 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.128181 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.138395 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.672851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.588248 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.719305 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.10489 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.305756 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0931786 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0820189 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.301984 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.267292 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.25331 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.42835 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.767438 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.431032 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.603374 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),0.0954251 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.321699 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-1.95098 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.669779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.561714 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.707109 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.00416799 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.318593 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.152735 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.211683 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.139216 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.219514 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.212839 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.209834 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.182766 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.642428 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.616467 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),0.147683 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.903512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.314875 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.347552 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.363118 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.0571403 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.551213 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.773494 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.275523 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.342417 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.393838 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.381162 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.553831 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.858062 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.557578 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.613116 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.709618 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.153742 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.983946 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.0443 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.338398 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-2.28829 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.143988 # DEPENDENCYPART_GRANDPAR
