# _root_ `` There was a roll of laughter through the stands , '' says Joe Sukle , the editor of the weekly Press and Journal in Middletown .
#goldHeads=13,3,13,5,3,5,6,5,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
#predictedHeads=13,3,13,5,3,5,6,3,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
(23,18),(23,8),(23,6),-0.159099 # DEPENDENCYPART_TRISIBL
(23,18),(23,8),(23,5),-0.157352 # DEPENDENCYPART_TRISIBL
(23,18),(23,8),(23,4),0.0161103 # DEPENDENCYPART_TRISIBL
(23,18),(23,8),(23,3),-0.250268 # DEPENDENCYPART_TRISIBL
(23,18),(23,8),(23,1),-0.0950762 # DEPENDENCYPART_TRISIBL
(23,18),(23,8),(23,-1),-0.0730115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,7),(23,6),-0.225137 # DEPENDENCYPART_TRISIBL
(23,18),(23,7),(23,5),-0.172762 # DEPENDENCYPART_TRISIBL
(23,18),(23,7),(23,4),0.00106146 # DEPENDENCYPART_TRISIBL
(23,18),(23,7),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,18),(23,7),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,18),(23,7),(23,-1),-0.0661883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,6),(23,5),-0.16019 # DEPENDENCYPART_TRISIBL
(23,18),(23,6),(23,4),0.0143865 # DEPENDENCYPART_TRISIBL
(23,18),(23,6),(23,3),-0.251504 # DEPENDENCYPART_TRISIBL
(23,18),(23,6),(23,1),-0.0950765 # DEPENDENCYPART_TRISIBL
(23,18),(23,6),(23,-1),-0.0898466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,5),(23,4),-0.000831992 # DEPENDENCYPART_TRISIBL
(23,18),(23,5),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,18),(23,5),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,18),(23,5),(23,-1),-0.0661902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,4),(23,3),-0.230547 # DEPENDENCYPART_TRISIBL
(23,18),(23,4),(23,1),-0.0150517 # DEPENDENCYPART_TRISIBL
(23,18),(23,4),(23,-1),0.043128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,3),(23,1),-0.108648 # DEPENDENCYPART_TRISIBL
(23,18),(23,3),(23,-1),-0.112461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,1),(23,-1),-0.046572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,16),(23,15),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,14),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,13),-0.112573 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,12),-0.0934478 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,11),-0.0801563 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,10),-0.205334 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,9),-0.198397 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,8),-0.0748728 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,7),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,6),-0.0749273 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,5),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,4),-0.174774 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,3),-0.110146 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,1),-0.0934282 # DEPENDENCYPART_TRISIBL
(23,17),(23,16),(23,-1),-0.141858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,15),(23,14),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,13),-0.137238 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,12),-0.0934413 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,11),-0.0808491 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,10),-0.173429 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,9),-0.21785 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,8),-0.0815482 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,7),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,6),-0.0815716 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,5),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,17),(23,15),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,14),(23,13),-0.137238 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,12),-0.0934413 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,11),-0.0808491 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,10),-0.173429 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,9),-0.21785 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,8),-0.0815482 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,7),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,6),-0.0815716 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,5),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,17),(23,14),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,13),(23,12),-0.0938828 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,11),-0.0912478 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,10),-0.167526 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,9),-0.211221 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,8),-0.0908545 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,7),-0.167395 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,6),-0.0908745 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,5),-0.167395 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,4),-0.186994 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,3),-0.146839 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,1),-0.105565 # DEPENDENCYPART_TRISIBL
(23,17),(23,13),(23,-1),-0.156433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,12),(23,11),-0.0509063 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,10),-0.164246 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,9),-0.198306 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,8),-0.0862184 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,7),-0.164115 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,6),-0.0862321 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,5),-0.164115 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,4),-0.174683 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,3),-0.129741 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,1),-0.0958005 # DEPENDENCYPART_TRISIBL
(23,17),(23,12),(23,-1),-0.120194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,11),(23,10),-0.205334 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,9),-0.198397 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,8),-0.0748728 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,7),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,6),-0.0749273 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,5),-0.205181 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,4),-0.174774 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,3),-0.110146 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,1),-0.0934282 # DEPENDENCYPART_TRISIBL
(23,17),(23,11),(23,-1),-0.141858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,10),(23,9),-0.21785 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,8),-0.0815482 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,7),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,6),-0.0815716 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,5),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,17),(23,10),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,9),(23,8),-0.0878859 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,7),-0.15965 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,6),-0.0879034 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,5),-0.15965 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,4),-0.174739 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,3),-0.123667 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,1),-0.0934513 # DEPENDENCYPART_TRISIBL
(23,17),(23,9),(23,-1),-0.135535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,8),(23,7),-0.165073 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,6),-0.0914006 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,5),-0.165073 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,4),-0.176743 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,3),-0.14038 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,1),-0.102503 # DEPENDENCYPART_TRISIBL
(23,17),(23,8),(23,-1),-0.0469907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,7),(23,6),-0.0815716 # DEPENDENCYPART_TRISIBL
(23,17),(23,7),(23,5),-0.173297 # DEPENDENCYPART_TRISIBL
(23,17),(23,7),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,17),(23,7),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,17),(23,7),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,17),(23,7),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,6),(23,5),-0.165102 # DEPENDENCYPART_TRISIBL
(23,17),(23,6),(23,4),-0.177788 # DEPENDENCYPART_TRISIBL
(23,17),(23,6),(23,3),-0.140714 # DEPENDENCYPART_TRISIBL
(23,17),(23,6),(23,1),-0.102504 # DEPENDENCYPART_TRISIBL
(23,17),(23,6),(23,-1),-0.0446025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,5),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,17),(23,5),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,17),(23,5),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,17),(23,5),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,4),(23,3),-0.12362 # DEPENDENCYPART_TRISIBL
(23,17),(23,4),(23,1),-0.093255 # DEPENDENCYPART_TRISIBL
(23,17),(23,4),(23,-1),-0.13132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,3),(23,1),-0.105565 # DEPENDENCYPART_TRISIBL
(23,17),(23,3),(23,-1),-0.156133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,1),(23,-1),-0.0674367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,15),(23,14),-0.0271091 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,13),-0.123255 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,12),-0.0323263 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,11),0.0963802 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,10),-0.0271732 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,9),0.00718659 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,8),-0.149616 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,7),-0.0271091 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,4),-0.0318497 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,16),(23,15),(23,-1),-0.0287679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,14),(23,13),-0.123255 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,12),-0.0323263 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,11),0.0963802 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,10),-0.0271732 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,9),0.00718659 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,8),-0.149616 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,7),-0.0271091 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,4),-0.0318497 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,16),(23,14),(23,-1),-0.0287716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,13),(23,12),0.0858354 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,11),0.073371 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,10),0.00683963 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,9),-0.00835762 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,8),-0.0792972 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,7),0.00690368 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,6),-0.088517 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,5),0.00688721 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,4),-0.0375524 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,3),-0.202555 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,1),0.112461 # DEPENDENCYPART_TRISIBL
(23,16),(23,13),(23,-1),-0.0410355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,12),(23,11),0.0360572 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,10),-0.0671532 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,9),-0.0137511 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,8),-0.0749247 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,7),-0.0670892 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,6),-0.0811688 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,5),-0.0671057 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,4),-0.0455285 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,3),-0.152926 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,1),0.0194575 # DEPENDENCYPART_TRISIBL
(23,16),(23,12),(23,-1),-0.0628826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,11),(23,10),-0.102196 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,9),-0.0144717 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,8),-0.105475 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,7),-0.102132 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,6),-0.111725 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,5),-0.102148 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,4),-0.0462405 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,3),-0.134773 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,1),0.0220006 # DEPENDENCYPART_TRISIBL
(23,16),(23,11),(23,-1),-0.136781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,10),(23,9),0.00718641 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,8),-0.149616 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,7),-0.0271091 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,4),-0.0318499 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,16),(23,10),(23,-1),-0.0289308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,9),(23,8),-0.0838729 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,7),-0.0695485 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,6),-0.0901397 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,5),-0.069565 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,4),-0.0466797 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,3),-0.155681 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,1),0.0262208 # DEPENDENCYPART_TRISIBL
(23,16),(23,9),(23,-1),-0.158672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,8),(23,7),-0.0545313 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,6),0.0211478 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,5),-0.0545478 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,4),-0.0498377 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,3),-0.160282 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,1),0.0576363 # DEPENDENCYPART_TRISIBL
(23,16),(23,8),(23,-1),-0.0162455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,7),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,16),(23,7),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,16),(23,7),(23,4),-0.0318497 # DEPENDENCYPART_TRISIBL
(23,16),(23,7),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,16),(23,7),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,16),(23,7),(23,-1),-0.0264609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,6),(23,5),-0.0552441 # DEPENDENCYPART_TRISIBL
(23,16),(23,6),(23,4),-0.0511495 # DEPENDENCYPART_TRISIBL
(23,16),(23,6),(23,3),-0.16026 # DEPENDENCYPART_TRISIBL
(23,16),(23,6),(23,1),0.0578297 # DEPENDENCYPART_TRISIBL
(23,16),(23,6),(23,-1),-0.0337545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,5),(23,4),-0.0327944 # DEPENDENCYPART_TRISIBL
(23,16),(23,5),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,16),(23,5),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,16),(23,5),(23,-1),-0.0280804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,4),(23,3),-0.155404 # DEPENDENCYPART_TRISIBL
(23,16),(23,4),(23,1),0.0264799 # DEPENDENCYPART_TRISIBL
(23,16),(23,4),(23,-1),-0.155306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,3),(23,1),0.147125 # DEPENDENCYPART_TRISIBL
(23,16),(23,3),(23,-1),-0.042987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,16),(23,1),(23,-1),-0.0220885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,14),(23,13),-0.237508 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,12),-0.0625486 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,11),-0.250681 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,10),-0.171373 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,9),0.0645059 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,8),-0.215951 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,7),-0.169225 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,6),-0.224806 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,5),-0.172391 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,4),0.00106146 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,15),(23,14),(23,-1),-0.0615286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,13),(23,12),-0.0971985 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,11),-0.124962 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,10),-0.167321 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,9),0.0533589 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,8),-0.120045 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,7),-0.165173 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,6),-0.133416 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,5),-0.168112 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,4),0.0160858 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,3),-0.266977 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,1),-0.108005 # DEPENDENCYPART_TRISIBL
(23,15),(23,13),(23,-1),-0.129599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,12),(23,11),-0.0191515 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,10),-0.164054 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,9),0.0321957 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,8),-0.13435 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,7),-0.161906 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,6),-0.147343 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,5),-0.164845 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,4),0.00690336 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,3),-0.21615 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,1),-0.0873278 # DEPENDENCYPART_TRISIBL
(23,15),(23,12),(23,-1),-0.130951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,11),(23,10),0.0981033 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,9),-0.0095407 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,8),-0.106603 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,7),0.10096 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,6),-0.121815 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,5),0.0968558 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,4),-0.032388 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,3),-0.239683 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,1),-0.0954744 # DEPENDENCYPART_TRISIBL
(23,15),(23,11),(23,-1),-0.289845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,10),(23,9),0.0645059 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,8),-0.215951 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,7),-0.169225 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,6),-0.224806 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,5),-0.172391 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,4),0.00106146 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,15),(23,10),(23,-1),-0.0635528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,9),(23,8),-0.161448 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,7),-0.165403 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,6),-0.175113 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,5),-0.168342 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,4),0.00334469 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,3),-0.229807 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,1),0.0130115 # DEPENDENCYPART_TRISIBL
(23,15),(23,9),(23,-1),0.0520086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,8),(23,7),-0.154043 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,6),-0.158771 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,5),-0.156982 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,4),0.0161103 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,3),-0.250268 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,1),-0.0950762 # DEPENDENCYPART_TRISIBL
(23,15),(23,8),(23,-1),-0.0704034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,7),(23,6),-0.224806 # DEPENDENCYPART_TRISIBL
(23,15),(23,7),(23,5),-0.172391 # DEPENDENCYPART_TRISIBL
(23,15),(23,7),(23,4),0.00106146 # DEPENDENCYPART_TRISIBL
(23,15),(23,7),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,15),(23,7),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,15),(23,7),(23,-1),-0.0635528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,6),(23,5),-0.159819 # DEPENDENCYPART_TRISIBL
(23,15),(23,6),(23,4),0.0143865 # DEPENDENCYPART_TRISIBL
(23,15),(23,6),(23,3),-0.251504 # DEPENDENCYPART_TRISIBL
(23,15),(23,6),(23,1),-0.0950765 # DEPENDENCYPART_TRISIBL
