# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(10,13),(10,23),(10,24),-0.0724 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,27),-0.0544014 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,29),-0.0920292 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,30),-0.110815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,24),(10,27),-0.0604472 # DEPENDENCYPART_TRISIBL
(10,13),(10,24),(10,29),-0.105584 # DEPENDENCYPART_TRISIBL
(10,13),(10,24),(10,30),-0.10964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,27),(10,29),-0.111353 # DEPENDENCYPART_TRISIBL
(10,13),(10,27),(10,30),-0.119606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,29),(10,30),-0.0192212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),0.0790847 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.066752 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0846758 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.0918386 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,21),-0.0432644 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,23),-0.0846797 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,24),0.07562 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,27),0.082171 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,29),-0.0842758 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,30),-0.039879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.0998653 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.0469241 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,20),-0.0814282 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,21),-0.0623723 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,23),-0.0469275 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,24),-0.00252277 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,27),-0.000504657 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,29),-0.068783 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,30),-0.0875454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,19),-0.0730805 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,20),-0.0846996 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,21),-0.0641278 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,23),-0.0730831 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,24),-0.030936 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,27),-0.0305785 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,29),-0.113203 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,30),-0.109397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),-0.0859869 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,21),-0.0630416 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,23),-0.0730454 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,24),-0.0268921 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,27),-0.025427 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,29),-0.0401789 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,30),-0.117205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,20),(10,21),-0.0432644 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,23),-0.0846797 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,24),0.07562 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,27),0.082171 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,29),-0.0842758 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,30),-0.039879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,21),(10,23),-0.0645676 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,24),-0.03018 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,27),-0.0300955 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,29),-0.0616936 # DEPENDENCYPART_TRISIBL
(10,14),(10,21),(10,30),-0.106525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,23),(10,24),-0.026898 # DEPENDENCYPART_TRISIBL
(10,14),(10,23),(10,27),-0.0254329 # DEPENDENCYPART_TRISIBL
(10,14),(10,23),(10,29),-0.040195 # DEPENDENCYPART_TRISIBL
(10,14),(10,23),(10,30),-0.117565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,24),(10,27),-0.0453294 # DEPENDENCYPART_TRISIBL
(10,14),(10,24),(10,29),0.00434726 # DEPENDENCYPART_TRISIBL
(10,14),(10,24),(10,30),-0.0707372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,27),(10,29),0.00629279 # DEPENDENCYPART_TRISIBL
(10,14),(10,27),(10,30),-0.0405443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,29),(10,30),-0.0764162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),0.0288982 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),0.149305 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,20),0.282477 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,21),-0.0377873 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,23),0.149025 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,24),0.0204461 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,27),0.0121837 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,29),-0.144224 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,30),-0.182356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,19),-0.0200354 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,20),0.563696 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,21),-0.0687212 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,23),-0.020222 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,24),-0.0171388 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,27),-0.0210152 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,29),-0.0945915 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,30),-0.0733775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),0.507475 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,21),-0.0465075 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,23),-0.0827688 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,24),-0.0279149 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,27),-0.0404421 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,29),-0.240184 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,30),-0.0989051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,20),(10,21),-0.0616173 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,23),-0.000460728 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,24),-0.0864423 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,27),-0.0953541 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,29),-0.135954 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,30),-0.229749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,21),(10,23),0.0519325 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,24),-0.0751451 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,27),-0.0781916 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,29),-0.13991 # DEPENDENCYPART_TRISIBL
(10,15),(10,21),(10,30),-0.167919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,23),(10,24),-0.0281497 # DEPENDENCYPART_TRISIBL
(10,15),(10,23),(10,27),-0.040677 # DEPENDENCYPART_TRISIBL
(10,15),(10,23),(10,29),-0.240715 # DEPENDENCYPART_TRISIBL
(10,15),(10,23),(10,30),-0.0852112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,24),(10,27),-0.0660704 # DEPENDENCYPART_TRISIBL
(10,15),(10,24),(10,29),-0.108889 # DEPENDENCYPART_TRISIBL
(10,15),(10,24),(10,30),-0.0715261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,27),(10,29),-0.101375 # DEPENDENCYPART_TRISIBL
(10,15),(10,27),(10,30),-0.0854157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,29),(10,30),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,19),-0.0410063 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,20),0.0722731 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,21),-0.0686388 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,23),-0.0410381 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,24),-0.0574866 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,27),-0.0576061 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,29),-0.131413 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,30),-0.0484218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,20),0.111188 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,21),-0.0686251 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,23),-0.0524879 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,24),-0.0223563 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,27),-0.0233457 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,29),-0.124573 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,30),-0.048867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,20),(10,21),-0.068627 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,23),-0.0491487 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,24),-0.0589943 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,27),-0.0586099 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,29),-0.114744 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,30),-0.123596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,21),(10,23),-0.0522155 # DEPENDENCYPART_TRISIBL
(10,16),(10,21),(10,24),-0.0552128 # DEPENDENCYPART_TRISIBL
(10,16),(10,21),(10,27),-0.055123 # DEPENDENCYPART_TRISIBL
(10,16),(10,21),(10,29),-0.113621 # DEPENDENCYPART_TRISIBL
(10,16),(10,21),(10,30),-0.0526291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,23),(10,24),-0.0223563 # DEPENDENCYPART_TRISIBL
(10,16),(10,23),(10,27),-0.0233457 # DEPENDENCYPART_TRISIBL
(10,16),(10,23),(10,29),-0.124573 # DEPENDENCYPART_TRISIBL
(10,16),(10,23),(10,30),-0.0490554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,24),(10,27),-0.0558196 # DEPENDENCYPART_TRISIBL
(10,16),(10,24),(10,29),-0.11585 # DEPENDENCYPART_TRISIBL
(10,16),(10,24),(10,30),-0.0371737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,27),(10,29),-0.114614 # DEPENDENCYPART_TRISIBL
(10,16),(10,27),(10,30),-0.0378381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,29),(10,30),-0.109265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,19),(10,20),-0.085839 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,21),-0.0639712 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,23),-0.0730316 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,24),-0.029687 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,27),-0.0282219 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,29),-0.0454237 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,30),-0.104224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,20),(10,21),-0.0451 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,23),-0.0843076 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,24),0.0731179 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,27),0.0796689 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,29),-0.0887279 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,30),-0.0120839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,21),(10,23),-0.0641881 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,24),-0.0320269 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,27),-0.0319423 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,29),-0.0668666 # DEPENDENCYPART_TRISIBL
(10,17),(10,21),(10,30),-0.0923141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,23),(10,24),-0.0296929 # DEPENDENCYPART_TRISIBL
(10,17),(10,23),(10,27),-0.0282278 # DEPENDENCYPART_TRISIBL
(10,17),(10,23),(10,29),-0.0454397 # DEPENDENCYPART_TRISIBL
(10,17),(10,23),(10,30),-0.104584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,24),(10,27),-0.0470998 # DEPENDENCYPART_TRISIBL
(10,17),(10,24),(10,29),-0.000649243 # DEPENDENCYPART_TRISIBL
(10,17),(10,24),(10,30),-0.0561934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,27),(10,29),0.00129629 # DEPENDENCYPART_TRISIBL
(10,17),(10,27),(10,30),-0.0260005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,29),(10,30),-0.0581886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,20),(10,21),-0.0294296 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,23),-0.0833711 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,24),-0.0512072 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,27),-0.0560725 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,29),-0.12428 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,30),-0.0354196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,21),(10,23),-0.0716484 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,24),-0.0604924 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,27),-0.0619393 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,29),-0.0969663 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,30),-0.0839213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,23),(10,24),-0.0708714 # DEPENDENCYPART_TRISIBL
(10,19),(10,23),(10,27),-0.0528728 # DEPENDENCYPART_TRISIBL
(10,19),(10,23),(10,29),-0.0877097 # DEPENDENCYPART_TRISIBL
(10,19),(10,23),(10,30),-0.129444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,24),(10,27),-0.0589204 # DEPENDENCYPART_TRISIBL
(10,19),(10,24),(10,29),-0.09677 # DEPENDENCYPART_TRISIBL
(10,19),(10,24),(10,30),-0.129642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,27),(10,29),-0.102539 # DEPENDENCYPART_TRISIBL
(10,19),(10,27),(10,30),-0.139608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,29),(10,30),-0.0392212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,21),(10,23),0.0519325 # DEPENDENCYPART_TRISIBL
(10,20),(10,21),(10,24),-0.0751451 # DEPENDENCYPART_TRISIBL
(10,20),(10,21),(10,27),-0.0781916 # DEPENDENCYPART_TRISIBL
(10,20),(10,21),(10,29),-0.13991 # DEPENDENCYPART_TRISIBL
(10,20),(10,21),(10,30),-0.167919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,23),(10,24),-0.0281497 # DEPENDENCYPART_TRISIBL
(10,20),(10,23),(10,27),-0.040677 # DEPENDENCYPART_TRISIBL
(10,20),(10,23),(10,29),-0.240715 # DEPENDENCYPART_TRISIBL
(10,20),(10,23),(10,30),-0.0852112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,24),(10,27),-0.0660704 # DEPENDENCYPART_TRISIBL
(10,20),(10,24),(10,29),-0.108889 # DEPENDENCYPART_TRISIBL
(10,20),(10,24),(10,30),-0.0715261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,27),(10,29),-0.101375 # DEPENDENCYPART_TRISIBL
(10,20),(10,27),(10,30),-0.0854157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,29),(10,30),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,23),(10,24),-0.0394035 # DEPENDENCYPART_TRISIBL
(10,21),(10,23),(10,27),-0.0637215 # DEPENDENCYPART_TRISIBL
(10,21),(10,23),(10,29),-0.0890843 # DEPENDENCYPART_TRISIBL
(10,21),(10,23),(10,30),-0.0971772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,24),(10,27),-0.0816865 # DEPENDENCYPART_TRISIBL
(10,21),(10,24),(10,29),-0.0329755 # DEPENDENCYPART_TRISIBL
(10,21),(10,24),(10,30),-0.0991261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,27),(10,29),-0.0382056 # DEPENDENCYPART_TRISIBL
(10,21),(10,27),(10,30),-0.07571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,29),(10,30),-0.089165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,24),(10,27),-0.0592309 # DEPENDENCYPART_TRISIBL
(10,23),(10,24),(10,29),-0.0972644 # DEPENDENCYPART_TRISIBL
(10,23),(10,24),(10,30),-0.11995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,27),(10,29),-0.103033 # DEPENDENCYPART_TRISIBL
(10,23),(10,27),(10,30),-0.129916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,29),(10,30),-0.0329168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,24),(10,27),(10,29),-0.0785253 # DEPENDENCYPART_TRISIBL
(10,24),(10,27),(10,30),-0.187333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,24),(10,29),(10,30),-0.142333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,27),(10,29),(10,30),-0.0945002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.0700113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.130103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0434695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.0862251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),-0.0939858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.166422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.136037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.12049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,2),-0.184899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,1),-0.147757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.0505169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.0693975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,2),-0.124416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,1),-0.104101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.091858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,2),-0.184938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,1),-0.139741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.167555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,2),(10,1),-0.146677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,2),(10,-1),-0.119684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),-0.28786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.103763 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),0.0153768 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,2),-0.0636947 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,1),-0.0326089 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.0721354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),0.029956 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,2),-0.0268102 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,1),-0.066924 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.102071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,2),-0.0676832 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,1),-0.063245 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.0151692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,2),(10,1),-0.0498339 # DEPENDENCYPART_TRISIBL
(10,9),(10,2),(10,-1),-0.0548774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),-0.186769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.060429 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,2),-0.0836677 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,1),-0.0721712 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.103503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,2),-0.0841559 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,1),-0.0116646 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),0.0125802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,2),(10,1),-0.0283031 # DEPENDENCYPART_TRISIBL
(10,8),(10,2),(10,-1),-0.0207969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,1),(10,-1),-0.131896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,2),-0.0848952 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,1),-0.0529545 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.0732233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,2),(10,1),-0.0559942 # DEPENDENCYPART_TRISIBL
(10,7),(10,2),(10,-1),-0.0849097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,1),(10,-1),-0.155156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,2),(10,1),-0.0263826 # DEPENDENCYPART_TRISIBL
(10,6),(10,2),(10,-1),-0.160083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,1),(10,-1),-0.0682848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,2),(10,1),(10,-1),-0.0851062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.0438503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.117777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.0372106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.15601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.123284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.0444499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,23),-0.0352245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,30),-0.0725828 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.119732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),0.0652592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.144384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.130887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.103545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,23),-0.0947351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,30),0.0838216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),0.0532466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,16),-0.142884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.136195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.0654945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,23),-0.0564491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,30),0.0019814 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.138532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.134036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.132376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,23),-0.117308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,30),-0.317974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
