# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(20,17),(20,19),0.250862 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.382557 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0217402 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0898592 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0518098 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0707788 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00704975 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00116075 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.059816 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0392457 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.03102 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0146994 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0312275 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.180788 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.866691 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0893176 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.220767 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.196845 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0633545 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.039329 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.240232 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0633545 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.18942 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0323836 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.306872 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00572537 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.614456 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.287634 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0569242 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.580947 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0459074 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.13395 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.614456 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.639684 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.118853 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0780533 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.152109 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.352965 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.416607 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.940905 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0535762 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.739801 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.312247 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),1.33201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.461994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.247269 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.039117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.612676 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-1.20468 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),0.78058 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.655585 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.565543 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.738718 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.423211 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.306642 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.485245 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.10672 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.133355 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.32903 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0329106 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.361297 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0722481 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.507252 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.320374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.259082 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.117219 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.632946 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-1.28422 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),1.46397 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.52913 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.441571 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.800161 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.242321 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.455713 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.512219 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.23307 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.268095 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.4429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.14798 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.500544 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.397865 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.159911 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.269867 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.21616 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.61208 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0221622 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.228037 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.361857 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-1.04734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-1.46963 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),1.26216 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.90508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0982645 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.187917 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0590998 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.584778 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.298112 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.389651 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.221489 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.482188 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.493109 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.793171 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.718363 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.663973 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-1.25493 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-1.08682 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.734245 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.49127 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.22696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0566624 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.428844 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.668581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.435432 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.315958 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.578032 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.734036 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.752607 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.5603 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.921501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.236324 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.245242 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.245447 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.853729 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.17068 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.59061 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.382073 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.861083 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.638675 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.674298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.665736 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.533898 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.995118 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.1226 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.59415 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.280667 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.251997 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.249478 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.066021 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.652475 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.652118 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.558231 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.825112 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.28051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.583355 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.08635 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.785564 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.341112 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.906013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.08643 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.770905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.480121 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.386143 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.00755306 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0957067 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.185119 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.299789 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.393057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.27569 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.409317 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.457268 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.05252 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.473667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.258872 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.302444 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),1.18179 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.604185 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.467338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0214067 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.476355 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.213631 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.251499 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.32142 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.18354 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.61855 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.906363 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.3662 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.336998 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0432701 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.159017 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.304685 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.299593 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.254916 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.241782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.506763 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.173785 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0974258 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0517143 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.293138 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.08509 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.431537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.461523 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.396325 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0661463 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.592467 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.187152 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0710497 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.019994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.355362 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.352771 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.298239 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.632746 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.536981 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.00085 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.601568 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.88486 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.344657 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.08548 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.792478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,5),0.338555 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.13469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.558309 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.128355 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.345726 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.474224 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.420796 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-1.14628 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.940385 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.595428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.0234454 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.477964 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0699057 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.335706 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.354345 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.107769 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.584265 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.297631 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.170158 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.0228822 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.428235 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.376898 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.592501 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.825807 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.414943 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.935988 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-1.40231 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.689299 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.938163 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.617158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.015009 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.461858 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0836074 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.349925 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.379031 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.0788768 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.598641 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.281525 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.313067 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.109687 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.350952 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.426932 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.905607 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.44422 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.502888 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.720499 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.375728 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.846439 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.539682 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.51173 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.54301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,9),0.155106 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.327244 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.592896 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.512884 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.577426 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.201141 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-1.03839 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.762463 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.770558 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.622894 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-0.741489 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.720161 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.81593 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.890595 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-1.12238 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-1.13155 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.288598 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.58859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.0418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.65202 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.71409 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.944423 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.642895 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.58887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.0418 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.575828 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.652026 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.714124 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.2316 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.824988 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.957663 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.944423 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.978083 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.06015 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.84401 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.60926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.69926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.30694 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.92699 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.128979 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.29249 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.19648 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.782382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.318891 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.660123 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.156271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.73382 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.277155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.447342 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.229882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.350753 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.519705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.22469 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.712075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.965427 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-1.2343 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.291004 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.167978 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.516596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0850118 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.362642 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.297385 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.471293 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.573317 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.32558 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.22959 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.379278 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.00532885 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0975223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.257646 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.264685 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0443781 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.039066 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.433258 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.531379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.318032 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.706526 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.332605 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-1.04059 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-1.20956 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.830254 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.40861 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.32598 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.22998 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0554825 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0264403 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.638922 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.25012 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.287222 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.653389 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.441147 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-1.18657 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.17813 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-1.08212 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.03787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.453618 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.00386846 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0666101 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.595657 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.178917 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.521779 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.356238 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.454631 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.348683 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.459225 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.532572 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-1.23443 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.530138 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.31249 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.795304 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-1.01945 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.805811 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.617611 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-1.39453 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.776063 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.818663 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.735648 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.18268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.311435 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.306743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.326643 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.351404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.419106 # DEPENDENCYPART_GRANDPAR
